trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms
3722.0,2.9236e-08,4.889e-09,2.6881e-08,3.7224e-09,1.205e-07,9.4911e-09,2.3296e-07,1.0212e-07,2.479,0.224,0.0,1.947,0.108,0.0,0.66,0.047,0.512
3728.0,4.3299e-09,2.7678e-09,1.5812e-08,3.3025e-09,6.4103e-08,9.3294e-09,2.6146e-08,6.5711e-08,1.626,0.2,-0.064,1.322,0.098,0.0,0.347,0.042,0.0
3733.0,4.2337e-08,7.6974e-09,5.4537e-08,6.1722e-09,1.182e-07,2.0709e-08,2.6136e-08,1.6966e-07,0.621,0.173,-0.512,0.56,0.085,-0.448,0.318,0.041,-0.128
3735.0,2.7136e-08,4.6444e-09,5.5077e-08,5.0549e-09,5.4575e-07,1.5797e-08,3.5387e-06,2.3075e-07,4.834,0.293,0.576,4.159,0.138,0.64,2.161,0.056,0.832
3736.0,8.3461e-08,4.5287e-09,1.4718e-07,5.181e-09,8.0545e-07,1.6612e-08,4.0209e-06,1.9437e-07,26.745,0.574,0.0,11.015,0.197,0.128,3.971,0.071,0.896
3737.0,1.3097e-08,3.2813e-09,2.8638e-08,3.79e-09,1.4485e-07,1.1398e-08,7.6989e-07,1.4928e-07,4.759,0.308,0.064,2.463,0.124,0.128,0.726,0.05,0.448
3740.0,4.6777e-07,4.1714e-08,3.9628e-07,3.0069e-08,4.8917e-07,6.9955e-08,0.0,7.5996e-07,0.736,0.18,-0.448,0.558,0.088,-0.576,0.449,0.044,0.128
3742.0,2.7333e-09,3.2207e-09,6.0217e-09,3.6003e-09,1.0111e-07,1.1464e-08,7.0268e-07,1.884e-07,0.94,0.21,-0.064,0.874,0.104,0.0,0.378,0.048,0.0
3745.0,1.0323e-06,5.2983e-08,9.8107e-07,4.3253e-08,2.3993e-06,1.1452e-07,8.549e-07,8.7954e-07,2.674,0.258,78.528,2.211,0.122,78.528,1.535,0.057,78.784
3751.0,4.8612e-09,2.8524e-09,3.2657e-08,3.9161e-09,1.9034e-07,1.1702e-08,3.8145e-07,8.9699e-08,2.486,0.232,-0.064,1.983,0.112,0.064,0.87,0.049,0.384
3765.0,4.2827e-06,3.5438e-08,6.2625e-06,3.6413e-08,1.9215e-05,9.5415e-08,1.9241e-05,8.6076e-07,25.956,0.543,66.048,25.289,0.27,66.24,22.809,0.128,66.752
3766.0,4.2055e-07,4.0163e-08,5.4588e-07,3.8139e-08,1.6445e-06,9.6375e-08,1.665e-06,9.8318e-07,1.198,0.201,120.32,1.091,0.099,121.024,1.036,0.049,121.024
3768.0,5.5802e-07,2.602e-08,5.9079e-07,2.1906e-08,7.0801e-07,5.8044e-08,0.0,5.7511e-07,0.954,0.214,1.92,0.827,0.105,1.92,0.725,0.051,1.92
3770.0,1.3452e-08,3.0871e-09,4.0228e-08,3.7424e-09,2.8123e-07,1.1628e-08,7.1021e-07,1.1165e-07,5.157,0.277,0.064,2.811,0.116,0.192,1.259,0.049,0.64
3771.0,3.8741e-07,3.7277e-08,6.8719e-07,3.6254e-08,1.7545e-06,9.2442e-08,1.9295e-06,8.0416e-07,1.751,0.214,25.344,1.425,0.104,25.728,1.195,0.051,26.112
3772.0,3.8852e-07,2.2799e-08,5.3875e-07,2.2272e-08,1.5637e-06,7.1233e-08,6.8499e-06,1.2445e-06,1.198,0.191,3.712,1.127,0.094,3.904,0.853,0.045,4.48
3773.0,2.1311e-06,1.3647e-07,7.8522e-07,4.2463e-08,2.2384e-07,7.7469e-08,8.3575e-06,3.0841e-06,0.507,0.159,0.768,0.384,0.079,0.832,0.252,0.039,-0.448
3774.0,1.1791e-08,2.0858e-09,1.1422e-08,1.7956e-09,2.9922e-08,5.2074e-09,0.0,5.5163e-08,1.665,0.216,-0.128,0.832,0.098,0.0,0.219,0.045,0.0
3776.0,2.7376e-06,5.5057e-08,2.5293e-06,4.0457e-08,7.2083e-06,9.76e-08,3.988e-06,7.594e-07,5.897,0.29,7.168,5.542,0.141,7.232,4.841,0.068,7.936
3779.0,1.2376e-07,1.0263e-08,9.4404e-08,8.0155e-09,2.0715e-07,2.003e-08,2.8931e-08,1.4462e-07,0.783,0.182,-0.64,0.673,0.09,-0.448,0.575,0.045,-0.064
3782.0,5.2929e-09,1.9222e-09,7.7021e-09,1.5208e-09,2.4249e-08,4.0009e-09,1.1744e-10,2.0502e-08,1.309,0.179,0.0,0.624,0.079,0.128,0.173,0.036,0.896
3788.0,4.3428e-06,4.3423e-08,5.3015e-06,3.7923e-08,1.5549e-05,9.8332e-08,1.7465e-05,9.4864e-07,5.277,0.292,27.264,5.201,0.146,27.392,4.954,0.071,27.52
3789.0,3.065e-07,1.5181e-08,3.2789e-07,1.3041e-08,1.0412e-06,3.4304e-08,1.287e-06,3.5785e-07,2.454,0.233,0.704,2.095,0.113,0.448,2.024,0.056,1.152
3791.0,1.86e-08,3.8276e-09,1.8386e-08,3.0832e-09,1.549e-07,1.0437e-08,1.466e-06,2.276e-07,3.418,0.259,0.256,2.122,0.11,0.384,0.687,0.044,0.64
3792.0,2.0722e-07,2.3664e-08,2.3308e-07,2.0777e-08,4.9453e-07,5.2152e-08,0.0,5.7866e-07,0.834,0.176,-0.064,0.602,0.086,0.0,0.503,0.042,0.64
3799.0,8.0002e-09,1.792e-09,3.8098e-09,1.6827e-09,3.1792e-08,5.0526e-09,0.0,2.6639e-08,1.787,0.223,0.0,0.607,0.095,0.192,0.141,0.043,0.384
3800.0,1.852e-07,2.0588e-08,2.6379e-07,1.9609e-08,4.4321e-07,4.9452e-08,0.0,4.4883e-07,0.75,0.173,14.272,0.549,0.085,14.144,0.439,0.042,14.528
3801.0,1.7912e-07,3.1294e-08,3.2403e-07,2.4202e-08,9.8718e-07,7.0699e-08,2.4057e-07,4.8654e-07,1.398,0.217,1.664,1.105,0.105,1.856,0.697,0.05,1.92
3805.0,1.8294e-07,1.6695e-08,3.5949e-07,1.7123e-08,8.0575e-07,4.3038e-08,6.0552e-07,3.9984e-07,0.941,0.168,1.216,0.815,0.082,1.408,0.692,0.04,1.536
3807.0,5.3506e-08,9.312e-09,9.3758e-08,9.3767e-09,4.3219e-07,2.4208e-08,5.2293e-07,2.2086e-07,1.223,0.216,0.0,0.828,0.102,0.0,0.663,0.05,0.256
3810.0,1.4371e-09,1.4675e-09,8.0799e-09,1.9683e-09,5.5694e-08,6.8519e-09,1.7532e-07,7.1595e-08,2.253,0.251,0.0,0.972,0.108,0.064,0.316,0.05,0.832
3811.0,1.4102e-06,2.2313e-08,6.9258e-07,1.4265e-08,7.9844e-07,3.3966e-08,5.4425e-07,3.492e-07,2.761,0.26,3.2,2.381,0.128,3.2,2.079,0.062,3.456
3814.0,1.6051e-07,9.2395e-09,1.1649e-07,7.5651e-09,2.0541e-07,1.8895e-08,2.7347e-07,2.3141e-07,2.546,0.23,0.832,2.281,0.113,0.896,1.225,0.05,1.536
3815.0,5.5713e-07,1.6114e-08,3.2578e-07,1.0448e-08,3.8863e-07,2.3943e-08,1.0832e-07,1.8092e-07,2.591,0.23,2.048,2.321,0.112,2.24,1.639,0.052,2.496
3819.0,7.4216e-07,3.6993e-08,6.6793e-07,2.6777e-08,1.2946e-06,7.6129e-08,0.0,7.1426e-07,1.102,0.193,0.384,0.93,0.096,0.896,0.85,0.047,1.728
3840.0,1.6743e-08,7.9451e-09,2.4936e-08,5.7467e-09,5.0509e-08,1.4091e-08,1.7231e-10,7.7006e-08,1.042,0.189,-0.064,0.595,0.091,0.0,0.308,0.044,0.576
3843.0,1.0604e-06,3.1862e-08,2.154e-06,3.5075e-08,6.8898e-06,9.2562e-08,3.0557e-06,6.8703e-07,2.514,0.224,9.792,2.332,0.11,9.984,2.213,0.054,9.984
3853.0,3.8512e-07,4.7608e-08,5.3547e-07,4.3245e-08,8.9764e-07,1.0729e-07,2.8267e-06,1.3553e-06,3.306,0.354,0.768,3.075,0.177,0.768,2.093,0.081,0.832
3860.0,9.6644e-07,2.2313e-08,1.9634e-06,2.6396e-08,1.1904e-05,8.0514e-08,5.3697e-05,9.8215e-07,4.731,0.288,20.16,4.443,0.141,20.288,3.805,0.067,20.544
3864.0,2.3355e-08,4.6446e-09,3.6144e-08,5.0454e-09,2.7146e-07,1.5316e-08,2.0323e-06,2.6815e-07,1.338,0.191,-0.704,1.106,0.091,-0.704,0.802,0.043,0.064
3866.0,2.3978e-07,1.1789e-08,2.5767e-07,8.9301e-09,1.2109e-06,2.5103e-08,2.6552e-06,2.662e-07,6.098,0.312,0.384,5.652,0.152,0.576,4.107,0.068,0.896
3867.0,1.9492e-08,3.3638e-09,4.2905e-08,4.3285e-09,2.8301e-07,1.4175e-08,1.2036e-06,1.7498e-07,3.254,0.295,0.0,2.913,0.142,0.128,1.302,0.06,0.704
3868.0,5.8416e-09,1.9849e-09,9.0151e-09,1.5747e-09,2.6221e-08,4.3177e-09,1.0829e-07,5.6701e-08,1.75,0.196,0.0,0.675,0.081,0.128,0.215,0.037,0.128
3869.0,1.6039e-07,1.3197e-08,2.0184e-07,1.1696e-08,5.1302e-07,2.9335e-08,3.9311e-07,2.6123e-07,1.251,0.205,1.088,1.002,0.1,1.152,0.886,0.049,1.088
3870.0,1.6063e-06,1.8774e-08,1.7633e-06,1.7256e-08,3.6776e-06,4.4185e-08,7.2931e-06,5.1946e-07,14.113,0.455,0.512,13.929,0.226,0.704,11.881,0.106,1.152
3871.0,3.7366e-07,2.4957e-08,5.437e-07,2.3734e-08,1.2413e-06,6.7601e-08,3.6059e-06,9.4875e-07,1.347,0.203,2.624,1.105,0.098,2.624,1.005,0.048,2.816
3875.0,3.5286e-07,1.2759e-08,2.8148e-07,8.8741e-09,3.213e-07,1.9202e-08,1.2471e-07,1.4129e-07,3.023,0.226,0.128,2.802,0.112,0.32,2.161,0.053,0.96
3879.0,4.7972e-07,1.6928e-08,5.4728e-07,1.5339e-08,9.6529e-07,3.6305e-08,4.0816e-07,2.9293e-07,1.761,0.206,0.96,1.508,0.101,0.96,1.372,0.049,1.536
3886.0,2.039e-07,1.2004e-08,2.2219e-07,1.1149e-08,5.9946e-07,2.9243e-08,9.0833e-07,3.3042e-07,2.268,0.208,0.192,2.11,0.102,0.384,1.48,0.047,0.896
3888.0,4.095e-08,7.6609e-09,4.3943e-08,5.912e-09,2.0513e-07,1.545e-08,1.3745e-06,2.4225e-07,4.651,0.261,0.064,2.903,0.115,0.128,0.971,0.047,0.64
3889.0,3.2356e-09,1.0414e-09,6.71e-09,1.1783e-09,4.8663e-08,3.8668e-09,1.5971e-07,3.7987e-08,3.499,0.26,0.0,0.947,0.104,0.0,0.22,0.048,0.896
3890.0,2.1632e-07,1.6613e-08,3.3638e-07,1.5969e-08,5.0579e-07,4.3209e-08,2.5865e-07,3.7551e-07,1.43,0.23,2.24,1.054,0.11,4.736,0.777,0.054,3.008
3891.0,1.2557e-06,3.1111e-08,1.6787e-06,2.6695e-08,4.798e-06,8.046e-08,6.3222e-06,8.9058e-07,15.48,0.468,33.28,13.693,0.223,33.408,9.175,0.094,33.984
3892.0,4.2678e-07,1.4389e-08,1.8944e-07,8.6635e-09,3.9132e-07,2.144e-08,8.1449e-07,3.1181e-07,1.855,0.201,0.448,1.666,0.098,0.512,1.54,0.048,1.216
3893.0,2.011e-06,2.715e-08,3.7423e-06,3.1086e-08,9.9005e-06,7.9054e-08,2.5602e-06,4.8945e-07,4.048,0.266,12.736,3.696,0.129,13.568,3.544,0.063,13.44
3894.0,1.1007e-08,6.088e-09,1.5298e-08,4.8651e-09,7.2026e-08,1.1948e-08,2.0175e-07,1.4192e-07,1.63,0.208,0.0,0.691,0.091,0.064,0.343,0.043,0.768
3895.0,7.9631e-09,4.7634e-09,1.4285e-08,3.5637e-09,5.9184e-08,1.0079e-08,4.2483e-08,8.6494e-08,0.755,0.195,-0.192,0.604,0.096,0.0,0.327,0.046,0.512
3899.0,3.415e-07,3.0341e-08,2.777e-07,2.1791e-08,5.2253e-07,6.7245e-08,2.2681e-06,1.2416e-06,0.512,0.175,2.944,0.467,0.088,0.256,0.343,0.043,0.256
3900.0,5.6627e-07,2.7532e-08,7.1918e-07,2.7693e-08,1.2196e-06,8.3171e-08,0.0,7.1958e-07,1.673,0.203,29.44,1.534,0.099,29.504,1.079,0.047,30.144
3901.0,3.2816e-07,2.9438e-08,3.5542e-07,2.3659e-08,6.3586e-07,6.731e-08,1.3254e-07,5.1075e-07,0.693,0.177,5.696,0.423,0.084,0.576,0.364,0.041,0.64
3902.0,1.7463e-08,2.0065e-09,2.9336e-08,2.2622e-09,2.3791e-07,7.1213e-09,9.8472e-07,6.9129e-08,8.257,0.313,0.064,4.182,0.122,0.128,1.047,0.045,0.768
3903.0,2.4047e-07,3.254e-08,1.7945e-07,2.6888e-08,6.4145e-07,6.5524e-08,1.7801e-06,9.2847e-07,1.473,0.206,23.616,0.737,0.092,23.68,0.324,0.042,24.448
3904.0,1.4383e-09,7.4388e-10,3.0997e-09,8.8079e-10,1.3944e-08,2.9082e-09,6.9525e-08,4.153e-08,1.171,0.197,0.0,0.545,0.09,0.064,0.15,0.042,0.448
3905.0,7.7487e-07,1.7749e-08,1.2475e-06,1.9346e-08,3.8862e-06,5.5091e-08,5.856e-06,5.4455e-07,4.675,0.281,15.104,4.39,0.138,15.232,3.914,0.066,15.872
3906.0,8.5035e-07,2.0432e-08,9.6147e-07,1.8912e-08,1.9578e-06,4.6777e-08,2.3392e-06,4.916e-07,2.518,0.225,4.096,2.322,0.111,4.224,2.197,0.055,4.736
3908.0,8.8867e-08,1.7902e-08,1.2946e-07,1.7675e-08,4.3866e-07,5.0214e-08,5.9805e-07,6.1813e-07,1.115,0.184,0.512,1.017,0.091,0.576,0.735,0.043,0.96
3909.0,6.6633e-07,1.7767e-08,4.6883e-07,1.4673e-08,7.9001e-07,3.5498e-08,8.1299e-07,3.756e-07,2.824,0.23,6.72,2.773,0.114,6.72,1.908,0.052,7.04
3910.0,1.0153e-08,1.9137e-09,1.6047e-08,1.9562e-09,2.5923e-08,4.8374e-09,8.3557e-09,3.4393e-08,2.444,0.23,0.0,0.934,0.098,0.064,0.241,0.043,0.832
3912.0,1.1765e-06,2.6631e-08,1.1865e-06,2.0952e-08,3.1856e-06,5.3874e-08,3.2175e-06,4.9017e-07,4.249,0.261,2.112,4.037,0.13,2.304,3.792,0.064,2.752
3913.0,9.8962e-07,3.355e-08,2.369e-06,3.6458e-08,6.7244e-06,9.4018e-08,2.7008e-06,7.1337e-07,1.37,0.19,45.632,1.081,0.092,45.632,0.973,0.045,45.952
3914.0,1.2991e-07,3.1837e-08,2.009e-07,2.7037e-08,4.9625e-07,6.5562e-08,5.6811e-09,3.9517e-07,0.499,0.168,6.272,0.323,0.081,-0.576,0.269,0.04,-0.064
3916.0,1.6707e-06,4.2194e-08,1.4722e-06,3.0428e-08,3.2987e-06,8.5397e-08,3.4489e-06,1.0195e-06,1.295,0.178,7.232,1.136,0.087,7.552,1.046,0.043,8.064
3917.0,8.0715e-07,4.1165e-08,1.2225e-06,4.2036e-08,3.7073e-06,1.2335e-07,2.694e-05,2.2844e-06,1.212,0.196,2.688,0.973,0.094,3.968,0.877,0.046,4.736
3918.0,1.4709e-06,4.2396e-08,1.9139e-06,4.1488e-08,6.6789e-06,1.1766e-07,1.1452e-05,1.3785e-06,2.277,0.244,17.216,1.997,0.118,17.28,1.789,0.057,17.984
3919.0,6.1947e-10,9.9131e-10,9.6015e-09,1.621e-09,2.0575e-08,4.8761e-09,2.2422e-08,3.5256e-08,1.211,0.178,0.0,0.569,0.081,0.064,0.175,0.037,0.896
3921.0,7.4526e-09,3.5307e-09,2.6496e-08,3.3069e-09,2.8999e-07,1.1655e-08,1.0218e-06,1.2542e-07,3.524,0.248,0.128,3.174,0.12,0.32,1.15,0.046,0.896
3924.0,2.7775e-07,2.0112e-08,1.4026e-07,1.2828e-08,2.3366e-07,3.2341e-08,1.2477e-06,6.4475e-07,1.248,0.186,0.192,1.115,0.092,0.256,0.819,0.044,0.896
3926.0,7.1028e-09,8.8404e-09,1.0601e-07,1.2894e-08,5.3065e-07,4.4149e-08,2.1605e-06,3.8431e-07,1.209,0.225,6.208,0.865,0.109,-0.832,0.621,0.053,-0.448
3929.0,1.2142e-06,2.0376e-08,1.5098e-06,2.0699e-08,6.1038e-06,6.2683e-08,1.4657e-05,7.9697e-07,4.358,0.257,4.8,3.969,0.125,4.992,3.456,0.06,5.312
3930.0,3.2298e-06,3.8076e-08,3.9461e-06,3.1655e-08,2.4032e-05,1.0236e-07,8.705e-05,1.2003e-06,11.545,0.431,7.232,10.72,0.209,8.0,10.342,0.103,8.064
3935.0,1.1222e-07,1.9702e-08,1.4681e-07,1.4371e-08,4.227e-07,4.2726e-08,6.4303e-06,1.0283e-06,0.742,0.179,-0.128,0.494,0.087,0.064,0.39,0.043,0.768
3936.0,2.035e-07,7.486e-09,5.3069e-07,9.4344e-09,1.8791e-06,2.5763e-08,5.3872e-07,1.3756e-07,6.351,0.306,1.92,5.893,0.148,2.048,4.379,0.068,2.304
3939.0,1.4975e-07,8.828e-09,1.3214e-07,6.1877e-09,1.4027e-07,1.4153e-08,5.2575e-07,2.0049e-07,1.998,0.21,0.64,1.854,0.105,0.768,1.508,0.051,0.896
3940.0,2.8306e-08,3.5619e-09,4.9347e-08,3.6549e-09,1.7976e-07,9.5008e-09,1.081e-07,6.8207e-08,3.199,0.228,0.384,2.33,0.106,0.384,1.048,0.046,0.832
3941.0,1.7724e-07,1.9757e-08,1.834e-07,1.8134e-08,2.7658e-07,4.6816e-08,0.0,2.9237e-07,0.63,0.186,0.064,0.421,0.091,0.256,0.347,0.046,-0.32
3954.0,1.1286e-06,2.6619e-08,1.5937e-06,2.2831e-08,6.0586e-06,6.3433e-08,1.8745e-05,7.0642e-07,8.445,0.388,0.704,8.192,0.193,0.832,7.767,0.094,1.408
4039.0,1.5048e-06,3.024e-08,2.1839e-06,3.1853e-08,1.042e-05,9.8001e-08,6.893e-05,1.7904e-06,7.088,0.327,0.128,5.45,0.151,2.816,5.084,0.072,3.456
4048.0,8.5159e-07,2.4631e-08,9.1825e-07,1.986e-08,4.6354e-06,5.117e-08,9.6764e-06,5.5713e-07,4.864,0.27,1.728,4.471,0.132,1.856,4.239,0.066,2.176
4095.0,1.8646e-07,4.1449e-08,9.1914e-08,3.0353e-08,2.5832e-07,8.6575e-08,0.0,4.7711e-07,1.348,0.455,-1.152,1.159,0.225,-1.152,0.701,0.11,-0.512
4146.0,8.9847e-07,4.3016e-08,1.0648e-06,3.4947e-08,1.4474e-06,9.0494e-08,1.1483e-06,9.1823e-07,1.1,0.205,10.048,0.872,0.1,13.568,0.66,0.049,13.76
4157.0,1.0731e-06,2.7375e-08,1.2512e-06,2.3874e-08,1.645e-06,5.8515e-08,7.0114e-07,4.6699e-07,2.316,0.236,7.488,2.272,0.116,7.488,2.096,0.058,7.936
4216.0,6.5818e-07,2.2957e-08,5.0053e-07,2.0389e-08,1.2691e-06,5.5824e-08,3.2118e-06,8.1045e-07,1.642,0.215,7.872,1.513,0.105,8.064,1.198,0.05,8.768
4251.0,2.5648e-07,3.6471e-08,1.9492e-07,1.9299e-08,8.0318e-08,4.4013e-08,0.0,7.6613e-07,0.625,0.194,-1.472,0.372,0.094,-1.024,0.332,0.048,-0.512
4256.0,5.248e-07,4.5439e-08,5.9794e-07,4.0939e-08,1.0192e-06,1.0205e-07,5.9683e-07,9.6017e-07,1.17,0.192,-0.768,1.079,0.096,1.216,0.777,0.046,0.0
4312.0,1.1084e-06,1.6307e-08,9.8197e-07,1.3981e-08,1.3328e-06,3.1012e-08,6.8216e-07,2.5202e-07,9.171,0.37,0.576,8.772,0.182,0.768,6.934,0.083,1.024
4327.0,1.2558e-08,2.0414e-09,3.2554e-08,2.2611e-09,1.6686e-07,6.353e-09,1.8066e-07,4.0518e-08,10.62,0.333,0.0,3.339,0.114,0.064,0.858,0.045,0.448
4350.0,2.3426e-06,4.7102e-08,1.9539e-06,3.4605e-08,4.5584e-06,8.3002e-08,4.7643e-06,7.8818e-07,3.521,0.247,0.512,3.269,0.122,0.704,2.816,0.059,1.088
4368.0,4.4431e-05,8.1836e-08,3.2285e-05,5.634e-08,7.4763e-05,1.3115e-07,6.8864e-05,8.0598e-07,58.604,0.825,20.928,56.226,0.404,20.992,46.868,0.184,23.104
4388.0,3.7084e-07,4.7189e-08,4.7205e-07,4.6055e-08,1.3034e-06,1.2825e-07,3.6169e-07,1.043e-06,1.288,0.26,0.704,0.966,0.125,0.896,0.866,0.063,0.896
4556.0,2.227e-06,2.7119e-08,3.6706e-06,3.095e-08,1.1731e-05,8.5624e-08,1.8766e-05,7.5733e-07,16.576,0.488,1.728,15.89,0.239,1.92,14.074,0.113,2.432
4569.0,1.9164e-07,9.6268e-09,2.6644e-07,1.0013e-08,1.1249e-06,3.047e-08,1.1877e-06,3.0575e-07,2.442,0.224,3.392,1.952,0.107,3.52,1.446,0.05,3.648
4653.0,8.3974e-07,6.0647e-08,9.0519e-07,4.8863e-08,1.6603e-06,1.2445e-07,0.0,1.0616e-06,1.545,0.225,2.88,1.235,0.108,3.008,0.975,0.052,3.264
4660.0,5.7502e-08,5.849e-09,8.6647e-08,5.2684e-09,8.3597e-07,1.8192e-08,3.396e-06,2.2279e-07,5.149,0.295,0.96,4.275,0.138,1.024,2.944,0.061,1.152
4701.0,2.9024e-06,4.976e-08,4.0794e-06,4.6115e-08,1.413e-05,1.1784e-07,1.4175e-05,1.0477e-06,7.499,0.345,23.872,7.135,0.169,24.064,6.135,0.079,16.0
4710.0,3.2355e-07,1.2223e-08,3.6865e-07,1.2052e-08,9.7936e-07,3.5231e-08,2.4197e-06,4.6721e-07,3.012,0.263,0.512,2.894,0.13,0.512,2.395,0.062,1.024
4744.0,4.9026e-09,1.7306e-09,1.1568e-08,1.653e-09,3.8154e-08,5.2986e-09,8.9304e-08,6.3483e-08,2.296,0.218,0.0,0.912,0.091,0.064,0.268,0.041,0.64
4745.0,5.7741e-07,8.2008e-08,7.0096e-07,7.9081e-08,3.6249e-06,2.3487e-07,4.6105e-06,2.6259e-06,1.68,0.263,8.32,1.485,0.129,8.512,1.382,0.064,9.28
4776.0,2.8809e-08,3.0176e-09,4.8194e-08,3.5196e-09,3.0391e-07,1.1851e-08,1.383e-06,1.7582e-07,5.54,0.288,0.064,4.593,0.137,0.192,1.435,0.05,0.576
4807.0,2.2038e-09,1.7129e-09,1.497e-09,1.5391e-09,3.7991e-08,5.398e-09,2.5502e-07,8.5817e-08,1.338,0.193,0.0,0.516,0.083,0.064,0.115,0.037,0.896
4814.0,2.4869e-07,1.2072e-08,3.0562e-07,9.6631e-09,1.2141e-06,2.8596e-08,1.0639e-06,2.8346e-07,4.441,0.264,1.536,3.618,0.122,1.6,2.943,0.057,2.24
4871.0,4.4165e-09,3.3207e-09,1.1845e-08,3.3832e-09,8.2989e-08,9.0362e-09,5.4925e-08,6.4702e-08,3.557,0.228,0.0,1.238,0.091,0.128,0.377,0.041,0.512
4939.0,2.7393e-07,2.4244e-08,3.5301e-07,1.8588e-08,1.0392e-06,4.9244e-08,9.652e-07,4.6869e-07,1.41,0.183,0.128,1.314,0.091,0.256,1.071,0.044,0.896
4955.0,2.8424e-08,3.1643e-09,3.3772e-08,3.5275e-09,1.8476e-07,1.1071e-08,3.338e-07,1.3154e-07,5.737,0.311,0.064,3.49,0.131,0.192,0.934,0.049,0.576
4959.0,1.9291e-07,2.3905e-08,3.0492e-07,2.2918e-08,9.0612e-07,6.2228e-08,2.8176e-06,8.1761e-07,0.71,0.184,2.112,0.494,0.089,2.304,0.41,0.044,0.0
5079.0,8.1761e-09,4.1542e-09,1.9553e-08,4.3797e-09,8.2058e-08,1.1895e-08,2.6315e-07,1.5082e-07,1.446,0.198,0.0,0.909,0.09,0.192,0.428,0.041,0.96
5080.0,9.9863e-07,1.9579e-08,4.6425e-07,1.1056e-08,3.6655e-07,2.7046e-08,2.9421e-07,3.2659e-07,4.523,0.254,8.768,3.998,0.124,8.832,1.877,0.051,9.216
5123.0,0.0,5.5842e-09,9.0604e-09,4.6956e-09,2.8155e-08,1.0939e-08,0.0,6.5765e-08,1.774,0.195,0.0,0.574,0.085,0.0,0.16,0.04,0.0
5206.0,1.01e-08,3.0272e-09,2.6206e-08,3.6265e-09,1.9972e-07,1.219e-08,2.3739e-06,2.117e-07,3.465,0.279,0.064,2.602,0.127,0.256,0.869,0.05,0.64
5212.0,5.1889e-09,2.9105e-09,2.1877e-08,3.8772e-09,1.3925e-07,1.314e-08,5.6832e-07,1.6254e-07,2.401,0.254,0.0,1.546,0.119,0.192,0.63,0.053,0.64
5255.0,1.2033e-06,2.7182e-08,9.144e-07,2.4842e-08,1.0289e-06,7.0056e-08,0.0,5.3205e-07,1.182,0.218,12.096,1.094,0.107,12.224,1.036,0.054,12.224
5277.0,2.5241e-08,3.2752e-09,7.5374e-08,4.1403e-09,5.8295e-07,1.3867e-08,2.2916e-06,1.4372e-07,8.143,0.332,0.128,7.32,0.159,0.256,2.53,0.057,0.64
5304.0,3.5485e-06,3.0086e-08,6.9442e-06,3.64e-08,2.5872e-05,1.0651e-07,4.1926e-05,9.6897e-07,13.873,0.462,4.992,13.28,0.228,5.056,12.107,0.11,5.76
5305.0,4.1491e-07,3.3714e-08,3.686e-07,2.2194e-08,2.9587e-07,5.5473e-08,2.7356e-06,1.2235e-06,1.321,0.203,0.0,0.918,0.095,0.064,0.581,0.045,0.576
5339.0,7.559e-08,4.5292e-09,1.2747e-07,4.8153e-09,1.0326e-06,1.5985e-08,7.9519e-06,2.0067e-07,7.776,0.335,0.384,7.01,0.159,0.576,4.519,0.067,0.96
5379.0,1.1708e-07,1.2983e-08,1.9458e-07,1.1215e-08,1.2161e-06,3.4644e-08,3.2528e-06,4.6897e-07,1.461,0.185,5.888,1.274,0.089,5.888,1.029,0.043,6.464
5387.0,4.2897e-07,2.4506e-08,8.0437e-07,2.4629e-08,2.3815e-06,6.1974e-08,3.9998e-08,2.8674e-07,1.45,0.195,2.176,1.36,0.097,3.456,1.225,0.049,2.56
5389.0,7.326e-07,1.8427e-08,1.2695e-06,1.9825e-08,3.4098e-06,5.2197e-08,1.615e-06,4.2396e-07,4.431,0.269,2.88,4.137,0.131,2.944,3.742,0.063,3.648
5407.0,3.8163e-07,2.4505e-08,8.3372e-07,2.6589e-08,2.7621e-06,8.0867e-08,1.9261e-06,7.6901e-07,0.945,0.19,1.792,0.713,0.092,4.16,0.632,0.046,4.928
5409.0,1.2226e-06,3.6142e-08,1.4279e-06,3.3156e-08,4.7687e-06,9.6124e-08,3.7802e-06,1.0159e-06,1.113,0.187,13.184,0.848,0.09,14.848,0.775,0.045,15.68
5410.0,7.4427e-07,5.4046e-08,4.3992e-07,3.679e-08,6.3167e-07,8.8106e-08,7.6084e-07,1.1277e-06,0.696,0.173,9.344,0.41,0.083,-0.256,0.316,0.041,0.064
5411.0,4.9381e-07,1.8093e-08,3.6563e-07,1.4864e-08,5.2888e-07,3.6819e-08,8.1257e-08,2.7267e-07,0.858,0.175,1.792,0.791,0.086,2.368,0.746,0.043,2.944
5412.0,1.7668e-06,5.7309e-08,1.4111e-06,3.8796e-08,2.4006e-06,1.0803e-07,4.7971e-06,1.4946e-06,1.622,0.229,54.976,1.391,0.114,54.4,1.289,0.056,55.104
5413.0,2.6976e-06,6.8269e-08,3.9106e-06,5.1482e-08,8.279e-06,1.3416e-07,2.6608e-06,9.4491e-07,2.072,0.21,41.536,1.718,0.102,41.536,1.624,0.05,42.112
