trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime
3379.0,1.9221e-08,3.9215e-09,2.9937e-08,3.9005e-09,1.8026e-07,1.1496e-08,1.7756e-07,1.0258e-07,2.159,0.238,0.128,1.646,0.114,0.32,0.874,0.052,0.704,4B,950129B,9746.0,79470.897,346.65,-50.9,335.7,-59.03,4.24,152.85,N,N,2449746.5,1995-01-29 22:04:30.897
3384.0,0.0,5.2763e-10,3.4935e-09,8.7031e-10,2.1545e-08,2.9367e-09,0.0,1.69e-08,1.562,0.189,0.0,0.554,0.081,0.064,0.213,0.038,0.96,4B,950130,9747.0,76360.177,56.64,-32.75,232.3,-51.92,7.71,69.1,N,N,2449747.5,1995-01-30 21:12:40.177
3403.0,2.4543e-07,2.2128e-08,4.5744e-07,2.3692e-08,9.299e-07,5.5522e-08,0.0,2.8518e-07,0.593,0.157,3.648,0.455,0.077,-1.6,0.393,0.038,-0.832,4B,950206B,9754.0,38628.017,69.59,-14.45,211.5,-35.91,3.94,147.6,N,N,2449754.5,1995-02-06 10:43:48.017
3405.0,2.3252e-07,2.5331e-08,3.0067e-07,1.9368e-08,1.9806e-06,5.828e-08,1.5115e-05,9.6988e-07,1.744,0.231,6.72,1.535,0.112,-0.128,1.165,0.053,0.576,4B,950206,9754.0,71141.809,241.65,-49.69,332.07,1.81,2.3,110.71,N,N,2449754.5,1995-02-06 19:45:41.809
3406.0,1.6591e-06,1.0396e-07,1.4796e-06,8.5586e-08,1.6372e-06,1.9639e-07,0.0,9.6038e-07,1.046,0.193,0.32,0.782,0.094,0.512,0.717,0.047,0.704,4B,950207B,9755.0,2781.106,169.33,84.3,125.62,32.32,3.11,90.42,N,N,2449755.5,1995-02-07 00:46:21.106
3407.0,5.904e-07,3.1262e-08,1.0012e-06,3.4145e-08,2.4062e-06,1.0569e-07,2.8017e-06,1.2268e-06,1.833,0.215,0.0,1.529,0.105,0.384,1.397,0.052,0.896,4B,950207,9755.0,26625.969,37.48,26.14,149.01,-31.7,2.65,88.48,N,N,2449755.5,1995-02-07 07:23:45.969
3408.0,5.6141e-06,3.6188e-08,8.8378e-06,4.0812e-08,3.3168e-05,1.1336e-07,5.9284e-05,1.0377e-06,14.731,0.447,27.264,12.727,0.209,27.328,10.748,0.096,27.392,4B,950208,9756.0,7824.049,336.96,54.19,102.84,-2.98,0.33,74.75,N,N,2449756.5,1995-02-08 02:10:24.049
3410.0,6.952e-08,3.0306e-09,1.3063e-07,3.4227e-09,3.9982e-07,7.8596e-09,4.5809e-08,2.2174e-08,22.794,0.453,0.064,10.133,0.162,0.192,2.533,0.052,0.576,4B,950210,9758.0,8421.553,154.55,-27.48,265.87,24.16,1.15,134.01,N,N,2449758.5,1995-02-10 02:20:21.553
3412.0,8.7024e-08,3.2313e-09,1.8675e-07,4.5308e-09,1.1881e-06,1.4688e-08,2.6412e-06,9.0839e-08,54.82,0.76,0.0,22.218,0.249,0.128,5.632,0.073,0.768,4B,950211,9759.0,8697.777,9.51,52.65,120.87,-10.16,1.08,104.1,N,N,2449759.5,1995-02-11 02:24:57.777
3415.0,4.0834e-06,4.6118e-08,4.8589e-06,4.083e-08,1.2501e-05,9.9151e-08,1.0295e-05,8.2121e-07,10.306,0.399,31.616,9.162,0.189,31.808,7.072,0.085,45.12,4B,950211B,9759.0,72468.85,64.35,-55.02,264.56,-43.73,1.16,86.59,N,N,2449759.5,1995-02-11 20:07:48.850
3416.0,3.7346e-07,3.6701e-08,2.6686e-07,2.8043e-08,7.0204e-07,6.8187e-08,5.7216e-07,6.5538e-07,1.698,0.195,-0.128,1.313,0.093,0.0,0.878,0.044,0.704,4B,950211C,9759.0,84385.458,256.82,47.28,73.29,36.88,3.64,95.92,N,N,2449759.5,1995-02-11 23:26:25.458
3436.0,1.631e-06,3.8343e-08,1.379e-06,2.8626e-08,4.359e-06,8.6929e-08,1.1118e-05,1.2859e-06,3.89,0.278,17.856,3.558,0.137,17.984,2.354,0.062,11.968,4B,950221,9769.0,74705.585,294.31,-32.15,7.37,-23.09,0.6,82.04,N,N,2449769.5,1995-02-21 20:45:05.585
3437.0,1.4151e-09,2.9077e-09,1.0888e-09,3.205e-09,4.8334e-08,8.9879e-09,8.9254e-08,1.2792e-07,0.953,0.188,-0.064,0.643,0.091,0.128,0.169,0.04,0.64,4B,950221B,9769.0,85400.497,204.22,86.8,122.2,30.26,12.7,108.6,N,N,2449769.5,1995-02-21 23:43:20.497
3439.0,1.5242e-06,6.1544e-08,1.0486e-06,4.081e-08,2.5036e-06,1.0663e-07,5.2881e-06,1.4024e-06,1.962,0.202,1.856,1.664,0.099,2.24,1.596,0.049,2.496,4B,950223,9771.0,8588.721,325.56,-21.99,29.03,-46.92,1.52,93.07,N,N,2449771.5,1995-02-23 02:23:08.721
3440.0,6.0259e-07,5.7763e-08,1.7068e-06,5.1707e-08,2.2007e-06,1.3429e-07,4.9815e-06,1.4083e-06,0.687,0.17,155.84,0.549,0.084,155.84,0.424,0.041,156.16,4B,950225,9773.0,54580.913,67.13,43.9,158.8,-3.34,2.64,147.81,N,N,2449773.5,1995-02-25 15:09:40.913
3441.0,4.2762e-09,2.3249e-08,1.1336e-08,2.4669e-08,5.8132e-08,7.3873e-08,4.8857e-08,7.1691e-07,2.057,0.25,0.0,1.162,1.292,0.128,0.378,1.29,0.512,4B,950225B,9773.0,61777.97,75.97,-70.44,281.73,-34.36,8.42,115.2,N,N,2449773.5,1995-02-25 17:09:37.970
3448.0,5.8443e-06,1.0554e-07,4.8754e-06,7.906e-08,1.2405e-05,1.8232e-07,4.9475e-05,2.6253e-06,2.398,0.227,224.512,2.186,0.111,224.704,1.813,0.053,225.152,4B,950301,9777.0,75761.329,307.96,12.92,56.64,-15.43,0.83,138.22,N,N,2449777.5,1995-03-01 21:02:41.329
3458.0,1.9661e-06,3.0268e-08,3.788e-06,3.2139e-08,1.2736e-05,8.0584e-08,1.8552e-05,6.8076e-07,9.04,0.367,15.296,8.683,0.182,15.104,8.101,0.088,15.488,4B,950305,9781.0,54304.945,197.2,-11.12,309.79,51.52,0.29,153.48,Y,N,2449781.5,1995-03-05 15:05:04.945
3464.0,1.9569e-06,5.9392e-08,2.7425e-06,5.4165e-08,9.3926e-06,1.4286e-07,1.4719e-05,1.4125e-06,2.473,0.221,20.288,2.15,0.109,20.48,1.814,0.053,20.928,4B,950310,9786.0,78395.057,344.19,33.64,97.13,-23.42,1.61,116.36,N,N,2449786.5,1995-03-10 21:46:35.057
3465.0,5.4087e-08,1.8951e-08,1.1429e-07,1.6557e-08,3.8973e-07,5.5191e-08,4.1107e-06,1.1445e-06,0.711,0.183,-1.216,0.563,0.091,-1.088,0.436,0.045,-0.256,4B,950311,9787.0,40330.93,349.31,22.69,96.11,-35.23,10.54,100.39,N,N,2449787.5,1995-03-11 11:12:10.930
3466.0,1.7178e-07,1.7925e-08,1.9052e-07,1.3892e-08,5.3836e-07,3.6272e-08,1.5716e-07,2.8297e-07,1.06,0.183,0.512,0.867,0.091,0.704,0.798,0.044,1.344,4B,950312,9788.0,67581.105,338.33,22.17,85.42,-30.46,3.99,137.1,N,N,2449788.5,1995-03-12 18:46:21.105
3467.0,1.4217e-07,1.0421e-08,2.1277e-07,1.0015e-08,7.463e-07,2.6673e-08,2.1474e-07,1.9371e-07,2.931,0.245,2.752,2.335,0.111,1.408,1.776,0.053,1.856,4B,950313,9789.0,27453.873,95.98,-3.04,212.51,-7.51,1.69,156.23,N,N,2449789.5,1995-03-13 07:37:33.873
3471.0,1.5202e-07,2.1549e-08,1.6828e-07,1.8236e-08,4.7325e-07,5.3025e-08,2.1721e-06,8.6071e-07,0.686,0.19,-0.64,0.596,0.094,-0.64,0.49,0.046,-0.384,4B,950317C,9793.0,18958.001,85.0,-12.96,216.83,-21.61,3.2,80.08,N,N,2449793.5,1995-03-17 05:15:58.001
3472.0,4.1288e-07,2.0279e-08,4.8598e-07,1.9157e-08,9.8473e-07,5.2222e-08,8.7729e-07,5.2185e-07,1.446,0.215,2.112,1.321,0.106,2.496,1.15,0.052,2.752,4B,950317,9793.0,71035.569,47.29,27.53,156.87,-26.11,1.22,75.22,N,Y,2449793.5,1995-03-17 19:43:55.569
3476.0,8.7425e-09,3.8551e-09,0.0,5.0612e-09,1.045e-07,1.6269e-08,4.4741e-07,1.877e-07,0.741,0.193,0.0,0.448,0.091,0.128,0.263,0.044,0.64,4B,950320,9796.0,264.754,274.74,-2.22,27.23,6.19,8.89,74.6,N,N,2449796.5,1995-03-20 00:04:24.754
3477.0,1.3827e-08,6.7288e-09,1.6634e-08,6.6187e-09,1.4863e-07,1.9974e-08,2.83e-07,2.7814e-07,0.954,0.201,-0.448,0.696,0.097,-0.32,0.508,0.047,0.32,4B,950321,9797.0,12362.673,245.62,-74.43,315.85,-17.14,13.28,105.27,N,N,2449797.5,1995-03-21 03:26:02.673
3480.0,6.2419e-07,1.3592e-08,1.0668e-06,1.4495e-08,4.9254e-06,4.0652e-08,9.8706e-06,3.3995e-07,21.608,0.512,0.256,19.594,0.247,0.32,12.66,0.101,1.024,4B,950325B,9801.0,25844.401,52.81,50.5,147.12,-4.71,0.58,125.19,Y,N,2449801.5,1995-03-25 07:10:44.401
3481.0,2.7949e-06,3.4047e-08,3.7131e-06,2.9129e-08,1.4362e-05,8.3519e-08,3.5822e-05,9.4114e-07,25.702,0.577,39.744,21.937,0.266,39.872,19.164,0.124,39.872,4B,950325,9801.0,63391.921,66.22,-11.56,206.52,-37.71,0.33,95.85,N,N,2449801.5,1995-03-25 17:36:31.921
3485.0,1.6673e-06,6.654e-08,1.781e-06,5.6675e-08,2.7391e-06,1.2786e-07,0.0,5.787e-07,1.079,0.189,-0.256,0.883,0.092,0.832,0.829,0.046,0.256,4B,950327B,9803.0,26347.186,54.12,38.01,155.35,-14.26,1.32,141.06,N,N,2449803.5,1995-03-27 07:19:07.186
3486.0,5.6081e-07,3.0517e-08,7.0078e-07,3.0539e-08,1.592e-06,7.8998e-08,0.0,5.3787e-07,1.484,0.196,1.792,1.268,0.095,1.792,1.194,0.047,2.112,4B,950327,9803.0,85671.601,274.4,20.46,47.93,16.38,2.57,140.55,N,N,2449803.5,1995-03-27 23:47:51.601
3487.0,4.0278e-09,4.0742e-09,6.7841e-09,3.2242e-09,7.3042e-08,9.9629e-09,2.92e-07,1.4186e-07,1.181,0.191,0.0,0.711,0.092,0.064,0.301,0.043,0.512,4B,950328,9804.0,77993.969,29.65,-14.4,177.17,-69.84,8.41,99.94,N,N,2449804.5,1995-03-28 21:39:53.969
3488.0,7.9087e-07,3.6475e-08,9.8304e-07,3.1805e-08,2.5884e-06,8.4049e-08,5.3703e-06,1.0521e-06,9.398,0.384,3.392,8.645,0.185,3.392,4.781,0.074,3.648,4B,950401,9808.0,42642.354,197.93,56.95,117.41,59.96,1.22,106.61,N,N,2449808.5,1995-04-01 11:50:42.354
3489.0,2.4201e-06,4.7759e-08,4.0428e-06,4.6816e-08,1.7017e-05,1.2333e-07,2.5794e-05,1.0184e-06,7.317,0.367,7.488,6.648,0.178,7.616,5.766,0.085,8.128,4B,950401B,9808.0,74634.417,86.06,43.75,167.15,7.44,0.29,83.36,N,N,2449808.5,1995-04-01 20:43:54.417
3491.0,7.238e-06,3.5434e-08,6.6037e-06,2.8503e-08,1.9374e-05,7.5697e-08,3.0444e-05,6.116e-07,30.654,0.624,7.872,30.215,0.311,7.936,25.699,0.144,8.384,4B,950403B,9810.0,47987.377,36.39,10.71,157.18,-45.81,0.43,179.02,N,N,2449810.5,1995-04-03 13:19:47.377
3492.0,3.5482e-06,2.1477e-08,4.9755e-06,2.4259e-08,1.8745e-05,6.9375e-08,5.3073e-05,6.2387e-07,61.441,0.905,4.736,58.61,0.443,4.864,47.513,0.198,5.44,4B,950403,9810.0,84826.546,184.64,56.55,132.0,59.99,1.67,86.53,N,N,2449810.5,1995-04-03 23:33:46.546
3493.0,7.9344e-08,2.5257e-08,1.0499e-07,1.9334e-08,7.7902e-07,4.8812e-08,3.1166e-06,6.7004e-07,1.089,0.193,0.192,0.819,0.093,0.192,0.681,0.045,0.832,4B,950405,9812.0,15257.777,13.74,57.5,123.41,-5.36,5.44,136.03,N,N,2449812.5,1995-04-05 04:14:17.777
3494.0,5.0443e-08,1.3458e-08,2.7917e-08,8.5415e-09,8.8195e-08,2.2368e-08,5.3924e-07,4.4457e-07,2.213,0.237,0.0,1.047,0.103,0.192,0.392,0.047,0.96,4B,950405B,9812.0,37219.057,326.16,47.79,93.58,-4.15,7.47,121.91,N,N,2449812.5,1995-04-05 10:20:19.057
3502.0,9.461e-09,3.9681e-09,2.4342e-08,3.5054e-09,1.9679e-07,1.0591e-08,4.6721e-07,1.0316e-07,2.411,0.234,0.256,2.092,0.112,0.32,0.853,0.046,0.704,4B,950410,9817.0,68416.37,322.3,-23.28,26.05,-44.39,3.78,151.92,N,N,2449817.5,1995-04-10 19:00:16.370
3503.0,2.4475e-07,2.3564e-08,3.02e-07,1.6481e-08,6.9511e-07,4.0701e-08,8.4663e-08,2.5601e-07,1.351,0.2,1.984,1.312,0.098,2.112,1.184,0.048,2.688,4B,950412,9819.0,2884.274,317.36,2.65,52.91,-28.85,2.48,148.72,N,N,2449819.5,1995-04-12 00:48:04.274
3505.0,3.606e-07,5.8688e-08,1.3314e-07,3.7378e-08,3.7599e-07,9.8571e-08,1.1414e-06,1.5309e-06,0.78,0.264,-0.064,0.839,0.136,0.0,0.48,0.066,0.192,4B,950413,9820.0,54198.193,261.26,64.37,94.07,33.56,4.77,78.05,N,N,2449820.5,1995-04-13 15:03:18.193
3509.0,2.3294e-07,2.1683e-08,7.8003e-07,2.6298e-08,1.9426e-06,6.7977e-08,3.6537e-07,4.1748e-07,1.191,0.198,4.928,1.083,0.097,3.072,1.015,0.048,3.52,4B,950416,9823.0,48419.761,186.32,30.2,183.25,83.49,1.45,72.2,N,N,2449823.5,1995-04-16 13:26:59.761
3510.0,5.4518e-09,2.6041e-09,9.0827e-09,2.9731e-09,6.7586e-08,8.2384e-09,1.8899e-08,6.482e-08,1.796,0.194,-0.192,1.035,0.087,-0.064,0.31,0.038,0.448,4B,950416B,9823.0,82358.45,240.84,-10.93,0.22,29.9,7.82,89.98,N,N,2449823.5,1995-04-16 22:52:38.450
3511.0,1.1755e-06,4.4048e-08,5.9669e-07,3.0046e-08,8.287e-07,7.2841e-08,0.0,6.3319e-07,1.862,0.259,8.448,1.589,0.127,8.576,1.073,0.06,0.896,4B,950417,9824.0,43601.073,136.17,-73.29,288.36,-17.23,1.59,129.65,N,N,2449824.5,1995-04-17 12:06:41.073
3512.0,7.7997e-07,2.2718e-08,1.2546e-06,2.3826e-08,4.3273e-06,6.8522e-08,5.923e-06,7.2023e-07,5.092,0.295,1.856,4.842,0.145,1.92,4.517,0.071,2.24,4B,950418,9825.0,83795.633,92.4,3.26,205.2,-7.78,0.65,106.96,N,N,2449825.5,1995-04-18 23:16:35.633
3514.0,1.2303e-06,4.8247e-08,1.0003e-06,3.7956e-08,2.5289e-06,1.058e-07,5.8312e-06,1.5253e-06,1.08,0.209,36.864,0.799,0.1,36.608,0.694,0.05,37.312,4B,950419,9826.0,41027.249,50.24,54.46,143.62,-2.29,2.15,92.13,N,N,2449826.5,1995-04-19 11:23:47.249
3515.0,1.4809e-07,1.3872e-08,1.8626e-07,1.1913e-08,3.8244e-07,3.0096e-08,1.6678e-07,2.4723e-07,0.894,0.175,-0.32,0.727,0.087,0.512,0.644,0.043,0.832,4B,950420,9827.0,54838.961,281.03,-46.47,349.34,-18.12,3.64,125.78,N,N,2449827.5,1995-04-20 15:13:58.961
3516.0,5.6107e-07,1.5089e-08,6.6157e-07,1.5336e-08,2.6282e-06,4.7185e-08,4.8172e-06,5.6236e-07,7.835,0.366,6.208,5.275,0.16,6.272,3.429,0.071,1.28,4B,950421,9828.0,44989.553,72.01,-63.06,273.44,-37.83,0.79,119.38,N,N,2449828.5,1995-04-21 12:29:49.553
3523.0,5.1088e-06,3.1714e-08,8.7135e-06,3.8848e-08,4.8907e-05,1.2782e-07,0.00034639,1.8422e-06,21.806,0.53,3.904,21.568,0.264,4.032,20.696,0.13,4.416,4B,950425,9832.0,919.218,163.16,-35.25,277.13,21.6,0.35,129.64,N,N,2449832.5,1995-04-25 00:15:19.218
3527.0,3.7072e-07,2.7146e-08,4.0837e-07,2.1509e-08,1.284e-06,5.7602e-08,6.9935e-07,4.1141e-07,3.579,0.462,0.128,3.007,0.222,0.192,2.663,0.109,0.832,4B,950430,9837.0,54229.426,57.34,29.02,163.48,-19.51,1.2,122.2,N,N,2449837.5,1995-04-30 15:03:49.426
3528.0,9.9698e-08,1.2613e-08,1.8115e-07,1.2661e-08,2.6855e-07,3.485e-08,0.0,3.5314e-07,0.536,0.161,0.256,0.414,0.078,0.448,0.331,0.039,1.216,4B,950430B,9837.0,59616.945,125.41,61.41,155.29,34.32,5.6,77.61,N,N,2449837.5,1995-04-30 16:33:36.945
3530.0,7.3272e-08,7.2118e-09,6.7801e-08,5.0348e-09,5.2348e-08,1.096e-08,6.2827e-07,2.3821e-07,1.54,0.205,0.128,1.223,0.099,0.128,0.655,0.045,0.384,4B,950502,9839.0,6404.977,164.65,-27.86,274.48,28.7,6.08,144.96,N,N,2449839.5,1995-05-02 01:46:44.977
3545.0,2.2226e-08,4.3725e-09,2.8158e-08,4.7734e-09,2.7434e-07,1.4398e-08,1.2818e-06,2.1612e-07,1.534,0.209,-0.896,1.332,0.103,-0.768,0.889,0.047,0.0,4B,950505,9842.0,45193.905,143.87,-70.21,287.71,-13.38,4.15,76.23,N,N,2449842.5,1995-05-05 12:33:13.905
3552.0,9.576e-07,3.6418e-08,4.5305e-07,2.7206e-08,5.1313e-07,7.0812e-08,4.1605e-07,7.9067e-07,0.92,0.203,-0.128,0.669,0.098,-0.512,0.507,0.048,0.128,4B,950506,9843.0,84312.753,335.8,84.34,119.24,22.56,2.42,76.8,N,N,2449843.5,1995-05-06 23:25:12.753
3567.0,1.837e-06,8.2945e-08,1.9451e-06,7.526e-08,5.77e-06,1.9947e-07,1.4324e-05,2.6882e-06,1.448,0.189,2.176,1.187,0.092,2.304,1.049,0.045,2.88,4B,950509,9846.0,83765.938,44.44,22.93,157.33,-31.37,3.21,123.67,N,N,2449846.5,1995-05-09 23:16:05.938
3569.0,3.7064e-07,1.6774e-08,4.2242e-07,1.6151e-08,1.0316e-06,4.3239e-08,2.1034e-07,2.822e-07,4.928,0.288,0.96,4.532,0.14,1.152,3.758,0.066,1.856,4B,950510,9847.0,28079.793,188.57,-65.48,301.15,-2.66,0.8,80.46,N,N,2449847.5,1995-05-10 07:47:59.793
3588.0,2.1079e-06,4.163e-08,2.0769e-06,3.8156e-08,3.0658e-06,1.1337e-07,0.0,8.8586e-07,1.605,0.222,6.336,1.448,0.109,2.048,1.312,0.053,2.368,4B,950521,9858.0,25157.298,22.21,-26.86,213.19,-81.66,1.75,162.9,N,N,2449858.5,1995-05-21 06:59:17.298
3593.0,9.5326e-07,2.1905e-08,1.6446e-06,2.3431e-08,7.2724e-06,6.4969e-08,3.4375e-05,8.2887e-07,7.988,0.364,0.064,6.611,0.167,0.192,5.909,0.08,1.024,4B,950522,9859.0,85283.185,109.56,19.28,198.36,14.4,0.86,138.26,N,N,2449859.5,1995-05-22 23:41:23.185
3598.0,2.2781e-07,1.0509e-08,3.6043e-07,1.0547e-08,1.0876e-06,2.6744e-08,1.0991e-06,2.3885e-07,4.788,0.279,1.024,4.361,0.136,1.024,3.271,0.062,1.536,4B,950524,9861.0,14899.121,186.41,0.45,288.8,62.61,1.14,167.12,N,Y,2449861.5,1995-05-24 04:08:19.121
3606.0,4.8055e-08,5.4787e-09,9.0174e-08,6.1463e-09,6.9124e-07,1.8203e-08,1.5363e-06,1.9377e-07,3.95,0.267,0.128,3.401,0.127,0.256,2.721,0.059,0.96,4B,950529,9866.0,36893.553,239.06,-20.82,350.75,24.44,1.8,160.35,N,N,2449866.5,1995-05-29 10:14:53.553
3608.0,4.2577e-07,1.4914e-08,3.5136e-07,1.3921e-08,1.1702e-06,3.5728e-08,1.0123e-06,3.6854e-07,1.978,0.208,1.408,1.699,0.101,1.088,1.583,0.049,1.536,4B,950530,9867.0,55014.577,115.39,-21.6,237.74,0.67,1.6,135.74,N,N,2449867.5,1995-05-30 15:16:54.577
3611.0,1.5496e-07,1.1812e-08,2.9875e-08,6.5157e-09,6.8072e-08,1.5665e-08,5.7865e-07,3.9585e-07,0.859,0.177,0.064,0.723,0.086,0.128,0.459,0.041,0.704,4B,950531,9868.0,38385.329,274.71,17.79,45.52,15.04,7.78,138.24,N,N,2449868.5,1995-05-31 10:39:45.329
3618.0,9.8989e-07,3.3844e-08,1.9166e-06,3.6597e-08,7.8005e-06,1.0166e-07,7.3317e-06,9.4628e-07,2.694,0.232,0.576,2.501,0.114,0.704,2.34,0.056,1.472,4B,950602,9870.0,25592.753,41.45,-58.5,278.47,-52.85,0.92,86.98,N,N,2449870.5,1995-06-02 07:06:32.753
3634.0,2.5291e-06,9.1297e-08,2.6416e-06,6.0216e-08,1.0621e-05,1.7662e-07,2.6485e-05,2.1684e-06,3.685,0.323,130.688,3.304,0.157,130.816,2.907,0.076,130.944,4B,950608,9876.0,81272.497,57.56,-53.6,264.39,-47.94,0.76,72.36,N,N,2449876.5,1995-06-08 22:34:32.497
3637.0,6.1989e-07,1.9924e-08,7.4846e-07,1.6605e-08,2.4743e-06,4.9549e-08,2.72e-07,3.0973e-07,2.904,0.251,4.288,2.697,0.123,4.416,2.532,0.061,4.736,4B,950610,9878.0,6849.457,100.1,-17.65,227.59,-10.31,0.83,101.89,N,N,2449878.5,1995-06-10 01:54:09.457
3639.0,6.6665e-07,1.0834e-07,6.8028e-07,1.0348e-07,1.9302e-06,3.1326e-07,2.4867e-06,3.9126e-06,1.535,0.052,666.112,1.126,0.024,667.136,0.85,0.048,1.472,4B,950611B,9879.0,20509.874,220.34,-79.56,307.97,-17.78,3.14,116.45,N,N,2449879.5,1995-06-11 05:41:49.874
3640.0,1.1256e-08,2.0325e-09,1.655e-08,1.841e-09,3.361e-08,4.4938e-09,6.3647e-08,4.4649e-08,2.666,0.219,0.0,1.052,0.09,0.128,0.287,0.04,0.512,4B,950611,9879.0,47169.778,147.2,11.89,223.34,44.64,6.73,92.9,N,N,2449879.5,1995-06-11 13:06:09.778
3642.0,2.737e-08,3.6379e-09,6.0079e-08,4.1161e-09,2.429e-07,1.1301e-08,4.2963e-07,9.8134e-08,6.831,0.315,0.0,3.97,0.131,0.192,1.336,0.052,0.576,4B,950612,9880.0,59382.385,254.09,-0.48,18.42,25.12,4.12,152.61,N,N,2449880.5,1995-06-12 16:29:42.385
3643.0,9.9664e-08,8.1294e-09,5.6542e-08,5.9701e-09,6.9351e-08,1.5552e-08,2.7465e-07,3.0659e-07,1.008,0.202,0.704,0.834,0.1,0.832,0.494,0.046,0.896,4B,950619,9887.0,19719.601,290.94,-13.39,24.44,-13.14,12.98,135.88,N,N,2449887.5,1995-06-19 05:28:39.601
3644.0,8.7906e-08,4.9486e-09,1.5985e-07,5.1943e-09,4.0804e-07,1.3052e-08,3.8789e-07,9.2e-08,6.858,0.324,0.192,5.323,0.15,0.384,2.802,0.064,0.896,4B,950620,9888.0,2673.906,45.72,6.13,171.52,-44.0,1.49,154.28,N,N,2449888.5,1995-06-20 00:44:33.906
3647.0,4.4546e-07,2.8734e-08,6.3378e-07,2.9416e-08,1.2956e-06,8.1799e-08,0.0,4.4938e-07,1.003,0.211,41.856,0.709,0.102,41.92,0.547,0.05,19.84,4B,950624B,9892.0,12602.034,295.96,36.46,70.93,6.24,3.08,138.03,N,N,2449892.5,1995-06-24 03:30:02.034
3648.0,2.5775e-06,4.4995e-08,2.7409e-06,3.1909e-08,6.044e-06,7.7567e-08,4.5934e-06,6.6632e-07,5.907,0.31,41.024,5.7,0.153,41.088,5.362,0.074,41.664,4B,950624,9892.0,84084.401,165.37,14.99,232.74,61.71,0.59,167.74,N,N,2449892.5,1995-06-24 23:21:24.401
3649.0,9.7143e-07,1.0295e-07,1.2683e-06,8.7386e-08,3.5297e-06,2.2983e-07,4.3537e-06,2.3855e-06,4.367,0.309,20.672,4.277,0.156,20.736,3.914,0.08,21.312,4B,950625,9893.0,14601.393,271.64,-21.15,9.11,-0.18,0.57,80.4,N,N,2449893.5,1995-06-25 04:03:21.393
3652.0,4.7884e-07,5.926e-08,4.1708e-07,5.5253e-08,1.1488e-06,1.7155e-07,9.5842e-07,2.005e-06,1.134,0.206,0.384,0.886,0.098,0.576,0.676,0.048,0.832,4B,950628,9896.0,2145.714,180.0,-55.88,295.72,6.27,4.93,94.67,N,N,2449896.5,1995-06-28 00:35:45.714
3654.0,5.1132e-07,2.1247e-08,9.2078e-07,2.0854e-08,3.4296e-06,5.8987e-08,2.7429e-06,5.2423e-07,3.242,0.28,2.112,2.88,0.138,2.304,2.682,0.068,2.752,4B,950629,9897.0,37036.721,83.13,9.47,195.12,-12.79,0.73,150.9,N,N,2449897.5,1995-06-29 10:17:16.721
3655.0,2.3461e-07,1.9014e-08,2.2546e-07,1.322e-08,4.7671e-07,3.288e-08,1.6035e-06,4.5483e-07,1.163,0.193,1.344,0.882,0.092,1.344,0.669,0.045,1.984,4B,950630,9898.0,76237.489,174.28,21.48,227.38,72.17,2.61,105.63,N,N,2449898.5,1995-06-30 21:10:37.489
3658.0,1.3731e-06,1.7153e-08,2.6158e-06,2.0132e-08,8.4441e-06,5.3592e-08,1.3087e-05,4.478e-07,13.512,0.424,0.896,12.902,0.208,0.96,10.135,0.094,1.28,4B,950701B,9899.0,23737.457,346.27,37.74,100.73,-20.5,0.36,111.79,N,N,2449899.5,1995-07-01 06:35:37.457
3662.0,8.553e-07,3.2012e-08,1.3696e-06,3.1904e-08,5.1903e-06,8.7933e-08,2.5458e-05,1.2921e-06,3.339,0.259,1.664,3.054,0.126,1.792,2.88,0.062,2.176,4B,950706,9904.0,42735.537,28.61,31.52,138.34,-29.46,0.81,97.22,N,N,2449904.5,1995-07-06 11:52:15.537
3663.0,2.5133e-06,5.7511e-08,2.7116e-06,4.1789e-08,8.8385e-06,1.2334e-07,1.7971e-05,1.6349e-06,4.805,0.27,157.504,4.483,0.131,157.696,3.047,0.058,158.144,4B,950711,9909.0,13789.106,85.81,-24.01,228.3,-25.08,1.03,109.46,N,N,2449909.5,1995-07-11 03:49:49.106
3664.0,1.6007e-06,6.422e-08,1.261e-06,4.8312e-08,1.6167e-06,1.139e-07,0.0,9.6783e-07,2.211,0.235,2.88,1.984,0.115,2.88,1.568,0.055,3.264,4B,950713,9911.0,32176.562,286.67,30.04,61.57,10.2,2.14,94.53,N,N,2449911.5,1995-07-13 08:56:16.562
3665.0,8.5897e-09,1.9295e-09,2.2893e-08,2.3841e-09,2.4943e-07,8.348e-09,1.2039e-06,8.6074e-08,9.437,0.354,0.064,4.001,0.134,0.192,1.01,0.051,0.512,4B,950714,9912.0,6186.93,29.0,64.03,129.93,2.04,2.42,113.83,N,N,2449912.5,1995-07-14 01:43:06.930
