trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime
551.0,1.6367e-08,4.2097e-09,4.0115e-08,4.4448e-09,2.1869e-07,1.0505e-08,7.3939e-07,7.5909e-08,5.573,0.426,0.128,3.669,0.188,0.192,1.073,0.074,0.704,4B,910718,8455.0,76049.323,276.07,-18.58,13.35,-2.61,2.34,120.68,N,N,2448455.5,1991-07-18 21:07:29.323
555.0,1.1592e-08,5.3293e-09,1.1859e-08,5.5764e-09,8.3777e-08,1.2206e-08,5.2441e-07,1.8644e-07,1.623,0.293,0.0,1.306,0.141,0.192,0.372,0.057,0.896,4B,910719,8456.0,39182.251,245.85,28.46,47.52,43.5,17.7,161.27,Y,N,2448456.5,1991-07-19 10:53:02.251
559.0,7.6018e-08,3.6277e-08,2.2902e-07,4.0535e-08,4.4758e-07,1.162e-07,9.9871e-06,2.4488e-06,0.475,0.234,-0.128,0.404,0.113,-0.128,0.227,0.054,0.128,4B,910721B,8458.0,12101.227,313.96,-32.81,11.38,-39.3,13.21,107.54,N,Y,2448458.5,1991-07-21 03:21:41.227
563.0,8.0567e-07,2.7167e-08,1.2353e-06,2.8785e-08,3.033e-06,7.9039e-08,1.5831e-06,4.5933e-07,2.131,0.29,2.048,1.886,0.143,1.28,1.819,0.07,2.048,4B,910721,8458.0,70212.459,315.52,-14.29,34.25,-35.31,1.31,95.89,N,N,2448458.5,1991-07-21 19:30:12.459
568.0,6.3392e-09,2.1779e-09,8.6291e-09,2.0734e-09,9.5281e-08,8.1475e-09,7.6674e-07,1.3584e-07,2.647,0.406,0.0,1.43,0.176,0.128,0.375,0.078,0.832,4B,910722,8459.0,41926.187,125.8,3.32,220.73,21.88,5.45,123.87,N,N,2448459.5,1991-07-22 11:38:46.187
575.0,1.1033e-08,3.2848e-09,4.3898e-08,5.4633e-09,2.0245e-07,1.2936e-08,1.6743e-07,6.0689e-08,3.708,0.465,0.32,2.75,0.215,0.448,1.065,0.089,0.576,4B,910725,8462.0,7627.563,135.45,-13.58,241.59,21.04,4.39,83.24,N,N,2448462.5,1991-07-25 02:07:07.563
577.0,4.5556e-07,2.4642e-08,5.6499e-07,2.4385e-08,1.231e-06,5.5249e-08,7.2564e-07,3.7796e-07,0.931,0.245,3.136,0.793,0.121,3.968,0.692,0.059,3.968,4B,910725B,8462.0,47526.507,273.18,14.13,41.43,14.86,2.04,165.41,N,N,2448462.5,1991-07-25 13:12:06.507
591.0,4.5971e-07,2.3007e-08,5.2002e-07,2.4807e-08,1.2207e-06,7.4876e-08,9.6535e-07,7.4587e-07,0.935,0.262,1.664,0.838,0.127,1.344,0.711,0.063,1.984,4B,910730B,8467.0,15498.859,249.54,-75.22,315.92,-18.44,4.19,103.66,N,N,2448467.5,1991-07-30 04:18:18.859
593.0,3.863e-07,2.1039e-08,3.0695e-07,1.6547e-08,4.3715e-07,4.496e-08,2.1898e-07,2.3845e-07,0.953,0.251,-0.128,0.88,0.125,-0.128,0.586,0.059,0.448,4B,910730C,8467.0,51108.971,132.53,56.13,161.24,38.62,3.17,121.59,N,N,2448467.5,1991-07-30 14:11:48.971
594.0,2.4101e-07,1.7144e-08,5.0578e-07,1.632e-08,1.9638e-06,4.4519e-08,2.2161e-06,4.1234e-07,1.052,0.216,25.28,0.872,0.104,25.408,0.737,0.051,12.224,4B,910730,8467.0,80834.155,313.88,16.93,63.49,-17.82,2.22,173.64,N,N,2448467.5,1991-07-30 22:27:14.155
603.0,3.6717e-08,6.1806e-09,1.0627e-07,9.8247e-09,3.4185e-07,2.6187e-08,4.0807e-07,1.6485e-07,7.5,0.566,0.0,3.491,0.221,0.128,1.723,0.097,0.96,4B,910802,8470.0,2716.267,81.44,-35.84,240.03,-32.04,3.31,167.29,Y,N,2448470.5,1991-08-02 00:45:16.267
606.0,3.6091e-07,1.8349e-08,4.9968e-07,1.88e-08,1.3476e-06,4.4713e-08,9.2233e-07,4.0824e-07,1.204,0.247,1.344,1.052,0.121,1.344,0.987,0.059,2.048,4B,910802B,8470.0,55276.651,199.57,-53.42,306.98,9.24,1.96,99.15,N,N,2448470.5,1991-08-02 15:21:16.651
612.0,6.6031e-07,2.4653e-08,9.7429e-07,1.8194e-08,2.5012e-06,4.3928e-08,2.9613e-06,5.0763e-07,2.907,0.304,8.0,2.745,0.149,8.0,2.48,0.072,8.256,4B,910803,8471.0,30804.587,309.71,23.51,66.55,-10.76,0.99,110.09,N,N,2448471.5,1991-08-03 08:33:24.587
630.0,2.1018e-07,2.1263e-08,3.5068e-07,2.3899e-08,6.2958e-07,7.2226e-08,0.0,3.4578e-07,0.581,0.312,0.064,0.601,0.151,-0.384,0.447,0.075,0.064,4B,910805,8473.0,38485.611,313.27,-51.3,347.35,-39.61,3.78,137.28,N,N,2448473.5,1991-08-05 10:41:25.611
640.0,1.0365e-08,7.1403e-09,6.1822e-09,5.6824e-09,1.5274e-08,1.493e-08,2.1298e-07,1.777e-07,1.073,0.242,0.0,0.426,0.107,0.0,0.115,0.049,0.192,4B,910806,8474.0,55471.531,155.66,27.12,204.22,57.02,3.94,138.99,N,N,2448474.5,1991-08-06 15:24:31.531
647.0,1.6534e-06,2.4392e-08,4.0873e-06,3.5369e-08,1.0965e-05,7.5707e-08,4.1372e-06,3.1641e-07,7.154,0.529,3.2,7.07,0.261,3.328,6.557,0.127,3.712,4B,910807,8475.0,26432.811,153.85,6.49,234.84,47.62,0.28,122.75,N,N,2448475.5,1991-08-07 07:20:32.811
658.0,3.7951e-07,1.5537e-08,5.6758e-07,2.3401e-08,9.765e-07,5.3729e-08,1.0797e-06,5.402e-07,1.209,0.304,0.256,1.281,0.149,0.64,1.084,0.073,1.216,4B,910809C,8477.0,3505.771,237.39,38.82,62.08,51.28,1.78,80.88,Y,N,2448477.5,1991-08-09 00:58:25.771
659.0,2.5676e-06,3.1221e-08,2.269e-06,2.5388e-08,2.2171e-06,6.5224e-08,5.509e-07,3.3286e-07,1.196,0.236,1.984,1.029,0.116,2.176,0.98,0.057,2.624,4B,910809B,8477.0,22500.203,195.43,19.37,320.42,81.89,1.85,108.66,N,N,2448477.5,1991-08-09 06:15:00.203
660.0,3.6088e-07,1.0371e-08,6.1663e-07,1.5263e-08,2.0218e-06,3.5691e-08,4.3502e-06,3.3361e-07,4.746,0.393,3.584,4.551,0.194,3.712,3.231,0.085,4.16,4B,910809,8477.0,70545.515,281.96,64.74,94.92,24.73,2.01,79.34,N,N,2448477.5,1991-08-09 19:35:45.515
666.0,6.5927e-08,1.0677e-08,8.8103e-08,7.649e-09,1.9672e-07,1.8826e-08,7.8907e-08,1.8976e-07,1.78,0.269,3.008,1.663,0.131,3.136,0.812,0.058,3.392,4B,910811,8479.0,52432.491,79.7,-72.16,283.36,-32.77,5.37,114.42,N,N,2448479.5,1991-08-11 14:33:52.491
673.0,1.2895e-07,2.0523e-08,3.8222e-07,2.2887e-08,5.4242e-07,4.4739e-08,8.6787e-09,4.8664e-07,0.41,0.216,19.392,0.299,0.105,6.528,0.275,0.051,5.888,4B,910813,8481.0,48984.683,39.41,-64.49,285.88,-48.97,3.56,106.02,N,N,2448481.5,1991-08-13 13:36:24.683
676.0,1.7075e-06,2.8096e-08,2.39e-06,3.1478e-08,1.2682e-05,7.7205e-08,2.5087e-05,6.1144e-07,4.408,0.384,60.032,4.199,0.188,60.096,4.077,0.091,51.52,4B,910814C,8482.0,40180.331,58.01,45.22,153.12,-6.81,0.97,115.17,N,N,2448482.5,1991-08-14 11:09:40.331
677.0,3.9611e-09,1.31e-09,1.139e-08,1.3542e-09,9.8344e-08,4.9536e-09,1.5001e-06,1.4576e-07,6.21,0.44,0.064,1.873,0.151,0.128,0.487,0.06,0.96,4B,910814B,8482.0,50338.475,163.81,-64.63,290.89,-4.51,10.04,95.99,N,N,2448482.5,1991-08-14 13:58:58.475
678.0,2.4411e-06,2.5991e-08,3.3157e-06,2.7649e-08,1.7347e-05,7.5388e-08,0.00022764,1.5568e-06,6.738,0.533,1.6,6.176,0.255,1.664,5.825,0.12,2.368,4B,910814,8482.0,69273.003,346.35,30.43,97.32,-27.12,0.48,90.13,N,N,2448482.5,1991-08-14 19:14:33.003
680.0,2.0266e-07,1.8096e-08,2.4638e-07,1.1847e-08,3.095e-07,2.2909e-08,4.4951e-08,1.1801e-07,0.876,0.213,1.28,0.814,0.106,1.28,0.793,0.052,1.984,4B,910815,8483.0,34247.275,142.77,-36.05,263.73,11.14,2.12,115.89,N,N,2448483.5,1991-08-15 09:30:47.275
685.0,3.5222e-07,3.1927e-08,3.1021e-07,2.5267e-08,1.2106e-07,4.5884e-08,4.2096e-07,3.2525e-07,1.143,0.258,0.0,0.956,0.126,0.0,0.673,0.06,0.576,4B,910816B,8484.0,43921.579,221.03,-59.09,316.97,0.68,4.68,118.48,Y,N,2448484.5,1991-08-16 12:12:01.579
686.0,2.1518e-07,2.6413e-08,1.7556e-07,2.1345e-08,5.7561e-07,6.636e-08,1.2817e-06,5.6466e-07,1.11,0.285,0.256,0.93,0.138,0.0,0.818,0.068,0.64,4B,910816,8484.0,53443.435,172.6,1.48,262.39,57.82,3.36,108.39,N,N,2448484.5,1991-08-16 14:50:43.435
690.0,3.4259e-08,1.5408e-08,5.2255e-08,1.8655e-08,9.4795e-08,3.3401e-08,3.6663e-08,1.8909e-07,0.661,0.214,2.432,0.41,0.103,2.496,0.221,0.05,2.496,4B,910817,8485.0,61225.579,90.11,27.08,183.26,1.87,10.97,127.96,N,N,2448485.5,1991-08-17 17:00:25.579
692.0,7.1579e-07,4.3124e-08,1.2891e-06,5.568e-08,1.6319e-06,1.208e-07,7.0183e-07,7.4721e-07,1.531,0.277,0.896,1.31,0.135,0.896,1.195,0.066,1.216,4B,910818,8486.0,49485.931,268.34,-27.09,2.46,-0.51,2.57,71.78,N,N,2448486.5,1991-08-18 13:44:45.931
704.0,3.0997e-07,2.0926e-08,5.3795e-07,2.659e-08,1.9194e-06,6.9376e-08,1.7792e-06,7.0572e-07,1.415,0.289,0.128,1.369,0.143,0.256,1.177,0.069,0.96,4B,910821,8489.0,6158.827,292.46,-63.52,332.89,-28.31,3.53,97.29,N,N,2448489.5,1991-08-21 01:42:38.827
711.0,1.9762e-07,2.2384e-08,8.868e-08,1.6926e-08,0.0,2.9607e-08,0.0,4.5168e-07,1.201,0.298,-0.064,1.048,0.147,0.128,0.676,0.07,0.704,4B,910822,8490.0,49858.795,269.87,43.74,70.49,27.37,2.67,71.98,N,N,2448490.5,1991-08-22 13:50:58.795
717.0,8.7034e-08,1.6947e-08,2.2051e-07,2.2665e-08,2.2629e-07,4.9211e-08,1.0244e-08,3.8057e-07,0.53,0.236,-1.728,0.38,0.116,-0.448,0.286,0.056,0.256,4B,910823,8491.0,75684.459,105.65,8.06,206.99,6.13,13.08,162.67,N,N,2448491.5,1991-08-23 21:01:24.459
727.0,1.4577e-07,1.9225e-08,2.0594e-07,1.4299e-08,5.1253e-07,3.118e-08,5.233e-07,2.7568e-07,1.026,0.237,0.64,0.874,0.116,0.64,0.778,0.057,1.216,4B,910826,8494.0,73018.475,69.12,48.51,156.37,0.81,3.54,156.13,N,N,2448494.5,1991-08-26 20:16:58.475
729.0,2.999e-09,1.4686e-09,3.6999e-09,2.1466e-09,4.3709e-08,5.6884e-09,5.2321e-07,9.8589e-08,1.616,0.328,0.0,0.607,0.146,0.192,0.174,0.065,0.512,4B,910827,8495.0,27090.411,121.61,-24.34,243.04,4.17,7.01,149.11,N,N,2448495.5,1991-08-27 07:31:30.411
734.0,2.9184e-09,1.1964e-08,1.1927e-08,1.5382e-08,1.324e-07,4.1701e-08,7.3552e-07,3.7769e-07,1.008,0.23,0.064,0.894,0.116,0.192,0.476,0.053,0.64,4B,910828,8496.0,29819.563,43.37,-32.07,230.92,-63.11,5.18,100.96,Y,Y,2448496.5,1991-08-28 08:16:59.563
741.0,9.5357e-08,2.3009e-08,6.8739e-08,2.4098e-08,3.4182e-07,6.0689e-08,8.8697e-07,7.5795e-07,0.391,0.224,-1.92,0.326,0.108,2.176,0.216,0.053,-0.064,4B,910829,8497.0,81582.699,59.03,22.96,169.09,-22.93,8.49,120.14,N,N,2448497.5,1991-08-29 22:39:42.699
752.0,1.0298e-07,1.305e-08,1.3524e-07,1.5599e-08,2.9301e-07,2.947e-08,1.9343e-07,2.6241e-07,1.114,0.24,1.024,0.826,0.117,1.216,0.815,0.057,1.472,4B,910902,8501.0,82535.019,299.08,-7.7,33.35,-17.91,5.14,137.01,N,N,2448501.5,1991-09-02 22:55:35.019
753.0,1.5387e-07,1.7736e-08,1.9311e-07,1.6936e-08,4.4327e-07,5.1794e-08,0.0,2.2646e-07,0.674,0.22,-0.896,0.562,0.109,-0.704,0.458,0.054,-0.192,4B,910903,8502.0,35100.267,238.34,13.1,23.96,45.33,3.62,106.36,N,N,2448502.5,1991-09-03 09:45:00.267
755.0,4.775e-08,9.5251e-09,6.9535e-08,1.145e-08,1.8988e-07,2.3492e-08,4.2704e-07,3.2295e-07,1.186,0.268,0.0,0.931,0.125,0.128,0.519,0.058,0.768,4B,910904,8503.0,56090.155,354.15,-17.09,59.2,-70.01,7.03,125.02,N,N,2448503.5,1991-09-04 15:34:50.155
761.0,2.1954e-06,3.6868e-08,4.1183e-06,5.3324e-08,1.1683e-05,1.2254e-07,1.5457e-05,1.0155e-06,3.588,0.377,2.944,3.208,0.183,3.008,2.821,0.088,3.584,4B,910905,8504.0,85735.275,360.0,-81.05,305.38,-35.83,0.82,75.62,N,N,2448504.5,1991-09-05 23:48:55.275
764.0,4.0468e-07,3.298e-08,7.0873e-07,2.6635e-08,1.2186e-06,5.8504e-08,0.0,3.25e-07,1.107,0.251,1.408,0.97,0.123,0.192,0.94,0.061,0.896,4B,910907,8506.0,3922.603,136.55,-28.23,254.22,12.67,1.3,70.77,Y,N,2448506.5,1991-09-07 01:05:22.603
773.0,5.9837e-07,1.7319e-08,6.4521e-07,1.7485e-08,1.3298e-06,5.6708e-08,3.063e-08,2.6741e-07,0.966,0.235,0.256,0.899,0.117,0.32,0.699,0.056,17.216,4B,910908,8507.0,39635.051,226.1,-15.53,344.01,36.52,2.19,72.06,N,N,2448507.5,1991-09-08 11:00:35.051
788.0,1.7202e-08,4.1214e-09,2.6698e-08,3.3537e-09,4.0281e-08,7.2842e-09,5.8796e-08,4.8138e-08,2.331,0.289,0.064,1.365,0.131,0.192,0.381,0.057,0.896,4B,910912,8511.0,21371.883,109.61,-10.31,225.17,1.22,6.0,135.6,N,N,2448511.5,1991-09-12 05:56:11.883
795.0,5.4184e-07,1.8549e-08,6.4367e-07,2.4264e-08,1.2623e-06,5.4741e-08,1.176e-06,3.4683e-07,1.353,0.266,2.432,1.115,0.129,2.432,0.982,0.064,3.136,4B,910914,8513.0,34797.675,170.31,-33.4,282.1,25.8,2.18,83.99,N,N,2448513.5,1991-09-14 09:39:57.675
799.0,1.1022e-08,2.4062e-09,1.5064e-08,1.7885e-09,3.7172e-08,3.9724e-09,0.0,7.865e-08,2.391,0.273,0.0,0.993,0.112,0.192,0.258,0.048,0.448,4B,910916,8515.0,59510.635,32.56,-35.65,244.74,-71.2,5.58,138.04,N,N,2448515.5,1991-09-16 16:31:50.635
803.0,1.2867e-07,1.8061e-08,2.7363e-07,2.0753e-08,7.96e-07,4.9419e-08,5.3411e-07,3.2665e-07,1.327,0.275,1.152,1.18,0.136,1.152,1.059,0.066,1.856,4B,910918,8517.0,1721.963,298.28,-30.24,10.53,-25.73,1.85,78.23,N,Y,2448517.5,1991-09-18 00:28:41.963
809.0,3.1359e-08,3.4508e-09,4.8678e-08,3.1092e-09,1.7601e-07,9.1991e-09,2.7345e-07,5.9206e-08,4.128,0.353,0.064,3.137,0.157,0.256,1.045,0.059,0.768,4B,910919,8518.0,82436.075,148.59,33.21,192.78,51.53,4.08,146.77,N,N,2448518.5,1991-09-19 22:53:56.075
815.0,6.9655e-07,3.3865e-08,6.4012e-07,3.9138e-08,7.7324e-07,9.2333e-08,1.75e-07,5.8674e-07,0.836,0.269,3.264,0.654,0.13,2.752,0.564,0.065,3.52,4B,910923,8522.0,66206.315,52.53,-22.57,214.64,-53.86,2.63,109.12,N,N,2448522.5,1991-09-23 18:23:26.315
816.0,1.7816e-06,5.5415e-08,6.7937e-07,5.0132e-08,6.429e-07,1.5826e-07,0.0,1.0334e-06,0.434,0.246,13.952,0.329,0.117,11.968,0.284,0.058,12.096,4B,910925,8524.0,12906.091,265.67,-29.26,359.39,0.38,2.77,130.0,N,N,2448524.5,1991-09-25 03:35:06.091
820.0,1.5737e-07,2.9828e-08,2.1112e-07,2.7921e-08,1.7333e-06,8.1287e-08,2.6145e-06,6.3439e-07,0.793,0.221,-1.92,0.555,0.107,0.192,0.455,0.053,0.64,4B,910926,8525.0,14440.043,157.2,-1.36,246.82,45.41,5.21,159.64,N,N,2448525.5,1991-09-26 04:00:40.043
824.0,7.0474e-07,2.9803e-08,9.0683e-07,2.707e-08,9.6577e-07,8.033e-08,0.0,3.8356e-07,0.712,0.243,1.408,0.69,0.119,5.12,0.572,0.059,5.312,4B,910926B,8525.0,66356.843,346.07,21.36,92.11,-35.01,2.7,99.88,N,N,2448525.5,1991-09-26 18:25:56.843
825.0,4.0404e-07,2.8802e-08,3.7567e-07,2.3764e-08,9.6466e-07,6.782e-08,1.7372e-06,5.6685e-07,0.529,0.222,22.144,0.411,0.109,-1.28,0.321,0.054,-0.064,4B,910927B,8526.0,12346.987,182.05,17.13,255.72,75.87,4.79,169.67,N,Y,2448526.5,1991-09-27 03:25:46.987
829.0,1.3045e-06,1.5458e-08,3.5076e-06,2.2518e-08,5.0443e-06,4.155e-08,1.7285e-07,1.293e-07,6.931,0.397,3.712,6.489,0.195,3.84,6.153,0.096,3.968,4B,910927,8526.0,84412.779,50.16,-39.65,244.68,-56.73,0.34,79.71,N,N,2448526.5,1991-09-27 23:26:52.779
830.0,1.0464e-08,2.3029e-09,1.7146e-08,1.8681e-09,1.2907e-07,6.1046e-09,4.9699e-07,8.8101e-08,5.055,0.358,0.064,2.217,0.139,0.192,0.56,0.056,0.192,4B,910928,8527.0,31816.939,200.43,54.57,113.57,62.01,1.08,134.91,N,N,2448527.5,1991-09-28 08:50:16.939
834.0,2.0732e-08,1.5289e-08,3.2218e-09,1.2399e-08,5.2752e-08,2.8096e-08,0.0,2.6375e-07,0.408,0.204,-0.896,0.359,0.102,-0.768,0.202,0.049,-0.064,4B,910928B,8527.0,82067.051,130.46,33.35,190.03,36.52,14.3,160.57,N,N,2448527.5,1991-09-28 22:47:47.051
836.0,1.5944e-09,2.6437e-09,8.5562e-09,3.5287e-09,2.902e-08,7.5106e-09,4.6737e-08,6.4882e-08,0.925,0.273,0.0,0.574,0.127,0.192,0.181,0.058,0.64,4B,910929,8528.0,61916.843,356.56,39.95,109.59,-21.23,10.71,84.46,N,N,2448528.5,1991-09-29 17:11:56.843
840.0,6.2531e-08,2.0372e-08,1.5791e-07,1.5957e-08,9.0918e-07,3.7107e-08,3.0573e-06,3.7119e-07,1.612,0.265,0.128,1.303,0.128,0.192,0.934,0.061,0.96,4B,910930B,8529.0,26662.699,93.43,44.51,169.02,12.46,2.23,132.23,N,N,2448529.5,1991-09-30 07:24:22.699
841.0,7.4195e-07,1.5196e-08,1.0608e-06,2.0485e-08,1.8087e-06,4.5565e-08,2.3398e-06,3.3861e-07,6.531,0.432,12.224,6.078,0.21,12.416,4.029,0.091,12.992,4B,910930,8529.0,42929.771,131.8,-20.62,245.34,14.03,1.27,140.2,N,N,2448529.5,1991-09-30 11:55:29.771
845.0,2.6358e-08,1.2413e-08,3.1637e-08,1.3922e-08,1.862e-07,2.8414e-08,1.1039e-06,5.5485e-07,0.881,0.258,0.576,0.686,0.125,0.576,0.548,0.059,1.088,4B,911001,8530.0,32175.723,250.75,73.2,105.55,34.98,4.37,78.4,N,Y,2448530.5,1991-10-01 08:56:15.723
856.0,9.9393e-09,2.6332e-09,1.6165e-08,3.416e-09,2.0607e-08,7.2118e-09,2.7367e-08,4.2736e-08,1.621,0.297,0.0,0.767,0.129,0.064,0.206,0.058,0.384,4B,911002,8531.0,31971.755,115.67,-73.69,285.69,-22.47,12.61,92.59,Y,N,2448531.5,1991-10-02 08:52:51.755
867.0,8.9898e-08,9.9334e-09,1.2715e-07,7.6372e-09,6.458e-07,1.9012e-08,3.3392e-06,2.364e-07,2.357,0.299,0.32,2.356,0.146,1.92,1.713,0.068,0.96,4B,911004,8533.0,5229.739,349.74,62.95,112.64,1.94,2.67,93.79,N,N,2448533.5,1991-10-04 01:27:09.739
869.0,7.5737e-07,2.6854e-08,1.8642e-06,4.3098e-08,5.5431e-06,1.1044e-07,1.0594e-05,1.1039e-06,3.545,0.428,109.504,3.517,0.207,109.632,2.919,0.098,110.336,4B,911005,8534.0,27464.811,235.8,14.73,24.6,48.25,0.7,103.9,N,N,2448534.5,1991-10-05 07:37:44.811
871.0,6.8553e-07,3.4429e-08,6.9164e-07,3.0386e-08,1.9374e-06,1.0648e-07,1.6224e-06,9.879e-07,1.457,0.256,1.28,1.235,0.124,0.896,1.131,0.06,1.536,4B,911006,8535.0,32513.899,33.3,-45.44,266.7,-65.51,3.38,116.92,N,N,2448535.5,1991-10-06 09:01:53.899
878.0,2.5293e-09,4.1402e-09,7.5625e-09,3.5753e-09,9.5374e-08,9.4977e-09,3.8885e-07,1.3062e-07,1.394,0.302,0.064,1.095,0.145,0.192,0.381,0.064,0.768,4B,911007,8536.0,55929.195,308.91,40.59,79.92,-0.01,19.67,110.33,Y,N,2448536.5,1991-10-07 15:32:09.195
906.0,1.4178e-08,4.1981e-09,2.9693e-08,3.7883e-09,2.2335e-07,1.2984e-08,3.1483e-07,6.8593e-08,2.796,0.367,0.256,2.401,0.175,0.32,1.028,0.077,0.832,4B,911016B,8545.0,21169.707,317.42,11.99,61.46,-23.52,3.54,113.97,N,N,2448545.5,1991-10-16 05:52:49.707
907.0,2.6049e-06,4.3087e-08,3.4927e-06,4.0015e-08,8.2448e-06,1.1346e-07,1.9172e-06,6.1636e-07,3.744,0.343,1.344,3.569,0.169,1.536,3.447,0.083,2.112,4B,911016,8545.0,39694.187,300.06,-4.16,37.13,-17.19,0.81,107.46,N,N,2448545.5,1991-10-16 11:01:34.187
909.0,4.872e-08,1.1211e-08,1.5794e-08,1.1547e-08,1.0692e-07,3.2873e-08,5.682e-08,1.8668e-07,0.486,0.242,-0.192,0.405,0.119,0.0,0.191,0.056,0.384,4B,911019,8548.0,25151.595,239.19,26.28,42.71,48.85,8.47,114.79,N,N,2448548.5,1991-10-19 06:59:11.595
914.0,3.3225e-07,1.5048e-08,3.5257e-07,1.3539e-08,7.9622e-07,4.1118e-08,4.9907e-07,2.2878e-07,2.638,0.327,0.576,2.533,0.163,0.576,2.28,0.08,1.152,4B,911022,8551.0,15237.995,123.91,70.34,144.78,32.48,1.03,89.82,N,N,2448551.5,1991-10-22 04:13:57.995
927.0,1.8968e-07,1.836e-08,2.413e-07,2.0217e-08,1.5584e-07,4.1459e-08,4.3749e-08,1.9651e-07,0.699,0.239,0.256,0.592,0.118,0.384,0.507,0.058,0.384,4B,911024,8553.0,72606.315,208.65,38.36,77.25,72.65,4.13,117.52,N,N,2448553.5,1991-10-24 20:10:06.315
929.0,2.5935e-08,9.7068e-09,1.7617e-08,1.2096e-08,0.0,3.3622e-08,1.7107e-06,1.8436e-06,1.153,0.223,0.0,0.53,0.098,0.128,0.142,0.044,0.448,4B,911025B,8554.0,6843.179,209.66,20.16,12.12,73.13,10.89,77.83,N,N,2448554.5,1991-10-25 01:54:03.179
936.0,4.9321e-08,7.3518e-09,6.7313e-08,6.8361e-09,2.9985e-07,2.3411e-08,1.0529e-06,2.5387e-07,5.854,0.438,1.28,3.809,0.179,1.408,1.09,0.062,1.472,4B,911025,8554.0,77114.795,316.35,36.66,80.55,-6.99,3.59,165.82,N,N,2448554.5,1991-10-25 21:25:14.795
938.0,4.8055e-07,2.1749e-08,6.3679e-07,1.9764e-08,9.7069e-07,4.8695e-08,0.0,4.6056e-07,1.127,0.23,19.584,1.052,0.112,19.584,0.943,0.055,20.224,4B,911026,8555.0,47220.843,74.68,-22.27,222.53,-34.18,2.4,94.81,N,N,2448555.5,1991-10-26 13:07:00.843
942.0,2.5918e-08,8.9198e-09,2.1429e-08,8.6975e-09,2.5028e-07,2.9582e-08,5.4228e-07,2.3369e-07,0.637,0.211,0.0,0.288,0.1,0.448,0.288,0.049,0.96,4B,911027,8556.0,6311.531,358.18,69.62,117.83,7.33,7.47,112.46,N,Y,2448556.5,1991-10-27 01:45:11.531
946.0,1.1992e-07,2.2601e-08,1.1006e-07,1.9177e-08,6.6929e-07,5.7111e-08,7.5042e-07,5.9251e-07,0.877,0.242,-1.6,0.607,0.117,-1.408,0.308,0.055,-0.64,4B,911027B,8556.0,37910.379,127.22,74.12,140.15,32.62,5.78,90.02,N,N,2448556.5,1991-10-27 10:31:50.379
973.0,3.0828e-06,2.3936e-08,3.396e-06,2.8366e-08,1.3226e-05,1.0117e-07,2.4951e-05,7.8892e-07,5.707,0.405,2.24,5.288,0.198,3.008,5.173,0.098,3.2,4B,911031,8560.0,34580.523,284.54,21.34,52.79,8.14,0.63,80.52,Y,N,2448560.5,1991-10-31 09:36:20.523
974.0,2.0571e-08,1.1856e-08,4.4395e-08,1.2384e-08,1.1999e-07,3.3106e-08,9.2301e-07,4.7648e-07,0.551,0.239,-0.896,0.337,0.12,-0.32,0.266,0.059,0.064,4B,911031B,8560.0,44357.227,298.89,-28.89,12.13,-25.82,9.09,124.49,N,N,2448560.5,1991-10-31 12:19:17.227
981.0,6.5427e-08,1.8605e-08,1.1122e-07,1.4418e-08,1.3672e-07,3.1142e-08,0.0,2.1603e-07,0.708,0.229,-0.384,0.463,0.112,-0.384,0.322,0.055,0.0,4B,911101,8561.0,10134.123,74.53,-48.8,255.21,-38.41,13.26,136.44,N,N,2448561.5,1991-11-01 02:48:54.123
999.0,4.8808e-07,1.8188e-08,7.1297e-07,1.8981e-08,2.6165e-06,4.3362e-08,7.4995e-06,3.9662e-07,12.429,0.652,3.968,11.549,0.314,4.096,7.4,0.129,4.672,4B,911104,8564.0,54281.707,212.45,35.03,63.03,71.5,0.76,121.26,N,N,2448564.5,1991-11-04 15:04:41.707
1008.0,9.199e-07,1.091e-08,2.3461e-06,1.7989e-08,7.3747e-06,4.6685e-08,6.6121e-06,2.5321e-07,4.985,0.364,4.544,4.816,0.18,4.288,4.638,0.089,5.056,4B,911106,8566.0,13320.811,343.03,-35.16,8.0,-63.35,0.83,132.08,N,N,2448566.5,1991-11-06 03:42:00.811
1009.0,1.3514e-06,4.7318e-08,1.6645e-06,4.8726e-08,3.1892e-06,1.1398e-07,4.3552e-06,9.9742e-07,0.805,0.229,93.312,0.695,0.113,94.592,0.602,0.055,95.04,4B,911106B,8566.0,46374.507,62.24,-66.25,279.19,-40.6,3.65,103.18,N,Y,2448566.5,1991-11-06 12:52:54.507
1025.0,8.4582e-07,2.0594e-08,1.4241e-06,2.3488e-08,2.9873e-06,4.9722e-08,2.0757e-06,2.7466e-07,17.599,0.736,2.112,16.273,0.357,2.176,11.153,0.152,2.496,4B,911109,8569.0,12457.835,112.01,-26.52,240.55,-4.41,0.39,161.84,N,N,2448569.5,1991-11-09 03:27:37.835
