time_relative_to_merger_sec,ligo_strain,bruno_flash_strain
-0.9775191499256479,-2.0843394359052516e-19,0.0
-0.9772750074379886,-2.238388345473927e-19,0.0
-0.9770308649503292,-2.0697794908677082e-19,0.0
-0.9767867224626698,-2.1342464011691853e-19,0.0
-0.9765425799750105,-2.5554414042569543e-19,0.0
-0.9762984374873511,-2.279302364246289e-19,0.0
-0.9760542949996918,-2.2106421726659186e-19,0.0
-0.9758101525120324,-2.5595236744579577e-19,0.0
-0.975566010024373,-2.5016475704478013e-19,0.0
-0.9753218675367137,-2.6033705420915627e-19,0.0
-0.9750777250490543,-2.5681014613938563e-19,0.0
-0.974833582561395,-2.464111776458378e-19,0.0
-0.9745894400737356,-2.883810069674896e-19,0.0
-0.9743452975860762,-2.816947188040414e-19,0.0
-0.9741011550984169,-2.5409642569528003e-19,0.0
-0.9738570126107575,-2.8714077508149067e-19,0.0
