,SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id,trigger,fluence_ch1,err_ch1,fluence_ch2,err_ch2,fluence_ch3,err_ch3,fluence_ch4,err_ch4,peak_flux_64ms,err_flux_64ms,time_flux_64ms,peak_flux_256ms,err_flux_256ms,time_flux_256ms,peak_flux_1024ms,err_flux_1024ms,time_flux_1024ms,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime,icecube_energy,icecube_matched
606,GRB 941215B,1994-12-15,157.75,-18.08,1994-12-15 08:08:50.610,157.75,-18.08,0.0,,3321.0,1.230119e-07,Below Threshold,29330.61,False,941215B,3321.0,4.0084e-08,9.2379e-09,9.7315e-08,1.0193e-08,4.884e-07,2.7713e-08,6.0432e-07,2.6906e-07,0.709,0.163,5.44,0.565,0.08,6.4,0.399,0.039,6.4,4B,941215B,9701.0,29330.61,157.75,-18.08,262.02,33.41,6.69,117.7,N,N,2449701.5,1994-12-15 08:08:50.610,44729.695,True
607,GRB 941217,1994-12-17,130.16999999999996,-80.36999999999999,1994-12-17 04:01:31.313,130.17,-80.37,0.0,,3322.0,1.1421820000000001e-07,Below Threshold,14491.313,False,941217,3322.0,7.5962e-08,1.849e-08,2.1349e-07,1.6192e-08,6.4744e-07,5.106e-08,2.0529e-07,4.1623e-07,0.961,0.18,4.544,0.771,0.089,4.672,0.662,0.044,5.056,4B,941217,9703.0,14491.313,130.17,-80.37,293.68,-22.41,6.87,107.06,N,N,2449703.5,1994-12-17 04:01:31.313,44729.695,True
608,GRB 941222,1994-12-22,28.23,-39.16,1994-12-22 07:32:26.929,28.23,-39.16,0.0,,3324.0,5.0540700000000006e-08,Below Threshold,27146.929,False,941222,3324.0,3.7205e-08,1.1641e-08,9.8022e-08,1.0299e-08,3.7018e-07,3.1113e-08,0.0,2.4483e-07,0.601,0.194,4.864,0.478,0.096,-0.64,0.354,0.047,-0.128,4B,941222,9708.0,27146.929,28.23,-39.16,260.02,-72.43,3.16,102.49,N,N,2449708.5,1994-12-22 07:32:26.929,44729.695,True
609,GRB 941228,1994-12-28,353.7799999999999,-49.23,1994-12-28 07:39:41.233,353.78,-49.23,0.0,,3330.0,4.68597e-06,Below Threshold,27581.233,False,941228,3330.0,1.5182e-06,4.2929e-08,1.6962e-06,3.5642e-08,8.9963e-06,9.0814e-08,3.4649e-05,1.1242e-06,8.818,0.341,4.288,6.749,0.154,4.416,4.792,0.069,4.928,4B,941228,9714.0,27581.233,353.78,-49.23,331.47,-63.46,1.64,124.67,N,N,2449714.5,1994-12-28 07:39:41.233,44729.695,True
610,GRB 941230B,1994-12-30,172.71999999999997,-36.11,1994-12-30 20:53:14.033,172.72,-36.11,0.0,,3336.0,1.46004e-06,Below Threshold,75194.033,False,941230,3336.0,1.5352e-06,4.1998e-08,2.1318e-06,4.378e-08,7.1451e-06,1.2051e-07,3.7883e-06,1.0873e-06,1.472,0.187,49.152,1.352,0.092,49.216,1.042,0.043,49.728,4B,941230,9716.0,75194.033,172.72,-36.11,285.21,23.97,1.4,83.19,N,N,2449716.5,1994-12-30 20:53:14.033,44729.695,True
611,GRB 950102A,1995-01-02,39.06999999999999,-34.94,1995-01-02 02:45:26.577,39.07,-34.94,0.0,,3339.0,7.42375e-07,Below Threshold,9926.577,False,950102B,3339.0,1.9855e-07,2.8725e-08,2.0763e-07,2.4842e-08,7.5357e-07,6.6122e-08,6.264e-06,1.3253e-06,0.712,0.158,-0.192,0.573,0.076,-0.064,0.383,0.036,0.064,4B,950102B,9719.0,9926.577,39.07,-34.94,238.64,-66.31,7.63,85.26,N,N,2449719.5,1995-01-02 02:45:26.577,44729.695,True
612,GRB 950104,1995-01-04,303.25999999999993,-15.63,1995-01-04 07:18:39.025,303.26,-15.63,0.0,,3345.0,3.2105400000000003e-06,Below Threshold,26319.025,False,950104,3345.0,3.0184e-06,5.7495e-08,3.3e-06,4.1511e-08,1.1142e-05,1.1778e-07,1.4645e-05,1.234e-06,7.378,0.363,3.52,6.759,0.177,3.584,6.379,0.087,3.84,4B,950104,9721.0,26319.025,303.26,-15.63,27.44,-24.94,0.47,120.5,N,N,2449721.5,1995-01-04 07:18:39.025,44729.695,True
613,GRB 950105,1995-01-05,23.31,-62.86,1995-01-05 05:28:53.169,23.31,-62.86,0.0,,3347.0,5.802590000000001e-07,Below Threshold,19733.169,False,950105,3347.0,8.2568e-07,4.9425e-08,7.0671e-07,3.4931e-08,2.0671e-06,9.6915e-08,2.2031e-06,1.0861e-06,1.007,0.193,-1.024,0.727,0.093,8.0,0.557,0.045,0.896,4B,950105,9722.0,19733.169,23.31,-62.86,294.92,-53.61,2.05,81.56,N,N,2449722.5,1995-01-05 05:28:53.169,44729.695,True
614,GRB 950110,1995-01-10,238.66,-34.730000000000004,1995-01-10 18:48:09.649,238.66,-34.73,0.0,,3350.0,3.395530000000001e-07,Below Threshold,67689.649,False,950110,3350.0,1.8016e-07,3.1743e-08,1.9123e-07,2.0445e-08,6.2614e-07,5.1063e-08,2.398e-06,6.7699e-07,1.285,0.209,2.752,1.083,0.102,2.752,0.771,0.049,3.456,4B,950110,9727.0,67689.649,238.66,-34.73,340.42,14.49,2.78,144.67,N,N,2449727.5,1995-01-10 18:48:09.649,44729.695,True
615,GRB 950111A,1995-01-11,336.2399999999999,-64.78,1995-01-11 04:47:43.282,336.24,-64.78,0.0,,3351.0,1.0753899999999998e-06,Below Threshold,17263.282,False,950111,3351.0,2.0675e-06,3.7436e-08,1.4685e-06,3.26e-08,2.9891e-06,9.2829e-08,4.2288e-06,1.2312e-06,5.18,0.271,95.04,4.476,0.129,95.104,2.555,0.054,95.68,4B,950111,9728.0,17263.282,336.24,-64.78,324.31,-45.8,1.26,96.08,N,N,2449728.5,1995-01-11 04:47:43.282,44729.695,True
616,GRB 950111B,1995-01-11,19.57,-10.22,1995-01-11 12:18:30.194,19.57,-10.22,0.0,,3352.0,8.169080000000001e-06,Below Threshold,44310.194,False,950111B,3352.0,1.5762e-05,3.3472e-07,1.6848e-05,2.9322e-07,4.3733e-05,7.3622e-07,5.3478e-06,4.497e-06,3.84,0.253,18.752,3.71,0.124,18.944,3.603,0.062,19.328,4B,950111B,9728.0,44310.194,19.57,-10.22,144.72,-71.95,0.32,112.45,N,N,2449728.5,1995-01-11 12:18:30.194,44729.695,True
617,GRB 950114A,1995-01-14,313.91,-24.15,1995-01-14 01:00:42.289,313.91,-24.15,0.0,,3356.0,1.60471e-07,Below Threshold,3642.289,False,950114,3356.0,3.6845e-07,1.6682e-08,3.9367e-07,1.4364e-08,7.204e-07,3.6332e-08,1.2219e-07,2.5311e-07,2.223,0.241,1.984,2.128,0.119,1.984,1.627,0.057,2.304,4B,950114,9731.0,3642.289,313.91,-24.15,22.1,-37.26,0.96,128.28,N,N,2449731.5,1995-01-14 01:00:42.289,44729.695,True
618,GRB 950115A,1995-01-15,38.94,14.62,1995-01-15 06:53:11.474,38.94,14.62,0.0,,3358.0,2.9063900000000004e-07,Below Threshold,24791.474,False,950115,3358.0,3.6474e-07,3.5119e-08,5.3955e-07,2.8513e-08,9.631e-07,7.0955e-08,1.039e-06,6.3835e-07,1.241,0.227,0.512,0.929,0.111,0.512,0.881,0.055,1.472,4B,950115,9732.0,24791.474,38.94,14.62,157.34,-41.17,1.1,151.8,N,N,2449732.5,1995-01-15 06:53:11.474,44729.695,True
619,GRB 950118A,1995-01-18,102.96999999999998,58.3,1995-01-18 12:23:09.745,102.97,58.3,0.0,,3364.0,1.1639190000000003e-06,Below Threshold,44589.745,False,950118,3364.0,8.4171e-07,4.1033e-08,9.5238e-07,3.7938e-08,1.8469e-06,9.7074e-08,7.9982e-06,1.4391e-06,0.966,0.197,5.056,0.828,0.096,5.12,0.712,0.047,5.568,4B,950118,9735.0,44589.745,102.97,58.3,157.71,22.88,1.32,81.1,N,N,2449735.5,1995-01-18 12:23:09.745,44729.695,True
620,GRB 950119,1995-01-19,340.31,-0.7,1995-01-19 22:18:47.345,340.31,-0.7,0.0,,3369.0,3.404030000000001e-07,Below Threshold,80327.345,False,950119,3369.0,1.3278e-06,5.1246e-08,9.9803e-07,3.6142e-08,1.0782e-06,9.189e-08,0.0,5.0966e-07,0.973,0.179,-0.32,0.788,0.088,-0.128,0.735,0.044,0.512,4B,950119,9736.0,80327.345,340.31,-0.7,67.7,-49.09,2.35,117.49,N,N,2449736.5,1995-01-19 22:18:47.345,44729.695,True
621,GRB 950120,1995-01-20,197.38,36.46,1995-01-20 10:49:50.514,197.38,36.46,0.0,,3370.0,1.3308410000000002e-07,Below Threshold,38990.514,False,950120,3370.0,8.7021e-08,1.8831e-08,1.6291e-07,1.94e-08,4.463e-07,4.8525e-08,6.3461e-07,4.6564e-07,0.851,0.198,0.384,0.695,0.097,0.576,0.615,0.048,0.896,4B,950120,9737.0,38990.514,197.38,36.46,101.72,79.92,2.75,92.13,N,N,2449737.5,1995-01-20 10:49:50.514,44729.695,True
622,GRB 950129A,1995-01-29,254.61999999999992,5.34,1995-01-29 18:15:58.897,254.62,5.34,0.0,,3378.0,2.9564500000000005e-07,Below Threshold,65758.897,False,950129,3378.0,6.8595e-08,1.5481e-08,4.1475e-08,1.1073e-08,3.2478e-07,3.1554e-08,2.5216e-06,7.4224e-07,0.868,0.185,-0.128,0.752,0.092,-0.064,0.533,0.044,0.64,4B,950129,9746.0,65758.897,254.62,5.34,24.38,27.5,8.1,102.72,N,N,2449746.5,1995-01-29 18:15:58.897,44729.695,True
623,GRB 950206A,1995-02-06,69.58999999999999,-14.45,1995-02-06 10:43:48.017,69.59,-14.45,0.0,,3403.0,1.63277e-07,Below Threshold,38628.017,False,950206B,3403.0,2.4543e-07,2.2128e-08,4.5744e-07,2.3692e-08,9.299e-07,5.5522e-08,0.0,2.8518e-07,0.593,0.157,3.648,0.455,0.077,-1.6,0.393,0.038,-0.832,4B,950206B,9754.0,38628.017,69.59,-14.45,211.5,-35.91,3.94,147.6,N,N,2449754.5,1995-02-06 10:43:48.017,44729.695,True
624,GRB 950206B,1995-02-06,241.65,-49.69,1995-02-06 19:45:41.809,241.65,-49.69,0.0,,3405.0,1.762879e-06,Below Threshold,71141.809,False,950206,3405.0,2.3252e-07,2.5331e-08,3.0067e-07,1.9368e-08,1.9806e-06,5.828e-08,1.5115e-05,9.6988e-07,1.744,0.231,6.72,1.535,0.112,-0.128,1.165,0.053,0.576,4B,950206,9754.0,71141.809,241.65,-49.69,332.07,1.81,2.3,110.71,N,N,2449754.5,1995-02-06 19:45:41.809,44729.695,True
625,GRB 950207B,1995-02-07,37.48,26.14,1995-02-07 07:23:45.969,37.48,26.14,0.0,,3407.0,6.7995e-07,Below Threshold,26625.969,False,950207,3407.0,5.904e-07,3.1262e-08,1.0012e-06,3.4145e-08,2.4062e-06,1.0569e-07,2.8017e-06,1.2268e-06,1.833,0.215,0.0,1.529,0.105,0.384,1.397,0.052,0.896,4B,950207,9755.0,26625.969,37.48,26.14,149.01,-31.7,2.65,88.48,N,N,2449755.5,1995-02-07 07:23:45.969,44729.695,True
626,GRB 950208,1995-02-08,336.9599999999999,54.19,1995-02-08 02:10:24.049,336.96,54.19,0.0,,3408.0,1.069039e-05,Above Threshold,7824.049,True,950208,3408.0,5.6141e-06,3.6188e-08,8.8378e-06,4.0812e-08,3.3168e-05,1.1336e-07,5.9284e-05,1.0377e-06,14.731,0.447,27.264,12.727,0.209,27.328,10.748,0.096,27.392,4B,950208,9756.0,7824.049,336.96,54.19,102.84,-2.98,0.33,74.75,N,N,2449756.5,1995-02-08 02:10:24.049,44729.695,True
627,GRB 950211B,1995-02-11,64.35,-55.02,1995-02-11 20:07:48.850,64.35,-55.02,0.0,,3415.0,3.1738300000000004e-06,Below Threshold,72468.85,False,950211B,3415.0,4.0834e-06,4.6118e-08,4.8589e-06,4.083e-08,1.2501e-05,9.9151e-08,1.0295e-05,8.2121e-07,10.306,0.399,31.616,9.162,0.189,31.808,7.072,0.085,45.12,4B,950211B,9759.0,72468.85,64.35,-55.02,264.56,-43.73,1.16,86.59,N,N,2449759.5,1995-02-11 20:07:48.850,44729.695,True
628,GRB 950211C,1995-02-11,256.81999999999994,47.28,1995-02-11 23:26:25.458,256.82,47.28,0.0,,3416.0,1.91452e-07,Below Threshold,84385.458,False,950211C,3416.0,3.7346e-07,3.6701e-08,2.6686e-07,2.8043e-08,7.0204e-07,6.8187e-08,5.7216e-07,6.5538e-07,1.698,0.195,-0.128,1.313,0.093,0.0,0.878,0.044,0.704,4B,950211C,9759.0,84385.458,256.82,47.28,73.29,36.88,3.64,95.92,N,N,2449759.5,1995-02-11 23:26:25.458,44729.695,True
629,GRB 950221A,1995-02-21,294.31,-32.15,1995-02-21 20:45:05.585,294.31,-32.15,0.0,,3436.0,1.8487e-06,Below Threshold,74705.585,False,950221,3436.0,1.631e-06,3.8343e-08,1.379e-06,2.8626e-08,4.359e-06,8.6929e-08,1.1118e-05,1.2859e-06,3.89,0.278,17.856,3.558,0.137,17.984,2.354,0.062,11.968,4B,950221,9769.0,74705.585,294.31,-32.15,7.37,-23.09,0.6,82.04,N,N,2449769.5,1995-02-21 20:45:05.585,44729.695,True
630,GRB 950223,1995-02-23,325.55999999999995,-21.99,1995-02-23 02:23:08.721,325.56,-21.99,0.0,,3439.0,1.03645e-06,Below Threshold,8588.721,False,950223,3439.0,1.5242e-06,6.1544e-08,1.0486e-06,4.081e-08,2.5036e-06,1.0663e-07,5.2881e-06,1.4024e-06,1.962,0.202,1.856,1.664,0.099,2.24,1.596,0.049,2.496,4B,950223,9771.0,8588.721,325.56,-21.99,29.03,-46.92,1.52,93.07,N,N,2449771.5,1995-02-23 02:23:08.721,44729.695,True
631,GRB 950301,1995-03-01,307.9599999999999,12.92,1995-03-01 21:02:41.329,307.96,12.92,0.0,,3448.0,7.259970000000001e-06,Below Threshold,75761.329,False,950301,3448.0,5.8443e-06,1.0554e-07,4.8754e-06,7.906e-08,1.2405e-05,1.8232e-07,4.9475e-05,2.6253e-06,2.398,0.227,224.512,2.186,0.111,224.704,1.813,0.053,225.152,4B,950301,9777.0,75761.329,307.96,12.92,56.64,-15.43,0.83,138.22,N,N,2449777.5,1995-03-01 21:02:41.329,44729.695,True
632,GRB 950305,1995-03-05,197.2,-11.12,1995-03-05 15:05:04.945,197.2,-11.12,0.0,,3458.0,3.70421e-06,Below Threshold,54304.945,False,950305,3458.0,1.9661e-06,3.0268e-08,3.788e-06,3.2139e-08,1.2736e-05,8.0584e-08,1.8552e-05,6.8076e-07,9.04,0.367,15.296,8.683,0.182,15.104,8.101,0.088,15.488,4B,950305,9781.0,54304.945,197.2,-11.12,309.79,51.52,0.29,153.48,Y,N,2449781.5,1995-03-05 15:05:04.945,44729.695,True
633,GRB 950311,1995-03-11,349.31,22.69,1995-03-11 11:12:10.930,349.31,22.69,0.0,,3465.0,4.668807e-07,Below Threshold,40330.93,False,950311,3465.0,5.4087e-08,1.8951e-08,1.1429e-07,1.6557e-08,3.8973e-07,5.5191e-08,4.1107e-06,1.1445e-06,0.711,0.183,-1.216,0.563,0.091,-1.088,0.436,0.045,-0.256,4B,950311,9787.0,40330.93,349.31,22.69,96.11,-35.23,10.54,100.39,N,N,2449787.5,1995-03-11 11:12:10.930,44729.695,True
634,GRB 950317A,1995-03-17,85.0,-12.96,1995-03-17 05:15:58.001,85.0,-12.96,0.0,,3471.0,2.965650000000001e-07,Below Threshold,18958.001,False,950317C,3471.0,1.5202e-07,2.1549e-08,1.6828e-07,1.8236e-08,4.7325e-07,5.3025e-08,2.1721e-06,8.6071e-07,0.686,0.19,-0.64,0.596,0.094,-0.64,0.49,0.046,-0.384,4B,950317C,9793.0,18958.001,85.0,-12.96,216.83,-21.61,3.2,80.08,N,N,2449793.5,1995-03-17 05:15:58.001,44729.695,True
635,GRB 950325A,1995-03-25,52.81,50.5,1995-03-25 07:10:44.401,52.81,50.5,0.0,,3480.0,1.648699e-06,Below Threshold,25844.401,False,950325B,3480.0,6.2419e-07,1.3592e-08,1.0668e-06,1.4495e-08,4.9254e-06,4.0652e-08,9.8706e-06,3.3995e-07,21.608,0.512,0.256,19.594,0.247,0.32,12.66,0.101,1.024,4B,950325B,9801.0,25844.401,52.81,50.5,147.12,-4.71,0.58,125.19,Y,N,2449801.5,1995-03-25 07:10:44.401,44729.695,True
636,GRB 950325B,1995-03-25,66.22,-11.56,1995-03-25 17:36:31.921,66.22,-11.56,0.0,,3481.0,5.6692e-06,Below Threshold,63391.921,False,950325,3481.0,2.7949e-06,3.4047e-08,3.7131e-06,2.9129e-08,1.4362e-05,8.3519e-08,3.5822e-05,9.4114e-07,25.702,0.577,39.744,21.937,0.266,39.872,19.164,0.124,39.872,4B,950325,9801.0,63391.921,66.22,-11.56,206.52,-37.71,0.33,95.85,N,N,2449801.5,1995-03-25 17:36:31.921,44729.695,True
637,GRB 950327A,1995-03-27,54.12,38.01,1995-03-27 07:19:07.186,54.12,38.01,0.0,,3485.0,6.187399999999999e-07,Below Threshold,26347.186,False,950327B,3485.0,1.6673e-06,6.654e-08,1.781e-06,5.6675e-08,2.7391e-06,1.2786e-07,0.0,5.787e-07,1.079,0.189,-0.256,0.883,0.092,0.832,0.829,0.046,0.256,4B,950327B,9803.0,26347.186,54.12,38.01,155.35,-14.26,1.32,141.06,N,N,2449803.5,1995-03-27 07:19:07.186,44729.695,True
638,GRB 950327B,1995-03-27,274.40000000000003,20.46,1995-03-27 23:47:51.601,274.4,20.46,0.0,,3486.0,2.853590000000001e-07,Below Threshold,85671.601,False,950327,3486.0,5.6081e-07,3.0517e-08,7.0078e-07,3.0539e-08,1.592e-06,7.8998e-08,0.0,5.3787e-07,1.484,0.196,1.792,1.268,0.095,1.792,1.194,0.047,2.112,4B,950327,9803.0,85671.601,274.4,20.46,47.93,16.38,2.57,140.55,N,N,2449803.5,1995-03-27 23:47:51.601,44729.695,True
639,GRB 950401A,1995-04-01,197.93,56.95,1995-04-01 11:50:42.354,197.93,56.95,0.0,,3488.0,9.73261e-07,Below Threshold,42642.354,False,950401,3488.0,7.9087e-07,3.6475e-08,9.8304e-07,3.1805e-08,2.5884e-06,8.4049e-08,5.3703e-06,1.0521e-06,9.398,0.384,3.392,8.645,0.185,3.392,4.781,0.074,3.648,4B,950401,9808.0,42642.354,197.93,56.95,117.41,59.96,1.22,106.61,N,N,2449808.5,1995-04-01 11:50:42.354,44729.695,True
640,GRB 950401B,1995-04-01,86.05999999999999,43.75,1995-04-01 20:43:54.417,86.06,43.75,0.0,,3489.0,4.92739e-06,Below Threshold,74634.417,False,950401B,3489.0,2.4201e-06,4.7759e-08,4.0428e-06,4.6816e-08,1.7017e-05,1.2333e-07,2.5794e-05,1.0184e-06,7.317,0.367,7.488,6.648,0.178,7.616,5.766,0.085,8.128,4B,950401B,9808.0,74634.417,86.06,43.75,167.15,7.44,0.29,83.36,N,N,2449808.5,1995-04-01 20:43:54.417,44729.695,True
641,GRB 950403A,1995-04-03,36.38999999999999,10.71,1995-04-03 13:19:47.377,36.39,10.71,0.0,,3491.0,6.365970000000001e-06,Below Threshold,47987.377,False,950403B,3491.0,7.238e-06,3.5434e-08,6.6037e-06,2.8503e-08,1.9374e-05,7.5697e-08,3.0444e-05,6.116e-07,30.654,0.624,7.872,30.215,0.311,7.936,25.699,0.144,8.384,4B,950403B,9810.0,47987.377,36.39,10.71,157.18,-45.81,0.43,179.02,N,N,2449810.5,1995-04-03 13:19:47.377,44729.695,True
642,GRB 950405A,1995-04-05,13.739999999999998,57.5,1995-04-05 04:14:17.777,13.74,57.5,0.0,,3493.0,4.079954e-07,Below Threshold,15257.777,False,950405,3493.0,7.9344e-08,2.5257e-08,1.0499e-07,1.9334e-08,7.7902e-07,4.8812e-08,3.1166e-06,6.7004e-07,1.089,0.193,0.192,0.819,0.093,0.192,0.681,0.045,0.832,4B,950405,9812.0,15257.777,13.74,57.5,123.41,-5.36,5.44,136.03,N,N,2449812.5,1995-04-05 04:14:17.777,44729.695,True
643,GRB 950412,1995-04-12,317.3599999999999,2.65,1995-04-12 00:48:04.274,317.36,2.65,0.0,,3503.0,1.3265230000000002e-07,Below Threshold,2884.274,False,950412,3503.0,2.4475e-07,2.3564e-08,3.02e-07,1.6481e-08,6.9511e-07,4.0701e-08,8.4663e-08,2.5601e-07,1.351,0.2,1.984,1.312,0.098,2.112,1.184,0.048,2.688,4B,950412,9819.0,2884.274,317.36,2.65,52.91,-28.85,2.48,148.72,N,N,2449819.5,1995-04-12 00:48:04.274,44729.695,True
644,GRB 950413,1995-04-13,261.26,64.36999999999999,1995-04-13 15:03:18.193,261.26,64.37,0.0,,3505.0,2.01113e-07,Below Threshold,54198.193,False,950413,3505.0,3.606e-07,5.8688e-08,1.3314e-07,3.7378e-08,3.7599e-07,9.8571e-08,1.1414e-06,1.5309e-06,0.78,0.264,-0.064,0.839,0.136,0.0,0.48,0.066,0.192,4B,950413,9820.0,54198.193,261.26,64.37,94.07,33.56,4.77,78.05,N,N,2449820.5,1995-04-13 15:03:18.193,44729.695,True
645,GRB 950416A,1995-04-16,186.32,30.2,1995-04-16 13:26:59.761,186.32,30.2,0.0,,3509.0,3.32094e-07,Below Threshold,48419.761,False,950416,3509.0,2.3294e-07,2.1683e-08,7.8003e-07,2.6298e-08,1.9426e-06,6.7977e-08,3.6537e-07,4.1748e-07,1.191,0.198,4.928,1.083,0.097,3.072,1.015,0.048,3.52,4B,950416,9823.0,48419.761,186.32,30.2,183.25,83.49,1.45,72.2,N,N,2449823.5,1995-04-16 13:26:59.761,44729.695,True
646,GRB 950417,1995-04-17,136.17,-73.28999999999999,1995-04-17 12:06:41.073,136.17,-73.29,0.0,,3511.0,2.60089e-07,Below Threshold,43601.073,False,950417,3511.0,1.1755e-06,4.4048e-08,5.9669e-07,3.0046e-08,8.287e-07,7.2841e-08,0.0,6.3319e-07,1.862,0.259,8.448,1.589,0.127,8.576,1.073,0.06,0.896,4B,950417,9824.0,43601.073,136.17,-73.29,288.36,-17.23,1.59,129.65,N,N,2449824.5,1995-04-17 12:06:41.073,44729.695,True
647,GRB 950418,1995-04-18,92.4,3.26,1995-04-18 23:16:35.633,92.4,3.26,0.0,,3512.0,1.228487e-06,Below Threshold,83795.633,False,950418,3512.0,7.7997e-07,2.2718e-08,1.2546e-06,2.3826e-08,4.3273e-06,6.8522e-08,5.923e-06,7.2023e-07,5.092,0.295,1.856,4.842,0.145,1.92,4.517,0.071,2.24,4B,950418,9825.0,83795.633,92.4,3.26,205.2,-7.78,0.65,106.96,N,N,2449825.5,1995-04-18 23:16:35.633,44729.695,True
648,GRB 950419,1995-04-19,50.24,54.46,1995-04-19 11:23:47.249,50.24,54.46,0.0,,3514.0,1.05907e-06,Below Threshold,41027.249,False,950419,3514.0,1.2303e-06,4.8247e-08,1.0003e-06,3.7956e-08,2.5289e-06,1.058e-07,5.8312e-06,1.5253e-06,1.08,0.209,36.864,0.799,0.1,36.608,0.694,0.05,37.312,4B,950419,9826.0,41027.249,50.24,54.46,143.62,-2.29,2.15,92.13,N,N,2449826.5,1995-04-19 11:23:47.249,44729.695,True
649,GRB 950420,1995-04-20,281.03,-46.47,1995-04-20 15:13:58.961,281.03,-46.47,0.0,,3515.0,8.8357e-08,Below Threshold,54838.961,False,950420,3515.0,1.4809e-07,1.3872e-08,1.8626e-07,1.1913e-08,3.8244e-07,3.0096e-08,1.6678e-07,2.4723e-07,0.894,0.175,-0.32,0.727,0.087,0.512,0.644,0.043,0.832,4B,950420,9827.0,54838.961,281.03,-46.47,349.34,-18.12,3.64,125.78,N,N,2449827.5,1995-04-20 15:13:58.961,44729.695,True
650,GRB 950421,1995-04-21,72.00999999999999,-63.06,1995-04-21 12:29:49.553,72.01,-63.06,0.0,,3516.0,8.66804e-07,Below Threshold,44989.553,False,950421,3516.0,5.6107e-07,1.5089e-08,6.6157e-07,1.5336e-08,2.6282e-06,4.7185e-08,4.8172e-06,5.6236e-07,7.835,0.366,6.208,5.275,0.16,6.272,3.429,0.071,1.28,4B,950421,9828.0,44989.553,72.01,-63.06,273.44,-37.83,0.79,119.38,N,N,2449828.5,1995-04-21 12:29:49.553,44729.695,True
651,GRB 950425,1995-04-25,163.16,-35.25,1995-04-25 00:15:19.218,163.16,-35.25,0.0,,3523.0,4.091193e-05,Above Threshold,919.218,True,950425,3523.0,5.1088e-06,3.1714e-08,8.7135e-06,3.8848e-08,4.8907e-05,1.2782e-07,0.00034639,1.8422e-06,21.806,0.53,3.904,21.568,0.264,4.032,20.696,0.13,4.416,4B,950425,9832.0,919.218,163.16,-35.25,277.13,21.6,0.35,129.64,N,N,2449832.5,1995-04-25 00:15:19.218,44729.695,True
652,GRB 950430A,1995-04-30,57.33999999999999,29.02,1995-04-30 15:03:49.426,57.34,29.02,0.0,,3527.0,2.76244e-07,Below Threshold,54229.426,False,950430,3527.0,3.7072e-07,2.7146e-08,4.0837e-07,2.1509e-08,1.284e-06,5.7602e-08,6.9935e-07,4.1141e-07,3.579,0.462,0.128,3.007,0.222,0.192,2.663,0.109,0.832,4B,950430,9837.0,54229.426,57.34,29.02,163.48,-19.51,1.2,122.2,N,N,2449837.5,1995-04-30 15:03:49.426,44729.695,True
653,GRB 950430B,1995-04-30,125.40999999999998,61.41,1995-04-30 16:33:36.945,125.41,61.41,0.0,,3528.0,5.49398e-08,Below Threshold,59616.945,False,950430B,3528.0,9.9698e-08,1.2613e-08,1.8115e-07,1.2661e-08,2.6855e-07,3.485e-08,0.0,3.5314e-07,0.536,0.161,0.256,0.414,0.078,0.448,0.331,0.039,1.216,4B,950430B,9837.0,59616.945,125.41,61.41,155.29,34.32,5.6,77.61,N,N,2449837.5,1995-04-30 16:33:36.945,44729.695,True
654,GRB 950506,1995-05-06,335.79999999999995,84.33999999999999,1995-05-06 23:25:12.753,335.8,84.34,0.0,,3552.0,2.33983e-07,Below Threshold,84312.753,False,950506,3552.0,9.576e-07,3.6418e-08,4.5305e-07,2.7206e-08,5.1313e-07,7.0812e-08,4.1605e-07,7.9067e-07,0.92,0.203,-0.128,0.669,0.098,-0.512,0.507,0.048,0.128,4B,950506,9843.0,84312.753,335.8,84.34,119.24,22.56,2.42,76.8,N,N,2449843.5,1995-05-06 23:25:12.753,44729.695,True
655,GRB 950509B,1995-05-09,44.44,22.93,1995-05-09 23:16:05.938,44.44,22.93,0.0,,3567.0,2.38761e-06,Below Threshold,83765.938,False,950509,3567.0,1.837e-06,8.2945e-08,1.9451e-06,7.526e-08,5.77e-06,1.9947e-07,1.4324e-05,2.6882e-06,1.448,0.189,2.176,1.187,0.092,2.304,1.049,0.045,2.88,4B,950509,9846.0,83765.938,44.44,22.93,157.33,-31.37,3.21,123.67,N,N,2449846.5,1995-05-09 23:16:05.938,44729.695,True
656,GRB 950510,1995-05-10,188.57,-65.48,1995-05-10 07:47:59.793,188.57,-65.48,0.0,,3569.0,2.0350000000000002e-07,Below Threshold,28079.793,False,950510,3569.0,3.7064e-07,1.6774e-08,4.2242e-07,1.6151e-08,1.0316e-06,4.3239e-08,2.1034e-07,2.822e-07,4.928,0.288,0.96,4.532,0.14,1.152,3.758,0.066,1.856,4B,950510,9847.0,28079.793,188.57,-65.48,301.15,-2.66,0.8,80.46,N,N,2449847.5,1995-05-10 07:47:59.793,44729.695,True
