SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Trigger,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,mapped_burst_id
GRB 940217B,1994-02-17,29.07,4.55,2831.0,1994-02-17 23:02:42.074,29.07,4.55,0.0,,940217
GRB 940222,1994-02-22,66.0,39.17,2843.0,1994-02-22 11:50:53.082,66.0,39.17,0.0,,940222
GRB 940223,1994-02-23,18.15,15.739999999999998,2844.0,1994-02-23 08:00:13.722,18.15,15.74,0.0,,940223
GRB 940226A,1994-02-26,303.11999999999995,-21.95,2848.0,1994-02-26 00:11:54.394,303.12,-21.95,0.0,,940226B
GRB 940228A,1994-02-28,127.98,-12.36,2852.0,1994-02-28 11:29:00.314,127.98,-12.36,0.0,,940228
GRB 940228A,1994-02-28,127.98,-12.36,2853.0,1994-02-28 19:45:14.906,126.19,-11.29,2.053,,940228B
GRB 940228B,1994-02-28,126.18999999999998,-11.29,2852.0,1994-02-28 11:29:00.314,127.98,-12.36,2.053,,940228
GRB 940228B,1994-02-28,126.18999999999998,-11.29,2853.0,1994-02-28 19:45:14.906,126.19,-11.29,0.0,,940228B
GRB 940301,1994-03-01,103.51,64.35,2855.0,1994-03-01 20:10:37.082,103.51,64.35,0.0,,940301
GRB 940302,1994-03-02,12.489999999999998,-23.97,2856.0,1994-03-02 05:08:31.514,12.49,-23.97,0.0,,940302
GRB 940303,1994-03-03,192.23,58.68,2857.0,1994-03-03 01:21:53.818,192.23,58.68,0.0,,940303
GRB 940305C,1994-03-05,259.69,0.4611111111111111,2862.0,1994-03-05 15:49:31.226,259.69,0.46,0.001,,940305C
GRB 940306,1994-03-06,300.81999999999994,15.1,2863.0,1994-03-06 03:37:13.114,300.82,15.1,0.0,,940306
GRB 940307,1994-03-07,192.36999999999995,-28.2,2864.0,1994-03-07 07:56:15.386,192.37,-28.2,0.0,,940307
GRB 940312A,1994-03-12,221.5,-56.17,2877.0,1994-03-12 11:28:22.682,221.5,-56.17,0.0,,940312
GRB 940313,1994-03-13,109.45,-14.46,2880.0,1994-03-13 13:02:22.810,109.45,-14.46,0.0,,940313
GRB 940319,1994-03-19,68.74,-12.6,2889.0,1994-03-19 23:57:20.922,68.74,-12.6,0.0,,940319
GRB 940321,1994-03-21,160.32999999999998,3.1,2890.0,1994-03-21 22:05:07.354,160.33,3.1,0.0,,940321
GRB 940323,1994-03-23,213.89,8.370000000000001,2891.0,1994-03-23 22:04:38.426,213.89,8.37,0.0,,940323
GRB 940327,1994-03-27,38.85,53.23,2893.0,1994-03-27 20:24:36.762,38.85,53.23,0.0,,940327
GRB 940328,1994-03-28,97.17999999999998,-32.35,2894.0,1994-03-28 12:05:34.234,97.18,-32.35,0.0,,940328
GRB 940329C,1994-03-29,204.91,-10.33,2897.0,1994-03-29 18:15:37.882,204.91,-10.33,0.0,,940329B
GRB 940330A,1994-03-30,352.23,58.89,2898.0,1994-03-30 17:02:31.578,352.23,58.89,0.0,,940330B
GRB 940331A,1994-03-31,157.80999999999997,57.53,2900.0,1994-03-31 13:52:51.866,157.81,57.53,0.0,,940331B
GRB 940331B,1994-03-31,65.12999999999998,17.64,2901.0,1994-03-31 20:59:35.962,65.13,17.64,0.0,,940331
GRB 940406,1994-04-06,225.44,-39.1,2913.0,1994-04-06 01:10:54.234,225.44,-39.1,0.0,,940406
GRB 940407B,1994-04-07,22.54,40.0,2916.0,1994-04-07 18:20:02.074,22.54,40.0,0.0,,940407
GRB 940409,1994-04-09,265.6,4.6,2917.0,1994-04-09 00:09:49.466,265.6,4.6,0.0,,940409
GRB 940410B,1994-04-10,254.89,30.8,2919.0,1994-04-10 15:45:02.938,254.89,30.8,0.0,,940410
GRB 940412,1994-04-12,217.17,-38.35,2922.0,1994-04-12 01:40:31.002,217.17,-38.35,0.0,,940412
GRB 940413A,1994-04-13,206.26,-23.23,2924.0,1994-04-13 10:12:31.002,206.26,-23.23,0.0,,940413C
GRB 940413B,1994-04-13,216.98,63.78,2925.0,1994-04-13 14:11:24.506,216.98,63.78,0.0,,940413
GRB 940413C,1994-04-13,135.94,-8.26,2927.0,1994-04-13 23:42:55.642,135.94,-8.26,0.0,,940413B
GRB 940414B,1994-04-14,181.26,-26.15,2929.0,1994-04-14 16:46:25.562,181.26,-26.15,0.0,,940414
GRB 940414C,1994-04-14,294.62999999999994,10.95,2931.0,1994-04-14 23:57:27.066,294.63,10.95,0.0,,940414B
GRB 940415A,1994-04-15,255.16,-28.19,2932.0,1994-04-15 08:51:40.314,255.16,-28.19,0.0,,940415B
GRB 940423,1994-04-23,7.519999999999999,-4.08,2944.0,1994-04-23 23:20:19.802,7.52,-4.08,0.0,,940423
GRB 940424,1994-04-24,29.8,-45.21,2945.0,1994-04-24 08:38:36.122,29.8,-45.21,0.0,,940424
GRB 940425A,1994-04-25,119.11,-22.17,2947.0,1994-04-25 06:53:55.738,119.11,-22.17,0.0,,940425
GRB 940425B,1994-04-25,322.94999999999993,14.89,2948.0,1994-04-25 12:14:23.386,322.95,14.89,0.0,,940425C
GRB 940426,1994-04-26,22.809999999999995,0.9,2950.0,1994-04-26 05:29:55.610,22.81,0.9,0.0,,940426
GRB 940427,1994-04-27,56.28999999999999,24.110000000000003,2951.0,1994-04-27 04:36:13.850,56.29,24.11,0.0,,940427
GRB 940429A,1994-04-29,35.1,-57.52,2953.0,1994-04-29 00:43:53.434,35.1,-57.52,0.0,,940429
GRB 940503,1994-05-03,160.99999999999997,10.06,2958.0,1994-05-03 05:07:44.602,161.0,10.06,0.0,,940503
GRB 940504,1994-05-04,163.05999999999997,41.43,2961.0,1994-05-04 08:44:44.570,163.06,41.43,0.0,,940504
GRB 940516,1994-05-16,175.51999999999995,12.96,2980.0,1994-05-16 08:12:13.850,175.52,12.96,0.0,,940516
GRB 940520,1994-05-20,323.49999999999994,6.930000000000001,2984.0,1994-05-20 00:21:38.714,323.5,6.93,0.0,,940520
GRB 940521A,1994-05-21,129.18999999999997,-63.01,2985.0,1994-05-21 11:45:18.490,129.19,-63.01,0.0,,940521B
GRB 940521B,1994-05-21,295.75999999999993,50.61,2986.0,1994-05-21 15:45:44.602,295.76,50.61,0.0,,940521C
GRB 940524A,1994-05-24,135.45999999999998,-3.93,2988.0,1994-05-24 06:23:27.578,135.46,-3.93,0.0,,940524B
GRB 940524B,1994-05-24,157.67999999999998,11.56,2990.0,1994-05-24 09:29:59.194,157.68,11.56,0.0,,940524C
GRB 940526A,1994-05-26,313.54,53.47,2992.0,1994-05-26 03:26:10.586,313.54,53.47,0.0,,940526C
GRB 940526B,1994-05-26,80.40999999999998,-30.39,2993.0,1994-05-26 10:55:26.810,80.41,-30.39,0.0,,940526B
GRB 940526C,1994-05-26,131.84999999999997,34.2,2994.0,1994-05-26 20:20:05.786,131.85,34.2,0.0,,940526
GRB 940527B,1994-05-27,268.78,-54.0,2996.0,1994-05-27 16:18:14.298,268.78,-54.0,0.0,,940527
GRB 940529A,1994-05-29,163.64,-25.33,2998.0,1994-05-29 03:17:02.746,163.64,-25.33,0.0,,940529D
GRB 940529B,1994-05-29,100.92999999999998,-47.55,3001.0,1994-05-29 12:07:17.402,100.93,-47.55,0.0,,940529B
GRB 940529D,1994-05-29,214.84,58.93,3003.0,1994-05-29 21:18:56.154,214.84,58.93,0.0,,940529C
GRB 940530,1994-05-30,111.42,-1.57,3005.0,1994-05-30 08:57:38.714,111.42,-1.57,0.0,,940530
GRB 940602A,1994-06-02,18.23,58.42,3011.0,1994-06-02 00:14:17.754,18.23,58.42,0.0,,940602B
GRB 940602B,1994-06-02,61.52999999999999,-8.889999999999999,3012.0,1994-06-02 07:37:34.362,61.53,-8.89,0.0,,940602
GRB 940604B,1994-06-04,126.34999999999997,-13.42,3015.0,1994-06-04 14:37:07.098,126.35,-13.42,0.0,,940604
GRB 940605,1994-06-05,111.75,43.52,3016.0,1994-06-05 14:59:34.682,111.75,43.52,0.0,,940605
GRB 940606,1994-06-06,311.72,47.19,3017.0,1994-06-06 12:26:33.498,311.72,47.19,0.0,,940606
GRB 940611,1994-06-11,69.04999999999998,0.1611111111111111,3026.0,1994-06-11 23:51:12.282,69.05,0.16,0.001,,940611
GRB 940614,1994-06-14,158.91,9.88,3028.0,1994-06-14 12:27:31.865,158.91,9.88,0.0,,940614
GRB 940616A,1994-06-16,165.03999999999996,-58.18,3029.0,1994-06-16 05:02:06.041,165.04,-58.18,0.0,,940616B
GRB 940616D,1994-06-16,216.76999999999995,-9.27,3032.0,1994-06-16 23:54:56.281,216.77,-9.27,0.0,,940616
GRB 940619,1994-06-19,299.04999999999995,-29.89,3035.0,1994-06-19 21:31:20.602,299.05,-29.89,0.0,,940619
GRB 940621A,1994-06-21,214.08,5.99,3036.0,1994-06-21 02:14:30.041,214.08,5.99,0.0,,940621
GRB 940622,1994-06-22,299.5799999999999,-31.24,3039.0,1994-06-22 13:18:16.666,299.58,-31.24,0.0,,940622
GRB 940623A,1994-06-23,246.86999999999995,12.25,3040.0,1994-06-23 05:25:46.521,246.87,12.25,0.0,,940623B
GRB 940623C,1994-06-23,108.37,75.78,3042.0,1994-06-23 18:46:23.641,108.37,75.78,0.0,,940623
GRB 940701,1994-07-01,145.17999999999998,-6.430000000000001,3055.0,1994-07-01 21:46:38.641,145.18,-6.43,0.0,,940701
GRB 940702,1994-07-02,29.73,-23.53,3056.0,1994-07-02 09:28:11.698,29.73,-23.53,0.0,,940702
GRB 940703A,1994-07-03,131.5,27.39,3057.0,1994-07-03 04:40:46.514,131.5,27.39,0.0,,940703
GRB 940708C,1994-07-08,301.58,24.66,3067.0,1994-07-08 20:42:06.193,301.58,24.66,0.0,,940708
GRB 940709,1994-07-09,72.01999999999998,-34.16,3068.0,1994-07-09 11:23:20.113,72.02,-34.16,0.0,,940709
GRB 940710A,1994-07-10,260.12999999999994,-8.620000000000001,3070.0,1994-07-10 09:01:01.489,260.13,-8.62,0.0,,940710B
GRB 940710B,1994-07-10,96.42,-36.59,3071.0,1994-07-10 09:55:29.073,96.42,-36.59,0.0,,940710
GRB 940711,1994-07-11,110.57999999999998,-25.25,3072.0,1994-07-11 18:14:06.513,110.58,-25.25,0.0,,940711
GRB 940713,1994-07-13,148.92999999999998,10.9,3074.0,1994-07-13 10:49:41.297,148.93,10.9,0.0,,940713
GRB 940714A,1994-07-14,333.58,-42.1,3075.0,1994-07-14 12:54:21.618,333.58,-42.1,0.0,,940714
GRB 940714B,1994-07-14,251.35,-32.09,3076.0,1994-07-14 16:48:02.225,251.35,-32.09,0.0,,940714B
GRB 940715A,1994-07-15,138.08999999999995,8.4,3080.0,1994-07-15 16:13:13.778,138.09,8.4,0.0,,940715B
GRB 940716A,1994-07-16,238.48999999999995,-64.83999999999999,3084.0,1994-07-16 09:39:16.274,238.49,-64.84,0.0,,940716
GRB 940716B,1994-07-16,127.18999999999998,88.1,3085.0,1994-07-16 13:01:53.202,127.19,88.1,0.0,,940716B
GRB 940717B,1994-07-17,102.21,-59.36,3088.0,1994-07-17 08:47:41.745,102.21,-59.36,0.0,,940717C
GRB 940720,1994-07-20,145.93999999999997,-62.53,3091.0,1994-07-20 09:13:24.913,145.94,-62.53,0.0,,940720
GRB 940722,1994-07-22,280.34,-40.91,3093.0,1994-07-22 08:18:24.561,280.34,-40.91,0.0,,940722
GRB 940726,1994-07-26,6.558333333333333,-49.89,3096.0,1994-07-26 14:39:48.913,6.56,-49.89,0.001,,940726
GRB 940728B,1994-07-28,291.22,4.45,3100.0,1994-07-28 14:06:40.305,291.22,4.45,0.0,,940728
GRB 940728C,1994-07-28,85.49,-39.87,3101.0,1994-07-28 23:58:54.129,85.49,-39.87,0.0,,940728B
GRB 940730,1994-07-30,348.14,-62.86,3102.0,1994-07-30 18:17:23.889,348.14,-62.86,0.0,,940730
GRB 940731,1994-07-31,121.34,-56.41,3103.0,1994-07-31 00:41:10.577,121.34,-56.41,0.0,,940731
GRB 940803B,1994-08-03,275.85,-6.930000000000001,3105.0,1994-08-03 04:00:02.226,275.85,-6.93,0.0,,940803B
GRB 940806C,1994-08-06,242.38,13.65,3109.0,1994-08-06 09:32:56.881,242.38,13.65,0.0,,940806B
GRB 940806D,1994-08-06,26.75,-49.85,3110.0,1994-08-06 19:43:20.242,26.75,-49.85,0.0,,940806
GRB 940810,1994-08-10,212.01,-17.47,3115.0,1994-08-10 02:22:42.289,212.01,-17.47,0.0,,940810
GRB 940812A,1994-08-12,340.48999999999995,-46.12,3119.0,1994-08-12 00:27:42.642,340.49,-46.12,0.0,,940812B
GRB 940812B,1994-08-12,89.17999999999999,45.59,3120.0,1994-08-12 12:05:30.673,89.18,45.59,0.0,,940812
GRB 940816,1994-08-16,198.3,-29.610000000000003,3127.0,1994-08-16 10:44:46.386,198.3,-29.61,0.0,,940816
GRB 940817,1994-08-17,280.8399999999999,3.47,3128.0,1994-08-17 08:40:15.793,280.84,3.47,0.0,,940817
GRB 940819,1994-08-19,160.49999999999997,-5.51,3129.0,1994-08-19 23:44:34.226,160.5,-5.51,0.0,,940819
GRB 940821A,1994-08-21,334.2399999999999,-45.2,3130.0,1994-08-21 04:24:18.353,334.24,-45.2,0.0,,940821B
GRB 940821B,1994-08-21,294.69,43.48,3131.0,1994-08-21 21:51:27.922,294.69,43.48,0.0,,940821
GRB 940822,1994-08-22,134.39999999999998,-8.4,3132.0,1994-08-22 09:26:05.489,134.4,-8.4,0.0,,940822
GRB 940823A,1994-08-23,41.66,9.15,3134.0,1994-08-23 03:16:56.370,41.66,9.15,0.0,,940823B
GRB 940823B,1994-08-23,101.08,12.23,3135.0,1994-08-23 10:31:57.618,101.08,12.23,0.0,,940823
GRB 940823C,1994-08-23,59.58999999999999,36.580000000000005,3136.0,1994-08-23 16:23:48.145,59.59,36.58,0.0,,940823C
GRB 940826,1994-08-26,93.59,-34.63,3138.0,1994-08-26 20:55:20.242,93.59,-34.63,0.0,,940826
GRB 940827A,1994-08-27,281.06,-4.52,3139.0,1994-08-27 05:18:07.025,281.06,-4.52,0.0,,940827B
GRB 940829,1994-08-29,129.39,-15.48,3142.0,1994-08-29 09:27:17.169,129.39,-15.48,0.0,,940829
GRB 940830A,1994-08-30,193.66,25.66,3143.0,1994-08-30 08:59:56.722,193.66,25.66,0.0,,940830
GRB 940830B,1994-08-30,1.7599999999999998,-6.29,3144.0,1994-08-30 11:37:19.282,1.76,-6.29,0.0,,940830B
GRB 940902C,1994-09-02,215.42,-65.97,3153.0,1994-09-02 17:00:05.681,215.42,-65.97,0.0,,940902B
GRB 940904,1994-09-04,243.38,44.09,3155.0,1994-09-04 03:59:51.986,243.38,44.09,0.0,,940904
GRB 940905,1994-09-05,281.29,-0.46,3156.0,1994-09-05 22:15:47.121,281.29,-0.46,0.0,,940905
GRB 940907,1994-09-07,94.87,73.47,3159.0,1994-09-07 08:25:36.177,94.87,73.47,0.0,,940907
GRB 940909,1994-09-09,55.67,4.17,3160.0,1994-09-09 05:02:19.570,55.67,4.17,0.0,,940909
GRB 940910B,1994-09-10,224.28,8.620000000000001,3164.0,1994-09-10 21:45:17.489,224.28,8.62,0.0,,940910B
GRB 940911,1994-09-11,35.529999999999994,-63.03,3166.0,1994-09-11 16:27:40.337,35.53,-63.03,0.0,,940911
GRB 940913,1994-09-13,166.58999999999995,33.49,3167.0,1994-09-13 14:43:20.881,166.59,33.49,0.0,,940913
GRB 940915,1994-09-15,219.42,47.7,3168.0,1994-09-15 06:52:19.505,219.42,47.7,0.0,,940915
GRB 940917,1994-09-17,91.39,1.65,3171.0,1994-09-17 17:16:03.633,91.39,1.65,0.0,,940917
GRB 940919,1994-09-19,206.54,41.43,3174.0,1994-09-19 00:42:22.257,206.54,41.43,0.0,,940919
GRB 940921A,1994-09-21,112.04999999999998,24.57,3177.0,1994-09-21 03:08:48.370,112.05,24.57,0.0,,940921B
GRB 940921B,1994-09-21,204.9,-17.77,3178.0,1994-09-21 05:08:13.106,204.9,-17.77,0.0,,940921
GRB 940925,1994-09-25,107.07,-20.39,3193.0,1994-09-25 16:12:01.586,107.07,-20.39,0.0,,940925
GRB 941003A,1994-10-03,186.9,35.04,3212.0,1994-10-03 05:17:17.874,186.9,35.04,0.0,,941003B
GRB 941005A,1994-10-05,251.48999999999995,7.01,3217.0,1994-10-05 04:04:38.706,251.49,7.01,0.0,,941005
GRB 941006,1994-10-06,208.54,-36.37,3220.0,1994-10-06 13:04:54.449,208.54,-36.37,0.0,,941006
GRB 941008,1994-10-08,305.61999999999995,-52.18,3227.0,1994-10-08 13:32:52.785,305.62,-52.18,0.0,,941008
GRB 941009,1994-10-09,352.23,-57.25,3229.0,1994-10-09 03:35:59.409,352.23,-57.25,0.0,,941009
GRB 941011,1994-10-11,123.54999999999998,32.43,3237.0,1994-10-11 16:40:11.185,123.55,32.43,0.0,,941011
GRB 941012,1994-10-12,47.31,48.51,3238.0,1994-10-12 03:00:33.073,47.31,48.51,0.0,,941012
GRB 941014A,1994-10-14,31.66,7.430000000000001,3241.0,1994-10-14 09:20:08.113,31.66,7.43,0.0,,941014
GRB 941014B,1994-10-14,164.77999999999997,19.74,3242.0,1994-10-14 23:15:16.785,164.78,19.74,0.0,,941014B
GRB 941017A,1994-10-17,301.55,9.81,3245.0,1994-10-17 10:19:33.938,301.55,9.81,0.0,,941017
GRB 941017B,1994-10-17,207.36999999999995,-0.13,3246.0,1994-10-17 16:24:16.818,207.37,-0.13,0.0,,941017B
GRB 941018A,1994-10-18,55.74,-16.279999999999998,3247.0,1994-10-18 06:02:10.994,55.74,-16.28,0.0,,941018
GRB 941018B,1994-10-18,329.02,-1.7300000000000002,3248.0,1994-10-18 08:36:43.057,329.02,-1.73,0.0,,941018B
GRB 941023A,1994-10-23,212.28,-82.35,3255.0,1994-10-23 04:34:32.242,212.28,-82.35,0.0,,941023
GRB 941023B,1994-10-23,354.02,56.52,3256.0,1994-10-23 12:15:25.361,354.02,56.52,0.0,,941023B
GRB 941026A,1994-10-26,205.96,-6.53,3257.0,1994-10-26 02:52:35.633,205.96,-6.53,0.0,,941026
GRB 941026B,1994-10-26,109.05999999999996,33.559999999999995,3259.0,1994-10-26 22:10:50.162,109.06,33.56,0.0,,941026B
GRB 941031B,1994-10-31,39.66,-57.29,3267.0,1994-10-31 04:42:28.914,39.66,-57.29,0.0,,941031C
GRB 941031C,1994-10-31,217.26999999999995,-24.16,3269.0,1994-10-31 11:21:58.641,217.27,-24.16,0.0,,941031
GRB 941109,1994-11-09,36.62,66.58999999999999,3276.0,1994-11-09 00:00:36.785,36.62,66.59,0.0,,941109
GRB 941110A,1994-11-10,123.78999999999998,-38.14,3278.0,1994-11-10 04:44:24.626,123.79,-38.14,0.0,,941110B
GRB 941110B,1994-11-10,303.0799999999999,13.51,3279.0,1994-11-10 14:47:50.961,303.08,13.51,0.0,,941110
GRB 941111,1994-11-11,97.53999999999998,32.65,3280.0,1994-11-11 02:20:00.562,97.54,32.65,0.0,,941111
GRB 941114,1994-11-14,98.03999999999998,35.41,3283.0,1994-11-14 02:02:38.385,98.04,35.41,0.0,,941114
GRB 941115,1994-11-15,159.95999999999998,-27.89,3284.0,1994-11-15 06:22:50.289,159.96,-27.89,0.0,,941115
GRB 941119,1994-11-19,182.5,21.98,3287.0,1994-11-19 19:30:50.162,182.5,21.98,0.0,,941119
GRB 941121B,1994-11-21,35.45,-66.36999999999999,3290.0,1994-11-21 17:24:57.970,35.45,-66.37,0.0,,941121
GRB 941122B,1994-11-22,158.57999999999996,32.330000000000005,3292.0,1994-11-22 20:32:55.474,158.58,32.33,0.0,,941122
GRB 941126E,1994-11-26,114.16999999999996,-32.580000000000005,3301.0,1994-11-26 19:56:38.193,114.17,-32.58,0.0,,941126B
GRB 941128B,1994-11-28,19.57,-33.95,3306.0,1994-11-28 18:41:26.706,19.57,-33.95,0.0,,941128
GRB 941202,1994-12-02,282.98,24.37,3307.0,1994-12-02 03:32:16.689,282.98,24.37,0.0,,941202
GRB 941214,1994-12-14,220.0,-54.77,3319.0,1994-12-14 14:08:40.881,220.0,-54.77,0.0,,941214
GRB 941215A,1994-12-15,134.57999999999998,23.4,3320.0,1994-12-15 00:26:10.481,134.58,23.4,0.0,,941215
GRB 941215B,1994-12-15,157.75,-18.08,3321.0,1994-12-15 08:08:50.610,157.75,-18.08,0.0,,941215B
GRB 941217,1994-12-17,130.16999999999996,-80.36999999999999,3322.0,1994-12-17 04:01:31.313,130.17,-80.37,0.0,,941217
GRB 941222,1994-12-22,28.23,-39.16,3324.0,1994-12-22 07:32:26.929,28.23,-39.16,0.0,,941222
GRB 941228,1994-12-28,353.7799999999999,-49.23,3330.0,1994-12-28 07:39:41.233,353.78,-49.23,0.0,,941228
GRB 941230B,1994-12-30,172.71999999999997,-36.11,3336.0,1994-12-30 20:53:14.033,172.72,-36.11,0.0,,941230
GRB 950102A,1995-01-02,39.06999999999999,-34.94,3339.0,1995-01-02 02:45:26.577,39.07,-34.94,0.0,,950102B
GRB 950104,1995-01-04,303.25999999999993,-15.63,3345.0,1995-01-04 07:18:39.025,303.26,-15.63,0.0,,950104
GRB 950105,1995-01-05,23.31,-62.86,3347.0,1995-01-05 05:28:53.169,23.31,-62.86,0.0,,950105
GRB 950110,1995-01-10,238.66,-34.730000000000004,3350.0,1995-01-10 18:48:09.649,238.66,-34.73,0.0,,950110
GRB 950111A,1995-01-11,336.2399999999999,-64.78,3351.0,1995-01-11 04:47:43.282,336.24,-64.78,0.0,,950111
GRB 950111B,1995-01-11,19.57,-10.22,3352.0,1995-01-11 12:18:30.194,19.57,-10.22,0.0,,950111B
GRB 950114A,1995-01-14,313.91,-24.15,3356.0,1995-01-14 01:00:42.289,313.91,-24.15,0.0,,950114
GRB 950115A,1995-01-15,38.94,14.62,3358.0,1995-01-15 06:53:11.474,38.94,14.62,0.0,,950115
GRB 950118A,1995-01-18,102.96999999999998,58.3,3364.0,1995-01-18 12:23:09.745,102.97,58.3,0.0,,950118
GRB 950119,1995-01-19,340.31,-0.7,3369.0,1995-01-19 22:18:47.345,340.31,-0.7,0.0,,950119
GRB 950120,1995-01-20,197.38,36.46,3370.0,1995-01-20 10:49:50.514,197.38,36.46,0.0,,950120
GRB 950129A,1995-01-29,254.61999999999992,5.34,3378.0,1995-01-29 18:15:58.897,254.62,5.34,0.0,,950129
GRB 950206A,1995-02-06,69.58999999999999,-14.45,3403.0,1995-02-06 10:43:48.017,69.59,-14.45,0.0,,950206B
GRB 950206B,1995-02-06,241.65,-49.69,3405.0,1995-02-06 19:45:41.809,241.65,-49.69,0.0,,950206
GRB 950207B,1995-02-07,37.48,26.14,3407.0,1995-02-07 07:23:45.969,37.48,26.14,0.0,,950207
GRB 950208,1995-02-08,336.9599999999999,54.19,3408.0,1995-02-08 02:10:24.049,336.96,54.19,0.0,,950208
GRB 950211B,1995-02-11,64.35,-55.02,3415.0,1995-02-11 20:07:48.850,64.35,-55.02,0.0,,950211B
GRB 950211C,1995-02-11,256.81999999999994,47.28,3416.0,1995-02-11 23:26:25.458,256.82,47.28,0.0,,950211C
GRB 950221A,1995-02-21,294.31,-32.15,3436.0,1995-02-21 20:45:05.585,294.31,-32.15,0.0,,950221
GRB 950223,1995-02-23,325.55999999999995,-21.99,3439.0,1995-02-23 02:23:08.721,325.56,-21.99,0.0,,950223
GRB 950301,1995-03-01,307.9599999999999,12.92,3448.0,1995-03-01 21:02:41.329,307.96,12.92,0.0,,950301
GRB 950305,1995-03-05,197.2,-11.12,3458.0,1995-03-05 15:05:04.945,197.2,-11.12,0.0,,950305
GRB 950311,1995-03-11,349.31,22.69,3465.0,1995-03-11 11:12:10.930,349.31,22.69,0.0,,950311
GRB 950317A,1995-03-17,85.0,-12.96,3471.0,1995-03-17 05:15:58.001,85.0,-12.96,0.0,,950317C
GRB 950325A,1995-03-25,52.81,50.5,3480.0,1995-03-25 07:10:44.401,52.81,50.5,0.0,,950325B
GRB 950325B,1995-03-25,66.22,-11.56,3481.0,1995-03-25 17:36:31.921,66.22,-11.56,0.0,,950325
GRB 950327A,1995-03-27,54.12,38.01,3485.0,1995-03-27 07:19:07.186,54.12,38.01,0.0,,950327B
GRB 950327B,1995-03-27,274.40000000000003,20.46,3486.0,1995-03-27 23:47:51.601,274.4,20.46,0.0,,950327
GRB 950401A,1995-04-01,197.93,56.95,3488.0,1995-04-01 11:50:42.354,197.93,56.95,0.0,,950401
GRB 950401B,1995-04-01,86.05999999999999,43.75,3489.0,1995-04-01 20:43:54.417,86.06,43.75,0.0,,950401B
GRB 950403A,1995-04-03,36.38999999999999,10.71,3491.0,1995-04-03 13:19:47.377,36.39,10.71,0.0,,950403B
GRB 950405A,1995-04-05,13.739999999999998,57.5,3493.0,1995-04-05 04:14:17.777,13.74,57.5,0.0,,950405
GRB 950412,1995-04-12,317.3599999999999,2.65,3503.0,1995-04-12 00:48:04.274,317.36,2.65,0.0,,950412
GRB 950413,1995-04-13,261.26,64.36999999999999,3505.0,1995-04-13 15:03:18.193,261.26,64.37,0.0,,950413
GRB 950416A,1995-04-16,186.32,30.2,3509.0,1995-04-16 13:26:59.761,186.32,30.2,0.0,,950416
GRB 950417,1995-04-17,136.17,-73.28999999999999,3511.0,1995-04-17 12:06:41.073,136.17,-73.29,0.0,,950417
GRB 950418,1995-04-18,92.4,3.26,3512.0,1995-04-18 23:16:35.633,92.4,3.26,0.0,,950418
GRB 950419,1995-04-19,50.24,54.46,3514.0,1995-04-19 11:23:47.249,50.24,54.46,0.0,,950419
GRB 950420,1995-04-20,281.03,-46.47,3515.0,1995-04-20 15:13:58.961,281.03,-46.47,0.0,,950420
GRB 950421,1995-04-21,72.00999999999999,-63.06,3516.0,1995-04-21 12:29:49.553,72.01,-63.06,0.0,,950421
GRB 950425,1995-04-25,163.16,-35.25,3523.0,1995-04-25 00:15:19.218,163.16,-35.25,0.0,,950425
GRB 950430A,1995-04-30,57.33999999999999,29.02,3527.0,1995-04-30 15:03:49.426,57.34,29.02,0.0,,950430
GRB 950430B,1995-04-30,125.40999999999998,61.41,3528.0,1995-04-30 16:33:36.945,125.41,61.41,0.0,,950430B
GRB 950506,1995-05-06,335.79999999999995,84.33999999999999,3552.0,1995-05-06 23:25:12.753,335.8,84.34,0.0,,950506
GRB 950509B,1995-05-09,44.44,22.93,3567.0,1995-05-09 23:16:05.938,44.44,22.93,0.0,,950509
GRB 950510,1995-05-10,188.57,-65.48,3569.0,1995-05-10 07:47:59.793,188.57,-65.48,0.0,,950510
GRB 950521,1995-05-21,22.21,-26.860000000000003,3588.0,1995-05-21 06:59:17.298,22.21,-26.86,0.0,,950521
GRB 950522B,1995-05-22,109.55999999999996,19.28,3593.0,1995-05-22 23:41:23.185,109.56,19.28,0.0,,950522
GRB 950530,1995-05-30,115.39,-21.6,3608.0,1995-05-30 15:16:54.577,115.39,-21.6,0.0,,950530
GRB 950531,1995-05-31,274.71,17.790000000000003,3611.0,1995-05-31 10:39:45.329,274.71,17.79,0.0,,950531
GRB 950602,1995-06-02,41.45,-58.5,3618.0,1995-06-02 07:06:32.753,41.45,-58.5,0.0,,950602
GRB 950608,1995-06-08,57.56,-53.6,3634.0,1995-06-08 22:34:32.497,57.56,-53.6,0.0,,950608
GRB 950610,1995-06-10,100.1,-17.65,3637.0,1995-06-10 01:54:09.457,100.1,-17.65,0.0,,950610
GRB 950624B,1995-06-24,165.36999999999998,14.989999999999998,3648.0,1995-06-24 23:21:24.401,165.37,14.99,0.0,,950624
GRB 950625,1995-06-25,271.64,-21.15,3649.0,1995-06-25 04:03:21.393,271.64,-21.15,0.0,,950625
GRB 950629,1995-06-29,83.12999999999998,9.47,3654.0,1995-06-29 10:17:16.721,83.13,9.47,0.0,,950629
