NIMG ZLENS SIGMA ZSRC MAGH APMAG_H IMSEP EPSILON PHI KAPPA THETA XSRC YSRC TYP LENSID DELAY MAG XIMG YIMG
2 1.551 170.2159 3.943136 27.24 26.11969 0.6498643 0.2522963 147.6888 0.01437441 -67.60252 -0.07544174 0.04792058 5 3371872 0.0,20.09214 -1.1203066102452117,-2.114646574477314 -0.3424443,0.2096624 0.2357882,-0.1069971
2 0.789 166.7247 3.953032 27.35 25.87446 1.000021 0.2309769 112.469 0.01887833 38.25279 -0.02468027 0.08378521 1 3375478 0.0,11.43703 -1.4755352915554667,-3.131871120103045 -0.1682971,0.0638474 0.5623486,-0.410354
4 0.885 238.7811 3.953032 27.37 26.06775 1.87126 0.4338435 -91.59732 0.03828442 157.5936 0.08201587 0.08392002 1 3375918 22.14558,45.92031,24.72671,0.0 -1.9597796626881392,-0.6602858935154596,-1.6506945870544885,-1.3022459268142064 0.50015,-0.7435572,0.9056079,0.2043858 -0.8022503,-0.1561829,-0.2476431,1.045488
4 0.976 230.1442 3.953032 27.4 25.62269 1.59933 0.3689581 -66.44436 0.06197251 9.583254 -0.02120887 -0.05718112 2 3376294 0.0,24.5933,12.04133,9.882713 -1.7773106260866436,-1.2633803740592184,-2.049360149251824,-2.267240745650095 0.264439,0.57525,-0.8099684,-0.7142669 -0.8313012,0.456781,-0.2319654,0.4336064
4 0.679 270.3958 3.953032 25.02 24.60017 3.042858 0.5964996 -137.58 0.04250871 -160.4537 -0.237332 -0.03169903 5 3374976 0.0,114.1889,84.86968,67.65184 -0.7229999110989194,0.2550778999844362,-0.4198307434578122,-1.1676562259076744 -1.519514,0.7195281,-0.5523207,0.7894216 -0.9054427,-0.5977873,1.036463,1.076425
2 0.664 96.60509 3.953032 25.9 25.99976 0.4296117 0.4281953 84.1191 0.1167948 -98.65586 -0.01943396 -0.1379231 5 3374915 0.0,6.292146 -0.4389498458231269,0.09975911919384016 -0.0505361,0.009495672 -0.3690875,0.05630927
2 2.517 112.7197 3.953032 26.57 25.87282 0.1260295 0.3967683 54.38823 0.02156437 -43.22307 0.001971631 0.02084907 5 3379781 2.778544,0.0 -0.6971776828751048,-1.011298344495975 0.01657451,0.02606092 -0.04135945,0.08431252
2 0.24 137.0882 3.953032 27.12 25.9385 0.9023513 0.3588799 -7.361773 0.07554129 -126.0252 -0.09477753 -0.000848732 5 3373558 3.083476,0.0 -2.1589603290113204,-1.1814977011279713 0.3176732,-0.5769102 -0.2007052,-0.08255979
2 0.611 222.8435 3.953032 27.26 26.1767 1.99919 0.195196 32.86496 0.04185925 -104.2472 0.08441137 0.2771501 5 3374690 57.5981,0.0 -1.0832962727337117,-1.2042391955411111 -0.01127912,0.5635529 -0.7104344,1.204332
2 0.303 199.0673 3.962948 25.82 24.51496 1.824808 0.3788814 132.5545 0.06503393 30.41614 -0.1724746 0.07604802 1 3380201 16.0479,0.0 -1.6927760591882537,-1.3050367064446233 0.7742585,-1.00617 0.1457031,0.5457034
2 0.797 181.9701 3.962948 26.27 25.87623 1.132231 0.2074863 -19.33129 0.05398422 23.11622 0.1110334 0.1461714 1 3381983 29.31675,0.0 -0.3937741348569956,-1.3782577344002123 -0.1719246,0.6517261 -0.3383189,0.4385641
2 2.528 318.4198 3.962948 26.38 25.90278 0.9177176 0.3335628 115.3607 0.03818035 68.45609 0.1158548 -0.03280779 1 3386271 0.0,127.3791 -1.3713687612274934,-0.47722299613649644 0.4489532,-0.3677386 -0.4438583,-0.02526516
2 0.862 113.7627 3.962948 26.45 26.13254 0.4527174 0.2800335 -166.2258 0.01623681 -106.0953 0.1132818 0.04043837 1 3382247 7.970694,0.0 -0.31745973025564933,-0.8389481136824256 -0.09918447,0.3252154 -0.03932891,0.1182711
2 0.542 133.3521 3.962948 26.55 26.03137 0.6508703 0.1814099 146.15 0.06381555 113.6845 0.07650438 0.03779448 1 3380927 4.986273,0.0 -0.5186301232410944,-1.979645576247413 -0.2122003,0.4284156 -0.1442025,-0.02912286
2 1.53 157.7611 3.962948 27.09 26.09457 0.5491027 0.3196853 -50.76084 0.1182301 3.877294 0.05949142 -0.05246704 1 3384846 0.0,15.87843 -0.9954339906846734,-1.3947952086174975 0.3327895,-0.08714727 -0.179476,0.1743133
2 0.592 255.8586 3.962948 27.2 25.90657 2.647062 0.2231795 -116.0479 0.01932063 49.83585 0.09774753 0.2234102 1 3381117 0.0,62.09001 -1.2934331890952895,-2.6383368670481993 0.7271034,0.07148017 1.45394,-1.110645
2 0.26 118.3042 3.962948 26.55 25.3254 0.6144514 0.3125412 139.1112 0.04795596 53.855 -0.03944468 -0.01311918 2 3380103 1.129605,0.0 -1.2245988980465259,-1.9839769670017604 0.2372262,-0.3691465 0.1724186,0.07310754
2 2.238 79.79947 3.962948 25.87 24.77678 0.08518624 0.2671769 114.0274 0.03293021 -130.8189 -0.006355938 0.01357052 5 3386052 0.8929229,0.0 -1.2385093969674381,-1.0932163480715416 0.01426006,-0.02037847 -0.02402343,0.05380245
2 2.011 181.134 3.962948 26.68 26.02569 0.4765271 0.409294 120.1697 0.1532904 -158.2467 -0.007976403 -0.08070468 5 3385788 0.0,21.52194 -1.7516353561386695,-0.6543113057264816 -0.03099053,0.05353537 -0.3111756,0.1577951
2 1.807 87.29714 3.962948 26.77 25.92489 0.1502122 0.296483 -18.84022 0.03890423 -23.71506 -0.02496089 0.009754889 5 3385482 1.807501,0.0 -1.863741544470747,-0.8451077988138163 0.04300247,-0.09618126 -0.01958195,0.03691227
2 0.516 206.538 3.972884 26.3 25.76799 1.605534 0.2239019 166.4009 0.02739997 -179.427 0.006745709 0.1934713 1 3387371 25.9014,0.0 -0.5320066031161994,-2.230460451520568 -0.07330829,-0.4959641 -0.6380913,0.9108116
2 1.175 75.16229 3.972884 26.44 25.68189 0.1550547 0.2990177 9.353163 0.07373512 -64.26952 -0.03246741 -0.003054705 1 3390278 0.0,1.134568 -1.0942686205885992,-0.7581078936298842 -0.109078,0.04589525 0.00164279,0.006667422
2 0.746 99.3116 3.972884 26.62 25.50775 0.336466 0.250716 -158.8922 0.05104667 128.1541 0.02167281 0.03293658 1 3388362 1.717023,0.0 -1.1122493317630817,-1.7210615692343736 -0.04166805,0.1545614 -0.1289359,0.1443833
2 0.546 158.4893 3.972884 26.7 24.7885 0.9900252 0.153135 -119.039 0.03287054 -48.07288 -0.03691987 0.02482536 1 3387480 3.999998,0.0 -1.9114969611852124,-2.732600272402647 0.4235964,-0.296506 -0.1977235,0.4816898
2 1.174 214.2891 3.972884 26.83 25.93222 1.31136 0.3758385 -158.9307 0.03131093 -103.1327 0.2247419 0.07586622 1 3390277 70.71387,0.0 -1.5709835656306539,-0.8977803270293114 -0.4220567,0.8258153 -0.04480298,0.3582863
2 1.275 230.1442 3.972884 26.92 26.08358 1.336795 0.1710444 117.295 0.07217943 -48.69945 0.0045035 -0.1831979 1 3390635 0.0,70.82127 -1.1245889042584518,-0.8364213563237067 0.3095007,0.180284 -0.8732402,0.4572948
4 1.513 58.34451 3.972884 26.85 25.80525 0.0769968 0.4282527 -6.556199 0.04250143 1.511393 0.003035947 -0.006887219 5 3391403 0.1002427,0.09200457,0.0,0.2347382 -1.5183646152242871,-1.7469621714314933,-1.0447465909895604,-0.01850200276541498 -0.01484097,-0.03462917,0.04236629,-0.001299897 -0.03513132,-0.01958734,-0.01913209,0.02547676
4 0.928 141.2538 3.98284 25.98 25.82405 0.7128698 0.5934473 -3.957535 0.02432995 175.0937 -0.03460183 0.01513604 1 3395842 7.51815,4.08806,0.0,6.50356 0.08233041445259251,-1.0734115810442433,-0.7756268059910081,-0.1559538082201809 0.0153687,0.3211122,-0.3904787,0.05706132 -0.2379938,0.01032778,0.0530097,0.256737
2 1.053 179.0606 3.98284 26.16 25.68479 0.9957799 0.1664015 172.8714 0.103918 58.29983 0.02556425 0.1744738 1 3396392 34.56693,0.0 -0.4752098489068266,-1.2130030975759107 -0.00723766,0.2584471 -0.3035638,0.6561181
3 1.057 293.0893 3.98284 27.46 25.87523 1.304695 0.6996257 -20.61491 0.05098142 70.06207 0.3292855 0.8384762 1 3396409 0.0,4.443108,2.719893 -1.5847666746244449,-2.1074069278162915,-1.8886265999864569 1.286028,0.614848,0.07584529 1.435343,1.828319,1.922874
2 1.006 143.2188 3.98284 25.15 25.51778 0.657532 0.0831548 -33.46657 0.0456231 93.84388 -0.08435526 0.1783459 5 3396192 23.29525,0.0 0.3677827673962939,-0.8962395729933031 0.05057065,-0.2107645 -0.1135619,0.4898055
2 0.554 326.5878 3.98284 25.45 25.50764 4.516985 0.04048549 49.34896 0.0653203 -156.4811 -1.147478 0.1221376 5 3394192 0.0,443.1629 -0.9910036189405267,0.05764295117245112 -3.486565,1.030398 -0.177324,-0.1916561
2 2.071 153.4617 3.98284 26.77 26.1398 0.3654925 0.4507425 -171.9075 0.05728717 66.35034 0.06912402 0.04508067 5 3399060 18.39249,0.0 -0.6301959359107772,-0.7545091330357167 -0.05703915,0.2369442 -0.08372041,0.1334398
2 1.945 245.4709 3.992816 26.43 26.1037 1.008819 0.2053268 -96.35589 0.07787259 -105.5027 -0.1402052 -0.1343083 1 3405435 0.0,109.5061 -0.9341485332654724,-0.3263023933123879 -0.3719788,0.2691838 -0.6462782,0.1325845
2 0.234 124.7384 3.992816 26.66 26.05536 0.795274 0.2707233 144.7719 0.0391853 139.0547 -0.1557969 0.03273212 1 3399733 4.261345,0.0 -0.6046385176982018,-0.8994938775860012 0.2358806,-0.5344868 0.02458669,0.2220578
4 1.992 144.544 3.992816 26.75 25.63668 0.3639457 0.3463243 -69.48532 0.06408066 -100.913 -0.008880037 -0.004843016 1 3405505 0.0,2.243868,3.77896,0.644702 -1.2954149252862952,-1.1133207104132516,-0.6499380303248338,-1.4246152725573145 0.001486366,-0.153647,0.1328742,-0.06222917 -0.1895288,-0.02579532,0.03662155,0.1687962
2 1.23 233.8837 3.992816 26.88 25.78305 1.485171 0.2440131 -1.657015 0.03484046 148.4813 -0.1823402 0.1036402 1 3403517 79.60463,0.0 -1.2290624814809672,-1.0969529615491995 0.3341096,-0.922391 -0.4257174,0.3660767
2 0.871 119.9499 3.992816 27.03 25.98452 0.4976824 0.3558014 -28.85351 0.0264748 51.63186 0.06548053 -0.0345252 1 3401983 0.0,5.456477 -1.0454792732698637,-2.2634948187791974 0.2865025,-0.1540117 -0.1451859,0.08640631
4 0.526 129.7179 3.992816 27.04 25.37397 0.6863795 0.3606574 -108.3061 0.02075482 -176.9803 -0.0310489 0.008732883 1 3400529 0.0,2.327091,0.6784385,0.190491 -1.6660314411870294,-0.7966835601516835,-1.706921104486957,-1.7947293844612624 -0.2605287,0.2750976,-0.3275384,-0.0141048 -0.2735582,-0.09672174,0.1404819,0.3670604
4 1.2 169.8244 3.992816 27.07 25.27484 0.7337182 0.2687939 158.9911 0.05082239 21.25046 -0.01198106 -0.04589927 1 3403396 1.772568,1.059829,0.0,9.638526 -2.245688113592468,-2.1546072680491597,-1.7951567211754385,-0.8290191457747719 -0.02733189,0.3084651,-0.414963,0.0684003 -0.4055213,-0.2765049,-0.1540545,0.3091353
2 0.853 156.3148 3.992816 27.16 26.03044 0.7893055 0.06325838 -97.44442 0.06751867 31.67738 -0.07058303 0.02508015 1 3401898 9.259834,0.0 -1.1295562433743664,-1.9037555041261245 0.2843088,-0.4963498 -0.1583667,-0.04185346
2 1.043 127.9381 3.992816 27.36 25.49839 0.4638805 0.09806623 142.659 0.03744609 23.11161 0.0133901 -0.02407606 1 3402781 0.0,2.603425 -2.391068601572658,-1.861608322892272 0.2010297,-0.05951361 -0.1796947,0.2041051
4 1.779 155.9553 3.992816 26.96 25.32332 0.4874971 0.1636161 164.7746 0.06509243 -49.5669 0.01292942 -0.004929527 2 3405098 4.151858,0.0,2.840519,3.688798 -1.6366847853589006,-1.6005681141620312,-2.185799310731795,-1.8004290723051575 -0.152662,0.2189751,-0.1783426,0.05103839 -0.1336794,-0.1363873,0.1460876,0.2060276
2 0.857 148.9361 3.992816 24.51 26.11788 0.8589103 0.464935 11.56667 0.07755946 -172.1634 -0.3486858 0.01523939 5 3401920 0.0,43.73423 -0.42146319095634677,1.6078815763894683 -0.8089801,0.04948036 -0.03692667,-0.009133641
2 0.663 190.5461 4.002811 25.96 25.5594 1.258697 0.6311721 168.6116 0.04040006 116.7191 0.2458731 -0.005238422 1 3407654 40.85411,0.0 -0.40059716896431796,-0.6198718231431365 -0.2857978,0.9648131 -0.32794,-0.1854949
2 0.726 143.2188 4.002811 26.68 25.60801 0.6635058 0.2494704 152.8108 0.01608277 -1.69301 0.04107001 0.02153304 1 3407897 5.027236,0.0 -1.071993494099667,-1.5866633913135257 -0.1933868,0.4327309 -0.2476945,-0.0281119
4 0.763 141.9058 4.002811 26.97 26.13493 0.7794321 0.4593048 -1.580175 0.06693116 -2.86285 -0.05788102 -0.05822503 1 3408052 5.745874,5.510012,0.0,9.910049 -1.4050683205761383,-1.7126229524283039,-0.8350712435008065,0.11527364983091398 0.1254132,0.3033057,-0.4694878,0.05700291 -0.3228139,-0.2031661,-0.1016547,0.2277588
2 1.143 158.8547 4.002811 27.08 25.99041 0.7689558 0.1105314 -6.15332 0.1043403 46.67687 0.06483074 0.09201457 1 3409639 19.22971,0.0 -1.176947646229875,-1.0895854428451885 -0.096811,0.3523186 -0.2418046,0.3823553
4 0.39 61.0942 4.002811 28.9 26.16984 0.1635583 0.1668306 100.7057 0.04942762 -17.22548 -0.003150781 -0.002755252 2 3406650 0.0,0.002117686,0.04541525,0.007381836 -2.730160366432501,-2.776339602440488,-1.9341262640505907,-3.107432559326107 0.0153344,-0.08160346,0.06293219,-0.07372357 -0.08528637,0.03704608,0.04536051,-0.04450894
2 1.604 123.0269 4.002811 26.02 26.08416 0.2879055 0.4425086 151.7844 0.04453142 -68.24538 0.05978651 0.0101233 5 3411115 7.422775,0.0 0.0641610238424062,-0.8984649327458173 -0.07300209,0.2148949 -0.04948918,-0.04727957
2 0.568 128.825 4.002811 26.16 26.16794 0.7279984 0.2558227 -106.1487 0.08022193 28.83984 -0.1001254 -0.1875505 5 3407270 0.0,13.40395 -0.7276752869150758,0.007935477253281864 -0.3257644,0.06835461 -0.4879978,0.1240903
2 2.831 226.9865 4.002811 26.21 25.08928 0.3860275 0.4230684 -23.16972 0.05476416 -104.5605 0.04968509 -0.01192995 5 3412514 0.0,28.03742 -1.120724384692959,-1.691414656363783 0.2372579,-0.146761 -0.08717602,-0.04784818
4 1.363 129.7179 4.002811 27.35 25.49292 0.3786675 0.3024939 -82.46402 0.0510243 47.82591 -0.03150377 -0.00045012 5 3410425 0.0,3.793573,0.4658941,0.3769235 -1.857075886177241,-0.6729584061586312,-2.611812797767405,-2.50402711797718 -0.1533931,0.160225,-0.215561,-0.1433267 -0.1800919,-0.001084773,0.04554171,0.1657714
2 0.496 315.5005 4.012827 25.62 25.97699 4.53128 0.07856562 -150.1467 0.05635813 -147.3076 -1.096239 -0.8374198 1 3413439 0.0,461.8228 -0.79055823880062,0.3569942269673059 -3.019182,0.629982 -2.186213,0.5000679
2 1.501 115.8777 4.012827 26.2 25.43924 0.3125282 0.3641886 -124.4448 0.07372436 71.87773 -0.01266868 -0.05060894 1 3417398 0.0,5.988524 -0.7607646757056273,-0.8345231769327235 -0.08308526,-0.03571561 -0.2111405,0.0977769
2 1.962 153.8155 4.012827 26.59 25.99419 0.4563355 0.2995199 -12.4061 0.1250382 -36.98868 0.09799866 -0.05806473 1 3418405 0.0,27.14636 -0.5958110356737022,-0.6642321169816197 0.3107277,-0.07529041 -0.1795596,0.0638168
2 0.563 152.0548 4.012827 26.6 25.38871 0.823163 0.1730429 14.58781 0.1292762 -65.20521 -0.05999244 -0.02246299 1 3413687 5.075783,0.0 -1.2112884169774736,-2.3415779930503957 0.3294247,-0.493735 0.1715046,0.1692011
2 0.999 288.4032 4.012827 27.01 26.19579 2.383868 0.08666201 134.6347 0.0680491 167.7744 0.1486841 0.2095955 1 3415608 115.6426,0.0 -0.8142144415106145,-2.181048919369368 -0.4930504,1.373192 -0.8260015,0.6572271
2 0.962 86.69619 4.012827 27.14 25.97646 0.2243665 0.2708294 32.78878 0.09457505 -47.84409 0.01981973 0.0221943 1 3415428 1.145788,0.0 -1.1635359531827258,-1.7770412468430856 -0.04644688,0.1060569 -0.0724586,0.09211027
4 2.352 206.063 4.012827 25.83 25.75961 0.6733115 0.4013364 -75.19903 0.1880467 -88.55656 0.01181444 -0.01563193 5 3418756 0.0,23.94448,21.18907,8.716245 -0.7432613402328798,0.08350114270383847,-0.07039171475464975,-0.8793250928955367 0.05471643,-0.1876617,0.1981729,-0.01832429 -0.3528695,-0.01196125,0.05337681,0.3164685
4 1.461 141.9058 4.012827 26.93 25.79349 0.4965839 0.30114 -44.26794 0.06233765 140.5095 -0.002430834 0.03321037 5 3417299 6.724927,3.745278,4.028386,0.0 -0.5810346681345023,-1.9318645425488443,-1.6845918116771488,-1.1365119720541923 -0.08890297,0.2258129,0.2035823,-0.1671717 -0.1563167,-0.07075594,0.09131572,0.2328205
2 1.207 207.0141 4.022863 26.33 24.14321 1.17117 0.1176669 60.61104 0.03300108 -45.737 0.02643984 -0.06069205 1 3422915 0.0,18.39716 -2.186791465906876,-2.347677997670994 0.2000162,-0.30633 -0.6287763,0.4272795
2 0.244 251.1886 4.022863 26.4 25.41356 3.329802 0.1255356 -149.4522 0.06697254 32.68703 -0.569916 -0.1446067 1 3419185 0.0,66.82546 -0.9864364919696018,-1.0034319832581438 -2.158783,1.042623 -0.865065,0.05067616
4 0.309 184.9269 4.022863 26.84 25.27535 1.724177 0.2238063 18.50589 0.04311282 -127.2865 0.05868207 0.005637059 1 3419309 4.729373,0.0,6.143116,3.967487 -1.8877432656429702,-1.5646541525532198,-1.4708165515203668,-2.2146231106911425 0.1159206,0.8388218,-0.502589,-0.6080538 -0.7733064,0.3854717,0.5219168,-0.5522587
4 1.903 186.638 4.022863 26.99 25.37951 0.4681982 0.6390788 45.61281 0.04734072 176.9323 0.1293263 -0.1599843 1 3424706 0.0,0.7545712,0.8514897,47.1544 -1.6104931192752094,-2.2709186884503847,-2.444941298989722,3.1353588932587972 0.1389733,0.3921768,0.332341,-0.01752715 -0.4100939,-0.2075134,-0.2868304,0.01909687
2 0.321 194.536 4.022863 27.08 26.04788 1.646246 0.3841783 147.219 0.04991936 -156.0346 0.1408398 -0.1617142 1 3419335 0.0,19.08588 -1.0978511406032212,-1.0321178105608426 0.9411593,-0.07500868 -0.6319275,0.6632672
2 0.87 167.1091 4.022863 27.44 26.19673 0.9405494 0.1604832 -57.13365 0.03366839 -154.6896 -0.114176 0.02897789 1 3421458 16.50147,0.0 -1.24327458765469,-1.6234432808270878 0.3524115,-0.5629346 -0.03881265,0.1774621
2 1.036 182.3896 4.022863 27.58 26.06824 1.063151 0.03394428 -71.97028 0.06718608 2.294962 -0.09425976 -0.01508413 1 3422215 0.0,19.1788 -1.5117644516567483,-2.2521941427707866 -0.636483,0.4092045 -0.05641301,0.1354939
4 0.379 165.1962 4.022863 27.37 25.32386 1.233112 0.294056 -66.44875 0.0393097 -168.1718 -0.02278518 -0.002590706 2 3419494 0.6144315,2.76728,0.0,1.382194 -2.293710995578726,-1.580173987198539,-2.0461424295871464,-2.120439372849776 0.1546579,0.5283583,-0.4393816,-0.5181641 -0.6046143,0.2409368,0.4759792,-0.3448303
2 0.451 117.7606 4.022863 26.63 25.83615 0.6452821 0.3300695 62.1297 0.03745356 -139.1944 -0.05067644 -0.1251425 5 3419715 0.0,5.863209 -0.7938546716051792,-1.0935558510924879 -0.2145717,0.03270735 -0.4138473,0.1821745
2 1.222 242.1029 4.032918 25.96 25.96235 1.652852 0.4782051 87.4993 0.07415604 -45.7164 -0.2149863 0.3680503 1 3429277 177.0133,0.0 0.0023451152564633385,-0.6428357152521581 0.303443,-0.5254005 -0.2229849,1.207029
4 1.806 131.8257 4.032918 26.39 25.70119 0.3407772 0.5839409 -4.847857 0.04610957 -149.1465 -0.03824806 -0.01432262 1 3430857 5.885005,0.0,7.586782,6.030795 -1.7710590494463252,-0.6888087411747258,0.010922870922459983,-1.3213392258541594 0.1245063,-0.2152681,0.03529451,0.0583112 -0.05775003,-0.03162625,0.1014793,-0.1195433
2 1.632 243.7811 4.032918 26.43 26.17855 1.100533 0.3378517 45.00054 0.02478074 65.62709 -0.04714903 0.145022 1 3430467 75.89503,0.0 -0.2514492859541047,-1.264209580699315 0.2353251,0.1715968 -0.3436528,0.7550339
2 2.595 151.705 4.032918 26.51 25.8732 0.2393205 0.3508396 -125.0144 0.05552537 119.0114 -0.01201927 -0.05434672 1 3431656 0.0,13.21253 -0.8639351690570168,-0.6367990856263239 -0.03980868,0.0008801192 -0.1716591,0.06417704
2 0.668 122.4616 4.032918 26.7 25.47617 0.5626121 0.3065343 47.83623 0.04638623 -53.72767 0.07306822 0.05010166 1 3426956 5.40497,0.0 -1.2523282101068074,-1.2238271534007317 -0.1874666,0.279916 -0.06953578,0.2436507
2 0.369 110.1539 4.032918 26.77 25.59911 0.5457737 0.2440777 70.90982 0.06818187 106.5154 0.009545033 -0.04983538 1 3425889 0.0,1.767112 -1.1708871600665076,-1.3702035821619971 0.02179446,-0.1819715 -0.3582635,0.148045
4 0.304 244.9063 4.032918 26.81 25.71264 3.103201 0.3098529 174.4586 0.04540497 171.595 0.2005572 -0.0897217 1 3425749 27.65925,0.0,35.15416,28.76878 -2.1669304456023255,-1.09735768851773,-0.9705328425775228,-1.8034233477457873 -1.338525,1.762555,-0.3210279,-0.7905679 -0.261137,-0.3758532,1.137791,-1.037088
2 0.646 233.3458 4.032918 25.55 25.79375 2.161223 0.09436063 -167.216 0.03749918 156.3396 -0.4515747 0.3885747 5 3426861 131.1069,0.0 0.24375114383941357,-0.99478574419414 0.3285902,-1.394822 -0.3274892,0.9766332
2 1.009 213.7962 4.032918 25.92 26.11608 1.469007 0.07547794 -65.96854 0.04645416 136.5979 -0.3650217 0.1822091 5 3428456 108.1759,0.0 0.19607888556950112,-0.9228637771368171 0.284828,-0.9880717 -0.1186202,0.6146652
2 1.278 184.0772 4.032918 26.04 25.07366 0.9286485 0.2948387 81.64537 0.0422541 120.9627 -0.02608748 0.1448188 5 3429462 35.20712,0.0 -1.5974078202556408,-0.9663352501725585 0.1507487,-0.08546226 -0.2805094,0.6175955
2 2.391 299.2265 4.032918 27.0 25.98616 1.131987 0.2556196 -123.4227 0.03523612 34.22913 0.1140395 0.114918 5 3431556 0.0,147.6193 -1.0138367252103118,-2.059609359778944 0.5049137,-0.3458359 0.5395992,-0.2071401
2 1.112 213.7962 4.042994 26.29 25.96666 1.317463 0.2145263 44.29827 0.05209814 161.7853 -0.195065 0.1342121 1 3435270 65.51665,0.0 -0.32333596398827436,-1.4577312797548783 0.3125214,-0.8464722 -0.2681433,0.3583086
2 0.341 246.0368 4.042994 26.43 26.09202 2.88448 0.3063441 -58.58896 0.03242002 -163.8259 0.3493789 -0.6731642 1 3432156 0.0,105.3904 -0.8838264924276629,-0.3379811554392115 1.104003,-0.2865991 -1.882472,0.6446702
2 0.77 116.4126 4.042994 26.8 25.33972 0.4916835 0.07146314 -41.21326 0.04526612 13.87537 0.05250453 -0.02611735 1 3433781 0.0,3.68691 -1.5156558695397868,-1.4602808137671852 0.2933233,-0.156415 -0.09676491,0.1019515
2 1.075 196.7886 4.042994 26.94 25.76526 1.170973 0.2605303 16.86661 0.04769251 -102.0682 0.1595474 0.0648732 1 3435120 39.81003,0.0 -1.6466878028836727,-1.1747383114696937 -0.3990165,0.6742363 -0.1160738,0.3522268
4 0.381 138.9953 4.042994 27.16 26.01894 0.9206582 0.4305376 28.2422 0.06143674 50.74735 0.05625884 -0.0629114 1 3432264 0.513017,1.272968,0.0,4.645826 -1.2968450108524434,-1.1410608502057948,-1.1925932075057506,0.08088380777817608 -0.2422079,0.2140272,0.504713,-0.1654847 -0.4449297,-0.3991656,0.09332737,0.2415684
2 2.066 258.226 4.042994 25.25 24.95292 0.9514691 0.1005351 1.476138 0.05604442 162.1149 0.03532953 0.1594719 5 3437746 88.83012,0.0 -0.29707904491226556,-2.46091023990792 -0.06225202,0.156952 -0.3150801,0.610794
2 1.961 140.9289 4.042994 25.66 25.05184 0.3437911 0.2638619 -129.5317 0.0695775 106.9302 0.03619604 0.07149949 5 3437584 14.16701,0.0 -0.6081632783845926,-0.8996474952141227 -0.04046846,0.09163696 -0.0809931,0.2364033
2 0.992 203.7042 4.042994 25.67 25.28614 1.23658 0.2895361 -78.83602 0.03167536 33.7211 0.183794 -0.1549245 5 3434800 0.0,54.94501 -1.238360873857465,-0.3838649392382186 0.5326478,-0.3555963 -0.6903688,0.1699524
2 1.56 143.5489 4.042994 26.74 26.09973 0.4619431 0.1843802 -3.331422 0.1102386 93.99362 0.03765338 0.06795143 5 3436762 12.37848,0.0 -0.6402680918083076,-1.3679627915406756 -0.07491019,0.0930826 -0.1260425,0.3042712
4 0.354 233.8837 4.042994 26.96 26.00539 2.741034 0.4116533 52.20195 0.03834141 35.76168 0.07179645 -0.09139082 5 3432188 0.0,12.10473,24.60651,2.91552 -1.2167808998910856,-0.9546113799211957,-0.34259918047052207,-1.2867674119580288 -0.6725925,0.9591893,-0.7354147,1.152914 -1.258672,-0.7343157,0.6575565,0.7860266
4 1.075 84.13951 4.05309 26.26 25.08969 0.2015993 0.4963033 -136.2628 0.08293037 -132.0998 0.03159058 -0.02939983 1 3441602 0.05697193,0.162295,0.0,1.562226 -1.2791216122860403,-1.2882367684528606,-1.1703146071125234,1.0815755450066071 -0.006261694,0.08231515,0.134009,-0.03070637 -0.1328517,-0.0912426,0.01194615,0.03034715
4 2.606 96.3829 4.05309 26.89 25.88733 0.08348451 0.5526913 -98.31621 0.06788472 121.8731 0.01555062 -0.002782279 1 3444566 0.0,1.435981,0.2494694,0.2792657 -1.002668203769534,0.8323410137189247,-1.7440128316047203,-1.5816561133338802 0.03381823,-0.02216526,0.04055975,0.05191411 -0.05023019,0.002766971,0.03298168,0.006177692
2 0.813 238.7811 4.05309 26.97 25.9248 1.828387 0.09131272 171.5655 0.06573547 120.802 0.1523142 0.09212192 1 3440451 46.1384,0.0 -1.0452035906474482,-2.4720146594941115 -0.6085758,1.107705 -0.468349,0.1620299
2 1.231 328.0953 4.05309 27.01 25.32768 2.72822 0.2127748 116.2155 0.0461383 172.8312 -0.1133514 0.0869027 1 3442191 0.0,111.2027 -1.6823198815756921,-2.1959278625474106 -1.250932,1.33186 1.078747,0.1999008
2 0.559 243.2204 4.05309 27.12 25.09339 2.206472 0.1933797 -121.4324 0.03154996 140.5567 0.09052653 0.02049851 1 3439335 21.01548,0.0 -2.0266087286149235,-2.405172180918994 -1.093143,1.028502 0.1652031,0.7711271
2 1.805 91.20108 4.05309 27.19 25.58514 0.1517888 0.2102832 128.7885 0.03936837 -139.4358 -0.01363459 0.009812966 1 3443747 1.132413,0.0 -1.7178704617919505,-1.6048566443332832 0.05373848,-0.07165357 -0.02704216,0.05849542
4 0.518 251.7677 4.05309 27.48 25.3166 2.473856 0.3628343 -69.23286 0.04553253 174.0647 -0.2070749 -0.1307881 1 3439171 2.600058,1.243403,49.39964,0.0 -2.5927102677044225,-2.2746733390471015,-0.48484187171506077,-2.163395343277113 -1.369538,-1.481854,0.8690118,-0.4507662 -0.5847094,0.3246618,0.4683158,-1.392439
4 1.962 164.8162 4.05309 28.46 26.15733 0.4484954 0.123646 150.6236 0.03800917 99.45017 0.01025727 -0.004795774 2 3444023 0.0,3.347201,2.314204,2.357667 -2.185497353308356,-2.3026738684742813,-3.5858920359026176,-3.4654855707029637 0.1717828,-0.1985199,-0.04762848,0.06196691 -0.1707172,-0.06266807,0.2204437,0.2147631
