SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id
GRB 930518,1993-05-18,349.17,-37.51,1993-05-18 03:20:25.730,349.17,-37.51,0.0,,2346.0,5.44631e-07,Below Threshold,12025.73,False,930518
GRB 930519,1993-05-19,26.84,-41.46,1993-05-19 16:13:53.154,26.84,-41.46,0.0,,2347.0,1.0146590000000002e-07,Below Threshold,58433.154,False,930519
GRB 930521,1993-05-21,203.15,-31.88,1993-05-21 02:42:36.290,203.15,-31.88,0.0,,2349.0,4.28813e-08,Below Threshold,9756.29,False,930521
GRB 930531,1993-05-31,340.04,13.25,1993-05-31 15:53:38.114,340.04,13.25,0.0,,2362.0,2.02507e-07,Below Threshold,57218.114,False,930531
GRB 930602A,1993-06-02,263.22,37.66,1993-06-02 13:43:04.066,263.22,37.66,0.0,,2367.0,1.26686e-07,Below Threshold,49384.066,False,930602
GRB 930602B,1993-06-02,217.98,-32.34,1993-06-02 19:24:52.738,217.98,-32.34,0.0,,2368.0,1.180489e-07,Below Threshold,69892.738,False,930602B
GRB 930603,1993-06-03,121.16,0.4194444444444444,1993-06-03 13:43:59.362,121.16,0.42,0.001,,2371.0,1.84752e-06,Below Threshold,49439.362,False,930603
GRB 930605B,1993-06-05,294.36999999999995,34.11,1993-06-05 06:51:20.066,294.37,34.11,0.0,,2373.0,1.4606800000000006e-07,Below Threshold,24680.066,False,930605
GRB 930606A,1993-06-06,252.64,-79.26,1993-06-06 07:18:48.706,252.64,-79.26,0.0,,2375.0,6.174870000000001e-07,Below Threshold,26328.706,False,930606B
GRB 930607,1993-06-07,163.43999999999997,35.64,1993-06-07 21:08:09.730,163.44,35.64,0.0,,2380.0,5.939390000000001e-07,Below Threshold,76089.73,False,930607
GRB 930608A,1993-06-08,323.25,-10.22,1993-06-08 11:29:10.786,323.25,-10.22,0.0,,2381.0,4.95745e-08,Below Threshold,41350.786,False,930608B
GRB 930609A,1993-06-09,208.73,-16.38,1993-06-09 10:07:24.162,208.73,-16.38,0.0,,2383.0,3.3190690000000003e-06,Below Threshold,36444.162,False,930609
GRB 930610,1993-06-10,211.88,-1.91,1993-06-10 17:52:12.418,211.88,-1.91,0.0,,2385.0,1.137496e-07,Below Threshold,64332.418,False,930610
GRB 930612A,1993-06-12,103.07,-69.76,1993-06-12 00:44:17.666,103.07,-69.76,0.0,,2387.0,2.2166700000000003e-06,Below Threshold,2657.666,False,930612
GRB 930612D,1993-06-12,37.1,30.74,1993-06-12 16:45:20.386,37.1,30.74,0.0,,2391.0,4.072220000000001e-07,Below Threshold,60320.386,False,930612D
GRB 930613,1993-06-13,316.23,-31.41,1993-06-13 22:16:03.458,316.23,-31.41,0.0,,2392.0,1.32473e-07,Below Threshold,80163.458,False,930613
GRB 930614A,1993-06-14,168.14,23.95,1993-06-14 03:40:30.594,168.14,23.95,0.0,,2393.0,5.0047e-07,Below Threshold,13230.594,False,930614
GRB 930614B,1993-06-14,33.3,-41.04,1993-06-14 16:34:37.058,33.3,-41.04,0.0,,2394.0,6.86319e-07,Below Threshold,59677.058,False,930614B
GRB 930619,1993-06-19,244.95999999999995,-68.14,1993-06-19 19:10:57.154,244.96,-68.14,0.0,,2401.0,9.30602e-08,Below Threshold,69057.154,False,930619
GRB 930621A,1993-06-21,201.2,-44.61,1993-06-21 01:46:58.050,201.2,-44.61,0.0,,2405.0,1.9725500000000005e-07,Below Threshold,6418.05,False,930621B
GRB 930627,1993-06-27,151.99999999999997,-55.94,1993-06-27 01:29:44.834,152.0,-55.94,0.0,,2419.0,3.058252000000001e-07,Below Threshold,5384.834,False,930627
GRB 930701A,1993-07-01,298.72,6.33,1993-07-01 00:31:51.450,298.72,6.33,0.0,,2423.0,8.676720000000002e-08,Below Threshold,1911.45,False,930701
GRB 930701B,1993-07-01,314.86999999999995,78.94,1993-07-01 22:12:33.562,314.87,78.94,0.0,,2424.0,1.558907e-07,Below Threshold,79953.562,False,930701B
GRB 930704B,1993-07-04,100.9,60.8,1993-07-04 16:49:05.690,100.9,60.8,0.0,,2428.0,1.4145160000000002e-06,Below Threshold,60545.69,False,930704
GRB 930705A,1993-07-05,283.08,-39.24,1993-07-05 12:39:08.186,283.08,-39.24,0.0,,2429.0,1.7325500000000005e-06,Below Threshold,45548.186,False,930705
GRB 930705B,1993-07-05,78.27,-56.17,1993-07-05 23:52:01.434,78.27,-56.17,0.0,,2430.0,3.273600000000001e-07,Below Threshold,85921.434,False,930705B
GRB 930706B,1993-07-06,210.09,-1.36,1993-07-06 08:09:10.810,210.09,-1.36,0.0,,2432.0,4.08883e-07,Below Threshold,29350.81,False,930706B
GRB 930708C,1993-07-08,80.78999999999999,26.94,1993-07-08 19:29:55.866,80.79,26.94,0.0,,2435.0,9.69458e-07,Below Threshold,70195.866,False,930708
GRB 930709A,1993-07-09,194.41,-46.73,1993-07-09 06:14:22.106,194.41,-46.73,0.0,,2436.0,1.944235e-06,Below Threshold,22462.106,False,930709
GRB 930709B,1993-07-09,351.80999999999995,-8.389999999999999,1993-07-09 17:26:51.802,351.81,-8.39,0.0,,2437.0,9.298950000000001e-08,Below Threshold,62811.802,False,930709B
GRB 930710,1993-07-10,26.349999999999994,40.19,1993-07-10 03:14:30.170,26.35,40.19,0.0,,2438.0,2.27939e-07,Below Threshold,11670.17,False,930710
GRB 930711A,1993-07-11,265.49999999999994,-10.989999999999998,1993-07-11 00:51:28.026,265.5,-10.99,0.0,,2440.0,2.6422100000000005e-07,Below Threshold,3088.026,False,930711B
GRB 930711B,1993-07-11,13.749999999999998,-9.09,1993-07-11 03:32:01.818,13.75,-9.09,0.0,,2441.0,5.36758e-07,Below Threshold,12721.818,False,930711C
GRB 930711C,1993-07-11,211.61999999999995,-37.39,1993-07-11 15:10:35.162,211.62,-37.39,0.0,,2442.0,3.4266500000000004e-08,Below Threshold,54635.162,False,930711D
GRB 930711D,1993-07-11,251.05,-50.56,1993-07-11 23:53:55.098,251.05,-50.56,0.0,,2443.0,1.437665e-06,Below Threshold,86035.098,False,930711
GRB 930714,1993-07-14,257.7,23.7,1993-07-14 16:12:53.786,257.7,23.7,0.0,,2446.0,9.02436e-07,Below Threshold,58373.786,False,930714
GRB 930715,1993-07-15,223.03,3.39,1993-07-15 15:01:19.130,223.03,3.39,0.0,,2447.0,3.444180000000001e-07,Below Threshold,54079.13,False,930715
GRB 930720A,1993-07-20,20.82,25.34,1993-07-20 14:35:09.850,20.82,25.34,0.0,,2450.0,2.7323000000000005e-06,Below Threshold,52509.85,False,930720
GRB 930720B,1993-07-20,95.50999999999998,47.17,1993-07-20 20:22:28.250,95.51,47.17,0.0,,2451.0,8.197600000000001e-07,Below Threshold,73348.25,False,930720B
GRB 930721A,1993-07-21,78.65999999999998,-33.15,1993-07-21 01:17:22.458,78.66,-33.15,0.0,,2452.0,4.166570000000001e-07,Below Threshold,4642.458,False,930721B
GRB 930721B,1993-07-21,298.5799999999999,-40.79,1993-07-21 12:45:35.258,298.58,-40.79,0.0,,2453.0,1.1593700000000001e-07,Below Threshold,45935.258,False,930721
GRB 930724A,1993-07-24,289.6,58.31,1993-07-24 02:21:50.362,289.6,58.31,0.0,,2458.0,1.5474800000000008e-07,Below Threshold,8510.362,False,930724
GRB 930724B,1993-07-24,75.91999999999999,0.2305555555555555,1993-07-24 15:42:29.146,75.92,0.23,0.001,,2460.0,5.6215000000000004e-08,Below Threshold,56549.146,False,930724C
GRB 930730,1993-07-30,304.54999999999995,27.95,1993-07-30 05:13:42.810,304.55,27.95,0.0,,2472.0,1.7350900000000002e-07,Below Threshold,18822.81,False,930730
GRB 930731B,1993-07-31,102.30999999999996,37.38,1993-07-31 06:23:56.570,102.31,37.38,0.0,,2476.0,9.4085e-07,Below Threshold,23036.57,False,930731
GRB 930801,1993-08-01,292.7799999999999,46.02,1993-08-01 02:12:13.850,292.78,46.02,0.0,,2477.0,2.43566e-07,Below Threshold,7933.85,False,930801
GRB 930805B,1993-08-05,334.54999999999995,-15.6,1993-08-05 12:39:28.666,334.55,-15.6,0.0,,2482.0,4.18657e-07,Below Threshold,45568.666,False,930805
GRB 930807B,1993-08-07,275.1,-56.84,1993-08-07 22:02:49.370,275.1,-56.84,0.0,,2484.0,2.55601e-07,Below Threshold,79369.37,False,930807
GRB 930819,1993-08-19,105.76999999999998,-49.28,1993-08-19 16:09:01.338,105.77,-49.28,0.0,,2495.0,4.40912e-07,Below Threshold,58141.338,False,930819
GRB 930820,1993-08-20,153.04999999999998,-51.88,1993-08-20 00:18:33.754,153.05,-51.88,0.0,,2496.0,3.4894700000000006e-08,Below Threshold,1113.754,False,930820
GRB 930822B,1993-08-22,213.09,-0.6799999999999999,1993-08-22 14:44:51.994,213.09,-0.68,0.0,,2500.0,1.030977e-06,Below Threshold,53091.994,False,930822
GRB 930828,1993-08-28,177.11,37.24,1993-08-28 01:27:23.546,177.11,37.24,0.0,,2505.0,2.2687500000000002e-07,Below Threshold,5243.546,False,930828
GRB 930901,1993-09-01,158.28,-38.36,1993-09-01 01:28:12.698,158.28,-38.36,0.0,,2508.0,5.309756e-07,Below Threshold,5292.698,False,930901
GRB 930902B,1993-09-02,103.12,16.15,1993-09-02 21:27:58.874,103.12,16.15,0.0,,2510.0,4.152620000000001e-07,Below Threshold,77278.874,False,930902B
GRB 930909,1993-09-09,15.83,36.84,1993-09-09 16:14:13.402,15.83,36.84,0.0,,2519.0,6.1343e-07,Below Threshold,58453.402,False,930909
GRB 930910C,1993-09-10,167.58999999999995,-66.69,1993-09-10 12:12:08.218,167.59,-66.69,0.0,,2522.0,2.16461e-06,Below Threshold,43928.218,False,930910
GRB 930913A,1993-09-13,294.27,44.27,1993-09-13 17:05:12.346,294.27,44.27,0.0,,2528.0,7.8719e-08,Below Threshold,61512.346,False,930913B
GRB 930914,1993-09-14,34.25999999999999,34.29,1993-09-14 02:49:11.578,34.26,34.29,0.0,,2530.0,1.9589550000000005e-06,Below Threshold,10151.578,False,930914
GRB 930916B,1993-09-16,280.7099999999999,65.39,1993-09-16 20:19:23.418,280.71,65.39,0.0,,2533.0,2.022722e-05,Above Threshold,73163.418,False,930916
GRB 930922B,1993-09-22,271.19999999999993,55.89,1993-09-22 06:24:46.810,271.2,55.89,0.0,,2537.0,1.96794e-06,Below Threshold,23086.81,False,930922
GRB 930926,1993-09-26,66.44,30.51,1993-09-26 16:53:50.362,66.44,30.51,0.0,,2541.0,5.70373e-07,Below Threshold,60830.362,False,930926
GRB 931003,1993-10-03,100.46,-45.96,1993-10-03 21:20:29.082,100.46,-45.96,0.0,,2560.0,6.43488e-07,Below Threshold,76829.082,False,931003
GRB 931008A,1993-10-08,280.11,-41.55,1993-10-08 00:44:59.674,280.11,-41.55,0.0,,2569.0,1.6141400000000004e-07,Below Threshold,2699.674,False,931008C
GRB 931008B,1993-10-08,42.98,21.37,1993-10-08 07:18:14.554,42.98,21.37,0.0,,2570.0,1.0004380000000002e-06,Below Threshold,26294.554,False,931008B
GRB 931013A,1993-10-13,169.23,19.110000000000003,1993-10-13 14:57:59.066,169.23,19.11,0.0,,2581.0,8.195780000000001e-07,Below Threshold,53879.066,False,931013B
GRB 931014B,1993-10-14,272.5,9.34,1993-10-14 17:01:01.722,272.5,9.34,0.0,,2586.0,1.451396e-06,Below Threshold,61261.722,False,931014
GRB 931016B,1993-10-16,76.21999999999998,41.34,1993-10-16 12:32:47.258,76.22,41.34,0.0,,2589.0,1.68082e-07,Below Threshold,45167.258,False,931016B
GRB 931019B,1993-10-19,242.92,-18.7,1993-10-19 18:22:34.906,242.92,-18.7,0.0,,2593.0,4.309200000000001e-07,Below Threshold,66154.906,False,931019
GRB 931023,1993-10-23,4.191666666666666,74.17,1993-10-23 04:13:50.362,4.19,74.17,0.0,,2600.0,4.23381e-07,Below Threshold,15230.362,False,931023
GRB 931024,1993-10-24,137.62999999999997,-8.489999999999998,1993-10-24 13:29:09.018,137.63,-8.49,0.0,,2603.0,9.389e-07,Below Threshold,48549.018,False,931024
GRB 931026,1993-10-26,51.35999999999999,-10.56,1993-10-26 11:35:57.338,51.36,-10.56,0.0,,2606.0,8.54521e-06,Below Threshold,41757.338,False,931026
GRB 931030C,1993-10-30,258.58,33.47,1993-10-30 18:59:05.754,258.58,33.47,0.0,,2610.0,6.302560000000001e-07,Below Threshold,68345.754,False,931030B
GRB 931031,1993-10-31,325.1,62.73,1993-10-31 04:06:35.354,325.1,62.73,0.0,,2611.0,2.754576e-06,Below Threshold,14795.354,False,931031
GRB 931106,1993-11-06,196.75,-3.13,1993-11-06 20:32:04.250,196.75,-3.13,0.0,,2619.0,2.03596e-06,Below Threshold,73924.25,False,931106
GRB 931108,1993-11-08,59.63999999999999,-6.35,1993-11-08 22:51:37.498,59.64,-6.35,0.0,,2620.0,2.0717400000000005e-07,Below Threshold,82297.498,False,931108
GRB 931110,1993-11-10,217.59,-21.81,1993-11-10 17:14:03.674,217.59,-21.81,0.0,,2623.0,1.330874e-07,Below Threshold,62043.674,False,931110
GRB 931112,1993-11-12,311.50999999999993,55.95,1993-11-12 18:45:53.306,311.51,55.95,0.0,,2628.0,4.31761e-07,Below Threshold,67553.306,False,931112
GRB 931114,1993-11-14,29.04,-39.97,1993-11-14 05:13:15.162,29.04,-39.97,0.0,,2634.0,8.77615e-07,Below Threshold,18795.162,False,931114
GRB 931115,1993-11-15,64.28999999999999,25.32,1993-11-15 16:33:27.194,64.29,25.32,0.0,,2636.0,1.3832300000000001e-07,Below Threshold,59607.194,False,931115
GRB 931117,1993-11-17,348.98999999999995,-44.14,1993-11-17 21:55:49.018,348.99,-44.14,0.0,,2640.0,3.52458e-07,Below Threshold,78949.018,False,931117
GRB 931118,1993-11-18,20.05,-6.16,1993-11-18 11:31:47.482,20.05,-6.16,0.0,,2641.0,2.89515e-07,Below Threshold,41507.482,False,931118
GRB 931126A,1993-11-26,157.27999999999997,70.08,1993-11-26 04:46:46.682,157.28,70.08,0.0,,2660.0,1.908000000000001e-07,Below Threshold,17206.682,False,931126B
GRB 931127,1993-11-27,250.81,-23.07,1993-11-27 00:50:09.690,250.81,-23.07,0.0,,2662.0,4.070370000000001e-07,Below Threshold,3009.69,False,931127
GRB 931128A,1993-11-28,110.14,-50.66,1993-11-28 05:07:51.578,110.14,-50.66,0.0,,2663.0,1.66396e-07,Below Threshold,18471.578,False,931128B
GRB 931128B,1993-11-28,293.33,80.88,1993-11-28 07:52:40.346,293.33,80.88,0.0,,2664.0,4.539440000000001e-07,Below Threshold,28360.346,False,931128C
GRB 931128C,1993-11-28,142.64,18.21,1993-11-28 17:04:12.890,142.64,18.21,0.0,,2665.0,6.19607e-07,Below Threshold,61452.89,False,931128
GRB 931203,1993-12-03,6.52,24.53,1993-12-03 01:02:03.930,6.52,24.53,0.0,,2671.0,8.339000000000002e-08,Below Threshold,3723.93,False,931203
GRB 931204B,1993-12-04,221.18,-72.72,1993-12-04 14:35:14.970,221.18,-72.72,0.0,,2677.0,1.631383e-07,Below Threshold,52514.97,False,931204B
GRB 931206A,1993-12-06,104.59,3.56,1993-12-06 08:41:29.754,104.59,3.56,0.0,,2680.0,2.575337000000001e-07,Below Threshold,31289.754,False,931206B
GRB 931206B,1993-12-06,266.6,-5.62,1993-12-06 17:36:30.106,266.6,-5.62,0.0,,2681.0,7.29617e-07,Below Threshold,63390.106,False,931206
GRB 931209B,1993-12-09,259.56,20.83,1993-12-09 23:11:51.450,259.56,20.83,0.0,,2688.0,3.15779e-07,Below Threshold,83511.45,False,931209
GRB 931212,1993-12-12,247.61,28.44,1993-12-12 05:29:07.482,247.61,28.44,0.0,,2691.0,1.11834e-06,Below Threshold,19747.482,False,931212
GRB 931217,1993-12-17,0.7583333333333332,75.3,1993-12-17 12:10:39.130,0.76,75.3,0.0,,2695.0,6.14435e-07,Below Threshold,43839.13,False,931217
GRB 931218,1993-12-18,244.98,41.53,1993-12-18 19:24:02.586,244.98,41.53,0.0,,2696.0,7.577500000000001e-07,Below Threshold,69842.586,False,931218
GRB 931219A,1993-12-19,20.49,-74.72,1993-12-19 00:46:06.490,20.49,-74.72,0.0,,2697.0,4.08472e-07,Below Threshold,2766.49,False,931219
GRB 931221A,1993-12-21,91.01999999999998,-43.17,1993-12-21 02:09:50.234,91.02,-43.17,0.0,,2700.0,2.2887e-06,Below Threshold,7790.234,False,931221
GRB 931222,1993-12-22,192.52,28.65,1993-12-22 21:21:33.978,192.52,28.65,0.0,,2703.0,2.38067e-06,Below Threshold,76893.978,False,931222
GRB 931223,1993-12-23,256.79,41.24,1993-12-23 23:34:20.570,256.79,41.24,0.0,,2706.0,6.351550000000001e-07,Below Threshold,84860.57,False,931223
GRB 931225B,1993-12-25,4.849999999999999,9.87,1993-12-25 23:20:12.186,4.85,9.87,0.0,,2709.0,7.47714e-07,Below Threshold,84012.186,False,931225
GRB 931226,1993-12-26,205.95,21.63,1993-12-26 20:11:09.338,205.95,21.63,0.0,,2711.0,5.4122e-07,Below Threshold,72669.338,False,931226
GRB 931230,1993-12-30,239.79999999999995,63.59,1993-12-30 20:26:49.882,239.8,63.59,0.0,,2719.0,6.35301e-08,Below Threshold,73609.882,False,931230
GRB 940101A,1994-01-01,94.03,-6.52,1994-01-01 08:21:48.314,94.03,-6.52,0.0,,2725.0,2.1375540000000002e-07,Below Threshold,30108.314,False,940101C
GRB 940101B,1994-01-01,307.39,-14.54,1994-01-01 15:49:45.242,307.39,-14.54,0.0,,2727.0,6.47956e-07,Below Threshold,56985.242,False,940101D
GRB 940103,1994-01-03,267.90000000000003,7.140000000000001,1994-01-03 22:12:56.346,267.9,7.14,0.0,,2736.0,7.198620000000001e-07,Below Threshold,79976.346,False,940103
GRB 940110A,1994-01-10,337.6,-10.8,1994-01-10 01:52:23.642,337.6,-10.8,0.0,,2749.0,2.2401e-07,Below Threshold,6743.642,False,940110
GRB 940110B,1994-01-10,171.34999999999997,60.67,1994-01-10 09:25:37.050,171.35,60.67,0.0,,2750.0,7.8322e-08,Below Threshold,33937.05,False,940110B
GRB 940111,1994-01-11,153.16999999999996,-56.330000000000005,1994-01-11 08:53:37.050,153.17,-56.33,0.0,,2751.0,1.6332e-07,Below Threshold,32017.05,False,940111
GRB 940112A,1994-01-12,226.38,25.31,1994-01-12 12:46:23.386,226.38,25.31,0.0,,2753.0,3.019280000000001e-07,Below Threshold,45983.386,False,940112B
GRB 940115,1994-01-15,216.0,54.01,1994-01-15 03:43:30.202,216.0,54.01,0.0,,2760.0,3.422520000000001e-07,Below Threshold,13410.202,False,940115
GRB 940118,1994-01-18,287.7,-63.94,1994-01-18 10:56:41.114,287.7,-63.94,0.0,,2767.0,1.5493436e-08,Below Threshold,39401.114,False,940118
GRB 940119A,1994-01-19,326.55999999999995,-71.63,1994-01-19 02:42:10.714,326.56,-71.63,0.0,,2770.0,6.103574e-06,Below Threshold,9730.714,False,940119B
GRB 940120A,1994-01-20,101.5,-35.5,1994-01-20 10:43:31.610,101.5,-35.5,0.0,,2774.0,5.88916e-07,Below Threshold,38611.61,False,940120
GRB 940120B,1994-01-20,146.74999999999997,85.06,1994-01-20 12:31:57.082,146.75,85.06,0.0,,2775.0,4.08414e-07,Below Threshold,45117.082,False,940120B
GRB 940124,1994-01-24,89.61,0.5388888888888889,1994-01-24 13:58:00.858,89.61,0.54,0.001,,2776.0,2.1119300000000002e-08,Below Threshold,50280.858,False,940124
GRB 940126A,1994-01-26,130.97999999999996,9.04,1994-01-26 07:50:19.546,130.98,9.04,0.0,,2780.0,1.4713070000000002e-06,Below Threshold,28219.546,False,940126
GRB 940128B,1994-01-28,224.02,-15.22,1994-01-28 16:51:05.498,224.02,-15.22,0.0,,2790.0,2.20081e-06,Below Threshold,60665.498,False,940128
GRB 940129,1994-01-29,127.45999999999997,28.59,1994-01-29 10:43:17.786,127.46,28.59,0.0,,2793.0,1.5293720000000002e-06,Below Threshold,38597.786,False,940129
GRB 940203,1994-02-03,184.16,-40.95,1994-02-03 15:46:56.090,184.16,-40.95,0.0,,2797.0,2.05245e-06,Below Threshold,56816.09,False,940203
GRB 940206A,1994-02-06,144.2,-59.96,1994-02-06 00:08:37.786,144.2,-59.96,0.0,,2798.0,2.312932e-05,Above Threshold,517.786,True,940206
GRB 940206B,1994-02-06,260.41,-46.47,1994-02-06 18:25:47.674,260.41,-46.47,0.0,,2799.0,4.05986e-07,Below Threshold,66347.674,False,940206B
GRB 940210,1994-02-10,152.29,82.13,1994-02-10 19:13:16.954,152.29,82.13,0.0,,2812.0,2.5560800000000003e-06,Below Threshold,69196.954,False,940210
GRB 940211B,1994-02-11,25.62,-1.4300000000000002,1994-02-11 16:16:25.754,25.62,-1.43,0.0,,2815.0,1.7383910000000003e-06,Below Threshold,58585.754,False,940211
GRB 940214D,1994-02-14,190.35,21.290000000000003,1994-02-14 16:46:00.346,190.35,21.29,0.0,,2825.0,3.52527e-07,Below Threshold,60360.346,False,940214B
GRB 940217A,1994-02-17,353.1,53.35,1994-02-17 05:56:52.762,353.1,53.35,0.0,,2830.0,4.4058e-08,Below Threshold,21412.762,False,940217B
GRB 940217B,1994-02-17,29.07,4.55,1994-02-17 23:02:42.074,29.07,4.55,0.0,,2831.0,6.61691e-05,Above Threshold,82962.074,False,940217
GRB 940222,1994-02-22,66.0,39.17,1994-02-22 11:50:53.082,66.0,39.17,0.0,,2843.0,3.71578e-07,Below Threshold,42653.082,False,940222
GRB 940223,1994-02-23,18.15,15.739999999999998,1994-02-23 08:00:13.722,18.15,15.74,0.0,,2844.0,1.3268700000000002e-08,Below Threshold,28813.722,False,940223
GRB 940226A,1994-02-26,303.11999999999995,-21.95,1994-02-26 00:11:54.394,303.12,-21.95,0.0,,2848.0,8.247300000000001e-08,Below Threshold,714.394,False,940226B
GRB 940228A,1994-02-28,127.98,-12.36,1994-02-28 11:29:00.314,127.98,-12.36,0.0,,2852.0,5.114280000000001e-06,Below Threshold,41340.314,False,940228
GRB 940228A,1994-02-28,127.98,-12.36,1994-02-28 19:45:14.906,126.19,-11.29,2.053,,2853.0,3.22286e-07,Below Threshold,71114.906,False,940228B
GRB 940228B,1994-02-28,126.18999999999998,-11.29,1994-02-28 11:29:00.314,127.98,-12.36,2.053,,2852.0,5.114280000000001e-06,Below Threshold,41340.314,False,940228
GRB 940228B,1994-02-28,126.18999999999998,-11.29,1994-02-28 19:45:14.906,126.19,-11.29,0.0,,2853.0,3.22286e-07,Below Threshold,71114.906,False,940228B
GRB 940301,1994-03-01,103.51,64.35,1994-03-01 20:10:37.082,103.51,64.35,0.0,,2855.0,1.120998e-05,Above Threshold,72637.082,False,940301
GRB 940302,1994-03-02,12.489999999999998,-23.97,1994-03-02 05:08:31.514,12.49,-23.97,0.0,,2856.0,2.50027e-05,Above Threshold,18511.514,True,940302
GRB 940303,1994-03-03,192.23,58.68,1994-03-03 01:21:53.818,192.23,58.68,0.0,,2857.0,1.26103e-07,Below Threshold,4913.818,False,940303
GRB 940305C,1994-03-05,259.69,0.4611111111111111,1994-03-05 15:49:31.226,259.69,0.46,0.001,,2862.0,3.67649e-08,Below Threshold,56971.226,False,940305C
GRB 940306,1994-03-06,300.81999999999994,15.1,1994-03-06 03:37:13.114,300.82,15.1,0.0,,2863.0,2.19616e-06,Below Threshold,13033.114,False,940306
GRB 940307,1994-03-07,192.36999999999995,-28.2,1994-03-07 07:56:15.386,192.37,-28.2,0.0,,2864.0,4.68575e-07,Below Threshold,28575.386,False,940307
GRB 940312A,1994-03-12,221.5,-56.17,1994-03-12 11:28:22.682,221.5,-56.17,0.0,,2877.0,1.39251e-06,Below Threshold,41302.682,False,940312
GRB 940313,1994-03-13,109.45,-14.46,1994-03-13 13:02:22.810,109.45,-14.46,0.0,,2880.0,1.7801500000000002e-07,Below Threshold,46942.81,False,940313
GRB 940319,1994-03-19,68.74,-12.6,1994-03-19 23:57:20.922,68.74,-12.6,0.0,,2889.0,6.50053e-06,Below Threshold,86240.922,False,940319
GRB 940321,1994-03-21,160.32999999999998,3.1,1994-03-21 22:05:07.354,160.33,3.1,0.0,,2890.0,4.819948e-06,Below Threshold,79507.354,False,940321
GRB 940323,1994-03-23,213.89,8.370000000000001,1994-03-23 22:04:38.426,213.89,8.37,0.0,,2891.0,1.018543e-05,Above Threshold,79478.426,False,940323
GRB 940327,1994-03-27,38.85,53.23,1994-03-27 20:24:36.762,38.85,53.23,0.0,,2893.0,2.1827e-08,Below Threshold,73476.762,False,940327
GRB 940328,1994-03-28,97.17999999999998,-32.35,1994-03-28 12:05:34.234,97.18,-32.35,0.0,,2894.0,1.2399300000000002e-06,Below Threshold,43534.234,False,940328
GRB 940329C,1994-03-29,204.91,-10.33,1994-03-29 18:15:37.882,204.91,-10.33,0.0,,2897.0,7.929400000000001e-07,Below Threshold,65737.882,False,940329B
GRB 940330A,1994-03-30,352.23,58.89,1994-03-30 17:02:31.578,352.23,58.89,0.0,,2898.0,5.994390000000002e-07,Below Threshold,61351.578,False,940330B
GRB 940331A,1994-03-31,157.80999999999997,57.53,1994-03-31 13:52:51.866,157.81,57.53,0.0,,2900.0,3.256030000000001e-07,Below Threshold,49971.866,False,940331B
GRB 940331B,1994-03-31,65.12999999999998,17.64,1994-03-31 20:59:35.962,65.13,17.64,0.0,,2901.0,7.83487e-08,Below Threshold,75575.962,False,940331
GRB 940406,1994-04-06,225.44,-39.1,1994-04-06 01:10:54.234,225.44,-39.1,0.0,,2913.0,6.106220000000001e-07,Below Threshold,4254.234,False,940406
GRB 940407B,1994-04-07,22.54,40.0,1994-04-07 18:20:02.074,22.54,40.0,0.0,,2916.0,3.07605e-07,Below Threshold,66002.074,False,940407
GRB 940409,1994-04-09,265.6,4.6,1994-04-09 00:09:49.466,265.6,4.6,0.0,,2917.0,5.2657e-08,Below Threshold,589.466,False,940409
GRB 940410B,1994-04-10,254.89,30.8,1994-04-10 15:45:02.938,254.89,30.8,0.0,,2919.0,2.55458e-06,Below Threshold,56702.938,False,940410
GRB 940412,1994-04-12,217.17,-38.35,1994-04-12 01:40:31.002,217.17,-38.35,0.0,,2922.0,1.6385200000000002e-06,Below Threshold,6031.002,False,940412
GRB 940413A,1994-04-13,206.26,-23.23,1994-04-13 10:12:31.002,206.26,-23.23,0.0,,2924.0,5.53079e-07,Below Threshold,36751.002,False,940413C
GRB 940413B,1994-04-13,216.98,63.78,1994-04-13 14:11:24.506,216.98,63.78,0.0,,2925.0,1.7824300000000004e-07,Below Threshold,51084.506,False,940413
GRB 940413C,1994-04-13,135.94,-8.26,1994-04-13 23:42:55.642,135.94,-8.26,0.0,,2927.0,1.34703e-07,Below Threshold,85375.642,False,940413B
GRB 940414B,1994-04-14,181.26,-26.15,1994-04-14 16:46:25.562,181.26,-26.15,0.0,,2929.0,8.45339e-06,Below Threshold,60385.562,False,940414
GRB 940414C,1994-04-14,294.62999999999994,10.95,1994-04-14 23:57:27.066,294.63,10.95,0.0,,2931.0,3.7355300000000004e-07,Below Threshold,86247.066,False,940414B
GRB 940415A,1994-04-15,255.16,-28.19,1994-04-15 08:51:40.314,255.16,-28.19,0.0,,2932.0,1.83134e-07,Below Threshold,31900.314,False,940415B
GRB 940423,1994-04-23,7.519999999999999,-4.08,1994-04-23 23:20:19.802,7.52,-4.08,0.0,,2944.0,2.960950000000001e-07,Below Threshold,84019.802,False,940423
GRB 940424,1994-04-24,29.8,-45.21,1994-04-24 08:38:36.122,29.8,-45.21,0.0,,2945.0,9.3867e-08,Below Threshold,31116.122,False,940424
GRB 940425A,1994-04-25,119.11,-22.17,1994-04-25 06:53:55.738,119.11,-22.17,0.0,,2947.0,1.82455e-07,Below Threshold,24835.738,False,940425
