SN_Name,SN_Time,SN_RA,SN_Dec,GRB_Time,GRB_RA,GRB_Dec,Angular_Sep_deg,GRB_Fluence_J_per_m2,Trigger_ID,Fluence_Total_J_per_m2,Bruno_Class,Time_Delay_s,Entropy_Candidate,mapped_burst_id
GRB 950413,1995-04-13,261.26,64.36999999999999,1995-04-13 15:03:18.193,261.26,64.37,0.0,,3505.0,2.01113e-07,Below Threshold,54198.193,False,950413
GRB 950416A,1995-04-16,186.32,30.2,1995-04-16 13:26:59.761,186.32,30.2,0.0,,3509.0,3.32094e-07,Below Threshold,48419.761,False,950416
GRB 950417,1995-04-17,136.17,-73.28999999999999,1995-04-17 12:06:41.073,136.17,-73.29,0.0,,3511.0,2.60089e-07,Below Threshold,43601.073,False,950417
GRB 950418,1995-04-18,92.4,3.26,1995-04-18 23:16:35.633,92.4,3.26,0.0,,3512.0,1.228487e-06,Below Threshold,83795.633,False,950418
GRB 950419,1995-04-19,50.24,54.46,1995-04-19 11:23:47.249,50.24,54.46,0.0,,3514.0,1.05907e-06,Below Threshold,41027.249,False,950419
GRB 950420,1995-04-20,281.03,-46.47,1995-04-20 15:13:58.961,281.03,-46.47,0.0,,3515.0,8.8357e-08,Below Threshold,54838.961,False,950420
GRB 950421,1995-04-21,72.00999999999999,-63.06,1995-04-21 12:29:49.553,72.01,-63.06,0.0,,3516.0,8.66804e-07,Below Threshold,44989.553,False,950421
GRB 950425,1995-04-25,163.16,-35.25,1995-04-25 00:15:19.218,163.16,-35.25,0.0,,3523.0,4.091193e-05,Above Threshold,919.218,True,950425
GRB 950430A,1995-04-30,57.33999999999999,29.02,1995-04-30 15:03:49.426,57.34,29.02,0.0,,3527.0,2.76244e-07,Below Threshold,54229.426,False,950430
GRB 950430B,1995-04-30,125.40999999999998,61.41,1995-04-30 16:33:36.945,125.41,61.41,0.0,,3528.0,5.49398e-08,Below Threshold,59616.945,False,950430B
GRB 950506,1995-05-06,335.79999999999995,84.33999999999999,1995-05-06 23:25:12.753,335.8,84.34,0.0,,3552.0,2.33983e-07,Below Threshold,84312.753,False,950506
GRB 950509B,1995-05-09,44.44,22.93,1995-05-09 23:16:05.938,44.44,22.93,0.0,,3567.0,2.38761e-06,Below Threshold,83765.938,False,950509
GRB 950510,1995-05-10,188.57,-65.48,1995-05-10 07:47:59.793,188.57,-65.48,0.0,,3569.0,2.0350000000000002e-07,Below Threshold,28079.793,False,950510
GRB 950521,1995-05-21,22.21,-26.860000000000003,1995-05-21 06:59:17.298,22.21,-26.86,0.0,,3588.0,7.2506e-07,Below Threshold,25157.298,False,950521
GRB 950522B,1995-05-22,109.55999999999996,19.28,1995-05-22 23:41:23.185,109.56,19.28,0.0,,3593.0,4.424526e-06,Below Threshold,85283.185,False,950522
GRB 950530,1995-05-30,115.39,-21.6,1995-05-30 15:16:54.577,115.39,-21.6,0.0,,3608.0,2.9596300000000004e-07,Below Threshold,55014.577,False,950530
GRB 950531,1995-05-31,274.71,17.790000000000003,1995-05-31 10:39:45.329,274.71,17.79,0.0,,3611.0,8.31557e-08,Below Threshold,38385.329,False,950531
GRB 950602,1995-06-02,41.45,-58.5,1995-06-02 07:06:32.753,41.45,-58.5,0.0,,3618.0,1.803869e-06,Below Threshold,25592.753,False,950602
GRB 950608,1995-06-08,57.56,-53.6,1995-06-08 22:34:32.497,57.56,-53.6,0.0,,3634.0,4.227670000000001e-06,Below Threshold,81272.497,False,950608
GRB 950610,1995-06-10,100.1,-17.65,1995-06-10 01:54:09.457,100.1,-17.65,0.0,,3637.0,4.114650000000001e-07,Below Threshold,6849.457,False,950610
GRB 950624B,1995-06-24,165.36999999999998,14.989999999999998,1995-06-24 23:21:24.401,165.37,14.99,0.0,,3648.0,1.59558e-06,Below Threshold,84084.401,False,950624
GRB 950625,1995-06-25,271.64,-21.15,1995-06-25 04:03:21.393,271.64,-21.15,0.0,,3649.0,1.012313e-06,Below Threshold,14601.393,False,950625
GRB 950629,1995-06-29,83.12999999999998,9.47,1995-06-29 10:17:16.721,83.13,9.47,0.0,,3654.0,7.6046e-07,Below Threshold,37036.721,False,950629
GRB 950630,1995-06-30,174.28,21.48,1995-06-30 21:10:37.489,174.28,21.48,0.0,,3655.0,2.54028e-07,Below Threshold,76237.489,False,950630
GRB 950701B,1995-07-01,346.27,37.74,1995-07-01 06:35:37.457,346.27,37.74,0.0,,3658.0,2.5520000000000003e-06,Below Threshold,23737.457,False,950701B
GRB 950706,1995-07-06,28.61,31.52,1995-07-06 11:52:15.537,28.61,31.52,0.0,,3662.0,3.28732e-06,Below Threshold,42735.537,False,950706
GRB 950711,1995-07-11,85.80999999999999,-24.01,1995-07-11 03:49:49.106,85.81,-24.01,0.0,,3663.0,3.20344e-06,Below Threshold,13789.106,False,950711
GRB 950713,1995-07-13,286.67,30.040000000000003,1995-07-13 08:56:16.562,286.67,30.04,0.0,,3664.0,4.4784e-07,Below Threshold,32176.562,False,950713
GRB 950718,1995-07-18,200.43,31.65,1995-07-18 17:55:35.218,200.43,31.65,0.0,,3671.0,3.38443e-07,Below Threshold,64535.218,False,950718
GRB 950730,1995-07-30,251.81,25.34,1995-07-30 10:01:29.522,251.81,25.34,0.0,,3717.0,3.32069e-07,Below Threshold,36089.522,False,950730
GRB 950803,1995-08-03,134.7,57.63,1995-08-03 18:12:51.506,134.7,57.63,0.0,,3733.0,2.4121e-08,Below Threshold,65571.506,False,950803
GRB 950806A,1995-08-06,272.74999999999994,-31.35,1995-08-06 00:14:08.562,272.75,-31.35,0.0,,3740.0,1.3532200000000005e-07,Below Threshold,848.562,False,950806
GRB 950808,1995-08-08,149.7,80.36,1995-08-08 03:36:14.770,149.7,80.36,0.0,,3745.0,5.267570000000001e-07,Below Threshold,12974.77,False,950808
GRB 950818,1995-08-18,278.65,33.87,1995-08-18 01:23:22.930,278.65,33.87,0.0,,3765.0,4.90012e-06,Below Threshold,5002.93,False,950818
GRB 950819,1995-08-19,339.48,-61.25,1995-08-19 23:35:34.322,339.48,-61.25,0.0,,3766.0,4.275930000000001e-07,Below Threshold,84934.322,False,950819
GRB 950822B,1995-08-22,125.67,-17.240000000000002,1995-08-22 09:19:28.434,125.67,-17.24,0.0,,3768.0,1.85682e-07,Below Threshold,33568.434,False,950822B
GRB 950830B,1995-08-30,330.06999999999994,-64.67,1995-08-30 10:26:29.682,330.07,-64.67,0.0,,3771.0,4.758600000000001e-07,Below Threshold,37589.682,False,950830B
GRB 950901B,1995-09-01,316.39,13.38,1995-09-01 11:12:20.146,316.39,13.38,0.0,,3773.0,1.149766e-06,Below Threshold,40340.146,False,950901
GRB 950904B,1995-09-04,258.86,47.48,1995-09-04 14:38:08.562,258.86,47.48,0.0,,3776.0,1.6463200000000004e-06,Below Threshold,52688.562,False,950904
GRB 950907,1995-09-07,302.11999999999995,49.46,1995-09-07 04:34:06.898,302.12,49.46,0.0,,3779.0,4.54245e-08,Below Threshold,16446.898,False,950907
GRB 950909,1995-09-09,216.36,-0.11,1995-09-09 23:44:12.466,216.36,-0.11,0.0,,3788.0,4.26583e-06,Below Threshold,85452.466,False,950909
GRB 950911D,1995-09-11,69.69999999999999,54.03,1995-09-11 23:20:50.866,69.7,54.03,0.0,,3792.0,9.3483e-08,Below Threshold,84050.866,False,950911D
GRB 950916A,1995-09-16,13.18,-0.06,1995-09-16 09:51:06.930,13.18,-0.06,0.0,,3800.0,8.922e-08,Below Threshold,35466.93,False,950916B
GRB 950916B,1995-09-16,192.72,24.17,1995-09-16 21:23:16.274,192.72,24.17,0.0,,3801.0,1.7309e-07,Below Threshold,76996.274,False,950916
GRB 950918,1995-09-18,39.27,53.62,1995-09-18 11:48:35.634,39.27,53.62,0.0,,3805.0,1.9537e-07,Below Threshold,42515.634,False,950918
GRB 950919B,1995-09-19,347.29999999999995,37.97,1995-09-19 23:38:55.474,347.3,37.97,0.0,,3807.0,1.102384e-07,Below Threshold,85135.474,False,950919B
GRB 950921A,1995-09-21,158.07,47.01,1995-09-21 05:49:07.122,158.07,47.01,0.0,,3811.0,3.44547e-07,Below Threshold,20947.122,False,950921
GRB 950922A,1995-09-22,244.65,39.77,1995-09-22 04:18:14.322,244.65,39.77,0.0,,3814.0,7.5588e-08,Below Threshold,15494.322,False,950922B
GRB 950922B,1995-09-22,160.79,37.21,1995-09-22 07:12:10.674,160.79,37.21,0.0,,3815.0,1.37986e-07,Below Threshold,25930.674,False,950922
GRB 950926,1995-09-26,167.64999999999998,46.69,1995-09-26 17:45:19.282,167.65,46.69,0.0,,3819.0,2.70469e-07,Below Threshold,63919.282,False,950926
GRB 951001,1995-10-01,214.04,50.73,1995-10-01 22:14:05.234,214.04,50.73,0.0,,3840.0,9.236031e-09,Below Threshold,80045.234,False,951001
GRB 951002,1995-10-02,46.05,-1.88,1995-10-02 21:33:06.098,46.05,-1.88,0.0,,3843.0,1.31599e-06,Below Threshold,77586.098,False,951002
GRB 951007,1995-10-07,204.22,8.66,1995-10-07 01:16:08.754,204.22,8.66,0.0,,3853.0,4.644930000000001e-07,Below Threshold,4568.754,False,951007
GRB 951011,1995-10-11,40.86,-57.580000000000005,1995-10-11 21:34:39.282,40.86,-57.58,0.0,,3860.0,6.853084e-06,Below Threshold,77679.282,False,951011
GRB 951013,1995-10-13,252.67999999999995,48.61,1995-10-13 23:18:09.330,252.68,48.61,0.0,,3864.0,2.363259000000001e-07,Below Threshold,83889.33,False,951013
GRB 951014A,1995-10-14,167.84999999999997,-20.64,1995-10-14 12:06:04.210,167.85,-20.64,0.0,,3866.0,4.36355e-07,Below Threshold,43564.21,False,951014B
GRB 951015B,1995-10-15,2.991666666666666,-12.3,1995-10-15 16:27:39.314,2.99,-12.3,0.002,,3869.0,1.26836e-07,Below Threshold,59259.314,False,951015
GRB 951016A,1995-10-16,35.81999999999999,-24.360000000000003,1995-10-16 00:41:21.394,35.82,-24.36,0.0,,3870.0,1.43403e-06,Below Threshold,2481.394,False,951016
GRB 951016B,1995-10-16,118.99,-49.09,1995-10-16 19:53:28.754,118.99,-49.09,0.0,,3871.0,5.76456e-07,Below Threshold,71608.754,False,951016B
GRB 951019,1995-10-19,161.51000000000002,-87.81,1995-10-19 13:24:04.722,161.51,-87.81,0.0,,3875.0,1.0803500000000005e-07,Below Threshold,48244.722,False,951019
GRB 951020,1995-10-20,356.42999999999995,6.64,1995-10-20 11:57:53.714,356.43,6.64,0.0,,3879.0,2.40045e-07,Below Threshold,43073.714,False,951020
GRB 951030A,1995-10-30,115.39,28.66,1995-10-30 05:26:37.554,115.39,28.66,0.0,,3886.0,1.93388e-07,Below Threshold,19597.554,False,951030B
GRB 951102A,1995-11-02,337.48,-57.22,1995-11-02 00:31:50.450,337.48,-57.22,0.0,,3890.0,1.31714e-07,Below Threshold,1910.45,False,951102C
GRB 951102B,1995-11-02,138.56999999999996,46.99,1995-11-02 05:52:55.986,138.57,46.99,0.0,,3891.0,1.40546e-06,Below Threshold,21175.986,False,951102
GRB 951102C,1995-11-02,189.64,-35.230000000000004,1995-11-02 07:58:16.498,189.64,-35.23,0.0,,3892.0,1.82203e-07,Below Threshold,28696.498,False,951102B
GRB 951104A,1995-11-04,40.38999999999999,27.26,1995-11-04 01:37:42.834,40.39,27.26,0.0,,3893.0,1.8214e-06,Below Threshold,5862.834,False,951104
GRB 951107A,1995-11-07,179.99999999999997,-12.82,1995-11-07 07:17:50.386,180.0,-12.82,0.0,,3899.0,3.40983e-07,Below Threshold,26270.386,False,951107C
GRB 951107B,1995-11-07,11.989999999999998,29.34,1995-11-07 17:32:37.682,11.99,29.34,0.0,,3900.0,2.50505e-07,Below Threshold,63157.682,False,951107
GRB 951107C,1995-11-07,148.86999999999995,39.85,1995-11-07 22:38:19.826,148.87,39.85,0.0,,3901.0,1.45198e-07,Below Threshold,81499.826,False,951107B
GRB 951111,1995-11-11,31.41,69.55,1995-11-11 21:32:48.434,31.41,69.55,0.0,,3903.0,2.841470000000001e-07,Below Threshold,77568.434,False,951111
GRB 951112B,1995-11-12,132.51999999999998,49.080000000000005,1995-11-12 18:27:59.794,132.52,49.08,0.0,,3905.0,1.1764570000000002e-06,Below Threshold,66479.794,False,951112
GRB 951113,1995-11-13,355.11,-44.76,1995-11-13 23:25:55.762,355.11,-44.76,0.0,,3906.0,6.10882e-07,Below Threshold,84355.762,False,951113
GRB 951116,1995-11-16,11.56,-27.25,1995-11-16 08:29:47.762,11.56,-27.25,0.0,,3908.0,1.255037e-07,Below Threshold,30587.762,False,951116
GRB 951117A,1995-11-17,285.79,37.05,1995-11-17 02:48:38.066,285.79,37.05,0.0,,3909.0,2.73816e-07,Below Threshold,10118.066,False,951117
GRB 951119B,1995-11-19,306.46,-40.71,1995-11-19 08:17:12.114,306.46,-40.71,0.0,,3912.0,8.766100000000001e-07,Below Threshold,29832.114,False,951119
GRB 951119C,1995-11-19,78.94999999999999,24.860000000000003,1995-11-19 20:30:15.730,78.95,24.86,0.0,,3913.0,1.278382e-06,Below Threshold,73815.73,False,951119B
GRB 951120A,1995-11-20,136.91,-33.19,1995-11-20 03:24:10.802,136.91,-33.19,0.0,,3914.0,8.327411000000002e-08,Below Threshold,12250.802,False,951120B
GRB 951121,1995-11-21,206.54,-21.7,1995-11-21 06:11:21.394,206.54,-21.7,0.0,,3916.0,9.8905e-07,Below Threshold,22281.394,False,951121
GRB 951123,1995-11-23,53.74999999999999,24.5,1995-11-23 18:10:05.618,53.75,24.5,0.0,,3917.0,3.267695000000001e-06,Below Threshold,65405.618,False,951123
GRB 951124A,1995-11-24,73.32,51.68,1995-11-24 05:54:18.930,73.32,51.68,0.0,,3918.0,2.1515700000000003e-06,Below Threshold,21258.93,False,951124
GRB 951127,1995-11-27,189.92,44.59,1995-11-27 12:14:39.538,189.92,44.59,0.0,,3924.0,1.8993700000000002e-07,Below Threshold,44079.538,False,951127
GRB 951128A,1995-11-28,250.64,50.31,1995-11-28 10:26:40.946,250.64,50.31,0.0,,3926.0,2.8042628e-07,Below Threshold,37600.946,False,951128
GRB 951202,1995-12-02,328.06,-35.76,1995-12-02 10:51:40.082,328.06,-35.76,0.0,,3929.0,2.3484800000000003e-06,Below Threshold,39100.082,False,951202
GRB 951203,1995-12-03,279.84,-19.25,1995-12-03 01:06:27.634,279.84,-19.25,0.0,,3930.0,1.182579e-05,Above Threshold,3987.634,True,951203
GRB 951207,1995-12-07,189.67,1.15,1995-12-07 13:28:10.162,189.67,1.15,0.0,,3935.0,7.11203e-07,Below Threshold,48490.162,False,951207
GRB 951211B,1995-12-11,58.66,13.73,1995-12-11 13:38:19.442,58.66,13.73,0.0,,3941.0,6.372199999999999e-08,Below Threshold,49099.442,False,951211B
GRB 951213,1995-12-13,283.98,-6.819999999999999,1995-12-13 04:57:32.082,283.98,-6.82,0.0,,3954.0,2.7525900000000003e-06,Below Threshold,17852.082,False,951213
GRB 951219,1995-12-19,240.79,60.51,1995-12-19 16:51:19.730,240.79,60.51,0.0,,4039.0,8.303870000000002e-06,Below Threshold,60679.73,False,951219
GRB 951220,1995-12-20,104.53,23.2,1995-12-20 08:51:21.906,104.53,23.2,0.0,,4048.0,1.608164e-06,Below Threshold,31881.906,False,951220
GRB 951224,1995-12-24,226.35,-35.87,1995-12-24 01:54:01.010,226.35,-35.87,0.0,,4095.0,5.36694e-08,Below Threshold,6841.01,False,951224
GRB 951227,1995-12-27,68.60999999999999,1.59,1995-12-27 22:00:00.946,68.61,1.59,0.0,,4146.0,4.55897e-07,Below Threshold,79200.946,False,951227
GRB 951228,1995-12-28,93.13,28.22,1995-12-28 15:47:26.002,93.13,28.22,0.0,,4157.0,4.67044e-07,Below Threshold,56846.002,False,951228
GRB 960102,1996-01-02,64.32,-60.97,1996-01-02 20:20:54.602,64.32,-60.97,0.0,,4216.0,5.63961e-07,Below Threshold,73254.602,False,960102
GRB 960111,1996-01-11,138.06999999999996,48.17,1996-01-11 12:55:23.914,138.07,48.17,0.0,,4312.0,4.10533e-07,Below Threshold,46523.914,False,960111
GRB 960113,1996-01-13,230.26999999999995,6.2,1996-01-13 15:33:43.754,230.27,6.2,0.0,,4350.0,1.3619200000000002e-06,Below Threshold,56023.754,False,960113
GRB 960114,1996-01-14,216.19,-29.73,1996-01-14 12:15:04.778,216.19,-29.73,0.0,,4368.0,2.20343e-05,Above Threshold,44104.778,False,960114
GRB 960115,1996-01-15,228.58,17.12,1996-01-15 17:21:32.362,228.58,17.12,0.0,,4388.0,2.5079800000000005e-07,Below Threshold,62492.362,False,960115
GRB 960124A,1996-01-24,51.03999999999999,54.05,1996-01-24 00:56:25.994,51.04,54.05,0.0,,4556.0,3.63946e-06,Below Threshold,3385.994,False,960124
GRB 960124B,1996-01-24,231.92,-4.23,1996-01-24 21:08:13.898,231.92,-4.23,0.0,,4569.0,2.77068e-07,Below Threshold,76093.898,False,960124B
GRB 960129B,1996-01-29,192.74,-21.17,1996-01-29 15:24:20.554,192.74,-21.17,0.0,,4653.0,3.40523e-07,Below Threshold,55460.554,False,960129
GRB 960201,1996-02-01,358.04999999999995,14.46,1996-02-01 21:48:43.338,358.05,14.46,0.0,,4701.0,3.5286800000000005e-06,Below Threshold,78523.338,False,960201
GRB 960202,1996-02-02,215.04,-64.63,1996-02-02 14:05:51.434,215.04,-64.63,0.0,,4710.0,4.09126e-07,Below Threshold,50751.434,False,960202
GRB 960205B,1996-02-05,110.11,-41.99,1996-02-05 09:34:49.034,110.11,-41.99,0.0,,4745.0,9.51377e-07,Below Threshold,34489.034,False,960205
GRB 960210,1996-02-10,232.29999999999995,77.01,1996-02-10 09:46:37.642,232.3,77.01,0.0,,4814.0,2.83231e-07,Below Threshold,35197.642,False,960210
GRB 960219,1996-02-19,256.11999999999995,19.610000000000003,1996-02-19 19:52:20.426,256.12,19.61,0.0,,4939.0,2.63134e-07,Below Threshold,71540.426,False,960219
GRB 960221,1996-02-21,47.76999999999999,-31.24,1996-02-21 05:21:47.210,47.77,-31.24,0.0,,4959.0,4.2215500000000004e-07,Below Threshold,19307.21,False,960221
GRB 960229B,1996-02-29,358.22,12.4,1996-02-29 23:56:04.938,358.22,12.4,0.0,,5080.0,2.123640000000001e-07,Below Threshold,86164.938,False,960229
GRB 960316,1996-03-16,223.0,-70.17,1996-03-16 18:34:44.298,223.0,-70.17,0.0,,5255.0,3.146600000000001e-07,Below Threshold,66884.298,False,960316
GRB 960322A,1996-03-22,96.98,-54.61,1996-03-22 05:27:21.418,96.98,-54.61,0.0,,5304.0,7.82907e-06,Below Threshold,19641.418,False,960322
GRB 960322B,1996-03-22,177.51999999999998,-29.57,1996-03-22 12:29:23.530,177.52,-29.57,0.0,,5305.0,3.81498e-07,Below Threshold,44963.53,False,960322B
GRB 960330,1996-03-30,26.11,-21.91,1996-03-30 00:20:43.850,26.11,-21.91,0.0,,5379.0,4.780560000000001e-07,Below Threshold,1243.85,False,960330
GRB 960331A,1996-03-31,274.81,15.19,1996-03-31 00:47:10.026,274.81,15.19,0.0,,5387.0,3.6548380000000003e-07,Below Threshold,2830.026,False,960331B
GRB 960331B,1996-03-31,111.86,-20.39,1996-03-31 05:53:26.986,111.86,-20.39,0.0,,5389.0,7.0269e-07,Below Threshold,21206.986,False,960331
GRB 960403A,1996-04-03,211.58,18.9,1996-04-03 08:37:02.794,211.58,18.9,0.0,,5407.0,5.903550000000001e-07,Below Threshold,31022.794,False,960403B
GRB 960403B,1996-04-03,106.97999999999998,19.81,1996-04-03 17:38:25.098,106.98,19.81,0.0,,5409.0,1.11994e-06,Below Threshold,63505.098,False,960403
GRB 960405A,1996-04-05,69.67999999999998,26.790000000000003,1996-04-05 16:31:40.234,69.68,26.79,0.0,,5411.0,1.469577e-07,Below Threshold,59500.234,False,960405B
GRB 960405B,1996-04-05,332.04999999999995,-14.22,1996-04-05 18:42:03.594,332.05,-14.22,0.0,,5412.0,1.03756e-06,Below Threshold,67323.594,False,960405
GRB 960409A,1996-04-09,224.62,67.28,1996-04-09 12:16:06.090,224.62,67.28,0.0,,5415.0,3.5503e-07,Below Threshold,44166.09,False,960409C
GRB 960409C,1996-04-09,42.54,41.92,1996-04-09 21:25:44.970,42.54,41.92,0.0,,5417.0,1.059044e-06,Below Threshold,77144.97,False,960409
GRB 960411B,1996-04-11,147.86,-5.74,1996-04-11 05:52:48.842,147.86,-5.74,0.0,,5419.0,3.523383e-07,Below Threshold,21168.842,False,960411
GRB 960412,1996-04-12,265.80999999999995,-1.19,1996-04-12 21:55:01.962,265.81,-1.19,0.0,,5420.0,7.45156e-07,Below Threshold,78901.962,False,960412
GRB 960414,1996-04-14,351.0399999999999,-45.14,1996-04-14 03:37:45.930,351.04,-45.14,0.0,,5421.0,1.5000200000000002e-06,Below Threshold,13065.93,False,960414
GRB 960415A,1996-04-15,159.09999999999997,-56.81,1996-04-15 04:51:43.946,159.1,-56.81,0.0,,5423.0,5.71565e-08,Below Threshold,17503.946,False,960415C
GRB 960416,1996-04-16,66.85,73.6,1996-04-16 04:08:59.850,66.85,73.6,0.0,,5428.0,1.18329e-07,Below Threshold,14939.85,False,960416
GRB 960417A,1996-04-17,50.18,-4.27,1996-04-17 03:03:23.722,50.18,-4.27,0.0,,5429.0,1.4466300000000002e-06,Below Threshold,11003.722,False,960417
GRB 960418A,1996-04-18,170.5,0.4194444444444444,1996-04-18 01:41:44.522,170.5,0.42,0.001,,5433.0,6.08056e-07,Below Threshold,6104.522,False,960418B
GRB 960418B,1996-04-18,91.12,7.91,1996-04-18 04:13:50.666,91.12,7.91,0.0,,5434.0,3.17493e-07,Below Threshold,15230.666,False,960418C
GRB 960420,1996-04-20,234.25,-27.23,1996-04-20 04:40:44.362,234.25,-27.23,0.0,,5439.0,2.684784e-07,Below Threshold,16844.362,False,960420
GRB 960425B,1996-04-25,9.791666666666666,56.51,1996-04-25 23:59:50.986,9.8,56.51,0.005,,5447.0,9.4778e-07,Below Threshold,86390.986,False,960425B
GRB 960428,1996-04-28,304.2399999999999,35.13,1996-04-28 13:12:32.202,304.24,35.13,0.0,,5450.0,1.6674630000000002e-06,Below Threshold,47552.202,False,960428
GRB 960430,1996-04-30,11.799999999999995,-51.49,1996-04-30 13:51:26.922,11.8,-51.49,0.0,,5451.0,8.48808e-07,Below Threshold,49886.922,False,960430
GRB 960508A,1996-05-08,141.96999999999997,-45.44,1996-05-08 13:30:08.906,141.97,-45.44,0.0,,5454.0,3.073710000000001e-07,Below Threshold,48608.906,False,960508
GRB 960508B,1996-05-08,258.31999999999994,-77.61999999999999,1996-05-08 19:00:05.450,258.32,-77.62,0.0,,5456.0,1.2392980000000001e-07,Below Threshold,68405.45,False,960508B
GRB 960516B,1996-05-16,208.76,61.88,1996-05-16 18:37:19.434,208.76,61.88,0.0,,5463.0,1.239274e-06,Below Threshold,67039.434,False,960516B
GRB 960516C,1996-05-16,62.28,-18.07,1996-05-16 23:24:08.266,62.28,-18.07,0.0,,5464.0,8.31102e-07,Below Threshold,84248.266,False,960516
GRB 960518,1996-05-18,130.61999999999995,1.14,1996-05-18 12:43:04.778,130.62,1.14,0.0,,5465.0,3.4722600000000004e-08,Below Threshold,45784.778,False,960518
GRB 960521A,1996-05-21,303.24999999999994,55.77,1996-05-21 08:05:46.826,303.25,55.77,0.0,,5466.0,2.5604e-07,Below Threshold,29146.826,False,960521
GRB 960521B,1996-05-21,251.54999999999995,41.07,1996-05-21 09:23:26.730,251.55,41.07,0.0,,5467.0,2.373283e-07,Below Threshold,33806.73,False,960521B
GRB 960523B,1996-05-23,46.74999999999999,-63.32,1996-05-23 16:32:01.802,46.75,-63.32,0.0,,5470.0,2.168424e-06,Below Threshold,59521.802,False,960523
GRB 960524B,1996-05-24,160.82,2.6,1996-05-24 09:05:26.730,160.82,2.6,0.0,,5472.0,4.011170000000001e-07,Below Threshold,32726.73,False,960524B
GRB 960524C,1996-05-24,358.52,-24.77,1996-05-24 20:09:09.066,358.52,-24.77,0.0,,5473.0,2.62004e-06,Below Threshold,72549.066,False,960524
GRB 960525,1996-05-25,139.07,53.77,1996-05-25 23:32:30.026,139.07,53.77,0.0,,5474.0,2.7080700000000005e-07,Below Threshold,84750.026,False,960525
GRB 960527,1996-05-27,186.07,1.08,1996-05-27 15:48:42.314,186.07,1.08,0.0,,5475.0,6.7322e-07,Below Threshold,56922.314,False,960527
GRB 960528,1996-05-28,291.86,22.03,1996-05-28 02:14:22.666,291.86,22.03,0.0,,5476.0,4.6520700000000004e-07,Below Threshold,8062.666,False,960528
GRB 960529,1996-05-29,14.4,48.89,1996-05-29 12:07:45.098,14.4,48.89,0.0,,5477.0,1.1115547e-05,Above Threshold,43665.098,False,960529
GRB 960530,1996-05-30,143.41,-53.79,1996-05-30 17:18:19.082,143.41,-53.79,0.0,,5478.0,1.17303e-06,Below Threshold,62299.082,False,960530
GRB 960531A,1996-05-31,34.209999999999994,-28.5,1996-05-31 01:54:35.594,34.21,-28.5,0.0,,5479.0,1.24364e-06,Below Threshold,6875.594,False,960531
GRB 960531B,1996-05-31,179.99999999999997,80.77,1996-05-31 08:56:41.418,180.0,80.77,0.0,,5480.0,2.891580000000001e-07,Below Threshold,32201.418,False,960531B
GRB 960601A,1996-06-01,208.81,-56.48,1996-06-01 04:45:49.642,208.81,-56.48,0.0,,5482.0,1.8589300000000003e-06,Below Threshold,17149.642,False,960601B
GRB 960601B,1996-06-01,5.570833333333333,64.8,1996-06-01 18:12:56.010,5.57,64.8,0.0,,5483.0,4.1774600000000007e-08,Below Threshold,65576.01,False,960601
GRB 960602,1996-06-02,272.72,-35.19,1996-06-02 03:59:43.050,272.72,-35.19,0.0,,5484.0,6.379770000000001e-07,Below Threshold,14383.05,False,960602
GRB 960604,1996-06-04,313.9,-26.93,1996-06-04 20:27:48.298,313.9,-26.93,0.0,,5485.0,5.0926100000000014e-08,Below Threshold,73668.298,False,960604
GRB 960605A,1996-06-05,154.26,-1.98,1996-06-05 08:09:52.138,154.26,-1.98,0.0,,5486.0,9.28408e-06,Below Threshold,29392.138,False,960605
GRB 960605B,1996-06-05,244.06,52.8,1996-06-05 13:11:35.882,244.06,52.8,0.0,,5487.0,7.761400000000002e-08,Below Threshold,47495.882,False,960605B
GRB 960607B,1996-06-07,48.43,75.1,1996-06-07 21:41:15.594,48.43,75.1,0.0,,5489.0,5.09214e-06,Below Threshold,78075.594,False,960607
GRB 960608A,1996-06-08,255.95,-13.09,1996-06-08 15:33:32.490,255.95,-13.09,0.0,,5490.0,1.2789300000000002e-07,Below Threshold,56012.49,False,960608
GRB 960610,1996-06-10,328.23999999999995,-29.35,1996-06-10 21:23:02.986,328.24,-29.35,0.0,,5492.0,6.58249e-07,Below Threshold,76982.986,False,960610
GRB 960612,1996-06-12,22.25,6.34,1996-06-12 05:42:32.394,22.25,6.34,0.0,,5493.0,6.437280000000001e-07,Below Threshold,20552.394,False,960612
GRB 960613A,1996-06-13,276.53,-66.46000000000001,1996-06-13 00:03:44.970,276.53,-66.46,0.0,,5494.0,1.148271e-07,Below Threshold,224.97,False,960613B
GRB 960613B,1996-06-13,221.7,35.97,1996-06-13 13:41:09.194,221.7,35.97,0.0,,5495.0,3.36636e-07,Below Threshold,49269.194,False,960613
GRB 960615A,1996-06-15,110.93,51.13,1996-06-15 02:06:28.042,110.93,51.13,0.0,,5497.0,3.207680000000001e-07,Below Threshold,7588.042,False,960615
GRB 960617A,1996-06-17,310.11,-44.72,1996-06-17 03:38:58.634,310.11,-44.72,0.0,,5503.0,1.6220600000000004e-07,Below Threshold,13138.634,False,960617
GRB 960617B,1996-06-17,161.14,-30.9,1996-06-17 21:09:56.298,161.14,-30.9,0.0,,5504.0,7.875900000000001e-08,Below Threshold,76196.298,False,960617B
