trigger,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime
1872,4B,920824,8858,39183.106,228.59,-51.79,324.2,5.08,0.33,92.03,N,N,2448858.5,1992-08-24 10:53:03.106
1882,4B,920829,8863,43899.778,182.27,14.03,263.81,73.59,4.19,97.61,N,N,2448863.5,1992-08-29 12:11:39.778
1883,4B,920830,8864,6317.57,258.53,-73.99,318.42,-19.7,0.54,115.35,N,N,2448864.5,1992-08-30 01:45:17.570
1885,4B,920901,8866,21975.682,261.65,16.06,38.52,25.82,2.33,140.16,N,N,2448866.5,1992-09-01 06:06:15.682
1886,4B,920902,8867,1736.322,279.15,-20.7,12.8,-6.16,2.29,121.79,N,N,2448867.5,1992-09-02 00:28:56.322
1887,4B,920902B,8867,66148.418,52.58,-76.65,292.28,-37.0,2.75,122.25,N,N,2448867.5,1992-09-02 18:22:28.418
1888,4B,920903,8868,2957.186,61.97,-68.37,281.71,-39.69,0.75,113.02,N,N,2448868.5,1992-09-03 00:49:17.186
1912,4B,920908,8873,30104.898,101.46,-20.72,230.97,-10.47,4.15,140.32,N,N,2448873.5,1992-09-08 08:21:44.898
1922,4B,920912,8877,16866.946,256.11,-13.72,7.61,16.32,1.63,84.38,N,N,2448877.5,1992-09-12 04:41:06.946
1924,4B,920913,8878,14101.122,351.58,53.61,110.4,-7.18,2.95,84.41,N,N,2448878.5,1992-09-13 03:55:01.122
1934,4B,920917,8882,41728.13,14.39,47.54,124.0,-15.32,1.89,104.14,N,N,2448882.5,1992-09-17 11:35:28.130
1948,4B,920920,8885,4419.202,150.57,20.01,214.06,50.78,4.72,87.79,N,N,2448885.5,1992-09-20 01:13:39.202
1953,4B,920924,8889,65458.562,126.68,-68.74,282.62,-17.13,4.87,83.69,N,N,2448889.5,1992-09-24 18:10:58.562
1954,4B,920925B,8890,31838.85,129.72,-58.69,274.81,-10.4,5.05,96.52,N,N,2448890.5,1992-09-25 08:50:38.850
1956,4B,920925,8890,78316.162,160.26,67.38,140.03,45.18,1.34,104.41,N,N,2448890.5,1992-09-25 21:45:16.162
1962,4B,920928,8893,64278.594,322.77,9.38,62.74,-29.28,21.5,144.17,N,N,2448893.5,1992-09-28 17:51:18.594
1967,4B,921001,8896,14633.858,324.43,32.28,82.07,-14.82,1.33,117.06,N,N,2448896.5,1992-10-01 04:03:53.858
1968,4B,921001B,8896,25780.866,238.73,-7.43,1.8,33.75,7.16,111.94,N,N,2448896.5,1992-10-01 07:09:40.866
1970,4B,921002B,8897,41363.074,133.65,0.98,227.18,27.6,25.95,142.41,N,N,2448897.5,1992-10-02 11:29:23.074
1973,4B,921002,8897,85860.866,231.95,11.98,18.26,50.39,3.73,79.06,N,N,2448897.5,1992-10-02 23:51:00.866
1974,4B,921003,8898,23740.034,150.32,-14.71,253.05,31.23,0.55,79.81,N,N,2448898.5,1992-10-03 06:35:40.034
1975,4B,921003B,8898,81716.866,85.42,14.62,191.79,-8.22,5.23,163.11,N,N,2448898.5,1992-10-03 22:41:56.866
1976,4B,921004,8899,67721.73,209.11,6.87,343.19,64.53,13.12,87.55,N,N,2448899.5,1992-10-04 18:48:41.730
1982,4B,921008,8903,76057.218,257.61,87.18,120.04,28.3,1.11,97.29,N,N,2448903.5,1992-10-08 21:07:37.218
1983,4B,921009,8904,24070.786,120.41,-29.1,246.51,0.73,0.39,116.91,N,N,2448904.5,1992-10-09 06:41:10.786
1986,4B,921011,8906,34407.042,323.55,55.55,97.5,2.74,6.59,76.66,N,N,2448906.5,1992-10-11 09:33:27.042
1988,4B,921013,8908,73952.322,87.26,1.53,204.29,-13.12,0.99,120.95,N,N,2448908.5,1992-10-13 20:32:32.322
1989,4B,921015,8910,5792.386,123.04,41.69,178.84,32.18,0.95,97.93,N,N,2448910.5,1992-10-15 01:36:32.386
1991,4B,921017,8912,86113.154,198.49,-17.23,310.58,45.3,6.1,87.77,N,N,2448912.5,1992-10-17 23:55:13.154
1992,4B,921018,8913,32964.226,186.35,52.41,132.1,64.25,18.58,97.93,N,N,2448913.5,1992-10-18 09:09:24.226
1993,4B,921021,8916,66043.778,241.05,36.24,57.98,48.42,1.65,156.3,N,N,2448916.5,1992-10-21 18:20:43.778
1996,4B,921022C,8917,17747.586,200.15,-55.3,307.11,7.34,4.51,125.44,N,N,2448917.5,1992-10-22 04:55:47.586
1997,4B,921022,8917,55259.458,253.78,-12.42,7.39,18.93,0.41,76.04,N,N,2448917.5,1992-10-22 15:20:59.458
1999,4B,921022B,8917,80903.81,108.17,45.03,172.49,22.39,6.32,93.68,N,N,2448917.5,1992-10-22 22:28:23.810
2002,4B,921023,8918,37598.658,224.44,19.27,24.53,60.02,1.57,115.36,N,N,2448918.5,1992-10-23 10:26:38.658
2003,4B,921023B,8918,69284.866,136.62,-33.95,258.65,8.95,11.16,113.42,N,N,2448918.5,1992-10-23 19:14:44.866
2005,4B,921024,8919,85185.154,181.78,-70.9,299.29,-8.34,11.2,74.48,N,N,2448919.5,1992-10-24 23:39:45.154
2018,4B,921029B,8924,45476.482,34.14,-1.57,165.12,-57.3,1.67,158.75,N,N,2448924.5,1992-10-29 12:37:56.482
2019,4B,921029,8924,65813.122,128.61,63.81,152.13,35.44,1.03,97.2,N,N,2448924.5,1992-10-29 18:16:53.122
2020,4B,921030,8925,4591.49,86.16,6.86,198.97,-11.51,1.75,142.11,N,N,2448925.5,1992-10-30 01:16:31.490
2029,4B,921030B,8925,85118.594,141.78,64.51,149.15,40.71,5.76,75.25,Y,N,2448925.5,1992-10-30 23:38:38.594
2030,4B,921031B,8926,14954.114,204.97,17.33,354.23,75.13,6.76,95.69,N,N,2448926.5,1992-10-31 04:09:14.114
2035,4B,921031,8926,64805.506,294.54,12.71,49.59,-4.33,6.17,171.79,Y,N,2448926.5,1992-10-31 18:00:05.506
2037,4B,921101,8927,65035.714,324.62,47.36,92.51,-3.79,1.28,73.03,N,N,2448927.5,1992-11-01 18:03:55.714
2039,4B,921102C,8928,33797.25,218.3,-9.07,340.73,46.2,2.37,129.81,N,N,2448928.5,1992-11-02 09:23:17.250
2040,4B,921102B,8928,56828.482,218.08,-25.67,329.82,31.88,4.65,122.2,N,N,2448928.5,1992-11-02 15:47:08.482
2041,4B,921102,8928,82808.45,134.42,-30.76,254.98,9.62,2.86,150.53,N,N,2448928.5,1992-11-02 23:00:08.450
2043,4B,921108,8934,32977.282,111.25,39.43,179.01,22.95,6.05,115.45,N,N,2448934.5,1992-11-08 09:09:37.282
2044,4B,921109,8935,70809.218,213.46,-33.07,322.21,26.7,2.88,126.45,N,N,2448935.5,1992-11-09 19:40:09.218
2045,4B,921110C,8936,9988.738,33.57,-27.86,220.0,-71.64,9.84,96.16,N,N,2448936.5,1992-11-10 02:46:28.738
2046,4B,921110B,8936,34073.218,155.34,17.19,221.0,54.01,2.73,93.85,N,N,2448936.5,1992-11-10 09:27:53.218
2047,4B,921110,8936,49138.818,59.89,33.81,161.83,-14.5,4.81,110.3,N,N,2448936.5,1992-11-10 13:38:58.818
2048,4B,921111,8937,23463.554,303.8,58.92,93.26,13.08,1.37,85.71,N,N,2448937.5,1992-11-11 06:31:03.554
2049,4B,921111B,8937,33789.122,51.92,-39.54,244.06,-55.41,10.98,118.57,N,N,2448937.5,1992-11-11 09:23:09.122
2050,4B,921112C,8938,19998.338,170.53,-66.23,294.09,-4.9,3.42,84.09,N,N,2448938.5,1992-11-12 05:33:18.338
2051,4B,921112B,8938,33968.258,288.69,-45.72,351.88,-22.93,2.21,137.56,N,N,2448938.5,1992-11-12 09:26:08.258
2052,4B,921112D,8938,45968.514,76.94,-88.95,301.87,-27.58,7.79,102.99,N,N,2448938.5,1992-11-12 12:46:08.514
2053,4B,921112,8938,59294.466,77.98,30.21,174.89,-5.4,2.01,82.82,N,N,2448938.5,1992-11-12 16:28:14.466
2054,4B,921113,8939,1527.426,151.56,81.29,129.82,33.5,18.3,82.54,N,N,2448939.5,1992-11-13 00:25:27.426
2056,4B,921115,8941,71367.682,306.44,-48.31,351.22,-35.26,12.67,102.77,N,N,2448941.5,1992-11-15 19:49:27.682
2060,4B,921117,8943,12257.538,48.77,29.13,157.06,-24.06,3.15,150.91,N,N,2448943.5,1992-11-17 03:24:17.538
2061,4B,921118,8944,79904.386,350.45,50.32,108.62,-10.05,1.07,122.06,N,N,2448944.5,1992-11-18 22:11:44.386
2067,4B,921123,8949,22711.682,334.24,-53.25,339.69,-51.39,0.72,114.86,N,N,2448949.5,1992-11-23 06:18:31.682
2068,4B,921123B,8949,46583.682,163.69,-33.58,276.69,23.28,1.48,114.51,N,N,2448949.5,1992-11-23 12:56:23.682
2069,4B,921127,8953,487.042,129.03,-63.15,278.32,-13.27,8.57,117.68,N,N,2448953.5,1992-11-27 00:08:07.042
2070,4B,921128,8954,37492.098,294.51,-38.96,0.28,-25.24,3.19,113.9,N,N,2448954.5,1992-11-28 10:24:52.098
2073,4B,921202,8958,22345.602,189.85,67.93,124.66,49.16,4.53,89.5,N,N,2448958.5,1992-12-02 06:12:25.602
2074,4B,921203,8959,78262.914,233.62,21.03,32.64,52.46,0.74,135.48,N,N,2448959.5,1992-12-03 21:44:22.914
2077,4B,921205,8961,1948.29,339.12,5.8,73.14,-43.65,3.78,121.38,N,N,2448961.5,1992-12-05 00:32:28.290
2079,4B,921206B,8962,63289.986,314.22,62.02,98.87,10.68,2.79,142.2,N,Y,2448962.5,1992-12-06 17:34:49.986
2080,4B,921206,8962,66259.33,176.48,45.72,153.63,67.31,0.77,101.42,Y,N,2448962.5,1992-12-06 18:24:19.330
2081,4B,921207B,8963,3922.562,357.7,26.91,106.59,-34.03,3.15,101.0,N,N,2448963.5,1992-12-07 01:05:22.562
2083,4B,921207,8963,57647.938,306.33,-42.93,357.76,-34.76,0.44,87.03,Y,N,2448963.5,1992-12-07 16:00:47.938
2087,4B,921208,8964,40774.402,7.44,55.75,119.86,-6.99,2.36,127.72,N,N,2448964.5,1992-12-08 11:19:34.402
2089,4B,921209B,8965,9656.706,172.98,61.45,138.66,53.18,0.51,77.89,N,N,2448965.5,1992-12-09 02:40:56.706
2090,4B,921209,8965,41738.754,332.97,-52.02,342.0,-51.23,0.68,100.38,N,N,2448965.5,1992-12-09 11:35:38.754
2093,4B,921211,8967,52232.834,18.39,47.47,126.8,-15.24,3.14,113.56,N,N,2448967.5,1992-12-11 14:30:32.834
2095,4B,921214,8970,50764.674,306.22,44.12,81.6,3.67,5.73,156.69,N,N,2448970.5,1992-12-14 14:06:04.674
2099,4B,921216,8972,30669.954,161.48,22.44,215.33,61.2,4.32,140.42,N,N,2448972.5,1992-12-16 08:31:09.954
2101,4B,921217,8973,70475.394,88.89,21.24,187.76,-2.01,2.44,104.07,N,N,2448973.5,1992-12-17 19:34:35.394
2102,4B,921218,8974,9002.626,355.62,-55.31,322.14,-59.17,1.76,122.34,N,N,2448974.5,1992-12-18 02:30:02.626
2103,4B,921219,8975,49223.106,335.98,-31.46,16.25,-57.7,6.67,144.35,N,N,2448975.5,1992-12-19 13:40:23.106
2104,4B,921220,8976,4770.434,223.88,31.99,50.7,62.68,22.45,141.67,N,N,2448976.5,1992-12-20 01:19:30.434
2105,4B,921222,8978,73972.866,85.68,-15.64,219.77,-22.09,4.85,118.1,N,N,2448978.5,1992-12-22 20:32:52.866
2106,4B,921227,8983,45848.194,206.33,-25.65,317.91,35.65,1.04,124.63,N,N,2448983.5,1992-12-27 12:44:08.194
2107,4B,921228B,8984,2841.218,263.19,-55.67,335.81,-11.98,1.89,73.79,N,N,2448984.5,1992-12-28 00:47:21.218
2108,4B,921228,8984,51588.738,67.67,-57.71,267.43,-41.26,3.45,92.54,N,N,2448984.5,1992-12-28 14:19:48.738
2110,4B,921230,8986,32270.978,19.52,17.21,131.98,-45.19,0.33,123.33,N,N,2448986.5,1992-12-30 08:57:50.978
2111,4B,921230B,8986,50745.986,150.54,28.63,200.48,52.76,1.71,136.28,N,N,2448986.5,1992-12-30 14:05:45.986
2112,4B,921230C,8986,56461.954,221.86,34.16,55.86,64.18,4.08,165.34,N,N,2448986.5,1992-12-30 15:41:01.954
2114,4B,930102,8989,40559.234,220.54,10.46,5.66,59.07,4.04,140.5,N,N,2448989.5,1993-01-02 11:15:59.234
2115,4B,930103,8990,4529.986,199.9,0.26,318.23,62.3,4.3,76.79,N,N,2448990.5,1993-01-03 01:15:29.986
2116,4B,930103B,8990,13813.122,198.66,25.22,14.08,84.45,9.43,173.0,N,N,2448990.5,1993-01-03 03:50:13.122
2117,4B,930104B,8991,3601.794,85.84,37.26,172.65,3.94,10.07,144.06,N,N,2448991.5,1993-01-04 01:00:01.794
2118,4B,930104,8991,39827.074,312.27,29.11,72.49,-9.21,3.16,119.27,N,N,2448991.5,1993-01-04 11:03:47.074
2119,4B,930106C,8993,35145.09,199.46,-15.43,312.27,46.96,1.81,123.7,N,N,2448993.5,1993-01-06 09:45:45.090
2120,4B,930106D,8993,50184.834,252.71,70.52,102.23,35.38,5.8,83.89,N,N,2448993.5,1993-01-06 13:56:24.834
2121,4B,930106,8993,56259.394,6.08,2.0,109.21,-60.14,0.53,95.64,N,N,2448993.5,1993-01-06 15:37:39.394
2122,4B,930106B,8993,71835.266,124.79,-32.62,251.51,1.96,0.68,85.65,N,N,2448993.5,1993-01-06 19:57:15.266
2123,4B,930108,8995,8935.042,94.62,-30.44,237.74,-19.93,0.99,97.23,N,N,2448995.5,1993-01-08 02:28:55.042
2124,4B,930109,8996,37781.634,77.12,26.02,177.85,-8.47,3.52,77.5,N,N,2448996.5,1993-01-09 10:29:41.634
2125,4B,930110,8997,6698.69,99.84,1.71,210.03,-1.9,3.33,71.75,N,N,2448997.5,1993-01-10 01:51:38.690
2126,4B,930110B,8997,22954.434,239.92,28.8,46.65,48.68,1.74,78.73,N,N,2448997.5,1993-01-10 06:22:34.434
2127,4B,930112,8999,13650.818,226.32,27.74,41.97,60.39,1.22,130.47,N,N,2448999.5,1993-01-12 03:47:30.818
2128,4B,930112B,8999,55082.114,210.1,51.92,99.99,62.03,1.02,74.2,N,N,2448999.5,1993-01-12 15:18:02.114
2129,4B,930113,9000,542.338,328.32,9.54,67.01,-33.37,8.56,158.45,N,N,2449000.5,1993-01-13 00:09:02.338
2131,4B,930113B,9000,21945.474,341.75,-40.62,357.12,-61.07,11.26,128.24,N,N,2449000.5,1993-01-13 06:05:45.474
2132,4B,930113C,9000,55858.946,42.11,84.41,125.88,22.22,9.51,89.43,N,N,2449000.5,1993-01-13 15:30:58.946
2133,4B,930114B,9001,2690.69,283.66,60.03,90.1,22.88,5.11,107.92,N,N,2449001.5,1993-01-14 00:44:50.690
2134,4B,930114,9001,16014.722,90.99,-21.23,227.37,-19.62,5.87,124.63,N,N,2449001.5,1993-01-14 04:26:54.722
2136,4B,930116,9003,10022.018,246.99,15.91,31.98,38.8,1.02,133.93,N,N,2449003.5,1993-01-16 02:47:02.018
2138,4B,930120,9007,84700.29,261.31,14.74,37.03,25.6,2.14,113.69,N,N,2449007.5,1993-01-20 23:31:40.290
2140,4B,930121B,9008,33430.146,8.48,-20.81,89.7,-82.52,3.64,80.79,N,N,2449008.5,1993-01-21 09:17:10.146
2141,4B,930121,9008,43932.29,23.63,11.56,139.45,-49.92,1.69,124.64,N,N,2449008.5,1993-01-21 12:12:12.290
2142,4B,930122,9009,44478.85,59.5,-11.93,203.17,-43.79,3.33,108.19,N,N,2449009.5,1993-01-22 12:21:18.850
2143,4B,930123,9010,67521.154,60.39,38.34,159.03,-10.86,2.59,85.52,N,N,2449010.5,1993-01-23 18:45:21.154
2145,4B,930124,9011,65818.242,287.29,-79.45,314.81,-27.44,16.35,83.62,N,N,2449011.5,1993-01-24 18:16:58.242
2146,4B,930125,9012,74740.93,139.38,-57.8,277.43,-5.95,9.75,124.99,N,N,2449012.5,1993-01-25 20:45:40.930
2147,4B,930126,9013,40961.666,359.25,50.26,114.1,-11.68,3.71,132.06,N,N,2449013.5,1993-01-26 11:22:41.666
2148,4B,930127B,9014,1723.01,245.3,-19.96,355.76,20.75,3.62,160.52,N,N,2449014.5,1993-01-27 00:28:43.010
2149,4B,930127,9014,58465.922,310.95,-39.63,2.3,-37.85,1.16,104.71,N,N,2449014.5,1993-01-27 16:14:25.922
2150,4B,930128,9015,39723.906,10.83,-9.99,116.19,-72.75,7.35,107.6,N,N,2449015.5,1993-01-28 11:02:03.906
2151,4B,930131,9018,68231.682,182.04,-8.24,284.91,53.11,2.16,171.58,N,N,2449018.5,1993-01-31 18:57:11.682
2152,4B,930131B,9018,76271.234,79.83,-2.6,204.4,-21.63,5.25,83.17,N,N,2449018.5,1993-01-31 21:11:11.234
2154,4B,930201C,9019,31641.0,95.5,-13.79,222.1,-12.67,9.35,85.15,N,N,2449019.5,1993-02-01 08:47:21.000
2155,4B,930201B,9019,49892.162,188.79,84.74,123.37,32.37,6.13,115.5,N,N,2449019.5,1993-02-01 13:51:32.162
2156,4B,930201,9019,60115.586,333.53,41.15,93.65,-12.61,1.26,115.93,N,N,2449019.5,1993-02-01 16:41:55.586
2159,4B,930203C,9021,3771.778,318.99,71.46,107.48,15.39,18.54,134.19,N,N,2449021.5,1993-02-03 01:02:51.778
2160,4B,930203,9021,36934.274,150.84,68.81,141.81,41.61,2.15,90.71,N,N,2449021.5,1993-02-03 10:15:34.274
2161,4B,930203B,9021,40948.802,227.43,2.5,2.26,48.77,13.3,161.96,N,N,2449021.5,1993-02-03 11:22:28.802
2162,4B,930204B,9022,45391.0,121.64,64.83,151.38,32.31,5.73,76.18,N,N,2449022.5,1993-02-04 12:36:31.000
2163,4B,930204,9022,81169.538,148.42,-48.75,275.35,4.37,6.36,96.42,N,N,2449022.5,1993-02-04 22:32:49.538
2166,4B,930205,9023,36631.17,278.0,-45.74,349.24,-15.9,5.98,78.22,N,N,2449023.5,1993-02-05 10:10:31.170
2167,4B,930206,9024,4608.322,10.35,-21.72,99.54,-84.13,3.48,168.07,N,N,2449024.5,1993-02-06 01:16:48.322
2169,4B,930206B,9024,54191.49,233.51,-66.15,318.37,-8.28,3.8,87.12,N,N,2449024.5,1993-02-06 15:03:11.490
2181,4B,930210,9028,7811.714,248.88,22.25,40.44,39.28,4.0,82.1,N,N,2449028.5,1993-02-10 02:10:11.714
2187,4B,930212,9030,41396.866,38.35,8.89,160.93,-46.32,3.7,102.99,N,N,2449030.5,1993-02-12 11:29:56.866
2188,4B,930213,9031,31926.914,13.93,49.41,123.65,-13.45,2.97,102.0,N,N,2449031.5,1993-02-13 08:52:06.914
2189,4B,930213B,9031,45944.45,199.97,-67.46,305.66,-4.73,2.89,88.3,N,N,2449031.5,1993-02-13 12:45:44.450
2190,4B,930214,9032,14897.794,255.35,17.99,37.98,32.13,1.57,103.12,N,N,2449032.5,1993-02-14 04:08:17.794
2191,4B,930214C,9032,27415.17,282.83,-44.51,351.74,-18.63,2.1,126.26,N,N,2449032.5,1993-02-14 07:36:55.170
2193,4B,930214B,9032,65578.626,194.8,26.77,21.78,88.23,1.03,126.92,N,N,2449032.5,1993-02-14 18:12:58.626
2197,4B,930217,9035,53078.402,117.78,0.98,218.97,13.71,2.27,111.06,N,N,2449035.5,1993-02-17 14:44:38.402
2198,4B,930218,9036,364.418,118.27,51.62,166.81,30.29,6.93,89.81,N,N,2449036.5,1993-02-18 00:06:04.418
2201,4B,930219,9037,12040.834,21.5,65.0,126.57,2.38,4.71,98.35,N,N,2449037.5,1993-02-19 03:20:40.834
2202,4B,930219D,9037,14345.858,330.63,35.08,88.01,-16.09,7.23,117.92,N,N,2449037.5,1993-02-19 03:59:05.858
2203,4B,930219B,9037,18492.546,242.82,57.51,88.19,43.8,2.48,135.1,N,N,2449037.5,1993-02-19 05:08:12.546
2204,4B,930219C,9037,30597.762,58.29,-30.05,228.22,-50.26,9.07,71.14,N,N,2449037.5,1993-02-19 08:29:57.762
2205,4B,930219E,9037,75245.954,302.41,20.02,59.77,-7.11,15.98,121.64,N,N,2449037.5,1993-02-19 20:54:05.954
2206,4B,930220,9038,5698.818,209.12,-61.75,310.55,0.15,10.71,90.95,N,N,2449038.5,1993-02-20 01:34:58.818
2207,4B,930221,9039,66187.906,145.13,-25.85,257.85,19.87,8.06,81.84,N,N,2449039.5,1993-02-21 18:23:07.906
2210,4B,930228,9046,29517.506,79.44,-9.77,211.18,-25.21,18.57,87.5,N,N,2449046.5,1993-02-28 08:11:57.506
2211,4B,930301,9047,56214.146,296.21,-40.44,359.06,-26.88,0.99,73.02,N,N,2449047.5,1993-03-01 15:36:54.146
2213,4B,930302,9048,77597.57,90.33,5.43,202.29,-8.57,0.62,122.46,Y,N,2449048.5,1993-03-02 21:33:17.570
2217,4B,930304,9050,31122.05,79.33,16.44,187.06,-12.23,4.11,124.71,N,N,2449050.5,1993-03-04 08:38:42.050
2219,4B,930305,9051,25897.346,40.92,-36.69,241.93,-64.45,2.47,91.89,N,N,2449051.5,1993-03-05 07:11:37.346
2220,4B,930305B,9051,38957.122,96.46,11.75,199.57,-0.25,3.98,153.78,N,N,2449051.5,1993-03-05 10:49:17.122
2228,4B,930309,9055,11269.762,325.41,51.73,95.78,-0.85,0.72,140.85,N,N,2449055.5,1993-03-09 03:07:49.762
2230,4B,930309B,9055,44876.418,32.57,-28.16,220.89,-72.52,7.34,122.48,N,N,2449055.5,1993-03-09 12:27:56.418
2232,4B,930310,9056,26360.13,284.35,-52.39,344.09,-22.05,0.89,94.08,N,N,2449056.5,1993-03-10 07:19:20.130
2233,4B,930311,9057,21398.146,126.89,-32.38,252.33,3.55,6.39,136.48,N,N,2449057.5,1993-03-11 05:56:38.146
2240,4B,930313,9059,39394.946,35.8,86.06,124.6,23.49,2.56,120.97,N,N,2449059.5,1993-03-13 10:56:34.946
2244,4B,930315,9061,2985.602,0.35,-10.89,84.61,-69.94,3.04,101.82,N,N,2449061.5,1993-03-15 00:49:45.602
2252,4B,930316,9062,81877.634,12.82,-62.67,302.97,-54.46,3.02,79.03,N,N,2449062.5,1993-03-16 22:44:37.634
2253,4B,930317,9063,57473.922,2.74,7.99,105.91,-53.54,1.76,126.88,N,N,2449063.5,1993-03-17 15:57:53.922
2254,4B,930318B,9064,25760.77,106.18,-19.14,231.5,-5.79,5.59,108.19,N,N,2449064.5,1993-03-18 07:09:20.770
2255,4B,930318,9064,44993.154,150.48,-18.85,256.48,28.35,1.09,107.65,N,N,2449064.5,1993-03-18 12:29:53.154
2265,4B,930324,9070,16887.234,180.2,59.57,134.5,56.4,8.32,100.26,N,N,2449070.5,1993-03-24 04:41:27.234
2267,4B,930326B,9072,18342.786,138.83,21.34,207.3,40.76,3.58,123.54,N,N,2449072.5,1993-03-26 05:05:42.786
2268,4B,930326,9072,23182.466,273.52,-45.1,348.51,-12.77,3.56,81.18,N,N,2449072.5,1993-03-26 06:26:22.466
2271,4B,930328,9074,22795.65,294.88,-34.06,5.55,-24.13,2.27,123.9,N,N,2449074.5,1993-03-28 06:19:55.650
2273,4B,930329,9075,11365.698,179.25,-8.65,280.8,51.86,0.94,162.66,N,N,2449075.5,1993-03-29 03:09:25.698
2276,4B,930331,9077,11476.61,43.0,47.27,143.23,-10.79,2.03,102.45,N,N,2449077.5,1993-03-31 03:11:16.610
2277,4B,930331B,9077,29730.434,50.13,-36.83,239.57,-57.16,1.81,128.18,N,N,2449077.5,1993-03-31 08:15:30.434
2278,4B,930331C,9077,58011.202,97.18,-33.58,241.68,-19.0,11.49,115.45,N,N,2449077.5,1993-03-31 16:06:51.202
2279,4B,930401B,9078,4445.826,238.89,-33.03,341.73,15.63,0.96,84.78,N,N,2449078.5,1993-04-01 01:14:05.826
2280,4B,930401,9078,22892.674,203.1,-48.61,309.88,13.71,2.13,85.24,N,N,2449078.5,1993-04-01 06:21:32.674
2281,4B,930401C,9078,35889.154,339.93,19.45,84.98,-33.54,9.54,99.48,N,N,2449078.5,1993-04-01 09:58:09.154
2282,4B,930403,9080,44965.826,42.92,-41.62,251.27,-61.48,2.79,128.02,N,N,2449080.5,1993-04-03 12:29:25.826
2283,4B,930404,9081,19544.13,30.51,16.1,146.61,-43.51,9.52,85.46,N,N,2449081.5,1993-04-04 05:25:44.130
2286,4B,930405B,9082,32089.986,198.18,-8.8,311.83,53.71,0.55,111.62,Y,N,2449082.5,1993-04-05 08:54:49.986
2287,4B,930405,9082,50390.658,200.06,13.02,329.88,74.37,0.83,121.21,N,N,2449082.5,1993-04-05 13:59:50.658
2288,4B,930405C,9082,76223.618,216.35,48.73,89.16,61.77,6.81,117.71,N,N,2449082.5,1993-04-05 21:10:23.618
2289,4B,930406,9083,26185.346,299.81,29.01,66.15,-0.34,0.51,88.22,N,N,2449083.5,1993-04-06 07:16:25.346
2290,4B,930406B,9083,61680.258,139.63,-46.86,269.7,1.81,2.9,96.3,N,N,2449083.5,1993-04-06 17:08:00.258
2291,4B,930406C,9083,79397.506,12.14,-71.62,303.26,-45.51,9.13,78.95,N,Y,2449083.5,1993-04-06 22:03:17.506
2294,4B,930408,9085,16696.962,245.59,-46.8,335.96,2.1,1.92,130.17,N,N,2449085.5,1993-04-08 04:38:16.962
2295,4B,930409,9086,17410.69,295.83,43.18,76.82,9.58,2.04,121.35,N,N,2449086.5,1993-04-09 04:50:10.690
2297,4B,930409B,9086,77140.354,176.91,-39.75,289.81,21.49,1.25,113.06,N,N,2449086.5,1993-04-09 21:25:40.354
2298,4B,930410,9087,10713.73,25.04,-20.56,185.01,-77.08,1.41,138.36,N,N,2449087.5,1993-04-10 02:58:33.730
2303,4B,930414,9091,8835.714,311.42,9.92,55.98,-19.91,0.91,136.73,N,N,2449091.5,1993-04-14 02:27:15.714
2304,4B,930415,9092,33588.866,29.03,17.53,144.1,-42.67,2.93,154.03,N,N,2449092.5,1993-04-15 09:19:48.866
2306,4B,930416,9093,80833.41,144.55,-24.18,256.2,20.68,3.66,132.34,N,N,2449093.5,1993-04-16 22:27:13.410
2307,4B,930418,9095,52698.242,311.65,21.37,65.88,-13.47,1.27,121.06,N,N,2449095.5,1993-04-18 14:38:18.242
2309,4B,930418B,9095,81847.682,333.14,17.08,77.26,-31.36,2.3,125.76,N,N,2449095.5,1993-04-18 22:44:07.682
2310,4B,930420B,9097,19192.45,36.13,-29.04,223.72,-69.42,4.78,124.49,N,N,2449097.5,1993-04-20 05:19:52.450
2311,4B,930420,9097,65757.058,241.71,-7.09,4.32,31.65,6.59,159.59,N,N,2449097.5,1993-04-20 18:15:57.058
2312,4B,930421,9098,16021.698,69.0,-17.82,215.14,-37.7,14.59,113.76,N,N,2449098.5,1993-04-21 04:27:01.698
2313,4B,930421B,9098,78403.202,234.19,-13.25,353.04,33.09,9.2,157.4,N,N,2449098.5,1993-04-21 21:46:43.202
2314,4B,930423,9100,47779.202,158.23,-37.05,274.44,18.04,16.49,127.01,N,N,2449100.5,1993-04-23 13:16:19.202
2315,4B,930424,9101,69540.226,54.22,41.6,153.2,-11.35,1.67,113.06,N,N,2449101.5,1993-04-24 19:19:00.226
2316,4B,930425B,9102,37049.986,18.0,-35.19,275.63,-80.82,0.31,105.3,N,N,2449102.5,1993-04-25 10:17:29.986
2317,4B,930425,9102,53687.682,257.83,63.82,93.67,35.12,1.51,90.34,N,N,2449102.5,1993-04-25 14:54:47.682
2318,4B,930426B,9103,33573.506,45.45,-21.72,209.78,-59.92,2.84,111.2,N,N,2449103.5,1993-04-26 09:19:33.506
2319,4B,930426,9103,45632.45,67.82,10.13,185.73,-25.01,1.1,75.86,N,N,2449103.5,1993-04-26 12:40:32.450
2320,4B,930428,9105,4032.642,129.85,-55.45,272.21,-8.42,1.68,133.96,N,N,2449105.5,1993-04-28 01:07:12.642
