trigger,name,burst_id,tjd,time_sec,ra_deg,dec_deg,gal_lon,gal_lat,error_radius,geocenter_angle,overwrite_flag,overwritten_flag,jd,datetime
2683,4B,931208B,9329,34480.794,234.11,-40.29,333.93,12.44,3.06,115.41,N,N,2449329.5,1993-12-08 09:34:40.794
2686,4B,931209B,9330,47012.186,14.06,48.69,123.75,-14.18,6.24,81.35,N,N,2449330.5,1993-12-09 13:03:32.186
2688,4B,931209,9330,83511.45,259.56,20.83,42.71,29.42,2.26,101.94,N,N,2449330.5,1993-12-09 23:11:51.450
2689,4B,931210,9331,59517.594,359.18,44.75,112.81,-17.04,2.53,100.66,N,N,2449331.5,1993-12-10 16:31:57.594
2690,4B,931211,9332,58139.738,72.12,30.57,171.5,-9.19,6.38,134.07,N,N,2449332.5,1993-12-11 16:08:59.738
2691,4B,931212,9333,19747.482,247.61,28.44,47.93,41.98,5.8,80.64,N,N,2449333.5,1993-12-12 05:29:07.482
2693,4B,931215B,9336,22338.202,7.71,-49.87,311.42,-66.92,11.35,121.72,N,N,2449336.5,1993-12-15 06:12:18.202
2694,4B,931215,9336,45479.578,15.92,-18.25,141.18,-80.69,1.04,160.68,N,N,2449336.5,1993-12-15 12:37:59.578
2695,4B,931217,9338,43839.13,0.76,75.3,119.81,12.72,3.75,87.33,N,N,2449338.5,1993-12-17 12:10:39.130
2696,4B,931218,9339,69842.586,244.98,41.53,65.71,45.35,1.41,133.06,N,N,2449339.5,1993-12-18 19:24:02.586
2697,4B,931219,9340,2766.49,20.49,-74.72,300.22,-42.25,3.18,110.39,N,N,2449340.5,1993-12-19 00:46:06.490
2698,4B,931219B,9340,59669.146,12.36,-3.6,121.68,-66.47,4.39,108.49,N,N,2449340.5,1993-12-19 16:34:29.146
2699,4B,931220,9341,57001.178,298.52,40.37,75.35,6.45,0.87,78.63,N,N,2449341.5,1993-12-20 15:50:01.178
2700,4B,931221,9342,7790.234,91.02,-43.17,250.07,-26.43,0.5,72.26,N,N,2449342.5,1993-12-21 02:09:50.234
2701,4B,931221B,9342,84664.986,244.81,-17.42,357.5,22.76,8.71,114.81,N,N,2449342.5,1993-12-21 23:31:04.986
2703,4B,931222,9343,76893.978,192.52,28.65,134.03,88.44,0.66,153.52,N,N,2449343.5,1993-12-22 21:21:33.978
2706,4B,931223,9344,84860.57,256.79,41.24,65.77,36.49,0.73,82.99,N,N,2449344.5,1993-12-23 23:34:20.570
2707,4B,931225B,9346,18175.834,13.49,-48.4,301.77,-68.72,1.62,69.75,N,N,2449346.5,1993-12-25 05:02:55.834
2709,4B,931225,9346,84012.186,4.85,9.87,109.98,-52.2,0.79,176.62,N,N,2449346.5,1993-12-25 23:20:12.186
2711,4B,931226,9347,72669.338,205.95,21.63,10.98,76.88,2.82,124.5,N,N,2449347.5,1993-12-26 20:11:09.338
2713,4B,931228,9349,1093.274,224.02,52.59,89.15,55.57,1.73,105.78,N,N,2449349.5,1993-12-28 00:18:13.274
2715,4B,931229,9350,26165.914,240.06,19.7,33.62,46.3,1.4,72.35,N,N,2449350.5,1993-12-29 07:16:05.914
2716,4B,931229B,9350,60255.898,55.61,38.08,156.26,-13.48,3.28,84.28,N,N,2449350.5,1993-12-29 16:44:15.898
2719,4B,931230,9351,73609.882,239.8,63.59,96.67,42.74,8.14,90.2,N,N,2449351.5,1993-12-30 20:26:49.882
2725,4B,940101C,9353,30108.314,94.03,-6.52,214.77,-10.8,10.12,157.88,N,N,2449353.5,1994-01-01 08:21:48.314
2727,4B,940101D,9353,56985.242,307.39,-14.54,30.32,-28.17,6.18,94.6,N,N,2449353.5,1994-01-01 15:49:45.242
2728,4B,940101,9353,78789.978,111.39,40.01,178.45,23.22,2.25,72.53,N,Y,2449353.5,1994-01-01 21:53:09.978
2729,4B,940101B,9353,81720.922,189.27,62.84,125.73,54.21,3.47,95.28,Y,N,2449353.5,1994-01-01 22:42:00.922
2732,4B,940102,9354,9952.73,10.9,45.11,121.48,-17.74,1.27,157.21,Y,N,2449354.5,1994-01-02 02:45:52.730
2736,4B,940103,9355,79976.346,267.9,7.14,32.56,16.54,0.65,99.18,N,N,2449355.5,1994-01-03 22:12:56.346
2748,4B,940108,9360,23697.178,76.23,-25.14,226.35,-33.7,10.23,88.33,N,N,2449360.5,1994-01-08 06:34:57.178
2749,4B,940110,9362,6743.642,337.6,-10.8,52.27,-53.06,3.06,117.93,N,N,2449362.5,1994-01-10 01:52:23.642
2750,4B,940110B,9362,33937.05,171.35,60.67,140.47,53.43,6.76,96.78,N,N,2449362.5,1994-01-10 09:25:37.050
2751,4B,940111,9363,32017.05,153.17,-56.33,282.19,0.02,4.54,78.95,N,N,2449363.5,1994-01-11 08:53:37.050
2753,4B,940112B,9364,45983.386,226.38,25.31,37.15,59.96,3.02,148.08,N,N,2449364.5,1994-01-12 12:46:23.386
2755,4B,940112,9364,71612.634,44.95,59.92,138.38,0.96,5.66,111.44,N,N,2449364.5,1994-01-12 19:53:32.634
2756,4B,940113,9365,60474.01,209.39,-23.16,322.12,37.23,9.65,157.94,N,N,2449365.5,1994-01-13 16:47:54.010
2757,4B,940114,9366,20274.138,340.57,-39.28,0.27,-60.58,9.0,103.92,N,N,2449366.5,1994-01-14 05:37:54.138
2759,4B,940114B,9366,77300.89,97.4,-14.8,223.83,-11.44,4.58,89.7,N,N,2449366.5,1994-01-14 21:28:20.890
2760,4B,940115,9367,13410.202,216.0,54.01,96.95,58.19,3.07,67.5,N,N,2449367.5,1994-01-15 03:43:30.202
2767,4B,940118,9370,39401.114,287.7,-63.94,332.15,-26.27,7.56,90.09,N,N,2449370.5,1994-01-18 10:56:41.114
2770,4B,940119B,9371,9730.714,326.56,-71.63,319.93,-38.8,1.87,103.82,N,N,2449371.5,1994-01-19 02:42:10.714
2773,4B,940119,9371,56680.346,131.41,39.29,182.78,38.17,1.39,121.28,N,N,2449371.5,1994-01-19 15:44:40.346
2774,4B,940120,9372,38611.61,101.5,-35.5,244.9,-16.37,3.57,71.22,N,N,2449372.5,1994-01-20 10:43:31.610
2775,4B,940120B,9372,45117.082,146.75,85.06,127.06,30.49,10.08,115.97,N,N,2449372.5,1994-01-20 12:31:57.082
2776,4B,940124,9376,50280.858,89.61,0.54,206.32,-11.52,14.99,151.18,N,N,2449376.5,1994-01-24 13:58:00.858
2780,4B,940126,9378,28219.546,130.98,9.04,217.68,29.07,1.06,111.83,N,N,2449378.5,1994-01-26 07:50:19.546
2782,4B,940126B,9378,68184.73,22.07,52.59,128.6,-9.88,2.78,80.14,N,N,2449378.5,1994-01-26 18:56:24.730
2787,4B,940127,9379,34365.082,337.91,68.75,110.79,9.24,8.2,114.48,N,N,2449379.5,1994-01-27 09:32:45.082
2788,4B,940128B,9380,20733.21,166.38,-0.05,255.46,52.77,9.72,98.65,N,N,2449380.5,1994-01-28 05:45:33.210
2790,4B,940128,9380,60665.498,224.02,-15.22,342.22,37.97,0.96,112.01,N,N,2449380.5,1994-01-28 16:51:05.498
2793,4B,940129,9381,38597.786,127.46,28.59,194.94,32.93,0.82,135.51,N,N,2449381.5,1994-01-29 10:43:17.786
2794,4B,940201,9384,27640.986,268.61,22.37,47.62,22.1,1.67,120.21,N,Y,2449384.5,1994-02-01 07:40:40.986
2795,4B,940201B,9384,29677.722,353.46,28.32,102.87,-31.51,5.45,122.53,Y,N,2449384.5,1994-02-01 08:14:37.722
2797,4B,940203,9386,56816.09,184.16,-40.95,295.88,21.45,0.58,112.37,N,N,2449386.5,1994-02-03 15:46:56.090
2798,4B,940206,9389,517.786,144.2,-59.96,280.74,-5.77,0.15,85.95,N,N,2449389.5,1994-02-06 00:08:37.786
2799,4B,940206B,9389,66347.674,260.41,-46.47,342.69,-5.54,1.34,87.28,N,N,2449389.5,1994-02-06 18:25:47.674
2800,4B,940207,9390,36052.634,203.59,-40.35,311.72,21.79,11.56,119.9,N,N,2449390.5,1994-02-07 10:00:52.634
2801,4B,940207B,9390,41496.73,250.63,-9.06,8.46,23.39,13.1,106.51,N,N,2449390.5,1994-02-07 11:31:36.730
2810,4B,940209,9392,72001.69,1.5,14.35,106.66,-47.08,4.58,84.33,N,N,2449392.5,1994-02-09 20:00:01.690
2812,4B,940210,9393,69196.954,152.29,82.13,129.03,32.97,0.66,74.88,N,N,2449393.5,1994-02-10 19:13:16.954
2814,4B,940211B,9394,48713.882,273.35,62.2,91.48,28.16,9.08,97.91,N,N,2449394.5,1994-02-11 13:31:53.882
2815,4B,940211,9394,58585.754,25.62,-1.43,150.53,-61.53,2.13,134.21,N,N,2449394.5,1994-02-11 16:16:25.754
2819,4B,940213,9396,44326.81,349.54,63.71,112.82,2.68,4.77,72.25,N,N,2449396.5,1994-02-13 12:18:46.810
2821,4B,940214D,9397,2288.474,151.08,53.15,161.1,49.72,9.88,146.46,N,N,2449397.5,1994-02-14 00:38:08.474
2823,4B,940214C,9397,33259.482,357.96,-9.63,81.35,-67.55,9.58,155.07,N,N,2449397.5,1994-02-14 09:14:19.482
2824,4B,940214,9397,41676.89,96.43,-9.61,218.66,-10.04,3.17,117.94,N,N,2449397.5,1994-02-14 11:34:36.890
2825,4B,940214B,9397,60360.346,190.35,21.29,281.02,83.74,4.2,88.5,N,N,2449397.5,1994-02-14 16:46:00.346
2828,4B,940216,9399,12767.642,40.67,-29.94,226.12,-65.47,10.54,130.86,N,N,2449399.5,1994-02-16 03:32:47.642
2830,4B,940217B,9400,21412.762,353.1,53.35,111.18,-7.71,6.29,138.0,N,N,2449400.5,1994-02-17 05:56:52.762
2831,4B,940217,9400,82962.074,29.07,4.55,151.68,-54.66,0.69,157.42,N,N,2449400.5,1994-02-17 23:02:42.074
2833,4B,940218,9401,70348.954,349.71,-19.69,47.3,-67.54,0.35,90.81,N,N,2449401.5,1994-02-18 19:32:28.954
2834,4B,940219,9402,16005.786,63.5,0.11,192.32,-34.3,1.45,82.48,N,N,2449402.5,1994-02-19 04:26:45.786
2843,4B,940222,9405,42653.082,66.0,39.17,161.64,-7.24,6.45,83.45,N,N,2449405.5,1994-02-22 11:50:53.082
2844,4B,940223,9406,28813.722,18.15,15.74,130.39,-46.83,7.79,104.64,N,N,2449406.5,1994-02-23 08:00:13.722
2846,4B,940224,9407,58493.978,136.95,-8.07,237.67,25.46,6.35,119.09,N,N,2449407.5,1994-02-24 16:14:53.978
2848,4B,940226B,9409,714.394,303.12,-21.95,20.85,-27.15,6.86,84.64,N,N,2449409.5,1994-02-26 00:11:54.394
2849,4B,940226C,9409,16786.074,32.75,13.18,151.03,-45.31,8.26,124.14,N,N,2449409.5,1994-02-26 04:39:46.074
2850,4B,940226,9409,71718.554,349.27,6.28,85.13,-49.54,9.14,97.41,N,N,2449409.5,1994-02-26 19:55:18.554
2851,4B,940227,9410,75854.49,343.96,36.11,98.19,-21.14,11.81,152.46,N,N,2449410.5,1994-02-27 21:04:14.490
2852,4B,940228,9411,41340.314,127.98,-12.36,236.16,15.75,0.44,104.71,N,N,2449411.5,1994-02-28 11:29:00.314
2853,4B,940228B,9411,71114.906,126.19,-11.29,234.24,14.86,5.34,140.22,N,N,2449411.5,1994-02-28 19:45:14.906
2855,4B,940301,9412,72637.082,103.51,64.35,151.35,24.54,0.35,117.37,N,N,2449412.5,1994-03-01 20:10:37.082
2856,4B,940302,9413,18511.514,12.49,-23.97,116.87,-86.82,0.21,113.73,N,N,2449413.5,1994-03-02 05:08:31.514
2857,4B,940303,9414,4913.818,192.23,58.68,123.56,58.44,6.44,96.6,N,N,2449414.5,1994-03-03 01:21:53.818
2858,4B,940304,9415,46258.842,288.61,11.79,46.03,0.33,8.85,136.28,N,N,2449415.5,1994-03-04 12:50:58.842
2860,4B,940305,9416,32488.282,227.89,21.09,29.93,57.57,2.55,157.92,N,N,2449416.5,1994-03-05 09:01:28.282
2861,4B,940305B,9416,42223.322,191.28,40.83,127.96,76.24,3.87,93.77,N,N,2449416.5,1994-03-05 11:43:43.322
2862,4B,940305C,9416,56971.226,259.69,0.46,22.32,20.72,4.99,73.68,N,N,2449416.5,1994-03-05 15:49:31.226
2863,4B,940306,9417,13033.114,300.82,15.1,54.74,-8.41,2.58,89.98,N,N,2449417.5,1994-03-06 03:37:13.114
2864,4B,940307,9418,28575.386,192.37,-28.2,302.41,34.67,3.58,84.95,N,N,2449418.5,1994-03-07 07:56:15.386
2873,4B,940310,9421,79257.306,74.6,50.59,157.07,4.86,17.87,109.08,N,N,2449421.5,1994-03-10 22:00:57.306
2877,4B,940312,9423,41302.682,221.5,-56.17,318.43,3.22,0.61,75.23,N,N,2449423.5,1994-03-12 11:28:22.682
2879,4B,940312B,9423,66266.202,118.78,13.72,207.46,20.2,9.53,97.13,N,N,2449423.5,1994-03-12 18:24:26.202
2880,4B,940313,9424,46942.81,109.45,-14.46,228.77,-0.85,1.85,93.79,N,N,2449424.5,1994-03-13 13:02:22.810
2881,4B,940314,9425,35989.146,354.86,-2.14,85.27,-59.64,0.94,173.51,N,N,2449425.5,1994-03-14 09:59:49.146
2887,4B,940318,9429,28975.002,165.68,81.29,127.76,34.79,8.48,108.36,N,N,2449429.5,1994-03-18 08:02:55.002
2889,4B,940319,9430,86240.922,68.74,-12.6,209.0,-35.92,0.39,130.58,N,N,2449430.5,1994-03-19 23:57:20.922
2890,4B,940321,9432,79507.354,160.33,3.1,244.95,50.71,0.85,92.21,N,N,2449432.5,1994-03-21 22:05:07.354
2891,4B,940323,9434,79478.426,213.89,8.37,353.54,62.66,0.85,144.35,N,N,2449434.5,1994-03-23 22:04:38.426
2892,4B,940326,9437,26730.778,151.67,24.74,207.12,53.05,5.98,151.02,N,N,2449437.5,1994-03-26 07:25:30.778
2893,4B,940327,9438,73476.762,38.85,53.23,138.24,-6.52,6.8,109.37,N,N,2449438.5,1994-03-27 20:24:36.762
2894,4B,940328,9439,43534.234,97.18,-32.35,240.46,-18.57,0.58,138.73,N,N,2449439.5,1994-03-28 12:05:34.234
2895,4B,940329C,9440,20966.298,237.51,-68.89,317.9,-11.38,0.5,90.44,N,N,2449440.5,1994-03-29 05:49:26.298
2896,4B,940329,9440,42635.674,180.0,8.92,266.8,68.11,1.78,151.23,N,N,2449440.5,1994-03-29 11:50:35.674
2897,4B,940329B,9440,65737.882,204.91,-10.33,321.89,50.76,1.0,151.44,N,N,2449440.5,1994-03-29 18:15:37.882
2898,4B,940330B,9441,61351.578,352.23,58.89,112.43,-2.29,2.81,102.45,N,N,2449441.5,1994-03-30 17:02:31.578
2899,4B,940330,9441,74679.962,193.8,-33.63,303.83,29.23,1.72,130.54,N,N,2449441.5,1994-03-30 20:44:39.962
2900,4B,940331B,9442,49971.866,157.81,57.53,152.19,50.88,7.89,118.02,N,N,2449442.5,1994-03-31 13:52:51.866
2901,4B,940331,9442,75575.962,65.13,17.64,177.53,-22.38,4.3,160.43,N,N,2449442.5,1994-03-31 20:59:35.962
2910,4B,940404,9446,55314.138,47.02,56.27,141.11,-1.7,8.18,141.54,N,N,2449446.5,1994-04-04 15:21:54.138
2913,4B,940406,9448,4254.234,225.44,-39.1,328.86,17.12,1.24,85.41,Y,N,2449448.5,1994-04-06 01:10:54.234
2915,4B,940407B,9449,42736.73,59.03,-21.15,215.2,-47.68,4.44,129.42,N,N,2449449.5,1994-04-07 11:52:16.730
2916,4B,940407,9449,66002.074,22.54,40.0,130.93,-22.27,9.21,87.79,N,N,2449449.5,1994-04-07 18:20:02.074
2917,4B,940409,9451,589.466,265.6,4.6,29.12,17.45,5.81,101.2,N,N,2449451.5,1994-04-09 00:09:49.466
2918,4B,940410B,9452,52906.65,231.44,51.45,83.58,52.2,7.67,88.83,N,Y,2449452.5,1994-04-10 14:41:46.650
2919,4B,940410,9452,56702.938,254.89,30.8,52.66,36.3,0.93,91.68,Y,N,2449452.5,1994-04-10 15:45:02.938
2922,4B,940412,9454,6031.002,217.17,-38.35,323.12,20.68,1.12,125.16,N,N,2449454.5,1994-04-12 01:40:31.002
2924,4B,940413C,9455,36751.002,206.26,-23.23,318.61,38.0,3.08,153.8,N,N,2449455.5,1994-04-13 10:12:31.002
2925,4B,940413,9455,51084.506,216.98,63.78,106.56,50.17,3.11,95.1,N,N,2449455.5,1994-04-13 14:11:24.506
2927,4B,940413B,9455,85375.642,135.94,-8.26,237.22,24.54,3.49,156.29,N,N,2449455.5,1994-04-13 23:42:55.642
2928,4B,940414C,9456,33430.17,216.36,71.57,112.9,43.68,8.32,85.92,N,N,2449456.5,1994-04-14 09:17:10.170
2929,4B,940414,9456,60385.562,181.26,-26.15,290.12,35.57,0.5,98.08,N,N,2449456.5,1994-04-14 16:46:25.562
2931,4B,940414B,9456,86247.066,294.63,10.95,48.09,-5.26,2.15,151.94,N,N,2449456.5,1994-04-14 23:57:27.066
2932,4B,940415B,9457,31900.314,255.16,-28.19,355.04,8.58,5.69,154.23,N,N,2449457.5,1994-04-15 08:51:40.314
2933,4B,940415,9457,61273.434,249.15,-14.47,2.8,21.36,1.57,117.12,N,N,2449457.5,1994-04-15 17:01:13.434
2939,4B,940419B,9461,52769.434,105.34,51.43,165.28,22.36,0.68,107.06,N,N,2449461.5,1994-04-19 14:39:29.434
2940,4B,940419,9461,69058.202,359.86,-47.95,325.45,-66.84,0.58,103.85,N,N,2449461.5,1994-04-19 19:10:58.202
2941,4B,940421,9463,79792.794,183.6,-20.8,291.39,41.24,1.35,117.26,N,N,2449463.5,1994-04-21 22:09:52.794
2943,4B,940422,9464,22028.954,249.85,-2.9,13.64,27.47,7.03,144.81,N,N,2449464.5,1994-04-22 06:07:08.954
2944,4B,940423,9465,84019.802,7.52,-4.08,109.53,-66.39,2.39,93.61,N,N,2449465.5,1994-04-23 23:20:19.802
2945,4B,940424,9466,31116.122,29.8,-45.21,270.6,-67.43,3.29,120.64,N,N,2449466.5,1994-04-24 08:38:36.122
2947,4B,940425,9467,24835.738,119.11,-22.17,239.98,3.36,2.43,104.62,N,N,2449467.5,1994-04-25 06:53:55.738
2948,4B,940425C,9467,44063.386,322.95,14.89,67.66,-25.9,2.4,148.89,N,N,2449467.5,1994-04-25 12:14:23.386
2949,4B,940425B,9467,60306.074,280.84,82.99,115.06,27.16,3.65,123.7,N,N,2449467.5,1994-04-25 16:45:06.074
2950,4B,940426,9468,19795.61,22.81,0.9,143.39,-60.38,1.67,166.99,N,N,2449468.5,1994-04-26 05:29:55.610
2951,4B,940427,9469,16573.85,56.29,24.11,166.23,-23.81,2.28,103.86,N,N,2449469.5,1994-04-27 04:36:13.850
2952,4B,940428,9470,38192.09,347.76,-1.56,75.43,-54.89,2.57,102.82,N,N,2449470.5,1994-04-28 10:36:32.090
2953,4B,940429,9471,2633.434,35.1,-57.52,281.74,-55.79,0.32,128.66,N,N,2449471.5,1994-04-29 00:43:53.434
2954,4B,940429B,9471,18766.49,34.5,-8.35,174.44,-62.21,3.36,165.36,N,N,2449471.5,1994-04-29 05:12:46.490
2958,4B,940503,9475,18464.602,161.0,10.06,236.42,55.48,0.6,74.08,Y,N,2449475.5,1994-05-03 05:07:44.602
2961,4B,940504,9476,31484.57,163.06,41.43,174.83,61.73,4.68,137.95,N,N,2449476.5,1994-05-04 08:44:44.570
2964,4B,940506,9478,73551.77,349.61,67.5,114.19,6.22,12.51,121.27,N,N,2449478.5,1994-05-06 20:25:51.770
2966,4B,940507,9479,70315.994,207.36,-21.93,320.31,38.98,8.3,114.09,N,N,2449479.5,1994-05-07 19:31:55.994
2973,4B,940512C,9484,60584.73,92.2,-74.01,284.91,-28.93,9.29,121.86,N,N,2449484.5,1994-05-12 16:49:44.730
2974,4B,940512,9484,63470.298,232.97,55.88,89.2,49.4,2.65,146.69,N,N,2449484.5,1994-05-12 17:37:50.298
2975,4B,940512B,9484,78730.65,330.56,-58.19,334.45,-47.27,9.18,71.4,N,N,2449484.5,1994-05-12 21:52:10.650
2976,4B,940514,9486,14865.754,327.36,-9.51,46.38,-43.68,5.65,118.26,N,N,2449486.5,1994-05-14 04:07:45.754
2977,4B,940515B,9487,7330.906,341.64,-41.36,355.72,-60.76,3.25,122.69,N,N,2449487.5,1994-05-15 02:02:10.906
2978,4B,940515,9487,62563.226,111.32,83.93,129.73,27.86,2.4,101.99,N,N,2449487.5,1994-05-15 17:22:43.226
2980,4B,940516,9488,29533.85,175.52,12.96,250.64,68.46,5.96,75.59,N,N,2449488.5,1994-05-16 08:12:13.850
2984,4B,940520,9492,1298.714,323.5,6.93,61.03,-31.36,0.88,141.55,N,N,2449492.5,1994-05-20 00:21:38.714
2985,4B,940521B,9493,42318.49,129.19,-63.01,278.24,-13.13,4.12,81.58,N,N,2449493.5,1994-05-21 11:45:18.490
2986,4B,940521C,9493,56744.602,295.76,50.61,83.51,13.08,6.18,71.31,N,N,2449493.5,1994-05-21 15:45:44.602
2987,4B,940521,9493,79344.026,325.44,-76.44,315.22,-35.77,21.32,81.64,N,N,2449493.5,1994-05-21 22:02:24.026
2988,4B,940524B,9496,23007.578,135.46,-3.93,232.94,26.56,2.28,147.54,N,N,2449496.5,1994-05-24 06:23:27.578
2990,4B,940524C,9496,34199.194,157.68,11.56,231.24,53.52,5.81,158.46,N,N,2449496.5,1994-05-24 09:29:59.194
2992,4B,940526C,9498,12370.586,313.54,53.47,91.98,5.51,12.68,82.35,N,N,2449498.5,1994-05-26 03:26:10.586
2993,4B,940526B,9498,39326.81,80.41,-30.39,233.55,-31.59,0.96,126.99,N,N,2449498.5,1994-05-26 10:55:26.810
2994,4B,940526,9498,73205.786,131.85,34.2,189.25,37.81,1.69,124.03,N,N,2449498.5,1994-05-26 20:20:05.786
2995,4B,940527B,9499,46884.122,29.54,-43.83,268.43,-68.56,4.43,128.06,N,N,2449499.5,1994-05-27 13:01:24.122
2996,4B,940527,9499,58694.298,268.78,-54.0,338.91,-13.98,2.57,86.24,N,N,2449499.5,1994-05-27 16:18:14.298
2998,4B,940529D,9501,11822.746,163.64,-25.33,272.14,30.46,3.45,148.05,N,N,2449501.5,1994-05-29 03:17:02.746
3001,4B,940529B,9501,43637.402,100.93,-47.55,256.7,-20.9,1.34,99.52,N,N,2449501.5,1994-05-29 12:07:17.402
3002,4B,940529,9501,58836.634,66.19,-23.75,221.39,-42.08,3.3,87.35,N,N,2449501.5,1994-05-29 16:20:36.634
3003,4B,940529C,9501,76736.154,214.84,58.93,103.39,54.73,0.46,73.74,N,N,2449501.5,1994-05-29 21:18:56.154
3005,4B,940530,9502,32258.714,111.42,-1.57,218.26,6.89,2.54,89.99,N,N,2449502.5,1994-05-30 08:57:38.714
3011,4B,940602B,9505,857.754,18.23,58.42,125.75,-4.33,1.64,126.04,N,N,2449505.5,1994-06-02 00:14:17.754
3012,4B,940602,9505,27454.362,61.53,-8.89,200.76,-40.62,4.27,105.78,N,N,2449505.5,1994-06-02 07:37:34.362
3014,4B,940604B,9507,23966.362,130.29,-45.67,264.56,-2.27,5.56,90.45,N,N,2449507.5,1994-06-04 06:39:26.362
3015,4B,940604,9507,52627.098,126.35,-13.42,236.19,13.84,1.56,150.83,N,N,2449507.5,1994-06-04 14:37:07.098
3016,4B,940605,9508,53974.682,111.75,43.52,174.83,24.44,5.76,77.58,N,N,2449508.5,1994-06-05 14:59:34.682
3017,4B,940606,9509,44793.498,311.72,47.19,86.37,2.44,2.43,109.41,N,N,2449509.5,1994-06-06 12:26:33.498
3024,4B,940609,9512,59346.65,284.14,23.34,54.46,9.35,1.01,104.27,N,N,2449512.5,1994-06-09 16:29:06.650
3026,4B,940611,9514,85872.282,69.05,0.16,195.79,-29.59,3.57,170.74,N,N,2449514.5,1994-06-11 23:51:12.282
3027,4B,940613,9516,74322.201,316.05,-16.14,32.39,-36.5,8.29,124.5,N,N,2449516.5,1994-06-13 20:38:42.201
3028,4B,940614,9517,44851.865,158.91,9.88,234.72,53.66,6.82,73.91,N,N,2449517.5,1994-06-14 12:27:31.865
3029,4B,940616B,9519,18126.041,165.04,-58.18,288.68,1.58,6.72,94.43,N,N,2449519.5,1994-06-16 05:02:06.041
3030,4B,940616C,9519,39674.265,336.22,-15.56,44.12,-54.12,3.91,122.61,N,N,2449519.5,1994-06-16 11:01:14.265
3031,4B,940616D,9519,71840.409,346.68,11.22,85.95,-44.01,4.21,117.77,N,N,2449519.5,1994-06-16 19:57:20.409
3032,4B,940616,9519,86096.281,216.77,-9.27,338.72,46.85,5.57,87.54,N,N,2449519.5,1994-06-16 23:54:56.281
3035,4B,940619,9522,77480.602,299.05,-29.89,11.11,-26.26,0.34,89.38,N,N,2449522.5,1994-06-19 21:31:20.602
3036,4B,940621,9524,8070.041,214.08,5.99,350.43,60.77,10.05,150.79,N,N,2449524.5,1994-06-21 02:14:30.041
3037,4B,940621C,9524,43875.738,52.3,26.79,161.33,-24.08,13.97,107.41,N,N,2449524.5,1994-06-21 12:11:15.738
3038,4B,940621B,9524,54217.881,277.65,-69.17,325.64,-23.42,5.83,83.97,N,N,2449524.5,1994-06-21 15:03:37.881
3039,4B,940622,9525,47896.666,299.58,-31.24,9.82,-27.09,0.82,101.11,N,N,2449525.5,1994-06-22 13:18:16.666
3040,4B,940623B,9526,19546.521,246.87,12.25,27.65,37.43,2.08,81.03,N,N,2449526.5,1994-06-23 05:25:46.521
3041,4B,940623C,9526,32154.265,210.51,43.78,87.0,68.1,3.56,149.69,N,N,2449526.5,1994-06-23 08:55:54.265
3042,4B,940623,9526,67583.641,108.37,75.78,138.95,27.58,0.46,90.09,N,N,2449526.5,1994-06-23 18:46:23.641
3043,4B,940623D,9526,85685.657,33.88,-46.88,268.57,-64.25,12.59,141.92,N,N,2449526.5,1994-06-23 23:48:05.657
3044,4B,940624B,9527,52394.521,282.45,-62.39,333.33,-23.65,5.38,86.92,N,N,2449527.5,1994-06-24 14:33:14.521
3045,4B,940624,9527,69712.538,24.0,10.99,140.24,-50.38,5.83,87.7,N,N,2449527.5,1994-06-24 19:21:52.538
3046,4B,940626,9529,2757.274,192.53,-15.37,302.47,47.5,8.25,115.29,N,N,2449529.5,1994-06-26 00:45:57.274
3051,4B,940628,9531,18340.057,256.0,-30.19,353.87,6.79,9.93,61.7,N,N,2449531.5,1994-06-28 05:05:40.057
3055,4B,940701,9534,78398.641,145.18,-6.43,241.79,32.98,0.81,143.37,N,N,2449534.5,1994-07-01 21:46:38.641
3056,4B,940702,9535,34091.698,29.73,-23.53,203.37,-74.34,0.57,79.32,N,N,2449535.5,1994-07-02 09:28:11.698
3057,4B,940703,9536,16846.514,131.5,27.39,197.49,36.06,1.25,94.83,N,N,2449536.5,1994-07-03 04:40:46.514
3058,4B,940703B,9536,48363.569,210.28,-39.19,317.4,21.72,5.87,98.68,N,N,2449536.5,1994-07-03 13:26:03.569
3059,4B,940704B,9537,12486.641,27.7,15.11,143.54,-45.37,9.62,80.25,N,N,2449537.5,1994-07-04 03:28:06.641
3060,4B,940704,9537,84727.474,212.49,47.25,90.72,64.67,0.64,135.95,N,N,2449537.5,1994-07-04 23:32:07.474
3061,4B,940706B,9539,21538.481,54.91,5.86,180.23,-37.66,4.34,141.27,N,N,2449539.5,1994-07-06 05:58:58.481
3062,4B,940706,9539,69873.329,265.11,26.4,50.57,26.47,1.86,115.82,N,N,2449539.5,1994-07-06 19:24:33.329
3065,4B,940708B,9541,52249.521,214.06,64.27,108.66,50.45,14.25,138.67,N,N,2449541.5,1994-07-08 14:30:49.521
3066,4B,940708C,9541,72578.097,53.4,35.81,156.26,-16.36,8.8,135.64,N,Y,2449541.5,1994-07-08 20:09:38.097
3067,4B,940708,9541,74526.193,301.58,24.66,63.3,-3.98,1.02,94.89,Y,N,2449541.5,1994-07-08 20:42:06.193
3068,4B,940709,9542,41000.113,72.02,-34.16,236.26,-39.31,8.48,118.14,N,N,2449542.5,1994-07-09 11:23:20.113
