name,RA_deg,Dec_deg,redshift,datetime,maxabsmag,distance_mpc,type
SN1993ak,205.79566666666665,30.33680555555556,0.035,1993/03/30,-19.5,159.0,
SN1993al,185.55258333333333,-1.1401388888888888,0.18,1993/12/22,-17.2,900.0,Ia
SN1993B,158.71408333333332,-34.44166666666666,0.0708,1993/01/17,-18.79,329.9,Ia
SN1993C,145.099125,14.936444444444446,0.01274,1993/01/27,-15.777,56.932,Ia
SN1993D,172.24499999999998,-22.48513888888889,0.027,1993/02/01,-17.4,122.0,Ia
SN1993E,145.93395833333332,49.29880555555555,0.0251,1993/01/27,-16.27,113.2,II
SN1993F,119.34016666666666,20.083166666666667,,1993/01/18,,,
SN1993G,172.13929166666665,58.55861111111111,0.01,1993/03/06,-16.0,45.0,II
SN1993H,208.20975,-30.70647222222222,0.02421,1993/03/18,-17.9,95.0,Ia
SN1993I,188.67791666666665,9.002194444444445,0.04295,1993/03/23,-18.464,196.26,Ia
SN1993J,148.85322791666664,69.02047277777778,-0.000113,1993/03/28,-16.5,2.9,IIb
SN1993K,96.1575,-22.83055555555556,0.00908,1993/03/28,-17.2,33.0,II?
SN1993L,344.47025,-35.85744444444445,0.006616,1993/04/30,-16.6,19.0,Ia
SN1993M,288.25637499999993,-64.29119444444444,0.09,1993/04/28,-20.0,420.0,Ia
SN1993N,157.44249999999997,13.020277777777778,0.00979,1993/04/15,-15.7,43.65,II
SN1993O,202.78279166666667,-33.21402777777778,0.0515,1993/05/18,-19.08,236.8,Ia
SN1993P,202.35775,-30.41322222222222,0.048,1993/05/18,-19.2,220.0,Ic
SN1993Q,308.9455833333333,-42.79261111111111,,1993/05/28,,,Ia
SN1993R,356.067875,10.768638888888889,0.0055,1993/06/02,-14.7,22.0,Ia/c
SN1993S,343.097,-40.3102,0.03301,1993/05/26,-17.587,149.75,II P
SN1993T,347.725375,-44.98016666666667,0.088,1993/05/26,-20.1,415.0,Ia
SN1993W,352.41675,-3.0404722222222222,0.018,1993/08/18,-18.5,80.8,II
SN1993X,111.91916666666664,85.77394444444444,0.0081,1993/08/22,-16.5,36.0,II
SN1993Y,52.85170833333332,39.75075,0.02,1993/09/18,-16.0,90.0,Ia
SN1993Z,137.58166666666665,7.027833333333334,0.00452,1993/09/23,-15.1,26.0,Ia
SN1994A,196.91125,62.21388888888889,0.028,1994/01/11,-17.5,127.0,II
SN1994aa,51.205791666666656,-3.042638888888889,0.0095,1994/09/14,-15.8,37.0,Ia
SN1994ab,319.23645833333325,-28.330916666666667,0.034601,1994/09/13,-18.9816,157.151,Ia
SN1994ac,357.4730416666666,2.702888888888889,0.018,1994/09/11,-15.9,75.0,II
SN1994ad,27.366,-56.04383333333333,0.021,1994/11/10,-16.9,94.4,II
SN1994ae,161.7580833333333,17.275222222222222,0.004266,1994/11/14,-19.06,26.5,Ia
SN1994af,46.33854166666666,-12.188638888888889,0.013,1994/11/27,-15.8,58.1,II
SN1994ag,58.377375,-39.00763888888889,0.054,1994/11/11,-19.5,249.0,
SN1994ah,44.15725,-33.912055555555554,0.022,1994/10/13,-17.0,99.0,Ia
SN1994ai,35.77570833333333,-21.235916666666668,0.0057,1994/12/20,-14.0,16.0,Ic
SN1994aj,136.546875,-10.666694444444444,0.032,1994/12/12,-16.3,145.0,II
SN1994ak,138.50612499999997,40.10597222222222,0.0085,1994/12/24,-16.9,37.0,II
SN1994al,46.59354166666667,17.309361111111112,0.42,1994/01/08,-19.6,2370.0,Ia
SN1994am,40.00858333333333,-1.6208055555555556,0.372,1994/02/04,-19.77,2056.0,Ia
SN1994an,341.078625,0.1135277777777777,0.378,1994/10/31,-19.39,2095.0,Ia
SN1994ao,241.0970833333333,43.06555555555556,0.496,1994/02/25,-14.2,2890.0,
SN1994B,125.17041666666664,15.730055555555555,0.089002,1994/01/16,-18.886,419.957,Ia
SN1994C,119.16779166666666,44.87202777777778,0.05024,1994/03/05,-16.796,230.77,Ia
SN1994D,188.50997916666665,7.701583333333334,0.00149,1994/03/07,-18.44,11.4,Ia
SN1994E,173.02899999999997,55.35963888888889,0.063871,1994/03/05,-18.3581,296.219,Ia
SN1994F,177.4980416666667,10.716055555555554,0.354,1994/01/09,-19.31,1940.0,Ia
SN1994G,154.86116666666663,50.87205555555556,0.425,1994/02/13,-19.51,2405.0,Ia
SN1994H,40.01958333333333,-1.5684444444444443,0.374,1994/01/08,-20.24,2069.0,Ia
SN1994I,202.47529999999995,47.191805555555554,0.00156,1994/04/02,-15.4,6.1,Ic
SN1994J,150.402875,54.58225,0.055999,1994/03/05,-18.0604,258.277,Ia
SN1994K,150.10249999999996,12.875416666666666,0.024,1994/04/01,-17.7,108.0,Ia
SN1994L,140.03666666666666,-16.541111111111114,0.006,1994/04/08,-17.5,27.0,II
SN1994M,187.785875,0.6054444444444445,0.02316,1994/04/29,-18.4,94.0,Ia
SN1994N,157.44499999999996,13.020277777777778,0.00979,1994/05/10,-13.76,43.65,II
SN1994O,205.29575,30.378722222222223,0.04,1994/05/06,-18.0,180.0,Ia
SN1994P,179.8377708333333,52.71632777777778,0.00361,1994/04/20,-12.78,15.7,II
SN1994Q,252.46304166666664,40.43216666666667,0.02956,1994/06/02,-18.26,117.0,Ia
SN1994R,167.5,-23.716666666666665,0.007,1994/06/03,-16.3,29.0,II
SN1994S,187.84104166666663,29.134444444444444,0.01518,1994/06/04,-19.2,64.0,Ia
SN1994T,200.37804166666663,-2.149027777777777,0.03466,1994/06/11,-18.21,137.0,Ia
SN1994U,196.233875,-7.947694444444445,0.003749,1994/06/27,-17.7,22.0,Ia
SN1994V,223.6683333333333,-17.41188888888889,0.01,1994/07/14,-16.1,42.0,
SN1994W,180.5455,62.14241666666667,0.00403,1994/07/29,-17.9,26.0,II
SN1994X,3.835916666666666,-24.89736111111111,0.055598,1994/08/15,-18.5442,256.355,Ia
SN1994Y,208.90375,40.46483333333334,0.0085,1994/08/19,-18.2,32.0,II
SN1994Z,5.319124999999999,-48.63036111111112,0.012,1994/10/02,-19.0,53.6,II
SN1995A,102.51933333333332,26.3805,0.03161,1995/01/02,-17.781,143.25,Ia
SN1995aa,344.7905416666666,-4.515916666666667,0.19,1995/09/02,-20.1,955.0,II
SN1995ab,351.68525,-4.96275,0.019,1995/09/22,-17.0,85.3,II
SN1995ac,341.39224999999993,-8.751305555555556,0.0499,1995/09/22,-19.61,229.2,Ia Pec
SN1995ad,90.27554166666664,-23.674722222222226,0.00597,1995/09/22,-16.9,22.0,II
SN1995ae,349.23187499999995,-2.076777777777778,0.06895,1995/09/22,-19.032,320.91,Ia
SN1995af,351.2227083333333,41.403194444444445,,1995/09/01,,,
SN1995ag,329.08083333333326,73.25377777777778,0.0049,1995/09/28,-13.7,14.0,II
SN1995ah,4.795958333333332,15.106416666666666,0.0147,1995/02/02,-18.27,65.154,II
SN1995ai,359.6377499999999,10.723305555555555,0.017,1995/10/24,-16.1,76.2,II
SN1995aj,37.15266666666667,41.93386111111111,,1995/09/29,,,Ia
SN1995ak,41.45345833333332,3.2305833333333336,0.02272,1995/10/27,-18.2,74.0,Ia
SN1995al,147.73320833333332,33.552611111111105,0.00514,1995/11/01,-18.8,27.0,Ia
SN1995am,11.959,29.95975,0.017,1995/10/22,-19.4,76.2,Ia
SN1995an,72.95224999999999,8.844361111111112,0.012,1995/10/27,-16.0,49.1,II
SN1995ao,44.37791666666666,-1.6888333333333334,0.24,1995/11/18,-19.0,1240.0,Ia
SN1995ap,48.11720833333333,0.695388888888889,0.23,1995/11/18,-18.9,1180.0,Ia
SN1995aq,7.267749999999999,7.855555555555555,0.453,1995/11/19,-19.53,2594.0,I
SN1995ar,15.335041666666664,4.309388888888889,0.465,1995/11/19,-19.74,2676.0,I
SN1995as,15.397083333333333,4.437444444444445,0.498,1995/11/19,-19.35,2904.0,I
SN1995at,16.21225,4.564722222222222,0.655,1995/11/20,-20.51,4043.0,I
SN1995au,19.63583333333333,7.900972222222222,0.16,1995/10/29,-18.8,790.0,I
SN1995av,30.403125,3.6486666666666654,0.3,1995/11/20,-21.0,1600.0,II
SN1995aw,36.23141666666666,0.8854166666666666,0.4,1995/11/19,-20.0,2200.0,I
SN1995ax,36.6075,0.8122777777777779,0.615,1995/11/19,-20.37,3745.0,I
SN1995ay,45.28133333333333,0.3553888888888888,0.48,1995/11/20,-19.5,2780.0,I
SN1995az,70.13995833333333,-5.501,0.45,1995/11/20,-19.6,2570.0,I
SN1995B,109.39091666666666,21.82361111111111,0.033,1995/01/06,-16.9,150.0,II
SN1995ba,124.77691666666664,7.722555555555556,0.388,1995/11/20,-19.54,2160.0,I
SN1995bb,4.0735,12.414833333333334,0.0058,1995/11/29,,25.8,Ib/c
SN1995bc,147.93124999999998,40.31405555555556,0.048,1995/12/01,-18.2,220.0,II
SN1995bd,71.33849999999998,11.067361111111111,0.0152,1995/12/19,-16.4,55.0,Ia
SN1995be,239.5595833333333,19.768472222222226,,1995/07/18,,,
SN1995bf,241.08499999999995,43.07888888888889,0.985,1995/02/28,-17.92,6666.0,
SN1995C,181.0105,-31.60063888888889,0.02721,1995/02/08,-17.948,122.91,Ia
SN1995D,145.22813749999997,5.1406,0.006561,1995/02/10,-19.0,30.0,Ia
SN1995E,117.9864583333333,73.00961111111111,0.01158,1995/02/20,-16.07,38.1,Ia
SN1995F,136.23916666666665,59.93297222222222,0.0051,1995/02/14,-17.2,24.0,Ib
SN1995G,70.93441666666666,-5.314916666666666,0.016261,1995/02/23,-17.9824,72.8589,II
SN1995H,166.73091666666664,7.172111111111112,0.0047,1995/02/24,-15.4,19.0,II
SN1995I,200.249375,3.5989444444444447,0.07565,1995/02/28,-18.243,353.73,II
SN1995J,188.15975,63.885888888888886,0.00989,1995/04/04,-15.72,44.1,II
SN1995K,162.69562499999998,-9.251833333333334,0.478,1995/03/30,-19.71,2766.0,Ia
SN1995L,201.82641666666663,32.031305555555555,0.02442,1995/03/26,-15.209,110.08,Ia
SN1995M,144.6740833333333,-12.33552777777778,0.0607,1995/04/22,-18.74,280.9,Ia
SN1995N,222.367875,-10.170555555555556,0.00617,1995/05/05,-12.7,24.0,II
SN1995O,248.9838375,66.19554444444445,0.175,1995/05/03,-17.7,872.1,Ia
SN1995P,211.8097083333333,-2.72575,0.056,1995/05/06,-19.1,258.0,Ia
SN1995Q,304.12295833333326,-43.40683333333333,,1995/05/31,,,II
SN1995R,208.385875,-1.1915555555555557,0.02374,1995/06/29,-17.146,106.96,Ia
SN1995S,186.9720833333333,-30.09872222222222,0.021,1995/07/03,-16.8,73.0,
SN1995T,336.80170833333324,-9.495666666666668,0.056416,1995/07/25,-19.0772,260.277,Ia
SN1995U,313.66925,-51.37411111111111,0.056,1995/07/29,-19.1,258.0,Ia
SN1995V,41.61154166666666,-0.4987777777777777,0.00507,1995/08/01,-14.3,14.0,II
SN1995W,351.34404166666667,-57.796055555555554,0.011,1995/08/05,-17.5,49.1,II
SN1995X,340.21375,75.16986111111112,0.0038,1995/08/03,-13.1,16.9,II
SN1995Y,17.748041666666666,33.14505555555556,0.018,1995/08/28,-16.0,62.0,Ia
SN1995Z,20.909791666666663,32.63141666666667,0.016,1995/08/28,-15.8,71.7,II
SN1996A,77.69624999999999,-3.006666666666667,0.033,1996/01/12,-17.9,150.0,II
SN1996aa,214.605875,36.494083333333336,0.011,1996/05/16,-15.5,32.0,Ia
SN1996ab,230.28479166666665,27.92688888888889,0.1242,1996/05/12,-19.15,599.77,Ia
SN1996ac,186.04683333333327,1.4040833333333331,0.026,1996/05/09,-18.8,117.0,Ia
SN1996ad,239.774625,19.80225,,1996/05/09,,,
SN1996ae,223.4992083333333,3.5295277777777776,0.0056,1996/05/21,-15.6,26.0,II
SN1996af,337.12970833333327,-68.97583333333334,0.1,1996/06/12,-18.0,480.0,nIa
SN1996ag,326.7102916666666,-43.69733333333333,0.14,1996/06/12,-19.0,683.0,Ia?
SN1996ah,215.1625833333333,80.12249999999999,0.047,1996/06/06,-18.7,215.0,Ia
SN1996ai,197.7422083333333,37.05983333333333,0.00316,1996/06/16,-14.2,14.0,Ia
SN1996aj,202.27841666666663,-29.233888888888888,0.11,1996/06/15,-17.65,500.8,Ia
SN1996ak,198.01841666666664,46.194,0.02864,1996/07/13,-17.062,129.51,II
SN1996al,353.3170833333333,-54.08388888888889,0.006571,1996/07/22,-17.0,23.0,II
SN1996am,326.5311666666666,-44.00352777777778,0.065,1996/07/12,-18.7,302.0,Ia
SN1996an,41.50345833333333,-7.572305555555555,0.00436,1996/07/27,-14.56,16.7,II
SN1996ao,52.01499999999999,-52.89822222222222,0.058,1996/08/02,-16.7,268.0,Ia
SN1996ap,326.472875,-57.14091666666667,0.075,1996/08/11,-17.8,351.0,nIa
SN1996aq,215.59466666666663,-0.3899444444444445,0.00553,1996/08/17,-15.7,19.0,Ic
SN1996ar,22.96833333333333,-2.2175,0.06,1996/08/20,-19.0,280.0,Ia
SN1996as,316.40124999999995,-52.37805555555556,0.036,1996/09/03,-18.6,164.0,II
SN1996at,17.07345833333333,-0.97375,0.09,1996/09/15,-18.0,420.0,Ic
SN1996au,48.199125,0.7533055555555556,0.52,1996/09/15,-19.9,3060.0,Ia
SN1996av,28.475916666666663,0.2585,0.51,1996/09/15,-20.0,2990.0,Ia
SN1996aw,328.44625,0.0464722222222222,0.21,1996/10/08,-18.4,1070.0,Ia
SN1996ax,328.47054166666663,-0.0434444444444444,0.23,1996/10/08,-17.1,1180.0,
SN1996ay,2.489208333333333,0.8938611111111111,0.62,1996/10/08,-19.0,3780.0,Ia
SN1996az,3.7951666666666655,1.109611111111111,0.84,1996/10/08,-19.7,5480.0,
SN1996B,185.9858333333333,48.778055555555554,0.014,1996/01/16,-16.2,56.0,II
SN1996ba,17.166124999999997,-0.9441388888888887,0.66,1996/10/08,-19.6,4080.0,Ia
SN1996bb,44.27525,-2.7048333333333336,0.56,1996/10/08,-19.0,3340.0,Ia
SN1996bc,48.02741666666666,0.6380833333333333,0.46,1996/10/08,-19.6,2640.0,Ia
SN1996bd,359.8624166666666,-0.9379444444444444,0.28,1996/10/09,-19.3,1480.0,Ia
SN1996be,33.01179166666667,1.377527777777778,0.22,1996/10/09,-18.1,1130.0,II
SN1996bf,33.064125,1.4635833333333332,0.25,1996/10/09,-19.1,1300.0,Ia
SN1996bg,13.218249999999998,-0.0753055555555555,0.11571,1996/10/09,-16.7243,555.715,II
SN1996bh,17.881375,-0.9605833333333332,0.43,1996/10/09,-19.1,2440.0,Ia
SN1996bi,28.14933333333333,0.0453611111111111,0.6,1996/10/09,-20.0,3600.0,Ia
SN1996bj,32.956374999999994,1.4141666666666666,0.57,1996/10/09,-20.1,3420.0,Ia
SN1996bk,206.74158333333327,60.97025,0.00681,1996/10/12,-17.0,27.0,Ia
SN1996bl,9.074875,11.394583333333332,0.0348,1996/10/11,-18.91,158.1,Ia
SN1996bm,11.170208333333331,-63.74572222222222,0.164,1996/10/04,-18.58,811.9,nIa
SN1996bn,93.96958333333332,64.43,0.014,1996/10/17,-16.0,62.6,Ia
SN1996bo,27.09525,11.520861111111111,0.01728,1996/10/18,-17.6,57.0,Ia
SN1996bp,23.836666666666662,-32.780833333333334,0.035,1996/08/11,-18.0,159.0,II
SN1996bq,39.66679166666666,41.654944444444446,0.023,1996/10/12,-16.4,104.0,
SN1996br,38.72304166666666,41.12047222222223,0.063,1996/11/03,-18.8,292.0,
SN1996bs,41.19291666666666,39.49069444444444,,1996/11/03,,,
SN1996bt,102.99166666666665,16.29527777777778,0.008923,1996/11/10,-16.497,39.76,Ia
SN1996bu,170.24658333333332,53.20222222222223,0.00387,1996/11/14,-14.0,18.0,II
SN1996bv,94.05433333333332,57.05277777777778,0.01667,1996/11/03,-18.0,59.0,Ia
SN1996bw,25.935458333333333,4.2219444444444445,0.018,1996/11/30,-16.5,64.0,II
SN1996bx,59.81841666666666,-53.373777777777775,0.058,1996/11/18,-16.2,268.0,Ia
SN1996by,89.60291666666666,68.45294444444444,0.014,1996/12/14,-17.5,62.6,Ia
SN1996bz,37.850541666666665,39.730916666666666,,1996/10/12,,,
SN1996C,207.7025,49.31863888888889,0.0276,1996/02/15,-18.55,115.0,Ia
SN1996ca,337.74691666666666,-13.99747222222222,0.016,1996/12/15,-17.3,57.0,Ia
SN1996cb,165.92491666666666,28.90380555555556,0.0024,1996/12/15,-13.7,3.8,IIb
SN1996cc,217.86854166666663,49.96216666666667,0.0068,1996/12/19,-17.3,37.0,II
SN1996cd,119.336375,11.206583333333333,0.048,1996/12/16,-18.2,220.0,Ib/c
SN1996ce,199.0644583333333,30.264611111111112,0.049,1996/12/16,-18.8,225.0,
SN1996cf,162.21233333333333,0.0584444444444444,0.57,1996/03/17,-20.0,3420.0,Ia
SN1996cg,126.05554166666664,3.41625,0.49,1996/03/17,-19.9,2850.0,Ia
SN1996ch,179.9072083333333,-9.9095,0.57,1996/03/17,-18.6,3420.0,Ia
SN1996ci,206.48399999999995,2.4482500000000003,0.495,1996/03/17,-20.08,2883.0,Ia
SN1996cj,206.90754166666665,2.4374722222222225,0.19,1996/03/17,-16.4,955.0,II
SN1996ck,192.146625,-0.7675000000000001,0.656,1996/03/17,-20.0,4050.0,Ia
SN1996cl,164.24637499999997,-3.626777777777778,0.8274,1996/03/18,-20.044,5379.4,Ia
SN1996cm,232.546875,5.924166666666667,0.45,1996/03/18,-19.4,2570.0,Ia
SN1996cn,207.11341666666664,2.4629444444444446,0.43,1996/03/18,-19.4,2440.0,Ia
SN1996co,154.7395,62.25336111111111,0.071,1996/12/20,-19.6,331.0,
SN1996cp,164.2645833333333,-3.628055555555556,0.83,1996/03/13,-17.5,5400.0,
SN1996cq,164.25916666666663,-3.6261111111111113,0.83,1996/03/13,-18.0,5400.0,
SN1996cr,213.291875,-65.34577777777777,0.001449,1996/03/16,-11.5,4.2,II
SN1996D,68.50124999999998,-8.578888888888889,0.0151,1996/02/09,-15.95,67.6,Ic
SN1996E,152.5845,-12.552555555555555,0.425,1996/02/14,-19.71,2405.0,Ia
SN1996F,162.51508333333334,-9.375055555555557,0.44,1996/02/14,-19.5,2510.0,II
SN1996G,187.2243333333333,-0.0790555555555555,0.41,1996/02/14,-18.5,2310.0,II
SN1996H,187.21991666666665,-0.0947222222222222,0.62,1996/02/14,-20.1,3780.0,Ia
SN1996I,180.16429166666663,-0.2673333333333333,0.57,1996/02/14,-19.7,3420.0,Ia
SN1996J,152.638375,-12.618111111111112,0.3,1996/02/20,-19.0,1600.0,Ia
SN1996K,126.18120833333332,-0.3517222222222222,0.38,1996/02/20,-18.6,2110.0,Ia
SN1996L,174.65749999999997,-43.4205,0.033,1996/03/19,-17.2,150.0,II
SN1996M,192.823875,-13.019916666666669,0.02,1996/03/19,-17.0,90.0,II
SN1996N,54.73070833333333,-26.334444444444443,0.0047,1996/03/12,-10.2,18.0,Ib
SN1996O,241.494375,18.196555555555555,0.037249,1996/03/21,-18.0,160.0,Ia
SN1996P,208.2192083333333,2.8083888888888886,0.0155,1996/03/25,-17.21,69.41,Ia
SN1996Q,131.53824999999998,0.1149722222222222,0.36,1996/03/15,-19.7,1980.0,
SN1996R,169.04316666666665,-0.1942499999999999,0.15617,1996/03/15,-18.8308,769.429,Ia
SN1996S,171.29649999999998,-35.44141666666666,0.11,1996/03/15,-16.1,526.0,II
SN1996T,151.36524999999995,-7.4566388888888895,0.24,1996/03/15,-19.5,1240.0,Ia
SN1996U,177.639625,10.445944444444445,0.43,1996/03/15,-19.7,2440.0,Ia
SN1996V,170.38012499999996,2.811222222222222,0.02377,1996/03/28,-18.77,113.0,Ia
SN1996W,179.87075,-19.256083333333333,0.00443,1996/04/10,-14.6,13.0,II
SN1996X,199.5047083333333,-26.845916666666664,0.00689,1996/04/12,-18.4,21.0,Ia
SN1996Y,170.3855833333333,2.887277777777778,0.049,1996/04/10,-18.3,225.0,
SN1996Z,144.18674999999996,-21.147694444444443,0.00758,1996/05/16,-18.0,30.0,Ia
SN1997A,67.88812499999999,-61.11933333333334,0.058,1997/01/03,-18.6,268.0,Ia
SN1997aa,72.97333333333331,-4.96,0.012,1997/03/01,-16.6,53.6,II
SN1997ab,147.75088333333332,20.07218888888889,0.013,1997/02/28,-17.4,53.6,II
SN1997ac,126.02170833333332,4.189611111111112,0.32,1997/02/10,-19.7,1730.0,Ia
SN1997ad,125.636,4.166027777777778,,1997/03/05,,,
SN1997ae,125.99449999999996,3.7983055555555554,,1997/03/05,,,
SN1997af,125.96945833333332,4.145555555555556,0.579,1997/03/05,-19.77,3481.0,Ia
SN1997ag,149.72229166666665,-0.3413888888888888,0.59,1997/03/05,-19.6,3560.0,Ia
SN1997ah,150.01216666666667,-0.3918611111111111,0.73,1997/03/05,-19.7,4610.0,Ia
SN1997ai,162.24004166666666,0.5305555555555556,0.45,1997/03/05,-19.8,2570.0,Ia
SN1997aj,163.97074999999998,-3.983972222222224,0.581,1997/03/05,-19.98,3496.0,Ia
SN1997ak,164.22145833333332,-4.230805555555556,0.35,1997/03/05,-17.0,1910.0,Ia
SN1997al,164.37629166666662,-3.247138888888889,0.62,1997/03/05,-18.9,3780.0,Ia
SN1997am,164.38133333333332,-3.2300833333333334,0.416,1997/03/05,-19.86,2345.0,Ia
SN1997an,164.4332083333333,-3.7883888888888886,0.49,1997/03/05,-18.0,2850.0,
SN1997ao,206.7725833333333,2.149861111111111,,1997/03/05,,,
SN1997ap,206.79125,2.399305555555556,2.07,1997/03/05,-22.43,16620.0,Ia
SN1997aq,206.79125,2.4603333333333337,0.51,1997/03/05,-18.1,2990.0,
SN1997ar,206.88325,2.437777777777778,0.36,1997/03/05,-18.5,1980.0,
SN1997as,126.03941666666668,-0.8022777777777779,0.508,1997/03/08,-20.27,2974.0,Ia
SN1997at,160.90679166666663,-0.8184722222222222,,1997/03/08,,,
SN1997au,177.51766666666666,10.756222222222222,,1997/03/08,,,
SN1997av,155.7968333333333,4.229027777777778,,1997/03/08,,,
SN1997aw,155.86754166666665,4.11975,0.44,1997/03/08,-19.3,2510.0,
SN1997ax,169.50854166666664,0.03625,0.18,1997/03/08,-18.0,900.0,
SN1997ay,171.54308333333333,-0.6074722222222222,0.62,1997/03/08,-19.9,3780.0,
SN1997az,170.7732083333333,-0.2654444444444444,0.04,1997/03/08,-17.0,180.0,II
SN1997B,88.25829166666665,-17.86538888888889,0.0097,1997/01/13,-16.2,36.0,Ic
SN1997ba,186.90975,0.2252777777777778,,1997/03/08,,,
SN1997bb,187.253,0.1531388888888888,0.518,1997/03/08,-20.32,3045.0,Ia
SN1997bc,179.78445833333328,-0.5557222222222222,0.26,1997/03/08,-18.6,1360.0,II
SN1997bd,190.11979166666663,-0.0949444444444444,0.67,1997/03/08,-20.0,4160.0,Ia
SN1997be,190.16991666666664,-0.3893888888888889,,1997/03/08,,,
SN1997bf,205.4515,0.1035277777777777,0.15,1997/03/08,-18.9,736.0,
SN1997bg,190.16466666666665,-0.40075,0.19,1997/03/08,-16.4,955.0,II
SN1997bh,206.14987499999995,-0.3303611111111111,0.42,1997/03/08,-19.6,2370.0,Ia
SN1997bi,152.87033333333332,-13.215388888888889,,1997/03/09,,,
SN1997bj,160.61104166666664,0.0265,0.334,1997/03/09,-19.49,1813.0,Ia
SN1997bk,160.50879166666664,0.0300555555555555,0.28,1997/03/09,-18.5,1480.0,II
SN1997bl,190.0875,-11.744166666666668,0.19,1997/03/07,-18.4,955.0,Ia
SN1997bm,173.23804166666665,50.245444444444445,0.0099,1997/03/18,-15.2,44.1,I
SN1997bn,124.75916666666664,21.183805555555555,0.014,1997/04/03,-17.2,53.0,II
SN1997bo,184.96941666666663,7.730472222222223,0.01257,1997/04/03,-17.647,56.165,II
SN1997bp,191.7239583333333,-11.642555555555557,0.008309,1997/04/06,-18.0,30.0,Ia-HV
SN1997bq,154.2722083333333,73.38391666666668,0.00941,1997/04/07,-18.1,38.4,Ia
SN1997br,200.17666666666668,-22.03675,0.006941,1997/04/10,-17.0,20.0,Ia Pec
SN1997bs,170.05899999999997,12.9721,0.00193,1997/04/15,-11.87,8.554,IIn
SN1997bt,166.56298749999996,-11.606855555555557,0.065,1997/03/31,-17.9,302.0,II
SN1997bu,151.54162499999998,-7.275027777777778,,1997/04/03,,,
SN1997bv,143.45329166666664,0.0831666666666666,0.43,1997/04/03,-17.9,2440.0,
SN1997bw,172.6750833333333,-0.6323888888888889,0.5,1997/04/03,-18.0,2900.0,Ia
SN1997bx,186.29916666666665,0.0817777777777777,0.35,1997/04/03,-18.4,1910.0,Ia
SN1997by,201.86475,-27.322694444444444,0.045,1997/04/27,-19.0,206.0,Ia
SN1997bz,170.60604166666667,1.1893055555555556,0.03,1997/04/27,-16.12,134.9,Ia
SN1997C,153.48408333333333,38.81680555555556,0.023,1997/01/13,-17.7,104.0,Ia
SN1997ca,214.16766666666663,52.53311111111111,0.52,1997/04/29,-19.8,3060.0,Ia
SN1997cb,214.480875,52.316833333333335,0.28,1997/04/29,-17.2,1480.0,II
SN1997cc,214.1399583333333,52.39380555555555,,1997/04/29,,,
SN1997cd,256.571125,44.07611111111112,0.51,1997/04/29,-19.5,2990.0,Ia
SN1997ce,256.9510833333333,44.023944444444446,0.44,1997/04/29,-18.7,2510.0,Ia
SN1997cf,256.6795,43.903888888888886,,1997/04/29,,,
SN1997cg,256.6956666666666,43.82058333333334,,1997/04/29,,,
SN1997ch,189.3705,62.11188888888889,,1997/04/29,,,
SN1997ci,189.305875,62.08902777777778,,1997/04/29,,,
SN1997cj,189.26779166666665,62.44025,0.5,1997/04/29,-20.0,2900.0,Ia
SN1997ck,253.251125,35.062888888888885,0.97,1997/04/29,-20.1,6540.0,
SN1997cl,208.5779583333333,-27.741083333333336,0.047,1997/05/02,-16.3,215.0,II
SN1997cm,193.40429166666664,-28.813472222222224,0.071,1997/05/02,-16.3,331.0,nIa
SN1997cn,212.49066666666664,17.542305555555558,0.0162,1997/05/14,-16.8,72.0,Ia-91bg
SN1997co,201.00491666666667,9.70636111111111,0.023,1997/05/29,-18.0,90.0,II
SN1997cp,326.15208333333334,-57.42511111111111,0.16,1997/06/02,-19.2,790.0,Ia?
SN1997cq,247.46191666666664,39.75563888888889,0.032,1997/06/02,-16.48,137.0,II
SN1997cr,316.45087499999994,-25.224944444444443,0.077,1997/06/02,-17.2,360.0,II
SN1997cs,228.41575,2.895694444444445,0.0369,1997/06/26,-18.12,167.9,II
SN1997ct,211.862,70.43497222222223,0.03,1997/06/29,-19.0,140.0,Ia
SN1997cu,52.262875,-52.69455555555555,0.062,1997/07/04,-19.3,287.0,Ia
SN1997cv,203.83654166666665,-34.20322222222222,0.024,1997/07/07,-14.2,85.0,nIa
SN1997cw,6.321958333333333,12.885055555555557,0.01765,1997/07/10,-16.9,58.0,Ia
SN1997cx,151.40595833333333,80.291,0.0051,1997/07/12,-17.0,25.0,II
SN1997cy,68.22858333333332,-61.71597222222223,0.0642,1997/07/16,-19.36,297.8,II
SN1997cz,204.289125,-33.79219444444444,0.048,1997/07/19,-15.3,220.0,nIa
SN1997D,62.75416666666666,-56.49888888888889,0.004,1997/01/15,-11.5,13.0,II
SN1997da,243.979,68.34813888888888,0.026,1997/07/31,-18.3,117.0,II
SN1997db,329.08554166666664,73.24705555555556,0.0049,1997/08/02,-13.8,14.0,II
SN1997dc,352.1183749999999,22.42305555555556,0.012,1997/08/05,-15.2,49.0,Ib
SN1997dd,241.4430416666666,21.487277777777777,0.015,1997/08/20,-17.1,51.0,IIb
SN1997de,289.58675,-60.495,0.013,1997/08/27,-16.3,58.1,Ia
SN1997df,62.307500000000005,-30.70638888888889,0.059,1997/09/08,-16.4,273.0,nIa
SN1997dg,355.05920833333334,26.20327777777777,0.0297,1997/09/27,-18.46,134.4,Ia
SN1997dh,356.32154166666663,-44.94586111111111,0.05,1997/10/20,-18.0,230.0,Ic
