name,RA_deg,Dec_deg,redshift,datetime,maxabsmag,distance_mpc,type
GRB 960524C,358.52,-24.77,,1996/05/24,,,LGRB
GRB 960525,139.07,53.77,,1996/05/25,,,LGRB
GRB 960527,186.07,1.08,,1996/05/27,,,LGRB
GRB 960528,291.86,22.03,,1996/05/28,,,LGRB
GRB 960529,14.4,48.89,,1996/05/29,,,LGRB
GRB 960530,143.41,-53.79,,1996/05/30,,,LGRB
GRB 960531A,34.209999999999994,-28.5,,1996/05/31,,,LGRB
GRB 960531B,179.99999999999997,80.77,,1996/05/31,,,LGRB
GRB 960601A,208.81,-56.48,,1996/06/01,,,LGRB
GRB 960601B,5.570833333333333,64.8,,1996/06/01,,,LGRB
GRB 960602,272.72,-35.19,,1996/06/02,,,LGRB
GRB 960604,313.9,-26.93,,1996/06/04,,,LGRB
GRB 960605A,154.26,-1.98,,1996/06/05,,,LGRB
GRB 960605B,244.06,52.8,,1996/06/05,,,LGRB
GRB 960607B,48.43,75.1,,1996/06/07,,,LGRB
GRB 960608A,255.95,-13.09,,1996/06/08,,,LGRB
GRB 960610,328.23999999999995,-29.35,,1996/06/10,,,LGRB
GRB 960612,22.25,6.34,,1996/06/12,,,LGRB
GRB 960613A,276.53,-66.46000000000001,,1996/06/13,,,LGRB
GRB 960613B,221.7,35.97,,1996/06/13,,,LGRB
GRB 960615A,110.93,51.13,,1996/06/15,,,LGRB
GRB 960617A,310.11,-44.72,,1996/06/17,,,LGRB
GRB 960617B,161.14,-30.9,,1996/06/17,,,LGRB
GRB 960620,206.88,27.78,,1996/06/20,,,LGRB
GRB 960621A,357.19,10.86,,1996/06/21,,,LGRB
GRB 960621C,290.5,25.34,,1996/06/21,,,LGRB
GRB 960623A,180.78,7.59,,1996/06/23,,,LGRB
GRB 960623B,287.04,-45.580000000000005,,1996/06/23,,,LGRB
GRB 960623D,358.99999999999994,0.05,,1996/06/23,,,LGRB
GRB 960624B,98.96,32.05,,1996/06/24,,,LGRB
GRB 960625,110.59,-8.209999999999999,,1996/06/25,,,LGRB
GRB 960628,326.98,48.28,,1996/06/28,,,LGRB
GRB 960702A,108.65999999999998,19.43,,1996/07/02,,,LGRB
GRB 960703A,4.620833333333333,-7.75,,1996/07/03,,,LGRB
GRB 960707A,320.94999999999993,82.51,,1996/07/07,,,LGRB
GRB 960707B,189.27,-1.78,,1996/07/07,,,LGRB
GRB 960713B,169.28999999999996,85.45,,1996/07/13,,,LGRB
GRB 960715A,3.4291666666666667,35.5,,1996/07/15,,,LGRB
GRB 960715B,81.75999999999999,48.84,,1996/07/15,,,LGRB
GRB 960715C,312.98999999999995,51.86,,1996/07/15,,,LGRB
GRB 960716,55.42,-10.53,,1996/07/16,,,LGRB
GRB 960720,262.43,49.330000000000005,,1996/07/20,,,LGRB
GRB 960722A,228.82,10.489999999999998,,1996/07/22,,,LGRB
GRB 960722C,29.64,31.67,,1996/07/22,,,LGRB
GRB 960723,94.98999999999998,43.25,,1996/07/23,,,LGRB
GRB 960730A,277.94,-56.54,,1996/07/30,,,LGRB
GRB 960730B,150.01,25.41,,1996/07/30,,,LGRB
GRB 960802,249.52,30.53,,1996/08/02,,,LGRB
GRB 960804B,218.67,68.2,,1996/08/04,,,LGRB
GRB 960806A,319.98,1.03,,1996/08/06,,,LGRB
GRB 960806B,182.93,-2.19,,1996/08/06,,,LGRB
GRB 960807,157.53,32.13,,1996/08/07,,,LGRB
GRB 960808,85.25,37.02,,1996/08/08,,,LGRB
GRB 960810A,185.29,-34.6,,1996/08/10,,,LGRB
GRB 960812,97.01999999999998,39.0,,1996/08/12,,,LGRB
GRB 960813A,89.82,14.91,,1996/08/13,,,LGRB
GRB 960813B,186.97,41.96,,1996/08/13,,,LGRB
GRB 960814,192.49,-48.55,,1996/08/14,,,LGRB
GRB 960815,265.33,-58.01,,1996/08/15,,,LGRB
GRB 960819,87.1,50.77,,1996/08/19,,,LGRB
GRB 960824,351.2399999999999,65.67,,1996/08/24,,,LGRB
GRB 960830,130.01,-36.8,,1996/08/30,,,LGRB
GRB 960831A,327.81999999999994,40.18,,1996/08/31,,,LGRB
GRB 960831B,242.76,22.93,,1996/08/31,,,LGRB
GRB 960906B,65.1,-41.47,,1996/09/06,,,LGRB
GRB 960907A,143.93,49.87,,1996/09/07,,,LGRB
GRB 960908,187.19,-63.23,,1996/09/08,,,LGRB
GRB 960912A,95.14,76.86,,1996/09/12,,,LGRB
GRB 960913A,137.36999999999998,-39.86,,1996/09/13,,,LGRB
GRB 960913B,182.58,-23.45,,1996/09/13,,,LGRB
GRB 960916,153.95999999999998,57.55,,1996/09/16,,,LGRB
GRB 960917,313.86999999999995,-33.89,,1996/09/17,,,LGRB
GRB 960921A,223.22,-25.35,,1996/09/21,,,LGRB
GRB 960923A,256.3299999999999,57.35,,1996/09/23,,,LGRB
GRB 960923B,88.26999999999998,20.0,,1996/09/23,,,LGRB
GRB 960924,37.28,2.7,,1996/09/24,,,LGRB
GRB 960927,199.56,74.13,,1996/09/27,,,LGRB
GRB 960929A,59.35,-2.49,,1996/09/29,,,LGRB
GRB 961001B,42.79,59.03,,1996/10/01,,,LGRB
GRB 961002,129.89,29.99,,1996/10/02,,,LGRB
GRB 961006A,274.65,-28.88,,1996/10/06,,,LGRB
GRB 961008,258.69,29.57,,1996/10/08,,,LGRB
GRB 961009A,218.33,-26.63,,1996/10/09,,,LGRB
GRB 961009B,94.03999999999998,80.06,,1996/10/09,,,LGRB
GRB 961015,220.03,30.1,,1996/10/15,,,LGRB
GRB 961017C,286.61,31.66,,1996/10/17,,,LGRB
GRB 961019,321.86999999999995,-84.18,,1996/10/19,,,LGRB
GRB 961022A,267.64,-12.95,,1996/10/22,,,LGRB
GRB 961026A,99.32,41.88,,1996/10/26,,,LGRB
GRB 961026B,202.89,26.01,,1996/10/26,,,LGRB
GRB 961102,271.43999999999994,28.13,,1996/11/02,,,LGRB
GRB 961105,273.56,14.07,,1996/11/05,,,LGRB
GRB 961111B,86.33999999999999,34.39,,1996/11/11,,,LGRB
GRB 961125,304.69,-53.52,,1996/11/25,,,LGRB
GRB 961202,336.67,20.55,,1996/12/02,,,LGRB
GRB 961206,28.1,-36.330000000000005,,1996/12/06,,,LGRB
GRB 961214,207.44,-18.540000000000003,,1996/12/14,,,LGRB
GRB 961216,69.71,-21.48,,1996/12/16,,,LGRB
GRB 961218A,281.62999999999994,-28.55,,1996/12/18,,,LGRB
GRB 961218B,97.75,-21.73,,1996/12/18,,,LGRB
GRB 961220,6.916666666666666,17.33,,1996/12/20,,,LGRB
GRB 961223,86.32,36.6,,1996/12/23,,,LGRB
GRB 961224A,11.919999999999998,41.13,,1996/12/24,,,LGRB
GRB 961225,171.30999999999997,-2.85,,1996/12/25,,,LGRB
GRB 961226,21.04,78.25,,1996/12/26,,,LGRB
GRB 961228A,160.28,-53.6,,1996/12/28,,,LGRB
GRB 961228B,268.03,27.17,,1996/12/28,,,LGRB
GRB 961228C,4.15,-59.06,,1996/12/28,,,LGRB
GRB 970101,329.96,-21.92,,1997/01/01,,,LGRB
GRB 970111,231.25,18.73,,1997/01/11,,,LGRB
GRB 970119,322.73999999999995,32.169999999999995,,1997/01/19,,,LGRB
GRB 970120,196.09,60.830000000000005,,1997/01/20,,,LGRB
GRB 970128,275.26,24.68,,1997/01/28,,,LGRB
GRB 970131,253.79,36.59,,1997/01/31,,,LGRB
GRB 970201A,55.12999999999999,-19.44,,1997/02/01,,,LGRB
GRB 970202,49.57999999999999,-28.790000000000003,,1997/02/02,,,LGRB
GRB 970203,8.629166666666666,-4.3,,1997/02/03,,,LGRB
GRB 970211A,242.93,38.54,,1997/02/11,,,LGRB
GRB 970211B,95.61,-30.87,,1997/02/11,,,LGRB
GRB 970214A,339.80999999999995,15.75,,1997/02/14,,,LGRB
GRB 970219,328.02,69.91000000000001,,1997/02/19,,,LGRB
GRB 970221,342.8,-69.7,,1997/02/21,,,LGRB
GRB 970223,142.43999999999997,35.46,,1997/02/23,,,LGRB
GRB 970224,65.26999999999998,-37.04,,1997/02/24,,,LGRB
GRB 970226A,335.49999999999994,-36.66,,1997/02/26,,,LGRB
GRB 970226B,45.43999999999999,-26.26,,1997/02/26,,,LGRB
GRB 970227A,322.79,-30.66,,1997/02/27,,,LGRB
GRB 970302A,7.929166666666666,-54.54,,1997/03/02,,,LGRB
GRB 970302B,275.92,21.02,,1997/03/02,,,LGRB
GRB 970304,219.93,-9.33,,1997/03/04,,,LGRB
GRB 970306,18.34,21.360000000000003,,1997/03/06,,,LGRB
GRB 970311,224.57,-7.65,,1997/03/11,,,LGRB
GRB 970312,354.51,33.85,,1997/03/12,,,LGRB
GRB 970315B,2.15,60.72,,1997/03/15,,,LGRB
GRB 970315C,130.61999999999995,-52.4,,1997/03/15,,,LGRB
GRB 970317A,339.7099999999999,-23.15,,1997/03/17,,,LGRB
GRB 970317B,111.75,68.9,,1997/03/17,,,LGRB
GRB 970321,94.98999999999998,51.39,,1997/03/21,,,LGRB
GRB 970324,9.058333333333334,-22.84,,1997/03/24,,,LGRB
GRB 970326B,133.97999999999996,-23.92,,1997/03/26,,,LGRB
GRB 970327A,348.87999999999994,15.4,,1997/03/27,,,LGRB
GRB 970328A,2.02,19.59,,1997/03/28,,,LGRB
GRB 970330A,347.73999999999995,-19.12,,1997/03/30,,,LGRB
GRB 970402A,310.11,34.3,,1997/04/02,,,LGRB
GRB 970402B,9.170833333333333,42.09,,1997/04/02,,,LGRB
GRB 970403B,45.62999999999999,8.35,,1997/04/03,,,LGRB
GRB 970404B,73.64999999999999,-53.28,,1997/04/04,,,LGRB
GRB 970404C,216.28,-41.79,,1997/04/04,,,LGRB
GRB 970405,98.84,22.84,,1997/04/05,,,LGRB
GRB 970408A,162.61999999999998,10.69,,1997/04/08,,,LGRB
GRB 970409,15.069999999999997,36.3,,1997/04/09,,,LGRB
GRB 970411,56.96999999999999,34.34,,1997/04/11,,,LGRB
GRB 970414A,111.5,1.84,,1997/04/14,,,LGRB
GRB 970415,42.53,-11.76,,1997/04/15,,,LGRB
GRB 970416,309.24999999999994,-38.88,,1997/04/16,,,LGRB
GRB 970417B,56.52999999999999,8.61,,1997/04/17,,,LGRB
GRB 970417C,41.51999999999999,17.12,,1997/04/17,,,LGRB
GRB 970419,240.42,-63.04,,1997/04/19,,,LGRB
GRB 970420,212.99,-15.91,,1997/04/20,,,LGRB
GRB 970423,290.91,6.41,,1997/04/23,,,LGRB
GRB 970424B,266.61,-44.34,,1997/04/24,,,LGRB
GRB 970503,170.66,70.18,,1997/05/03,,,LGRB
GRB 970505,264.8599999999999,18.42,,1997/05/05,,,LGRB
GRB 970507,89.22,83.48,,1997/05/07,,,LGRB
GRB 970508,132.41,80.61999999999999,,1997/05/08,,,LGRB
GRB 970509,192.38,20.1,,1997/05/09,,,LGRB
GRB 970510A,284.88,68.66000000000001,,1997/05/10,,,LGRB
GRB 970510B,12.839999999999998,-0.8400000000000001,,1997/05/10,,,LGRB
GRB 970511,0.4999999999999999,19.69,,1997/05/11,,,LGRB
GRB 970516,65.29999999999998,-17.66,,1997/05/16,,,LGRB
GRB 970517A,333.58,17.32,,1997/05/17,,,LGRB
GRB 970517B,112.11,-15.41,,1997/05/17,,,LGRB
GRB 970522,235.72,-12.97,,1997/05/22,,,LGRB
GRB 970525,261.73,33.38,,1997/05/25,,,LGRB
GRB 970526,1.1208333333333331,12.94,,1997/05/26,,,LGRB
GRB 970529,155.82,13.05,,1997/05/29,,,LGRB
GRB 970530,323.33,-75.8,,1997/05/30,,,LGRB
GRB 970603A,105.25,-13.85,,1997/06/03,,,LGRB
GRB 970603B,177.05,62.31,,1997/06/03,,,LGRB
GRB 970612B,290.23,43.52,,1997/06/12,,,LGRB
GRB 970612C,117.57,62.15,,1997/06/12,,,LGRB
GRB 970613B,199.81,-16.6,,1997/06/13,,,LGRB
GRB 970613C,273.36999999999995,24.98,,1997/06/13,,,LGRB
GRB 970614A,317.35,-46.18,,1997/06/14,,,LGRB
GRB 970614B,234.69,62.2,,1997/06/14,,,LGRB
GRB 970616A,32.32999999999999,33.03,,1997/06/16,,,LGRB
GRB 970616B,20.44,-7.119999999999999,,1997/06/16,,,LGRB
GRB 970627A,227.73999999999995,39.98,,1997/06/27,,,LGRB
GRB 970627B,120.84,42.28,,1997/06/27,,,LGRB
GRB 970627C,285.23999999999995,-18.360000000000003,,1997/06/27,,,LGRB
GRB 970628A,24.06,6.22,,1997/06/28,,,LGRB
GRB 970628C,45.92,-24.02,,1997/06/28,,,LGRB
GRB 970629,29.62,25.040000000000003,,1997/06/29,,,LGRB
GRB 970701,272.65000000000003,32.3,,1997/07/01,,,LGRB
GRB 970707A,191.97,7.38,,1997/07/07,,,LGRB
GRB 970708A,141.11999999999998,-21.16,,1997/07/08,,,LGRB
GRB 970709A,263.03,32.62,,1997/07/09,,,LGRB
GRB 970713A,161.55,-14.35,,1997/07/13,,,LGRB
GRB 970713B,274.48,58.65,,1997/07/13,,,LGRB
GRB 970713C,127.11999999999998,58.45,,1997/07/13,,,LGRB
GRB 970714A,12.249999999999998,32.36,,1997/07/14,,,LGRB
GRB 970715,270.47,-64.56,,1997/07/15,,,LGRB
GRB 970716,114.18999999999998,-58.52,,1997/07/16,,,LGRB
GRB 970720,229.69,-33.16,,1997/07/20,,,LGRB
GRB 970723,114.46,-33.1,,1997/07/23,,,LGRB
GRB 970725A,286.42,48.97,,1997/07/25,,,LGRB
GRB 970725B,12.949999999999998,36.21,,1997/07/25,,,LGRB
GRB 970731,258.52,-57.46,,1997/07/31,,,LGRB
GRB 970801,101.03999999999998,29.55,,1997/08/01,,,LGRB
GRB 970802A,215.07,3.32,,1997/08/02,,,LGRB
GRB 970802B,101.96999999999998,-1.98,,1997/08/02,,,LGRB
GRB 970807A,224.71,-40.72,,1997/08/07,,,LGRB
GRB 970807B,289.44,-38.7,,1997/08/07,,,LGRB
GRB 970809A,183.93,66.83,,1997/08/09,,,LGRB
GRB 970809B,159.29999999999998,-65.52,,1997/08/09,,,LGRB
GRB 970814,306.79,38.22,,1997/08/14,,,LGRB
GRB 970815,234.49,81.7,,1997/08/15,,,LGRB
GRB 970816,91.57,44.97,,1997/08/16,,,LGRB
GRB 970817A,277.43,36.63,,1997/08/17,,,LGRB
GRB 970818,319.72,18.98,,1997/08/18,,,LGRB
GRB 970821,226.07,-76.99,,1997/08/21,,,LGRB
GRB 970824B,221.86999999999995,39.26,,1997/08/24,,,LGRB
GRB 970824C,115.33,36.66,,1997/08/24,,,LGRB
GRB 970825,89.25999999999999,-10.18,,1997/08/25,,,LGRB
GRB 970827,134.64999999999998,-51.64,,1997/08/27,,,LGRB
GRB 970829,226.05,1.53,,1997/08/29,,,LGRB
GRB 970831,85.74999999999999,-47.330000000000005,,1997/08/31,,,LGRB
GRB 970907B,175.47,-17.34,,1997/09/07,,,LGRB
GRB 970907C,273.47,38.69,,1997/09/07,,,LGRB
GRB 970910A,316.64,-45.44,,1997/09/10,,,LGRB
GRB 970912B,181.28,-23.46,,1997/09/12,,,LGRB
GRB 970919A,194.98,45.46,,1997/09/19,,,LGRB
GRB 970919C,298.54999999999995,59.56,,1997/09/19,,,LGRB
GRB 970924,287.85,0.5194444444444445,,1997/09/24,,,LGRB
GRB 970925A,346.97,54.6,,1997/09/25,,,LGRB
GRB 970925B,326.84,-8.42,,1997/09/25,,,LGRB
GRB 970926B,139.42,18.28,,1997/09/26,,,LGRB
GRB 970926C,313.69999999999993,40.4,,1997/09/26,,,LGRB
GRB 970928,168.29999999999998,78.63,,1997/09/28,,,LGRB
GRB 970930A,281.44999999999993,-84.51,,1997/09/30,,,LGRB
GRB 970930B,270.23999999999995,-88.0,,1997/09/30,,,LGRB
GRB 971002A,8.420833333333333,47.25,,1997/10/02,,,LGRB
GRB 971002B,193.36999999999995,-7.96,,1997/10/02,,,LGRB
GRB 971004A,354.54999999999995,-24.6,,1997/10/04,,,LGRB
GRB 971004B,324.42999999999995,83.28999999999999,,1997/10/04,,,LGRB
GRB 971005,331.17,-56.25,,1997/10/05,,,LGRB
GRB 971006,249.77,53.23,,1997/10/06,,,LGRB
GRB 971009A,255.96,-31.06,,1997/10/09,,,LGRB
GRB 971009B,273.51,-66.24,,1997/10/09,,,LGRB
GRB 971011,206.08,-59.72,,1997/10/11,,,LGRB
GRB 971012,329.7199999999999,40.98,,1997/10/12,,,LGRB
GRB 971013A,167.02999999999997,2.66,,1997/10/13,,,LGRB
GRB 971013B,221.75,-63.87,,1997/10/13,,,LGRB
GRB 971015A,265.7099999999999,12.91,,1997/10/15,,,LGRB
GRB 971015B,279.9899999999999,18.62,,1997/10/15,,,LGRB
GRB 971015C,192.63,28.43,,1997/10/15,,,LGRB
GRB 971020,28.789999999999992,-45.21,,1997/10/20,,,LGRB
GRB 971021,147.03,3.41,,1997/10/21,,,LGRB
GRB 971022,238.93,-31.87,,1997/10/22,,,LGRB
GRB 971024A,270.47,49.64,,1997/10/24,,,LGRB
GRB 971024B,104.54,25.63,,1997/10/24,,,LGRB
GRB 971027,121.11999999999996,-7.67,,1997/10/27,,,LGRB
GRB 971029A,101.12,24.67,,1997/10/29,,,LGRB
GRB 971029B,66.86999999999999,-44.97,,1997/10/29,,,LGRB
GRB 971110,241.67,50.37,,1997/11/10,,,LGRB
GRB 971118B,319.18999999999994,-57.65,,1997/11/18,,,LGRB
GRB 971121,187.63,-9.32,,1997/11/21,,,LGRB
GRB 971122A,72.58,-9.79,,1997/11/22,,,LGRB
GRB 971122B,118.87,-30.72,,1997/11/22,,,LGRB
GRB 971124,255.2,-87.1,,1997/11/24,,,LGRB
GRB 971125A,223.34,-13.26,,1997/11/25,,,LGRB
GRB 971127,225.61,31.93,,1997/11/27,,,LGRB
GRB 971204,195.83,-34.51,,1997/12/04,,,LGRB
GRB 971206A,117.84,4.13,,1997/12/06,,,LGRB
GRB 971206B,161.06999999999996,-6.71,,1997/12/06,,,LGRB
GRB 971207A,264.94999999999993,-6.09,,1997/12/07,,,LGRB
GRB 971207B,95.07,3.38,,1997/12/07,,,LGRB
GRB 971207C,133.73999999999998,-4.59,,1997/12/07,,,LGRB
GRB 971210A,176.91,-51.95,,1997/12/10,,,LGRB
GRB 971210B,253.48,32.71,,1997/12/10,,,LGRB
GRB 971212,306.69,-44.95,,1997/12/12,,,LGRB
GRB 971214,180.83,66.21000000000001,,1997/12/14,,,LGRB
GRB 971216,357.02,-23.42,,1997/12/16,,,LGRB
GRB 971218B,116.17,16.67,,1997/12/18,,,LGRB
GRB 971219,356.44,34.730000000000004,,1997/12/19,,,LGRB
GRB 971220A,33.23,-38.55,,1997/12/20,,,LGRB
GRB 971223,221.65,50.53,,1997/12/23,,,LGRB
GRB 971227,190.04,54.28,,1997/12/27,,,LGRB
GRB 971229,340.29,-68.33999999999999,,1997/12/29,,,LGRB
GRB 971230A,305.15,-9.53,,1997/12/30,,,LGRB
GRB 971230B,147.61,-19.15,,1997/12/30,,,LGRB
GRB 980101,205.07,35.05,,1998/01/01,,,LGRB
GRB 980103A,236.69,-75.03999999999999,,1998/01/03,,,LGRB
GRB 980105,37.2,51.66,,1998/01/05,,,LGRB
GRB 980109A,12.23,-60.82,,1998/01/09,,,LGRB
GRB 980110,270.01,-40.31,,1998/01/10,,,LGRB
GRB 980124A,272.22,80.3,,1998/01/24,,,LGRB
GRB 980124B,8.691666666666665,45.51,,1998/01/24,,,LGRB
GRB 980124C,192.2,-62.7,,1998/01/24,,,LGRB
GRB 980124D,345.58,-15.83,,1998/01/24,,,LGRB
GRB 980125A,97.15999999999998,1.4800000000000002,,1998/01/25,,,LGRB
GRB 980126,245.65,-62.32,,1998/01/26,,,LGRB
GRB 980129,287.42999999999995,-64.92,,1998/01/29,,,LGRB
GRB 980202,46.24,-52.71,,1998/02/02,,,LGRB
GRB 980203B,3.458333333333333,-17.65,,1998/02/03,,,LGRB
GRB 980206,14.72,46.18,,1998/02/06,,,LGRB
GRB 980207A,101.26999999999998,5.8,,1998/02/07,,,LGRB
GRB 980208B,60.96999999999999,-75.49,,1998/02/08,,,LGRB
GRB 980213A,239.21,-38.36,,1998/02/13,,,LGRB
GRB 980214A,354.7899999999999,-32.35,,1998/02/14,,,LGRB
GRB 980214B,229.15,1.78,,1998/02/14,,,LGRB
GRB 980215,341.69999999999993,-52.57,,1998/02/15,,,LGRB
GRB 980218A,183.29,56.64,,1998/02/18,,,LGRB
GRB 980222A,31.21,28.51,,1998/02/22,,,LGRB
GRB 980222B,189.77,-29.22,,1998/02/22,,,LGRB
GRB 980223,219.85,27.94,,1998/02/23,,,LGRB
GRB 980225,126.17,14.44,,1998/02/25,,,LGRB
GRB 980226,95.81,-63.74,,1998/02/26,,,LGRB
GRB 980301A,148.36,34.88,,1998/03/01,,,LGRB
GRB 980301B,348.5,16.45,,1998/03/01,,,LGRB
GRB 980301C,98.54999999999998,-31.040000000000003,,1998/03/01,,,LGRB
GRB 980301D,1.3708333333333331,47.69,,1998/03/01,,,LGRB
GRB 980302,31.3,-7.29,,1998/03/02,,,LGRB
GRB 980306A,7.05,-45.51,,1998/03/06,,,LGRB
GRB 980306B,341.62999999999994,-56.74,,1998/03/06,,,LGRB
GRB 980308,273.29,35.44,,1998/03/08,,,LGRB
GRB 980309A,310.23,-48.06,,1998/03/09,,,LGRB
GRB 980312,142.76000000000002,-48.24,,1998/03/12,,,LGRB
GRB 980315B,74.64999999999999,31.57,,1998/03/15,,,LGRB
GRB 980319,10.26,-26.97,,1998/03/19,,,LGRB
GRB 980320,226.36,-38.79,,1998/03/20,,,LGRB
GRB 980322,34.029999999999994,61.7,,1998/03/22,,,LGRB
GRB 980325A,208.79,-53.64,,1998/03/25,,,LGRB
GRB 980325B,61.35999999999999,53.24,,1998/03/25,,,LGRB
GRB 980329A,105.57999999999998,39.44,,1998/03/29,,,LGRB
GRB 980329B,273.69,59.15,,1998/03/29,,,LGRB
GRB 980331A,131.36,-24.67,,1998/03/31,,,LGRB
GRB 980401A,125.7,18.27,,1998/04/01,,,LGRB
GRB 980401B,35.44,-3.51,,1998/04/01,,,LGRB
GRB 980401C,198.55,-62.39,,1998/04/01,,,LGRB
GRB 980402,198.11999999999995,62.14,,1998/04/02,,,LGRB
GRB 980404A,69.23999999999998,-49.95,,1998/04/04,,,LGRB
GRB 980409,206.37,9.83,,1998/04/09,,,LGRB
GRB 980413,93.59,8.520000000000001,,1998/04/13,,,LGRB
GRB 980420,292.80999999999995,26.56,,1998/04/20,,,LGRB
GRB 980421A,170.90999999999997,-30.41,,1998/04/21,,,LGRB
GRB 980421C,220.14999999999995,34.919999999999995,,1998/04/21,,,LGRB
GRB 980424,93.33,5.180000000000001,,1998/04/24,,,LGRB
GRB 980426A,206.73,-29.7,,1998/04/26,,,LGRB
GRB 980503,115.96,15.11,,1998/05/03,,,LGRB
GRB 980508B,271.35,-18.78,,1998/05/08,,,LGRB
GRB 980511,66.99,1.94,,1998/05/11,,,LGRB
GRB 980513,127.61999999999998,-54.84,,1998/05/13,,,LGRB
GRB 980518A,162.05999999999997,-42.49,,1998/05/18,,,LGRB
GRB 980518B,330.7,58.42,,1998/05/18,,,LGRB
GRB 980519,356.1,76.3,,1998/05/19,,,LGRB
GRB 980520,353.7099999999999,-11.32,,1998/05/20,,,LGRB
GRB 980523,198.70999999999995,-42.4,,1998/05/23,,,LGRB
GRB 980525,157.61,-17.860000000000003,,1998/05/25,,,LGRB
GRB 980530A,148.30999999999997,-27.290000000000003,,1998/05/30,,,LGRB
GRB 980601,222.56,-52.1,,1998/06/01,,,LGRB
GRB 980609B,320.52,-18.65,,1998/06/09,,,LGRB
GRB 980611A,275.27000000000004,55.02,,1998/06/11,,,LGRB
GRB 980614,116.39999999999998,-36.28,,1998/06/14,,,LGRB
GRB 980617B,56.69999999999999,-23.21,,1998/06/17,,,LGRB
GRB 980617C,222.49,48.9,,1998/06/17,,,LGRB
GRB 980619,345.17,54.2,,1998/06/19,,,LGRB
GRB 980626A,58.86999999999999,-72.53,,1998/06/26,,,LGRB
GRB 980626B,17.65,-72.98,,1998/06/26,,,LGRB
GRB 980627A,159.70999999999995,-0.23,,1998/06/27,,,LGRB
GRB 980627B,180.2,22.83,,1998/06/27,,,LGRB
GRB 980628,183.14,57.95,,1998/06/28,,,LGRB
GRB 980703A,359.06999999999994,12.01,,1998/07/03,,,LGRB
GRB 980703B,228.0,3.27,,1998/07/03,,,LGRB
GRB 980706B,159.7,57.84,,1998/07/06,,,LGRB
GRB 980707B,72.36999999999999,24.65,,1998/07/07,,,LGRB
GRB 980710,85.29999999999998,16.16,,1998/07/10,,,LGRB
GRB 980712A,292.6,-47.67,,1998/07/12,,,LGRB
GRB 980718A,318.96,-46.43,,1998/07/18,,,LGRB
GRB 980720,272.92999999999995,27.01,,1998/07/20,,,LGRB
GRB 980722,43.05,35.25,,1998/07/22,,,LGRB
GRB 980803,141.18999999999997,57.98,,1998/08/03,,,LGRB
GRB 980813,128.68999999999997,25.69,,1998/08/13,,,LGRB
GRB 980814,310.85,61.25,,1998/08/14,,,LGRB
GRB 980819,192.92,28.47,,1998/08/19,,,LGRB
GRB 980821,123.49999999999996,-12.0,,1998/08/21,,,LGRB
GRB 980828,146.41,20.73,,1998/08/28,,,LGRB
GRB 980829,240.0,-54.2,,1998/08/29,,,LGRB
GRB 980904B,84.17999999999998,-9.75,,1998/09/04,,,LGRB
GRB 980913,8.76,8.3,,1998/09/13,,,LGRB
GRB 980921,202.47,21.53,,1998/09/21,,,LGRB
GRB 980922A,258.94999999999993,5.069999999999999,,1998/09/22,,,LGRB
GRB 980923,76.94999999999999,-80.6,,1998/09/23,,,LGRB
GRB 980924,65.95,-26.05,,1998/09/24,,,LGRB
GRB 981009A,188.42,36.62,,1998/10/09,,,LGRB
GRB 981016,42.07999999999999,50.28,,1998/10/16,,,LGRB
GRB 981020,243.92,-5.430000000000001,,1998/10/20,,,LGRB
GRB 981021A,133.7,57.74,,1998/10/21,,,LGRB
GRB 981021B,357.16,1.67,,1998/10/21,,,LGRB
GRB 981022A,14.889999999999995,48.92,,1998/10/22,,,LGRB
GRB 981027,339.93999999999994,-63.580000000000005,,1998/10/27,,,LGRB
GRB 981030,200.2,48.64,,1998/10/30,,,LGRB
GRB 981031,278.25,-24.57,,1998/10/31,,,LGRB
GRB 981103,26.599999999999994,-42.24,,1998/11/03,,,LGRB
GRB 981105,171.07999999999998,-52.44,,1998/11/05,,,LGRB
GRB 981110,168.93999999999997,-44.6,,1998/11/10,,,LGRB
GRB 981111A,110.88,65.58999999999999,,1998/11/11,,,LGRB
GRB 981111B,248.13,48.06,,1998/11/11,,,LGRB
GRB 981117,294.93999999999994,-1.3,,1998/11/17,,,LGRB
GRB 981121,15.509999999999998,42.330000000000005,,1998/11/21,,,LGRB
GRB 981125A,254.63,29.87,,1998/11/25,,,LGRB
GRB 981125B,202.31,61.86,,1998/11/25,,,LGRB
GRB 981130,348.92999999999995,-12.83,,1998/11/30,,,LGRB
GRB 981203A,161.45999999999998,32.91,,1998/12/03,,,LGRB
GRB 981205,90.98999999999998,43.73,,1998/12/05,,,LGRB
GRB 981211,332.52,-9.73,,1998/12/11,,,LGRB
GRB 981215,194.73,23.24,,1998/12/15,,,LGRB
GRB 981228,285.76,31.31,,1998/12/28,,,LGRB
GRB 981229,326.68999999999994,61.42,,1998/12/29,,,LGRB
GRB 981231A,90.62,0.0166666666666666,,1998/12/31,,,LGRB
GRB 990102A,277.38,39.330000000000005,,1999/01/02,,,LGRB
GRB 990102C,203.48,2.74,,1999/01/02,,,LGRB
GRB 990104A,191.71,-33.4,,1999/01/04,,,LGRB
GRB 990104B,129.95999999999998,1.19,,1999/01/04,,,LGRB
GRB 990105,306.61,4.33,,1999/01/05,,,LGRB
