name,ra_deg,dec_deg,redshift,lumdist_mpc,type,discover_date,fluence_j_m2,Bruno_Trigger
SDSS-II SN 20866,11.4522,-0.778613,0.368403,2032.68,Ib/c,2007/11/04,2.022368370623625e-09,False
SDSS-II SN 20867,11.971899999999998,-0.672345,0.0478,219.2,Ia,2007/10/14,1.7390705189009642e-07,False
SDSS-II SN 20870,14.497737499999998,-0.6859527777777777,0.267532,1404.32,Ia,2007/10/19,4.237074795417617e-09,False
SDSS-II SN 20874,350.2319999999999,0.5081261111111111,0.130635,633.439,Ib/c,2007/11/04,2.0825176694462533e-08,False
SDSS-II SN 20877,9.78673,0.5141769444444444,0.288,1528.0,Ia,2007/10/19,3.578916649132666e-09,False
SDSS-II SN 20879,13.800599999999998,0.4494469444444444,,,II,2007/11/04,,False
SDSS-II SN 20881,16.5027,0.4736961111111111,,,II,2007/09/19,,False
SDSS-II SN 20891,58.1591,0.523043888888889,,,Ia,2007/11/04,,False
SDSS-II SN 20892,351.52899999999994,0.9438680555555556,,,II,2007/09/14,,False
SDSS-II SN 20895,354.9789999999999,0.9906688888888888,,,Ia,2007/11/04,,False
SDSS-II SN 20896,0.7265833333333332,0.93975,0.361,1985.0,Ia,2007/10/21,2.120690399591029e-09,False
SDSS-II SN 20899,9.03832,0.8556961111111111,0.18497,927.244,II,2007/10/21,9.718745932818747e-09,False
SDSS-II SN 20901,10.520599999999998,0.8958811111111111,,,II,2007/09/14,,False
SDSS-II SN 20904,14.1094,0.916802,,,II,2007/11/04,,False
SDSS-II SN 20905,24.4424,-1.09175,,,II,2007/10/29,,False
SDSS-II SN 20907,16.573900000000002,0.8539830555555555,0.259426,1355.93,II,2007/11/04,4.544893943515991e-09,False
SDSS-II SN 20908,17.9911,0.9962169444444444,,,II,2007/09/14,,False
SDSS-II SN 20912,34.99779999999999,-1.17254,,,II,2007/11/04,,False
SDSS-II SN 20913,39.90409999999999,-1.07267,,,II,2007/09/19,,False
SDSS-II SN 20915,45.5803,-1.06289,0.522,3073.0,Ia,2007/11/04,8.848571652781093e-10,False
SDSS-II SN 20916,19.587666666666667,1.0244194444444443,0.362181,1992.58,Ia,2007/10/21,2.1045863957510037e-09,False
SDSS-II SN 20917,46.0692,-1.14566,,,Ia,2007/11/04,,False
SDSS-II SN 20920,55.5106,-1.18423,0.481,2786.0,Ia,2007/11/04,1.0765546182518277e-09,False
SDSS-II SN 20923,28.9531,-0.809945,0.595,3598.0,Ia,2007/10/12,6.454698699055342e-10,False
SDSS-II SN 20925,37.109,-0.826829,,,II,2007/10/21,,False
SDSS-II SN 20926,41.8145,-0.72529,0.230203,1184.23,Ia,2007/11/04,5.958352254125988e-09,False
SDSS-II SN 20928,21.9010125,0.9741583333333332,0.370739,2047.78,Ia,2007/10/29,1.992653096399875e-09,False
SDSS-II SN 2093,339.151,-0.213053,,,II,2005/09/03,,False
SDSS-II SN 20930,28.582899999999995,0.9771194444444444,,,II,2007/09/14,,False
SDSS-II SN 20932,32.1662,0.961205,,,Ia,2007/10/17,,False
SDSS-II SN 20935,37.1937,0.8550430555555555,,,II,2007/10/14,,False
SDSS-II SN 20936,53.06699999999999,0.8478419444444445,0.378359,2097.2,Ia,2007/11/04,1.8998468557716755e-09,False
SDSS-II SN 20947,51.05309999999999,-1.25,,,II,2007/11/04,,False
SDSS-II SN 20948,320.36799999999994,-0.285254,,,II,2007/09/05,,False
SDSS-II SN 20953,341.59729166666665,-0.2512305555555555,0.289,1534.0,Ia,2007/10/29,3.5509746611480753e-09,False
SDSS-II SN 20956,347.54599999999994,-0.337155,0.183368,918.345,II,2007/10/12,9.90801284516751e-09,False
SDSS-II SN 20957,357.22399999999993,-0.407197,,,II,2007/09/14,,False
SDSS-II SN 20961,9.477916666666664,-0.320843,0.323731,1748.58,Ia,2007/11/04,2.732922267014258e-09,False
SDSS-II SN 20964,14.285399999999996,-0.38848,,,Ia,2007/11/04,,False
SDSS-II SN 20965,14.524599999999998,-0.29502,0.390807,2178.46,Ia,2007/11/04,1.7607557386271547e-09,False
SDSS-II SN 20968,19.8791,-0.282968,0.254595,1327.25,II,2007/10/21,4.743433588224272e-09,False
SDSS-II SN 20969,25.090699999999995,-0.3535,0.332255,1802.1,Ia,2007/10/29,2.573004342577016e-09,False
SDSS-II SN 20971,29.041916666666665,-0.2159722222222222,0.300455,1604.17,Ia,2007/11/04,3.2471138199910537e-09,False
SDSS-II SN 20976,31.7106,-0.3033059999999999,,,II,2007/10/03,,False
SDSS-II SN 20977,33.9858,-0.306269,,,II,2007/10/03,,False
SDSS-II SN 20979,44.7724,-0.259767,0.126833,613.515,II,2007/10/12,2.219974172131454e-08,False
SDSS-II SN 20987,343.932,0.118229,0.12206,588.623,II,2007/10/29,2.4117030736251927e-08,False
SDSS-II SN 20990,357.645,0.0866777777777777,,,II,2007/10/19,,False
SDSS-II SN 20992,3.71049,0.1257538888888889,0.434665,2469.95,II,2007/09/14,1.3696890031779127e-09,False
SDSS-II SN 20994,6.787079999999999,0.1944288888888888,,,Ia,2007/11/04,,False
SDSS-II SN 20998,18.023299999999995,0.1598694444444444,0.359106,1972.82,Ia,2007/11/04,2.146957109231775e-09,False
SDSS-II SN 21001,23.4739,0.166717,0.428703,2429.86,Ia,2007/11/04,1.4152585554218704e-09,False
SDSS-II SN 21003,40.7691,0.1262194444444444,,,II,2007/09/14,,False
SDSS-II SN 21005,45.3342,0.1423061111111111,,,II,2007/11/04,,False
SDSS-II SN 21013,30.3012,-0.933928,,,Ia,2007/10/31,,False
SDSS-II SN 21015,38.37032916666666,-0.9814777777777778,0.329251,1783.2,Ia,2007/11/08,2.627835537888218e-09,False
SDSS-II SN 21019,37.4568,-0.444805,,,Ia,2007/11/01,,False
SDSS-II SN 21023,36.8076,-0.038478,,,Ia,2007/10/19,,False
SDSS-II SN 21024,43.94141666666666,-0.0512222222222222,0.262555,1374.57,II,2007/11/05,4.422466686345032e-09,False
SDSS-II SN 21027,29.5289,0.3227938888888889,0.273548,1440.45,Ia,2007/11/12,4.027188116523897e-09,False
SDSS-II SN 21028,34.1428,0.2066088888888889,,,II,2007/09/12,,False
SDSS-II SN 21035,35.1141,1.23544,0.290265,1541.76,II,2007/11/12,3.515319024838299e-09,False
SDSS-II SN 21044,343.41299999999995,0.7292630555555556,,,II,2007/09/22,,False
SDSS-II SN 21046,323.5239624999999,1.1124111111111112,0.42774,2423.4,Ib/c,2007/10/30,1.4228138544518041e-09,False
SDSS-II SN 21057,330.068,-0.048034,,,II,2007/10/13,,False
SDSS-II SN 2106,316.2559999999999,0.1048361111111111,,,II,2005/10/23,,False
SDSS-II SN 21060,323.16886666666664,0.3137361111111111,0.409255,2300.1,Ia,2007/11/02,1.5794462700661381e-09,False
SDSS-II SN 21065,311.007,-0.8498450000000001,,,Ia,2007/10/30,,False
SDSS-II SN 21066,326.343,-0.883645,,,II,2007/09/03,,False
SDSS-II SN 21069,349.0609999999999,-0.8384722222222223,0.473334,2733.36,Ia,2007/10/20,1.1184192235927692e-09,False
SDSS-II SN 21071,9.90477,-1.0426000000000002,,,II,2007/09/03,,False
SDSS-II SN 21080,11.4049,-0.6004809999999999,,,II,2007/11/02,,False
SDSS-II SN 21081,12.031545833333332,-0.555613888888889,0.323,1744.0,Ia,2007/11/01,2.747295225086457e-09,False
SDSS-II SN 21126,346.217,0.2281361111111111,0.598288,3622.18,II,2007/10/20,6.368809166487627e-10,False
SDSS-II SN 21128,351.1669999999999,0.3571438888888888,,,II,2007/09/03,,False
SDSS-II SN 21129,12.6167,0.2362469444444444,0.402047,2252.41,Ia,2007/11/08,1.6470371645476522e-09,False
SDSS-II SN 2115,321.761,0.1989161111111111,,,II,2005/09/12,,False
SDSS-II SN 21159,338.8039999999999,-0.389386,,,II,2007/09/05,,False
SDSS-II SN 21161,311.837,0.0535333333333333,,,Ia,2007/09/14,,False
SDSS-II SN 21162,324.013,0.1431138888888888,0.570684,3421.15,II,2007/09/14,7.139274163420032e-10,False
SDSS-II SN 21166,338.81999999999994,0.141785,0.548,3258.0,Ia,2007/10/14,7.872200242731176e-10,False
SDSS-II SN 2118,326.355,0.0405555555555555,0.306109,1639.02,II,2005/09/12,3.110496997306436e-09,False
SDSS-II SN 21183,335.126,-0.827921,,,II,2007/09/05,,False
SDSS-II SN 21185,340.84399999999994,-0.717435,0.233935,1205.91,Ib/c,2007/11/04,5.746038074642608e-09,False
SDSS-II SN 21207,357.29,-1.0591000000000002,,,II,2007/09/14,,False
SDSS-II SN 2123,332.3329999999999,0.0987833333333333,,,II,2005/09/09,,False
SDSS-II SN 2128,337.66,0.0360319444444444,,,II,2005/09/09,,False
SDSS-II SN 21306,352.923325,0.0915083333333333,0.347123,1896.23,Ia,2007/10/29,2.3238937402164993e-09,False
SDSS-II SN 21307,353.874,0.1276111111111111,,,Ia,2007/10/14,,False
SDSS-II SN 21315,323.273,0.3610561111111111,0.436423,2481.8,II,2007/11/02,1.3566403565801021e-09,False
SDSS-II SN 21317,311.73,0.760665,,,II,2007/10/09,,False
SDSS-II SN 21319,322.445,0.7755769444444445,,,II,2007/10/10,,False
SDSS-II SN 21320,312.13899999999995,1.14113,,,II,2007/11/08,,False
SDSS-II SN 21321,317.277,1.16255,,,II,2007/09/03,,False
SDSS-II SN 21322,309.22700000000003,-1.00828,,,Ia,2007/10/30,,False
SDSS-II SN 21324,353.86099999999993,-1.10969,,,II,2007/10/06,,False
SDSS-II SN 21325,355.718,-1.16217,,,II,2007/10/06,,False
SDSS-II SN 21326,355.75699999999995,-1.25382,,,II,2007/10/21,,False
SDSS-II SN 21327,356.477,-1.16734,,,II,2007/10/19,,False
SDSS-II SN 21332,7.955208333333333,-1.17159,,,II,2007/09/14,,False
SDSS-II SN 21335,357.3519999999999,-0.751981,,,II,2007/10/12,,False
SDSS-II SN 21337,13.002999999999998,-0.712764,,,II,2007/09/14,,False
SDSS-II SN 21347,24.652791666666666,-1.0596944444444445,0.486695,2825.71,Ia,2007/11/04,1.0465093560844247e-09,False
SDSS-II SN 21351,38.35459999999999,-1.08001,0.358,1966.0,Ia,2007/09/19,2.1618784157039357e-09,False
SDSS-II SN 21353,41.1683,-1.20041,0.225812,1158.81,II,2007/10/03,6.222627785862488e-09,False
SDSS-II SN 21354,42.6776,-1.05224,,,II,2007/09/19,,False
SDSS-II SN 21356,56.2028,-1.13923,0.228,1171.0,Ia,2007/10/09,6.093748166608614e-09,False
SDSS-II SN 21357,26.951599999999992,-0.655111,0.35827,1967.46,II,2007/11/07,2.158671060669717e-09,False
SDSS-II SN 21359,47.50569999999999,-0.746991,,,II,2007/09/14,,False
SDSS-II SN 21360,50.70519999999999,-0.794261,,,Ia,2007/11/04,,False
SDSS-II SN 21361,56.65829999999999,-0.8107800000000001,,,Ia,2007/11/04,,False
SDSS-II SN 21364,345.45899999999995,-0.396119,,,II,2007/10/06,,False
SDSS-II SN 21367,357.145,-0.263201,,,II,2007/10/06,,False
SDSS-II SN 21368,359.51199999999994,-0.3676979999999999,,,II,2007/10/14,,False
SDSS-II SN 21369,0.247525,-0.3439939999999999,,,II,2007/09/14,,False
SDSS-II SN 21371,6.17203,-0.350769,,,II,2007/11/04,,False
SDSS-II SN 21372,10.762,-0.204871,,,II,2007/10/13,,False
SDSS-II SN 21373,11.327999999999998,-0.265365,,,II,2007/09/14,,False
SDSS-II SN 21374,13.9488,-0.233795,,,II,2007/09/14,,False
SDSS-II SN 21377,35.67979999999999,-0.274819,,,II,2007/10/03,,False
SDSS-II SN 21380,46.3008,-0.360208,,,II,2007/09/04,,False
SDSS-II SN 21381,51.6651,-0.21716,0.158,779.3,Ia,2007/11/04,1.3759065561109748e-08,False
SDSS-II SN 21382,58.61259999999999,-0.279024,,,II,2007/10/09,,False
SDSS-II SN 21383,353.612,0.1431219444444444,,,II,2007/09/14,,False
SDSS-II SN 21384,355.105,0.0851130555555555,,,II,2007/10/06,,False
SDSS-II SN 21385,357.69999999999993,0.1912222222222222,0.454,2601.0,Ia,2007/10/19,1.2351439860735198e-09,False
SDSS-II SN 21386,359.81,0.1885,,,II,2007/11/07,,False
SDSS-II SN 21387,0.7988875,0.0015888888888888,0.481873,2792.3,II,2007/10/06,1.0717022435259415e-09,False
SDSS-II SN 21388,3.1387083333333328,0.0516111111111111,0.56665,3391.99,Ia,2007/11/04,7.262550513206905e-10,False
SDSS-II SN 21389,3.564,0.0280916666666666,0.528,3115.0,II,2007/11/04,8.611567112716199e-10,False
SDSS-II SN 2139,317.00699999999995,-0.076324,,,II,2005/09/13,,False
SDSS-II SN 21391,10.828291666666663,0.0786111111111111,0.432962,2458.48,Ia,2007/11/04,1.3824993421049109e-09,False
SDSS-II SN 21392,17.077099999999998,0.0475555555555555,,,II,2007/09/14,,False
SDSS-II SN 21400,43.9902,0.05665,,,II,2007/09/14,,False
SDSS-II SN 21401,48.6529,0.1030555555555555,0.0533,245.4,Ia,2007/10/21,1.3875517060329896e-07,False
SDSS-II SN 21402,51.1153,0.0347219444444444,,,Ia,2007/11/04,,False
SDSS-II SN 21403,51.3943,0.0303833333333333,,,II,2007/09/19,,False
SDSS-II SN 21404,52.4117,0.0819444444444444,0.547,3251.0,Ia,2007/11/04,7.906137325304978e-10,False
SDSS-II SN 21405,53.64239999999999,0.0562222222222222,0.612,3723.0,Ia,2007/10/21,6.028541016658331e-10,False
SDSS-II SN 21406,54.8745,0.0070277777777777,,,Ia,2007/09/19,,False
SDSS-II SN 21407,345.92799999999994,-1.2051,,,II,2007/09/05,,False
SDSS-II SN 21413,354.71599999999995,0.8401111111111111,0.456731,2619.54,Ia,2007/11/04,1.217722199995544e-09,False
SDSS-II SN 21415,3.33891,1.02807,,,II,2007/09/14,,False
SDSS-II SN 21419,8.9248,0.917777,,,II,2007/09/14,,False
SDSS-II SN 21423,29.5018,0.9999611111111112,,,II,2007/09/14,,False
SDSS-II SN 21424,39.3901,1.00243,,,II,2007/10/12,,False
SDSS-II SN 21426,41.23559999999999,0.8362669444444445,,,II,2007/09/19,,False
SDSS-II SN 2143,320.402,-0.065206,,,II,2005/09/10,,False
SDSS-II SN 21430,58.1255,0.8670840000000001,,,II,2007/09/14,,False
SDSS-II SN 21433,345.509,0.9156088888888888,,,II,2007/09/05,,False
SDSS-II SN 21434,346.777,0.8706880555555556,,,II,2007/09/19,,False
SDSS-II SN 21435,351.356,0.8500409999999999,,,II,2007/09/14,,False
SDSS-II SN 21438,350.95899999999995,0.4665288888888889,,,II,2007/09/14,,False
SDSS-II SN 21444,7.79015,0.4659419444444445,,,II,2007/09/14,,False
SDSS-II SN 21446,13.687599999999998,0.6320030555555556,,,II,2007/09/14,,False
SDSS-II SN 21447,351.199,0.442065,,,II,2007/09/14,,False
SDSS-II SN 21449,23.7617,0.528595,,,II,2007/10/29,,False
SDSS-II SN 21450,26.924299999999995,0.4632119444444444,,,II,2007/09/04,,False
SDSS-II SN 21451,27.2629,0.545345,0.518,3045.0,Ia,2007/11/04,9.012052199739066e-10,False
SDSS-II SN 21452,29.6484,0.4581369444444444,0.13563,659.744,II,2007/10/12,1.919762013634022e-08,False
SDSS-II SN 21456,49.38499999999999,0.4723611111111111,,,II,2007/10/03,,False
SDSS-II SN 21465,323.058,0.6639819444444445,,,Ia,2007/10/30,,False
SDSS-II SN 21467,329.19199999999995,0.6369611111111111,,,II,2007/09/05,,False
SDSS-II SN 21469,335.05799999999994,0.6752769444444444,,,II,2007/09/13,,False
SDSS-II SN 21474,339.498,1.19145,,,II,2007/09/30,,False
SDSS-II SN 21475,339.8809999999999,1.0869799999999998,,,II,2007/10/09,,False
SDSS-II SN 21478,303.318,-0.094106,,,II,2007/09/03,,False
SDSS-II SN 2148,17.322899999999997,-0.616387,,,II,2005/09/03,,False
SDSS-II SN 21482,325.32699999999994,-0.0961269999999999,0.242,1253.0,Ia,2007/11/08,5.322260783045551e-09,False
SDSS-II SN 21484,334.051,-0.192456,,,II,2007/09/16,,False
SDSS-II SN 21485,334.492,-0.022848,,,II,2007/09/03,,False
SDSS-II SN 21487,340.281,-0.2114444444444444,0.189116,950.341,Ia,2007/11/12,9.25207959171194e-09,False
SDSS-II SN 2149,17.44787083333333,-0.5884333333333334,0.295639,1574.61,Ia,2005/09/03,3.37017367618497e-09,False
SDSS-II SN 21490,304.369,0.3538138888888888,,,II,2007/10/20,,False
SDSS-II SN 21494,340.79599999999994,0.3044305555555555,0.378652,2099.1,Ia,2007/11/08,1.896409120206703e-09,False
SDSS-II SN 21524,347.27899999999994,0.8124711111111111,,,Ia,2007/11/08,,False
SDSS-II SN 21526,353.241,0.785422,,,II,2007/09/03,,False
SDSS-II SN 21527,354.60099999999994,0.72865,,,II,2007/10/15,,False
SDSS-II SN 21529,0.0929166666666666,0.6916569444444445,,,II,2007/09/22,,False
SDSS-II SN 21539,3.31687,1.25458,,,II,2007/10/08,,False
SDSS-II SN 21541,12.530499999999998,1.12038,,,II,2007/09/15,,False
SDSS-II SN 21553,9.210769999999998,-0.905857,,,II,2007/09/03,,False
SDSS-II SN 21554,16.2614,-0.864737,,,Ia,2007/09/16,,False
SDSS-II SN 21555,19.0183,-0.930668,,,II,2007/09/15,,False
SDSS-II SN 21556,350.61,-0.441429,,,II,2007/09/03,,False
SDSS-II SN 21558,1.4042599999999998,-0.5880540000000001,,,II,2007/10/15,,False
SDSS-II SN 21559,23.84,0.659265,,,II,2007/10/08,,False
SDSS-II SN 21563,39.0934,0.7994180555555556,0.502685,2937.11,Ia,2007/11/08,9.68629895086306e-10,False
SDSS-II SN 21564,39.2496,0.7775430555555556,,,Ia,2007/11/02,,False
SDSS-II SN 21565,42.11699999999999,0.635258,,,II,2007/10/12,,False
SDSS-II SN 21566,48.71359999999999,0.7417761111111111,,,II,2007/09/05,,False
SDSS-II SN 21568,28.9575,1.1772200000000002,,,II,2007/10/08,,False
SDSS-II SN 21569,36.292,1.17545,0.216961,1107.87,II,2007/10/19,6.808017884751285e-09,False
SDSS-II SN 21574,2.1413899999999995,-0.141493,0.337051,1832.35,II,2007/10/15,2.488750885138024e-09,False
SDSS-II SN 21576,26.8571,-0.430649,,,II,2007/09/05,,False
SDSS-II SN 21577,29.05526666666666,-0.5317555555555556,0.420973,2378.1,Ia,2007/11/02,1.4775359846177076e-09,False
SDSS-II SN 21580,34.01599999999999,-0.419514,,,II,2007/09/12,,False
SDSS-II SN 21582,36.25669999999999,-0.515305,0.352,1927.0,Ia,2007/10/15,2.2502712067065867e-09,False
SDSS-II SN 21584,50.365,-0.549937,,,II,2007/09/05,,False
SDSS-II SN 21586,11.6863,-0.124461,,,II,2007/10/08,,False
SDSS-II SN 21589,23.5762,-0.0222629999999999,0.273434,1439.76,Ia,2007/11/12,4.031049073427705e-09,False
SDSS-II SN 21591,29.342799999999997,-0.10142,0.087,410.0,Ia,2007/09/03,4.97084909561485e-08,False
SDSS-II SN 21594,39.73349999999999,-0.202235,0.451125,2581.36,Ia,2007/11/02,1.2540104060581337e-09,False
SDSS-II SN 21596,7.230083333333333,-0.07075,0.063318,293.541,II,2007/11/12,9.697521557888133e-08,False
SDSS-II SN 21600,23.6978,0.3784499999999999,,,II,2007/09/22,,False
SDSS-II SN 21601,29.4881,0.2472111111111111,,,II,2007/10/20,,False
SDSS-II SN 21607,47.49159999999999,0.2985530555555555,,,II,2007/09/03,,False
SDSS-II SN 21608,49.50059999999999,0.3183809999999999,,,II,2007/09/15,,False
SDSS-II SN 21609,26.809999999999995,-1.00595,,,II,2007/09/05,,False
SDSS-II SN 2162,15.442899999999998,-0.1336444444444444,0.1727,859.44,Ia,2005/09/03,1.1312723360193423e-08,False
SDSS-II SN 21641,14.0171,0.1633311111111111,,,II,2007/09/14,,False
SDSS-II SN 21643,17.846799999999998,0.1865161111111111,0.63069,3861.31,II,2007/11/04,5.604397788119665e-10,False
SDSS-II SN 21648,32.0791,0.4237694444444445,0.44672,2551.44,Ia,2007/11/02,1.2835936879698947e-09,False
SDSS-II SN 21651,36.04229999999999,0.90242,,,II,2007/10/03,,False
SDSS-II SN 21652,36.32619999999999,1.00613,,,II,2007/11/09,,False
SDSS-II SN 21655,31.378699999999995,-0.383375,,,II,2007/09/14,,False
SDSS-II SN 21657,39.79729999999999,-0.3622789999999999,,,II,2007/09/19,,False
SDSS-II SN 21658,45.79049999999999,-0.335789,,,II,2007/09/19,,False
SDSS-II SN 21663,29.7196,0.0002222222222222,0.0401,182.9,Ia,2007/11/02,2.497876036353901e-07,False
SDSS-II SN 21665,38.73819999999999,0.0541111111111111,,,II,2007/09/04,,False
SDSS-II SN 21668,50.4429,0.1958530555555555,,,II,2007/11/04,,False
SDSS-II SN 21682,332.512,0.5112011111111111,,,II,2007/09/05,,False
SDSS-II SN 21687,317.331,0.9461019444444444,,,Ia,2007/11/04,,False
SDSS-II SN 21695,339.87699999999995,1.01387,0.30628,1640.07,II,2007/11/04,3.1065154887531304e-09,False
SDSS-II SN 21698,342.987,1.01989,,,II,2007/10/29,,False
SDSS-II SN 21709,326.52615,-1.0496166666666669,0.159,784.7,Ia,2007/11/09,1.357034807471366e-08,False
SDSS-II SN 21711,309.528,0.202329,,,Ia,2007/11/04,,False
SDSS-II SN 21715,323.489,0.0379916666666666,,,II,2007/09/05,,False
SDSS-II SN 21724,337.88199999999995,-0.7148329999999999,0.32522,1757.91,II,2007/11/04,2.7039896142903985e-09,False
SDSS-II SN 21734,47.6565,0.5370238888888889,,,,2007/10/23,,False
SDSS-II SN 21735,350.461,0.990941111111111,,,II,2007/09/14,,False
SDSS-II SN 21738,19.093399999999995,0.8970888888888888,,,II,2007/09/14,,False
SDSS-II SN 21739,21.0396,0.862545,,,II,2007/09/14,,False
SDSS-II SN 21740,22.6064,0.9917219444444444,,,II,2007/09/14,,False
SDSS-II SN 21761,1.9491,-0.423339,,,II,2007/09/14,,False
SDSS-II SN 21764,22.0064,-0.40022,0.554,3301.0,Ia,2007/11/04,7.668443884224596e-10,False
SDSS-II SN 21775,11.030499999999998,-1.19367,,,II,2007/11/04,,False
SDSS-II SN 21777,6.78009,0.0508694444444444,,,II,2007/09/14,,False
SDSS-II SN 21780,28.1626,0.08305,0.524665,3091.78,II,2007/10/18,8.741402653436452e-10,False
SDSS-II SN 21783,53.14189999999999,-1.10833,,,II,2007/11/11,,False
SDSS-II SN 21798,346.37699999999995,-0.6375299999999999,,,II,2007/09/19,,False
SDSS-II SN 2181,20.163054166666665,-0.0075138888888888,0.37864,2099.02,Ia,2005/09/13,1.8965536787347126e-09,False
SDSS-II SN 21813,339.7718833333332,1.1847444444444444,0.325169,1757.59,Ia,2007/11/12,2.7049743211286824e-09,False
SDSS-II SN 2182,20.4382,-0.171619,,,Ia,2005/09/03,,False
SDSS-II SN 21822,333.25199999999995,-0.914315,,,II,2007/09/16,,False
SDSS-II SN 2183,20.5082,-0.021122,0.089714,423.52,II,2005/09/03,4.658546604962858e-08,False
SDSS-II SN 21858,1.3370708333333332,1.0616,0.265672,1393.19,Ia,2007/11/02,4.305044009051885e-09,False
SDSS-II SN 21874,53.967,-0.536647,0.368,2030.0,Ia,2007/11/05,2.02771174494129e-09,False
SDSS-II SN 21875,33.4582,0.7630194444444445,0.0626,290.1,Ia,2007/11/08,9.928938825583638e-08,False
SDSS-II SN 21884,51.5605,-0.113855,0.366,2017.0,Ia,2007/11/08,2.0539340567320957e-09,False
SDSS-II SN 21885,346.114,0.318417,0.406059,2278.93,Ia,2007/11/17,1.6089269321243728e-09,False
SDSS-II SN 21886,3.69889,0.33175,,,,2007/09/15,,False
SDSS-II SN 21888,18.928916666666662,0.2354722222222222,0.342403,1866.24,Ia,2007/11/12,2.399182612202321e-09,False
SDSS-II SN 21889,29.0814,0.3445769444444444,,,Ia,2007/10/23,,False
SDSS-II SN 21890,30.6518,0.2211194444444444,0.364784,2009.33,Ia,2007/11/08,2.0696445090928276e-09,False
SDSS-II SN 22005,33.6551,0.4642611111111111,,,II,2007/10/03,,False
SDSS-II SN 22077,47.61249999999999,1.24923,,,II,2007/10/15,,False
SDSS-II SN 22078,56.1884,1.05875,,,II,2007/09/15,,False
SDSS-II SN 22086,47.2251,-0.037228,,,II,2007/11/12,,False
SDSS-II SN 22247,336.00199999999995,0.7586430555555556,,,II,2007/09/13,,False
SDSS-II SN 2225,55.82379999999999,-0.099201,,,II,2005/09/03,,False
