name,ra_deg,dec_deg,redshift,lumdist_mpc,type,discover_date,fluence_j_m2,Bruno_Trigger
SN2018eph,73.95900416666666,-61.75666111111112,0.03,140.0,II,2018/08/04,4.263263943739063e-07,False
SN2018epj,226.09837499999995,61.62144722222222,0.07393,345.27,Ia,2018/07/31,7.009396105804401e-08,False
SN2018epq,7.859429166666668,-49.58988055555556,0.021912,98.594,II,2018/08/05,8.596018065946025e-07,False
SN2018eps,245.1799166666666,65.63915555555556,0.07,330.0,Ia,2018/06/27,7.673092130145604e-08,False
SN2018epw,346.62691666666666,10.305266666666668,0.063,292.0,Ia,2018/08/05,9.800146990205201e-08,False
SN2018epx,352.47175,27.378027777777778,0.023823,107.345,Ia,2018/08/05,7.251613551009841e-07,False
SN2018epy,350.7489583333333,14.98661111111111,0.094772,448.92,Ia-91T,2018/08/05,4.1462967762906215e-08,False
SN2018epz,226.461375,16.258455555555557,0.101,480.4,Ia/b,2018/08/05,3.620697941196902e-08,False
SN2018eqa,245.87166666666664,28.833069444444444,0.1,480.0,Ia,2018/08/05,3.6267349521391334e-08,False
SN2018eqg,227.0607083333333,34.86811111111111,0.09216,435.78,Ia,2018/08/05,4.4001117195507935e-08,False
SN2018eqq,46.72983333333333,41.50913888888889,0.016,71.7,Ia,2018/08/03,1.625398973665759e-06,False
SN2018erb,39.54765,26.0192,0.041,187.0,Ia,2018/08/04,2.38954426198306e-07,False
SN2018erc,31.868779166666663,11.153791666666669,0.041,187.0,Ia,2018/08/04,2.38954426198306e-07,False
SN2018erl,318.040375,-8.46176111111111,0.029,131.0,Ia,2018/07/13,4.869178561697199e-07,False
SN2018ero,302.17175,3.271555555555556,0.06,280.0,Ia,2018/08/06,1.0658159859347658e-07,False
SN2018err,234.22125,66.05808611111111,0.106,505.9,Ia,2018/08/01,3.2648928567898064e-08,False
SN2018ers,242.4701666666666,65.93846666666667,0.088,415.0,Ia,2018/07/31,4.851791162565576e-08,False
SN2018ert,248.84391666666664,22.46839722222222,0.094029,445.179,Ia,2018/07/07,4.2162752332875483e-08,False
SN2018eru,185.1158333333333,41.79291944444444,0.030812,139.554,IIn,2018/08/06,4.290557379711852e-07,False
SN2018erw,233.9505833333333,21.738836111111112,0.023522,105.965,Ic,2018/07/31,7.441721409223331e-07,False
SN2018ery,237.776375,8.975483333333333,0.07,330.0,Ia,2018/08/02,7.673092130145604e-08,False
SN2018esa,340.26175,20.72556111111111,0.07,330.0,Ia,2018/08/01,7.673092130145604e-08,False
SN2018esq,352.41149999999993,-25.173716666666667,0.13,630.0,Ia,2018/08/07,2.1053155277723763e-08,False
SN2018esx,18.05195833333333,-30.49446388888889,0.09,420.0,Ia,2018/08/07,4.736959937487848e-08,False
SN2018etj,211.09654166666664,60.02435,0.042721,195.177,Ia,2018/08/08,2.1935170570451524e-07,False
SN2018etk,229.2605833333333,3.944080555555556,0.04415,201.91,Ic,2018/08/06,2.0496638190243212e-07,False
SN2018etm,243.58616666666663,3.2319666666666667,0.026,117.0,Ia,2018/08/08,6.104169281706891e-07,False
SN2018ety,224.69366666666664,44.67068333333333,0.13,630.0,Ia-91T,2018/07/23,2.1053155277723763e-08,False
SN2018eui,48.38873333333333,-15.255336111111111,0.031388,142.223,Ia,2018/08/08,4.1310325981283905e-07,False
SN2018euj,298.1242458333333,-60.76427777777778,0.034,154.0,Ia,2018/08/07,3.5233586311893075e-07,False
SN2018eul,277.67845833333325,54.63437777777778,0.134,651.1,Ia Pec,2018/08/08,1.9710738753413707e-08,False
SN2018eux,54.813420833333325,14.460338888888888,0.03394,154.07,Ia Pec,2018/08/08,3.520157760465381e-07,False
SN2018euz,243.6407083333333,36.9434,0.038,173.0,Ia,2018/08/04,2.7919400346582113e-07,False
SN2018eva,238.04441666666665,13.022694444444443,0.04,180.0,Ib,2018/08/02,2.5790115215211616e-07,False
SN2018evb,342.7613333333333,-3.649486111111111,0.096,455.0,Ia,2018/08/08,4.036226218924556e-08,False
SN2018evc,343.54875,5.064186111111111,0.049,225.0,Ia,2018/08/08,1.6505673737735434e-07,False
SN2018evd,349.2160416666666,41.05936666666666,0.055,253.0,Ia,2018/08/08,1.3054410051287416e-07,False
SN2018evf,347.39920833333326,5.586711111111111,0.06,280.0,Ia,2018/08/08,1.0658159859347658e-07,False
SN2018evk,348.9373333333333,6.911027777777778,0.03,140.0,II,2018/08/08,4.263263943739063e-07,False
SN2018evo,327.1600833333333,-43.38001944444444,0.07389,345.08,Ia,2018/08/09,7.017116935168969e-08,False
SN2018evr,11.63125,37.78853055555555,0.079,370.0,Ia,2018/08/10,6.103723396441609e-08,False
SN2018evt,206.663375,-9.643263888888889,0.024971,112.613,Ia,2018/08/11,6.589026225795074e-07,False
SN2018evw,318.8097541666666,2.1923055555555555,0.050335,231.221,Ia,2018/08/11,1.5629451684543232e-07,False
SN2018evy,275.6590416666666,15.696572222222224,0.018,80.8,II,2018/08/11,1.2798986204980764e-06,False
SN2018exa,357.242,-36.887188888888886,0.03,140.0,II,2018/08/11,4.263263943739063e-07,False
SN2018exb,318.2855833333333,-20.71080555555556,0.047,215.0,Ia,2018/08/11,1.8076792492652377e-07,False
SN2018exc,315.03341666666665,-40.35859444444445,0.057,263.0,Ia,2018/08/11,1.2080552458078852e-07,False
SN2018exh,226.91304166666663,38.21359722222223,0.1,480.0,Ia,2018/08/12,3.6267349521391334e-08,False
SN2018exv,353.4893333333333,-26.447022222222223,0.07,330.0,Ia,2018/08/07,7.673092130145604e-08,False
SN2018eyg,248.9930833333333,42.43349722222222,0.032,145.0,II P,2018/08/12,3.9743150200849286e-07,False
SN2018eyh,223.65429166666664,69.64828611111112,0.06,280.0,Ia,2018/08/12,1.0658159859347658e-07,False
SN2018eyi,246.3019583333333,40.840158333333335,0.03038,137.55,Ia-91bg,2018/08/08,4.416488491335326e-07,False
SN2018ezx,62.03405,-8.833405555555556,0.032903,149.254,Ia,2018/08/12,3.7509936977256875e-07,False
SN2018ezy,284.71883333333324,69.01349444444445,0.079,370.0,Ia,2018/08/02,6.103723396441609e-08,False
SN2018ezz,279.466125,51.838,0.053,244.0,Ia,2018/08/08,1.403520110475773e-07,False
SN2018fae,262.678125,62.83113055555556,0.081924,384.709,Ia,2018/08/04,5.645905433647871e-08,False
SN2018fav,11.494091666666666,-21.94565,0.037923,172.656,Ic,2018/08/12,2.803076446369204e-07,False
SN2018fay,109.33025833333332,52.30658055555556,0.031,140.0,Ia-91T,2018/08/12,4.263263943739063e-07,False
SN2018faz,67.197725,6.46985,0.04,180.0,II,2018/08/12,2.5790115215211616e-07,False
SN2018fbh,234.13325,41.79989722222222,0.041395,188.938,Ia,2018/08/06,2.3407749699488357e-07,False
SN2018fbi,359.8510833333333,45.901919444444445,0.049,225.0,Ib,2018/08/12,1.6505673737735434e-07,False
SN2018fbj,334.995625,40.072944444444445,0.099,470.0,Ia,2018/08/12,3.782705898473772e-08,False
SN2018fca,24.67279166666666,-50.40150833333333,0.05,230.0,Ia,2018/08/12,1.579583616205777e-07,False
SN2018fcd,235.0462083333333,61.53001388888889,0.085,400.0,Ia,2018/08/03,5.2224983310803504e-08,False
SN2018fcg,317.40325,33.48321111111111,0.101,480.4,SLSN-I,2018/08/07,3.620697941196902e-08,False
SN2018fch,338.39729166666666,41.78319444444444,0.085,400.0,Ia-91T,2018/08/07,5.2224983310803504e-08,False
SN2018fcu,64.47695416666666,-49.90791111111111,0.05,230.0,Ia,2018/08/13,1.579583616205777e-07,False
SN2018fcw,12.729295833333332,-7.766638888888889,0.055,253.0,Ia,2018/08/14,1.3054410051287416e-07,False
SN2018fcx,61.48633749999999,-15.14545,0.025,113.0,II,2018/08/13,6.543971595057219e-07,False
SN2018fd,137.6513833333333,35.721761111111114,0.263,1377.0,SLSN-I,2017/10/11,4.4068717527808305e-09,False
SN2018fdt,256.1845833333333,38.23573611111111,0.055,253.0,IIn,2018/08/14,1.3054410051287416e-07,False
SN2018fdv,3.686583333333333,17.868247222222223,0.094,445.0,Ia,2018/08/13,4.219667885230937e-08,False
SN2018fdy,13.304208333333332,20.71470833333333,0.0823,386.6,Ia,2018/08/13,5.590808195694248e-08,False
SN2018fdz,273.82725,29.91074722222222,0.065,302.0,Ia,2018/08/08,9.161875937161267e-08,False
SN2018feb,257.5465,21.649036111111112,0.015,67.1,Ia,2018/08/16,1.8558943609597002e-06,False
SN2018fec,270.146625,61.697711111111104,0.075,351.0,Ia,2018/08/10,6.782410313007655e-08,False
SN2018fel,253.13016666666664,23.383519444444445,0.1,480.0,Ia,2018/08/11,3.6267349521391334e-08,False
SN2018fem,195.30258333333333,39.756458333333335,0.07,330.0,Ia,2018/08/14,7.673092130145604e-08,False
SN2018feq,18.828079166666665,-44.91976666666667,0.031505,142.766,Ia-91T,2018/08/17,4.0996681994441443e-07,False
SN2018fer,308.2718333333333,-20.856716666666667,0.136,661.7,Ia,2018/08/17,1.9084290697436633e-08,False
SN2018fet,293.0302083333333,0.3788333333333333,0.032,145.0,Ia,2018/07/22,3.9743150200849286e-07,False
SN2018fev,206.7275,32.44286111111111,0.11,526.0,Ia,2018/08/06,3.020138114519713e-08,False
SN2018few,16.064541666666663,-42.74115,0.066,307.0,Ia,2018/08/17,8.865873727815216e-08,False
SN2018fex,58.83655833333332,-56.75406111111111,0.02428,109.44,IIb,2018/08/17,6.976636950098363e-07,False
SN2018fey,20.5813625,-2.496613888888889,0.06,280.0,Ia,2018/08/18,1.0658159859347658e-07,False
SN2018ffb,344.5476416666665,-20.284211111111112,0.07,330.0,Ia,2018/08/17,7.673092130145604e-08,False
SN2018ffg,277.8434583333333,63.74131666666667,0.105,500.8,Ia,2018/08/14,3.331728870280619e-08,False
SN2018ffi,325.0470833333333,21.55839444444445,0.06,280.0,Ia,2018/08/12,1.0658159859347658e-07,False
SN2018ffj,37.74904166666666,-17.34078333333333,0.234,1206.0,SLSN-I,2018/08/07,5.745180489020186e-09,False
SN2018ffn,6.032666666666667,-7.880455555555556,0.1,480.0,Ia,2018/08/18,3.6267349521391334e-08,False
SN2018ffo,16.427083333333332,7.548791666666666,0.04,180.0,Ia,2018/08/18,2.5790115215211616e-07,False
SN2018ffs,313.6548333333333,22.08096388888889,0.142,693.5,SLSN,2018/08/13,1.737422181089011e-08,False
SN2018ffz,99.00454166666664,83.7927111111111,0.01,45.0,Ic,2018/08/18,4.1264184344338585e-06,False
SN2018fgb,313.4745833333333,-38.015594444444446,0.046,211.0,II,2018/08/17,1.8768664966484495e-07,False
SN2018fgj,71.88466249999999,-2.307036111111111,0.030978,140.323,Ia,2018/08/20,4.2436598958932523e-07,False
SN2018fgq,254.6167375,11.476638888888887,0.074,346.0,Ia-91T,2018/08/16,6.979850086645528e-08,False
SN2018fhd,199.360125,44.94736666666666,0.0913,431.5,II,2018/07/01,4.487833048759313e-08,False
SN2018fhe,297.7010416666666,64.92285833333334,0.068,316.0,Ia,2018/08/14,8.368047317866287e-08,False
SN2018fhg,225.9380833333333,61.56789166666667,0.06589,306.01,Ia,2018/08/14,8.923332065533364e-08,False
SN2018fhh,282.07954166666667,30.60701388888889,0.1,480.0,Ia,2018/08/16,3.6267349521391334e-08,False
SN2018fhw,64.52562083333332,-63.615744444444445,0.017,76.2,Ia,2018/08/21,1.4390913071914223e-06,False
SN2018fif,2.3606249999999998,47.35409166666667,0.017189,77.0705,II,2018/08/22,1.406766246687189e-06,False
SN2018fim,249.4165833333333,25.320905555555555,0.06808,316.67,Ia,2018/08/06,8.332675097058829e-08,False
SN2018fin,252.75345833333336,25.875975,0.06,280.0,Ia,2018/08/13,1.0658159859347658e-07,False
SN2018fio,230.30979166666663,30.636641666666662,0.075,351.0,Ia,2018/08/13,6.782410313007655e-08,False
SN2018fip,253.56562499999995,-54.044241666666665,0.117,562.4,Ic BL,2018/07/28,2.6418470379335225e-08,False
SN2018fir,7.375416666666665,27.184161111111116,0.055,253.0,II P,2018/08/21,1.3054410051287416e-07,False
SN2018fit,351.317375,13.934055555555556,0.012969,57.9652,II,2018/08/21,2.486930308628523e-06,False
SN2018fiv,328.652125,18.115772222222223,0.05,230.0,Ia,2018/08/21,1.579583616205777e-07,False
SN2018fiw,3.7576666666666654,34.81120277777777,0.04777,219.04,Ia,2018/08/21,1.7416120903834945e-07,False
SN2018fja,329.7574583333333,11.1037,0.076,355.0,Ia,2018/08/21,6.630428351302172e-08,False
SN2018fjc,324.7213333333333,31.737525,0.042,192.0,Ia,2018/08/21,2.2667093450869583e-07,False
SN2018fju,244.93429166666667,50.55186666666666,0.05584,257.51,Ia,2018/08/13,1.2601147490668898e-07,False
SN2018fjv,251.37429166666664,65.23905555555555,0.07,330.0,Ia,2018/08/16,7.673092130145604e-08,False
SN2018fjx,336.9033749999999,22.89531111111111,0.05684,262.31,Ia,2018/08/16,1.214419124018156e-07,False
SN2018fk,174.92725,-12.692541666666669,0.082,385.0,Ia,2018/01/10,5.637373809902893e-08,False
SN2018flg,243.69579166666665,43.30529444444444,0.0597,276.1,Ia,2018/08/16,1.0961386195665216e-07,False
SN2018fli,239.54866666666663,19.765208333333334,0.066077,306.923,Ia,2018/08/11,8.87032277797122e-08,False
SN2018fmf,144.62226249999998,76.31989999999999,0.007622,33.929,II P,2018/08/22,7.258655299857185e-06,False
SN2018fmr,328.5000416666666,8.11468611111111,0.07,330.0,Ia,2018/08/19,7.673092130145604e-08,False
SN2018fmt,20.253625,-13.862958333333331,0.05,230.0,Ibn,2018/08/27,1.579583616205777e-07,False
SN2018fmu,296.42066666666665,66.50829166666666,0.085,400.0,Ia,2018/08/22,5.2224983310803504e-08,False
SN2018fnc,274.03108333333324,70.01794444444444,0.08,380.0,Ia,2018/08/21,5.786701751889586e-08,False
SN2018fnd,251.9774583333333,42.968780555555554,0.075,351.0,Ia,2018/08/29,6.782410313007655e-08,False
SN2018fne,277.8893749999999,49.81609444444444,0.045,206.0,Ia,2018/08/23,1.9690822249336794e-07,False
SN2018fnf,355.19133333333326,14.10037222222222,0.063,292.0,Ia,2018/08/21,9.800146990205201e-08,False
SN2018fng,241.76254166666664,15.595744444444446,0.03955,180.28,Ia,2018/08/27,2.5710066130792825e-07,False
SN2018fnq,303.12464583333326,-44.11001666666667,0.019,85.3,Ia,2018/08/31,1.1484186327723491e-06,False
SN2018fob,228.280125,41.26974166666667,0.029,131.0,Ic,2018/08/23,4.869178561697199e-07,False
SN2018foc,41.02966666666666,37.52429444444444,0.031,140.0,Ia,2018/08/19,4.263263943739063e-07,False
SN2018fod,243.4231666666666,10.658522222222222,0.0802,376.2,Ia,2018/08/23,5.904195237108037e-08,False
SN2018fop,18.825458333333334,-6.859038888888889,0.02,90.0,Ia,2018/08/21,1.0316046086084646e-06,False
SN2018fou,346.38545833333325,0.8173638888888889,0.09,420.0,Ia,2018/08/21,4.736959937487848e-08,False
SN2018fpb,359.92834166666665,34.34441944444445,0.0148,66.24,IIb,2018/08/31,1.9043976854332776e-06,False
SN2018fpe,225.2652083333333,44.15653888888889,0.0877,413.5,Ia,2018/08/23,4.887055428109387e-08,False
SN2018fpi,356.11429166666665,5.663702777777778,0.038854,177.014,Ia-91T,2018/08/22,2.6667546470864297e-07,False
SN2018fpm,336.0901458333333,-33.692575,0.011191,49.9513,Ia,2018/08/31,3.3489194499404e-06,False
SN2018fpv,227.01754166666663,37.25161111111111,0.0793,371.7,Ia,2018/08/30,6.048019327125471e-08,False
SN2018fpx,45.91720833333333,45.64374444444445,0.025,113.0,II,2018/08/30,6.543971595057219e-07,False
SN2018fqc,80.18812499999999,-23.06796388888889,0.085,400.0,Ia,2018/08/31,5.2224983310803504e-08,False
SN2018fqd,312.96407916666664,-36.83669444444445,0.039394,179.544,Ia,2018/09/01,2.592128336053533e-07,False
SN2018fqe,234.512625,51.36036111111111,0.074,346.0,Ia,2018/08/29,6.979850086645528e-08,False
SN2018fqj,215.95416666666665,34.102875000000004,0.1,480.0,Ia,2018/08/24,3.6267349521391334e-08,False
SN2018fqk,338.2875833333333,4.129730555555555,0.041,187.0,Ia,2018/08/30,2.38954426198306e-07,False
SN2018fql,355.31699999999995,-28.962427777777776,0.049,225.0,Ia,2018/08/31,1.6505673737735434e-07,False
SN2018fqn,339.9089374999999,-15.086075,0.052,239.0,Ia,2018/09/02,1.4628590762991826e-07,False
